ghr,hvac,lights,boundaries,envelope,shgc,building,afn,atm_hvac_light_cons,atm_cons,office_hvac_light_cons,office_cons,total_hvac_light_cons,total_cons,total_cons_area
3495,1,9.9,2,2.5,0.7,3,0,1210.03228774975,4072.5,31508.79,71378.52,32718.82,75451.02,125.75
3495,1,9.9,2,2.5,0.7,4,1,1177.1940483219,4039.66,29509.53,69379.26,30686.72,73418.92,122.36
3495,1,9.9,2,2.5,0.7,4,0,1191.88740778917,4054.36,31279.81,71149.54,32471.7,75203.9,125.34
3495,1,9.9,2,3.7,0.3,1,1,1107.35699270818,3969.83,28364.2,68233.93,29471.56,72203.76,120.34
3495,1,9.9,2,3.7,0.3,1,0,1127.49228873985,3989.96,29754.85,69624.58,30882.34,73614.54,122.69
3495,1,9.9,1,2.5,0.3,3,1,1050.25522144961,3912.73,29524.26,69393.99,30574.52,73306.72,122.18
3495,1,9.9,2,3.7,0.3,2,1,1124.08509400345,3986.56,28562.04,68431.77,29686.13,72418.33,120.7
3495,1,9.9,2,3.7,0.3,2,0,1143.04610681647,4005.52,30056.67,69926.4,31199.72,73931.92,123.22
3495,1,9.9,2,3.7,0.3,3,1,1150.02708447147,4012.5,28695.02,68564.75,29845.05,72577.25,120.96
3495,1,9.9,2,3.7,0.3,3,0,1166.64691525507,4029.12,30390.81,70260.54,31557.46,74289.66,123.82
3495,1,9.9,2,3.7,0.3,4,1,1142.20827206153,4004.68,28694.72,68564.45,29836.93,72569.13,120.95
3495,1,9.9,2,3.7,0.3,4,0,1160.23726251209,4022.71,30249.83,70119.56,31410.07,74142.27,123.57
3495,1,9.9,2,3.7,0.7,1,1,1149.8463745213,4012.32,28854.45,68724.18,30004.3,72736.5,121.23
3495,1,9.9,2,3.7,0.7,1,0,1166.52382180556,4028.99,30524.45,70394.18,31690.97,74423.17,124.04
3495,1,9.9,2,3.7,0.7,2,1,1175.81580364951,4038.29,29242.2,69111.93,30418.02,73150.22,121.92
3495,1,9.9,2,3.7,0.7,2,0,1190.82134682311,4053.29,31042.81,70912.54,32233.63,74965.83,124.94
3495,1,9.9,1,2.5,0.3,3,0,1057.11821577009,3919.59,29942.83,69812.56,30999.95,73732.15,122.89
3495,1,9.9,2,3.7,0.7,3,1,1214.3925648637,4076.86,29607.31,69477.04,30821.7,73553.9,122.59
3495,1,9.9,2,3.7,0.7,3,0,1225.65672694357,4088.13,31633.45,71503.18,32859.11,75591.31,125.99
3495,1,9.9,2,3.7,0.7,4,1,1200.50187618853,4062.97,29568.54,69438.27,30769.04,73501.24,122.5
3495,1,9.9,2,3.7,0.7,4,0,1214.01252849854,4076.48,31432.83,71302.56,32646.84,75379.04,125.63
3495,1,23.6,1,2.5,0.3,1,1,1888.33003714528,4750.8,56084.25,95953.98,57972.58,100704.78,167.84
3495,1,23.6,1,2.5,0.3,1,0,1895.61136521271,4758.08,57016.71,96886.44,58912.32,101644.52,169.41
3495,1,23.6,1,2.5,0.3,2,1,1948.43390653309,4810.9,56100.84,95970.57,58049.27,100781.47,167.97
3495,1,23.6,1,2.5,0.3,2,0,1956.04200834603,4818.51,57031.64,96901.37,58987.68,101719.88,169.53
3495,1,23.6,1,2.5,0.3,3,1,1954.80541624496,4817.28,56101.91,95971.64,58056.72,100788.92,167.98
3495,1,23.6,1,2.5,0.3,3,0,1962.08414076636,4824.55,57105,96974.73,59067.08,101799.28,169.67
3495,1,9.9,1,2.5,0.3,4,1,984.117560511256,3846.59,29452.98,69322.71,30437.1,73169.3,121.95
3495,1,23.6,1,2.5,0.3,4,1,1886.835158428,4749.31,56038.62,95908.35,57925.46,100657.66,167.76
3495,1,23.6,1,2.5,0.3,4,0,1893.65591927159,4756.13,57051.72,96921.45,58945.38,101677.58,169.46
3495,1,23.6,1,2.5,0.7,1,1,1903.90084562414,4766.37,56304.77,96174.5,58208.67,100940.87,168.23
3495,1,23.6,1,2.5,0.7,1,0,1910.92471524759,4773.39,57305.52,97175.25,59216.44,101948.64,169.91
3495,1,23.6,1,2.5,0.7,2,1,1967.5110956213,4829.98,56394.16,96263.89,58361.67,101093.87,168.49
3495,1,23.6,1,2.5,0.7,2,0,1974.46670636714,4836.94,57407.98,97277.71,59382.45,102114.65,170.19
3495,1,23.6,1,2.5,0.7,3,1,1982.26545919054,4844.74,56504.51,96374.24,58486.78,101218.98,168.7
3495,1,23.6,1,2.5,0.7,3,0,1988.26848638599,4850.74,57634.06,97503.79,59622.33,102354.53,170.59
3495,1,23.6,1,2.5,0.7,4,1,1911.78700355735,4774.26,56403.97,96273.7,58315.76,101047.96,168.41
3495,1,23.6,1,2.5,0.7,4,0,1917.99174654827,4780.46,57518.71,97388.44,59436.7,102168.9,170.28
3495,1,9.9,1,2.5,0.3,4,0,989.734001279582,3852.2,29866.97,69736.7,30856.7,73588.9,122.65
3495,1,23.6,1,3.7,0.3,1,1,1941.74047627529,4804.21,54623.33,94493.06,56565.07,99297.27,165.5
3495,1,23.6,1,3.7,0.3,1,0,1952.82571494557,4815.3,55977.44,95847.17,57930.27,100662.47,167.77
3495,1,23.6,1,3.7,0.3,2,1,1975.42864185923,4837.9,54688.32,94558.05,56663.75,99395.95,165.66
3495,1,23.6,1,3.7,0.3,2,0,1985.58459274751,4848.05,56063.52,95933.25,58049.1,100781.3,167.97
3495,1,23.6,1,3.7,0.3,3,1,1981.15321632929,4843.62,54731,94600.73,56712.15,99444.35,165.74
3495,1,23.6,1,3.7,0.3,3,0,1990.72856689378,4853.2,56213.24,96082.97,58203.97,100936.17,168.23
3495,1,23.6,1,3.7,0.3,4,1,1945.87220434992,4808.34,54703.83,94573.56,56649.7,99381.9,165.64
3495,1,23.6,1,3.7,0.3,4,0,1956.35606927143,4818.83,56143.09,96012.82,58099.45,100831.65,168.05
3495,1,23.6,1,3.7,0.7,1,1,1962.1644365295,4824.63,54954.88,94824.61,56917.04,99649.24,166.08
3495,1,23.6,1,3.7,0.7,1,0,1972.06858296215,4834.54,56440.06,96309.79,58412.13,101144.33,168.57
3495,1,9.9,1,2.5,0.7,1,1,1002.09999927973,3864.57,29689.21,69558.94,30691.31,73423.51,122.37
3495,1,23.6,1,3.7,0.7,2,1,1999.41766350227,4861.89,55121.22,94990.95,57120.64,99852.84,166.42
3495,1,23.6,1,3.7,0.7,2,0,2008.10958968465,4870.58,56638.38,96508.11,58646.49,101378.69,168.96
3495,1,23.6,1,3.7,0.7,3,1,2014.62221153107,4877.09,55316.71,95186.44,57331.33,100063.53,166.77
3495,1,23.6,1,3.7,0.7,3,0,2022.03809674898,4884.51,56973.81,96843.54,58995.85,101728.05,169.55
3495,1,23.6,1,3.7,0.7,4,1,1977.81445322269,4840.28,55262.09,95131.82,57239.9,99972.1,166.62
3495,1,23.6,1,3.7,0.7,4,0,1986.63982149977,4849.11,56862.32,96732.05,58848.96,101581.16,169.3
3495,1,23.6,2,2.5,0.3,1,1,2056.77926438286,4919.25,56566.52,96436.25,58623.3,101355.5,168.93
3495,1,23.6,2,2.5,0.3,1,0,2067.34404213412,4929.81,58652.39,98522.12,60719.73,103451.93,172.42
3495,1,23.6,2,2.5,0.3,2,1,2076.60610667262,4939.08,56851.22,96720.95,58927.83,101660.03,169.43
3495,1,23.6,2,2.5,0.3,2,0,2086.08977449241,4948.56,58939.52,98809.25,61025.61,103757.81,172.93
3495,1,9.9,1,2.5,0.7,1,0,1007.64712839336,3870.12,30154.29,70024.02,31161.94,73894.14,123.16
3495,2,9.9,1,2.5,0.3,1,1,966.077229833334,3828.55,45120.51,84990.24,46086.59,88818.79,148.03
3495,2,23.6,2,2.5,0.3,3,1,2090.60675640945,4953.08,65622.75,105492.48,67713.36,110445.56,184.08
3495,2,23.6,2,2.5,0.3,3,0,2092.72453316561,4955.19,68220.6,108090.33,70313.32,113045.52,188.41
3495,2,23.6,2,2.5,0.3,4,1,2082.54258605654,4945.01,65652,105521.73,67734.54,110466.74,184.11
3495,2,23.6,2,2.5,0.3,4,0,2087.04023695943,4949.51,67949.03,107818.76,70036.07,112768.27,187.95
3495,2,23.6,2,2.5,0.7,1,1,2071.34279802893,4933.81,65727.32,105597.05,67798.66,110530.86,184.22
3495,2,23.6,2,2.5,0.7,1,0,2074.14188818788,4936.61,68142.94,108012.67,70217.08,112949.28,188.25
3495,2,23.6,2,2.5,0.7,2,1,2107.72672009886,4970.2,66049.66,105919.39,68157.39,110889.59,184.82
3495,2,23.6,2,2.5,0.7,2,0,2115.10032477754,4977.57,68271.31,108141.04,70386.41,113118.61,188.53
3495,2,23.6,2,2.5,0.7,3,1,2151.46560105826,5013.94,66986.91,106856.64,69138.38,111870.58,186.45
3495,2,23.6,2,2.5,0.7,3,0,2150.2740323225,5012.74,69879.07,109748.8,72029.34,114761.54,191.27
3495,2,9.9,1,2.5,0.7,2,1,1041.78158545272,3904.25,43138.1,83007.83,44179.88,86912.08,144.85
3495,2,23.6,2,2.5,0.7,4,1,2141.01180466682,5003.48,66920.66,106790.39,69061.67,111793.87,186.32
3495,2,23.6,2,2.5,0.7,4,0,2144.92434677873,5007.39,69330.74,109200.47,71475.66,114207.86,190.35
3495,2,23.6,2,3.7,0.3,1,1,2074.08914668254,4936.56,65189.73,105059.46,67263.82,109996.02,183.33
3495,2,23.6,2,3.7,0.3,1,0,2077.5939443013,4940.06,67545.15,107414.88,69622.74,112354.94,187.26
3495,2,23.6,2,3.7,0.3,2,1,2090.44502446292,4952.92,65286.44,105156.17,67376.89,110109.09,183.52
3495,2,23.6,2,3.7,0.3,2,0,2097.49432656639,4959.96,67466.52,107336.25,69564.01,112296.21,187.16
3495,2,23.6,2,3.7,0.3,3,1,2109.34134510947,4971.81,65785.78,105655.51,67895.12,110627.32,184.38
3495,2,23.6,2,3.7,0.3,3,0,2110.44161821615,4972.91,68456.05,108325.78,70566.49,113298.69,188.83
3495,2,23.6,2,3.7,0.3,4,1,2105.51642449279,4967.99,65787.09,105656.82,67892.61,110624.81,184.37
3495,2,23.6,2,3.7,0.3,4,0,2109.26641922279,4971.74,68156.29,108026.02,70265.56,112997.76,188.33
3495,2,9.9,1,2.5,0.7,2,0,1044.9223706424,3907.39,41153.77,81023.5,42198.69,84930.89,141.55
3495,2,23.6,2,3.7,0.7,1,1,2111.75002516338,4974.22,66017.4,105887.13,68129.15,110861.35,184.77
3495,2,23.6,2,3.7,0.7,1,0,2112.97066593273,4975.44,68589.51,108459.24,70702.48,113434.68,189.06
3495,2,23.6,2,3.7,0.7,2,1,2139.68399054436,5002.15,66277.95,106147.68,68417.63,111149.83,185.25
3495,2,23.6,2,3.7,0.7,2,0,2146.23286560591,5008.7,68602.95,108472.68,70749.18,113481.38,189.14
3495,2,23.6,2,3.7,0.7,3,1,2170.92049454679,5033.39,67242.73,107112.46,69413.65,112145.85,186.91
3495,2,23.6,2,3.7,0.7,3,0,2168.98370416756,5031.45,70177.09,110046.82,72346.07,115078.27,191.8
3495,2,23.6,2,3.7,0.7,4,1,2164.99405412703,5027.46,67072.81,106942.54,69237.8,111970,186.62
3495,2,23.6,2,3.7,0.7,4,0,2168.2806379054,5030.75,69559.99,109429.72,71728.27,114460.47,190.77
3495,2,9.9,1,2.5,0.7,3,1,1064.85041144947,3927.32,43652.01,83521.74,44716.86,87449.06,145.75
3495,2,9.9,1,2.5,0.7,3,0,1066.10558916147,3928.58,42146.13,82015.86,43212.24,85944.44,143.24
3495,2,9.9,1,2.5,0.7,4,1,985.880767654075,3848.35,43389.79,83259.52,44375.67,87107.87,145.18
3495,2,9.9,1,2.5,0.7,4,0,987.054718714224,3849.52,41540.95,81410.68,42528,85260.2,142.1
3495,2,9.9,1,3.7,0.3,1,1,980.449595232883,3842.92,41443.67,81313.4,42424.12,85156.32,141.93
3495,2,9.9,1,3.7,0.3,1,0,985.247351486311,3847.72,38887.46,78757.19,39872.71,82604.91,137.67
3495,2,9.9,1,3.7,0.3,2,1,1014.43953686895,3876.91,40754.03,80623.76,41768.47,84500.67,140.83
3495,2,9.9,1,3.7,0.3,2,0,1019.65681740801,3882.13,38387.09,78256.82,39406.75,82138.95,136.9
3495,2,9.9,1,2.5,0.3,1,0,967.665154373419,3830.14,42332.75,82202.48,43300.42,86032.62,143.39
3495,2,9.9,1,3.7,0.3,3,1,1021.74105807653,3884.21,40761.38,80631.11,41783.12,84515.32,140.86
3495,2,9.9,1,3.7,0.3,3,0,1026.59490009311,3889.06,38619.86,78489.59,39646.45,82378.65,137.3
3495,2,9.9,1,3.7,0.3,4,1,981.207145908782,3843.68,40844.43,80714.16,41825.64,84557.84,140.93
3495,2,9.9,1,3.7,0.3,4,0,986.060415197751,3848.53,38422.45,78292.18,39408.51,82140.71,136.9
3495,2,9.9,1,3.7,0.7,1,1,1001.75346668161,3864.22,41040.48,80910.21,42042.23,84774.43,141.29
3495,2,9.9,1,3.7,0.7,1,0,1006.20479139932,3868.67,39070.32,78940.05,40076.52,82808.72,138.01
3495,2,9.9,1,3.7,0.7,2,1,1042.56238243429,3905.03,40240.06,80109.79,41282.62,84014.82,140.02
3495,2,9.9,1,3.7,0.7,2,0,1048.15000895299,3910.62,38528.31,78398.04,39576.46,82308.66,137.18
3495,2,9.9,1,3.7,0.7,3,1,1060.25058145123,3922.72,40265.76,80135.49,41326.01,84058.21,140.1
3495,2,9.9,1,3.7,0.7,3,0,1064.13591338358,3926.61,39071.99,78941.72,40136.13,82868.33,138.11
3495,2,9.9,1,2.5,0.3,2,1,1020.14961564044,3882.62,43995.69,83865.42,45015.84,87748.04,146.25
3495,2,9.9,1,3.7,0.7,4,1,1016.38416814363,3878.85,40254.45,80124.18,41270.83,84003.03,140.01
3495,2,9.9,1,3.7,0.7,4,0,1021.30680830845,3883.78,38667.8,78537.53,39689.11,82421.31,137.37
3495,2,9.9,2,2.5,0.3,1,1,1030.31890239402,3892.79,38107.21,77976.94,39137.53,81869.73,136.45
3495,2,9.9,2,2.5,0.3,1,0,1043.87400558099,3906.34,37595.51,77465.24,38639.38,81371.58,135.62
3495,2,9.9,2,2.5,0.3,2,1,1054.24034120671,3916.71,38084.19,77953.92,39138.43,81870.63,136.45
3495,2,9.9,2,2.5,0.3,2,0,1068.93694000777,3931.41,37758.7,77628.43,38827.64,81559.84,135.93
3495,2,9.9,2,2.5,0.3,3,1,1089.19766485099,3951.67,37997.04,77866.77,39086.24,81818.44,136.36
3495,2,9.9,2,2.5,0.3,3,0,1101.07544845887,3963.55,38300.35,78170.08,39401.43,82133.63,136.89
3495,2,9.9,2,2.5,0.3,4,1,1080.6730341469,3943.14,38328.18,78197.91,39408.85,82141.05,136.9
3495,2,9.9,2,2.5,0.3,4,0,1094.02461870153,3956.49,38171.8,78041.53,39265.82,81998.02,136.66
3495,2,9.9,1,2.5,0.3,2,0,1023.31457772976,3885.78,41317.43,81187.16,42340.74,85072.94,141.79
3495,2,9.9,2,2.5,0.7,1,1,1070.57429528151,3933.04,38348.83,78218.56,39419.4,82151.6,136.92
3495,2,9.9,2,2.5,0.7,1,0,1082.5999850343,3945.07,38417.05,78286.78,39499.65,82231.85,137.05
3495,2,9.9,2,2.5,0.7,2,1,1106.01815382124,3968.49,38457.27,78327,39563.29,82295.49,137.16
3495,2,9.9,2,2.5,0.7,2,0,1120.00676079517,3982.48,38724.79,78594.52,39844.8,82577,137.63
3495,2,9.9,2,2.5,0.7,3,1,1156.32041018869,4018.79,38611.33,78481.06,39767.65,82499.85,137.5
3495,2,9.9,2,2.5,0.7,3,0,1164.72720232957,4027.2,39769.55,79639.28,40934.28,83666.48,139.44
3495,2,9.9,2,2.5,0.7,4,1,1142.31486132739,4004.78,38909.79,78779.52,40052.1,82784.3,137.97
3495,2,9.9,2,2.5,0.7,4,0,1154.56083911039,4017.03,39429.39,79299.12,40583.95,83316.15,138.86
3495,2,9.9,2,3.7,0.3,1,1,1070.12656701345,3932.6,38071.71,77941.44,39141.84,81874.04,136.46
3495,2,9.9,2,3.7,0.3,1,0,1083.75921078188,3946.23,37806.33,77676.06,38890.09,81622.29,136.04
3495,2,9.9,1,2.5,0.3,3,1,1036.31237151399,3898.78,44212.33,84082.06,45248.64,87980.84,146.63
3495,2,9.9,2,3.7,0.3,2,1,1085.53921782487,3948.01,38060.8,77930.53,39146.34,81878.54,136.46
3495,2,9.9,2,3.7,0.3,2,0,1100.41912458377,3962.89,37906.36,77776.09,39006.78,81738.98,136.23
3495,2,9.9,2,3.7,0.3,3,1,1108.31528502184,3970.79,38089.29,77959.02,39197.61,81929.81,136.55
3495,2,9.9,2,3.7,0.3,3,0,1119.8828917859,3982.35,38458.14,78327.87,39578.02,82310.22,137.18
3495,2,9.9,2,3.7,0.3,4,1,1103.1127814919,3965.58,38255.14,78124.87,39358.25,82090.45,136.82
3495,2,9.9,2,3.7,0.3,4,0,1116.75665374908,3979.23,38229.73,78099.46,39346.49,82078.69,136.8
3495,2,9.9,2,3.7,0.7,1,1,1109.95154082271,3972.42,38377.87,78247.6,39487.82,82220.02,137.03
3495,2,9.9,2,3.7,0.7,1,0,1121.33820319588,3983.81,38685.34,78555.07,39806.68,82538.88,137.56
3495,2,9.9,2,3.7,0.7,2,1,1136.70890682644,3999.18,38486.43,78356.16,39623.14,82355.34,137.26
3495,2,9.9,2,3.7,0.7,2,0,1150.40949765644,4012.88,38919.08,78788.81,40069.49,82801.69,138
3495,2,9.9,1,2.5,0.3,3,0,1038.44634387577,3900.92,41702.36,81572.09,42740.81,85473.01,142.46
3495,2,9.9,2,3.7,0.7,3,1,1173.97937856837,4036.45,38720.34,78590.07,39894.32,82626.52,137.71
3495,2,9.9,2,3.7,0.7,3,0,1181.61808509122,4044.09,39965.36,79835.09,41146.98,83879.18,139.8
3495,2,9.9,2,3.7,0.7,4,1,1165.29294159385,4027.76,38887.25,78756.98,40052.54,82784.74,137.97
3495,2,9.9,2,3.7,0.7,4,0,1177.249762227,4039.72,39540.04,79409.77,40717.29,83449.49,139.08
3495,2,23.6,1,2.5,0.3,1,1,1872.62192347521,4735.09,68955.95,108825.68,70828.57,113560.77,189.27
3495,2,23.6,1,2.5,0.3,1,0,1874.25845147631,4736.73,68652.55,108522.28,70526.81,113259.01,188.77
3495,2,23.6,1,2.5,0.3,2,1,1938.51782479152,4800.99,68200.86,108070.59,70139.38,112871.58,188.12
3495,2,23.6,1,2.5,0.3,2,0,1941.67224685956,4804.14,67749.9,107619.63,69691.57,112423.77,187.37
3495,2,23.6,1,2.5,0.3,3,1,1952.9483766056,4815.42,68553.54,108423.27,70506.49,113238.69,188.73
3495,2,23.6,1,2.5,0.3,3,0,1954.8902605044,4817.36,68468.11,108337.84,70423,113155.2,188.59
3495,2,9.9,1,2.5,0.3,4,1,961.278897986127,3823.75,44023.13,83892.86,44984.41,87716.61,146.19
3495,2,23.6,1,2.5,0.3,4,1,1867.05691788505,4729.53,68410.73,108280.46,70277.79,113009.99,188.35
3495,2,23.6,1,2.5,0.3,4,0,1868.21089793391,4730.68,68443.19,108312.92,70311.4,113043.6,188.41
3495,2,23.6,1,2.5,0.7,1,1,1889.46999426364,4751.94,69029.86,108899.59,70919.33,113651.53,189.42
3495,2,23.6,1,2.5,0.7,1,0,1890.50127036736,4752.97,69101.45,108971.18,70991.95,113724.15,189.54
3495,2,23.6,1,2.5,0.7,2,1,1961.67516830284,4824.15,68057.45,107927.18,70019.13,112751.33,187.92
3495,2,23.6,1,2.5,0.7,2,0,1964.8528448152,4827.32,67982.12,107851.85,69946.97,112679.17,187.8
3495,2,23.6,1,2.5,0.7,3,1,1983.89813972389,4846.37,68865.81,108735.54,70849.71,113581.91,189.3
3495,2,23.6,1,2.5,0.7,3,0,1984.62831590042,4847.1,69430.13,109299.86,71414.76,114146.96,190.24
