agencia,municipio,uf,area,consumo
santader,FERNANDO DE NORONHA,PE,250,50226.34
santader,RECIFE,PE,250,153835.66
santader,SAO PAULO,SP,250,48833.52
santader,CAMPANHA,MG,251.3,56085.57
santader,CABREUVA,SP,252.5,55783.8
santader,SAO PAULO,SP,252.8,78346.95
santader,PONTAL,SP,254.5,57162.29
santader,RECIFE,PE,254.6,173748.92
santader,DUQUE DE CAXIAS,RJ,254.9,73992.11
santader,SAO PAULO,SP,255,73817.07
santader,RIO DE JANEIRO,RJ,255,62940.78
santader,SAO PAULO,SP,255.8,52596.17
santader,ARMACAO DOS BUZIOS,RJ,256,45615.68
santader,RIO DE JANEIRO,RJ,256,93595.59
santader,TERRA ROXA,SP,256.1,54265.51
santader,PIRAJU,SP,256.1,71618.32
santader,IPERO,SP,257.8,66314.23
santader,IPOJUCA,PE,258.9,64851.2
santader,GABRIEL MONTEIRO,SP,259,46598.63
santader,SAO PAULO,SP,259,58193.93
santader,OURO BRANCO,MG,259.3,69153.69
santader,SAO PAULO,SP,260,68002.36
santader,BARRA BONITA,SP,260,82326.55
santader,CEDRAL,SP,260.7,39512.82
santader,CAMPO GRANDE,MS,261.1,98790.41
santader,FRANCISCO MORATO,SP,262,81162.51
santader,VALENTIM GENTIL,SP,262.8,79222.51
santader,GUARAPUAVA,PR,263,47933.19
santader,SAO GOTARDO,MG,264,37423.15
santader,SERRA,ES,264,158029.95
santader,CAMPINAS,SP,264.7,77178.93
santader,SAO PAULO,SP,264.7,49861.63
santader,RIO DE JANEIRO,RJ,264.7,93615.92
santader,SAO PAULO,SP,265,73609.23
santader,NEVES PAULISTA,SP,265.8,43273.7
santader,RIO DE JANEIRO,RJ,266,105715.91
santader,IBATE,SP,266.1,60431.17
santader,CAJATI,SP,267,50176.08
santader,SAO PAULO,SP,267,69717.14
santader,SAO PAULO,SP,268,98804.68
santader,SAO PAULO,SP,268,53704.74
santader,RIO DE JANEIRO,RJ,268.5,84814.99
santader,SAO PAULO,SP,269,82017.01
santader,SALVADOR,BA,269,217494.2
santader,RESTINGA,SP,270,32716.81
santader,RIO DE JANEIRO,RJ,270,136802.85
santader,TERESOPOLIS,RJ,270,54630.73
santader,CARAZINHO,RS,270.3,70734.96
santader,SAO PAULO,SP,270.3,53019.61
santader,ATIBAIA,SP,271.1,75947.55
santader,CONTAGEM,MG,272.8,69933.02
santader,RIO DE JANEIRO,RJ,273.5,52177.94
santader,PAUDALHO,PE,273.7,82045.12
santader,CURITIBA,PR,275,121284.5
santader,ITABERA,SP,276,49571.82
santader,SAO PAULO,SP,276,145838.28
santader,PRESIDENTE PRUDENTE,SP,276,85913.6
santader,SALVADOR,BA,277,65673.61
santader,APARECIDA DE GOIANIA,GO,278.3,93425.04
santader,RIO DE JANEIRO,RJ,278.8,131204.37
santader,RIO DE JANEIRO,RJ,279,78066.09
santader,TAUBATE,SP,279.2,53190.7
santader,VIRADOURO,SP,280,63451.12
santader,NOVA FRIBURGO,RJ,280.2,77118.14
santader,BORBOREMA,SP,280.2,90867.45
santader,ILHABELA,SP,280.3,112788.37
santader,CAMPINAS,SP,281,74916.02
santader,PIRACAIA,SP,281,64605.74
santader,BRASILIA,DF,281,115376.38
santader,ITAMONTE,MG,281.1,49069.67
santader,UBERLANDIA,MG,281.4,119951.86
santader,PENAPOLIS,SP,282,69553.22
santader,LEOPOLDINA,MG,282,71285.1
santader,RIO DE JANEIRO,RJ,282,88955.93
santader,BAURU,SP,282.1,76444.21
santader,ITAI,SP,283,78969.01
santader,SAO PAULO,SP,283,64114.16
santader,LAURO DE FREITAS,BA,283.7,115876.83
santader,RIO DE JANEIRO,RJ,284,79922.13
santader,SANTA LUCIA,SP,284,62866.17
santader,SAO PAULO,SP,284.1,64295.65
santader,RIO DE JANEIRO,RJ,285,110517.05
santader,SAO JOSE DOS PINHAIS,PR,285,100279.88
santader,SALVADOR,BA,286,164241.47
santader,PIRAPORA BOM JESUS,SP,286.2,85892.07
santader,PORANGABA,SP,287,55281.02
santader,RIBEIRAO PIRES,SP,287.1,57154.91
santader,SANTA BRANCA,SP,287.5,52635.97
santader,RIBEIRAO PRETO,SP,287.8,81851.24
santader,SAO PAULO,SP,288,105678.4
santader,ITIRAPINA,SP,288.5,64495.64
santader,CRUZILIA,MG,288.5,50372.9
santader,CATANDUVA,SP,289,144398.53
santader,PARACAMBI,RJ,289,85111.08
santader,SAO PAULO,SP,289.4,39481.53
santader,RIO DE JANEIRO,RJ,290,156689.38
santader,TABOAO DA SERRA,SP,290.4,91090.77
santader,RAFARD,SP,290.4,63584.04
santader,CABREUVA,SP,291.6,45223.59
santader,BELO HORIZONTE,MG,292,89031.78
santader,BELO HORIZONTE,MG,293,73764.08
santader,BOM DESPACHO,MG,293,60894.38
santader,STA MARIA BOA VISTA,PE,293.4,90926.54
santader,RIO DE JANEIRO,RJ,294,116458.23
santader,VILA VELHA,ES,294.5,123431.09
santader,NITEROI,RJ,295,52347.03
santader,CURITIBA,PR,295,59617.83
santader,ESCADA,PE,295.3,72249.69
santader,SANTA BARBARA D OESTE,SP,295.4,64868.65
santader,CORDEIROPOLIS,SP,295.8,50651.12
santader,CAXAMBU,MG,295.9,40864.3
santader,ELDORADO,SP,296.5,17853.12
santader,LAURO DE FREITAS,BA,297.2,156829.11
santader,FERNANDOPOLIS,SP,297.5,86561.55
santader,SAO PAULO,SP,297.6,70967.51
santader,SABARA,MG,297.7,81001.59
santader,SALESOPOLIS,SP,298,82366.15
santader,SALVADOR,BA,298,89429.33
santader,TAGUAI,SP,298.7,60032.57
santader,CABO DE SANTO AGOSTINHO,PE,299.8,130463.45
santader,ARTUR NOGUEIRA,SP,300,83587.17
santader,HORTOLANDIA,SP,300,186400.86
santader,MARILIA,SP,300,48630.45
santader,VIDEIRA,SC,300,56966.37
santader,APUCARANA,PR,300,89200.54
santader,RIO DE JANEIRO,RJ,300,184189.56
santader,SAO PAULO,SP,300,51636.5
santader,SAO PAULO,SP,300,80685.13
santader,SAO PAULO,SP,300,74393.15
santader,PARIQUERA-ACU,SP,300.3,83316.01
santader,PESQUEIRA,PE,300.3,114909.05
santader,SAO PAULO,SP,300.6,61766.47
santader,PONTA GROSSA,PR,301,81322.91
santader,BERTIOGA,SP,302.6,86599.65
santader,RECIFE,PE,303,135586.68
santader,SAO PAULO,SP,304,70313.04
santader,SAO PAULO,SP,304.8,51737.16
santader,CURITIBA,PR,305,127851.04
santader,SAO PAULO,SP,305.3,92852.61
santader,MATEUS LEME,MG,305.5,82196.76
santader,VALINHOS,SP,305.6,88592.94
santader,GOIANIA,GO,306.2,76322.24
santader,SUMARE,SP,306.8,71995.91
santader,SAO LOURENCO DO SUL,RS,307.6,49334.03
santader,NOVA PRATA,RS,308,77673.29
santader,BELO HORIZONTE,MG,308,184492.23
santader,SANTA BARBARA D OESTE,SP,308.8,93133.96
santader,ARANDU,SP,309,57443.92
santader,RIO DE JANEIRO,RJ,309,167534.64
santader,SAO PAULO,SP,309,88267.99
santader,PACAEMBU,SP,310,58701.91
santader,UBERLANDIA,MG,310,82560.19
santader,RIO DE JANEIRO,RJ,310,163152.41
santader,REGENTE FEIJO,SP,310.3,54696.02
santader,GUARULHOS,SP,310.6,75583.75
santader,ARROIO GRANDE,RS,311.3,36788.12
santader,BALNEARIO CAMBORIU,SC,312.9,149346.5
santader,SAO PAULO,SP,313.3,101486.24
santader,BARRA DO PIRAI,RJ,313.3,95121.67
santader,SANTOS,SP,313.3,151185.87
santader,JALES,SP,314.1,110283.28
santader,VOLTA REDONDA,RJ,314.9,98999.15
santader,RIO DE JANEIRO,RJ,315,99296.39
santader,ANGRA DOS REIS,RJ,315,116160.53
santader,IBIRITE,MG,315,60446.26
santader,LIMEIRA,SP,315.8,111022
santader,SANTOS,SP,317.1,123546.61
santader,RIO DE JANEIRO,RJ,317.5,205142.51
santader,RIO DE JANEIRO,RJ,317.5,124825.71
santader,CHAVANTES,SP,317.8,65708.48
santader,EMBU-GUACU,SP,318,136156.98
santader,MONTE ALEGRE DO SUL,SP,318,51315.59
santader,AMPARO,SP,318,51528.64
santader,SANTOS DUMONT,MG,318.7,71266.86
santader,ALVARES MACHADO,SP,319.5,57075.65
santader,CAIEIRAS,SP,320,149905.82
santader,JOACABA,SC,320,112100.5
santader,JOACABA,SC,320,75970.57
santader,MARACAI,SP,321.3,44045.06
santader,TAQUARITINGA,SP,322,63578.93
santader,BATATAIS,SP,323,67986.01
santader,GUARUJA,SP,323.2,58749.79
santader,GUAIBA,RS,323.2,70587.54
santader,SAO PAULO,SP,324,89121.39
santader,COSMORAMA,SP,324,44346.21
santader,ARACATUBA,SP,324,90236.09
santader,BELO HORIZONTE,MG,324,82703.12
santader,VITORIA,ES,325.7,118711.93
santader,SAO PAULO,SP,325.7,66933.46
santader,RIO DE JANEIRO,RJ,326,212798.57
santader,SANTA RITA SAPUCAI,MG,326,65322.42
santader,RIBEIRAO PIRES,SP,326.1,73830.17
santader,RIBEIRAO PRETO,SP,326.6,107163.72
santader,CANOAS,RS,327.1,95544.11
santader,CAMANDUCAIA,MG,327.1,46084.69
santader,RIO FORMOSO,PE,327.8,70505.64
santader,CAMPINAS,SP,328,112895.76
santader,TOLEDO,PR,328,95090.84
santader,DIADEMA,SP,329,62209.27
santader,RIO DE JANEIRO,RJ,329.3,96209.11
santader,RECIFE,PE,329.5,102938.13
santader,SAO PAULO,SP,330,97968.09
santader,RIO DE JANEIRO,RJ,330,224450.9
santader,SANTA FE DO SUL,SP,330.7,97475.26
santader,RIO DE JANEIRO,RJ,331.2,100992.04
santader,SAO PAULO,SP,331.8,84870.72
santader,SAO PEDRO,SP,331.9,77141.87
santader,ESTANCIA VELHA,RS,333,61607.07
santader,SAO PAULO,SP,333,62527.53
santader,ALVORADA,RS,333.3,81154.12
santader,VARGINHA,MG,333.3,56870.96
santader,BELEM,PA,334,85403.96
santader,PARDINHO,SP,334.5,39037.21
santader,COTIA,SP,334.5,107474.47
santader,POCOS DE CALDAS,MG,334.7,49816.6
santader,PORTO ALEGRE,RS,335.4,57824.73
santader,MACAUBAL,SP,335.5,66373.88
santader,GUARACAI,SP,336,44382.13
santader,BRASILIA,DF,336,112491.91
santader,NEPOMUCENO,MG,337,71095.85
santader,STA CRUZ CAPIBARIBE,PE,337.9,85718.98
santader,CARATINGA,MG,338.6,114587.69
santader,SAO PAULO,SP,339,123605.31
santader,NOVA IGUACU,RJ,339.3,112006.53
santader,EXTREMA,MG,339.9,99920.33
santader,SOROCABA,SP,340,96494.49
santader,SAO PAULO,SP,340,102434.89
santader,SOCORRO,SP,340.1,66063.95
santader,RIO DO SUL,SC,341,48145.84
santader,RIO DO SUL,SC,341,47864.84
santader,PORTO ALEGRE,RS,341.3,67587.7
santader,TAUBATE,SP,341.4,62382.64
santader,SAO JOSE DOS PINHAIS,PR,341.7,84216.76
santader,BELO HORIZONTE,MG,342,136547.73
santader,PIRANGI,SP,344,55351.11
santader,BEZERROS,PE,344.8,53467.84
santader,SAO PAULO,SP,346,178045.98
santader,SAO PAULO,SP,346.7,119682.72
santader,SAO PAULO,SP,346.7,77292.62
santader,FORTALEZA,CE,347,144272.87
santader,CURITIBA,PR,347.2,114015.23
santader,PILAR DO SUL,SP,347.2,57341.58
santader,SANTA ROSA DE VITERBO,SP,348,86562.9
santader,ITATINGA,SP,349.1,60872.55
santader,ITARARE,SP,349.5,56578.18
santader,BRODOWSKI,SP,350,72193.57
santader,SAO PAULO,SP,351,46534.05
santader,BIRIGUI,SP,351,104856.39
santader,UBERABA,MG,351.2,94941.36
santader,SAO PEDRO,SP,351.3,105913.2
santader,BELO HORIZONTE,MG,352.6,113851.83
santader,INDIAPORA,SP,352.7,61765.51
santader,BOITUVA,SP,353.5,78059.9
santader,SALVADOR,BA,354.1,121479.89
santader,SAO PAULO,SP,354.4,67507.79
santader,SAO MANUEL,SP,354.6,116223.97
santader,RIO DE JANEIRO,RJ,354.7,127588.73
santader,RIO DE JANEIRO,RJ,354.7,191028.8
santader,SAO CAETANO DO SUL,SP,355,60552.07
santader,ITAGUAI,RJ,355,91452.55
santader,PANORAMA,SP,356.3,68303.29
santader,SAO PAULO,SP,357,73526.3
santader,SAO JOSE,SC,357.3,101120.29
santader,SAO JOSE,SC,358,104287.91
santader,CURITIBA,PR,358,88033.68
santader,BELO HORIZONTE,MG,359.6,81096.54
santader,INDAIATUBA,SP,359.8,94168.88
santader,CURITIBA,PR,359.8,75916.84
santader,SAO PAULO,SP,360,71662.69
santader,VACARIA,RS,360,73479.46
santader,FORTALEZA,CE,360,118903.98
santader,CURITIBA,PR,360,192774.93
santader,NOVA IGUACU,RJ,361.4,160351.96
santader,PAULINIA,SP,361.8,92361.19
santader,GRAMADO,RS,362,71428.36
santader,SAO PAULO,SP,362.5,77200.73
santader,GUAPIACU,SP,363,68406.26
santader,ARACAJU,SE,363.1,117248.84
santader,SAO PAULO,SP,364.7,83008.64
santader,SAO PAULO,SP,365,64494.72
santader,RECIFE,PE,365,160372.79
santader,OLIVEIRA,MG,365.2,58467.87
santader,SOBRAL,CE,365.7,196190.36
santader,RIBEIRAO PRETO,SP,366,107872.23
santader,OSASCO,SP,366.1,71008.24
santader,AMERICO BRASILIENSE,SP,367.3,73819.72
santader,RIO DE JANEIRO,RJ,367.4,33490.41
santader,RIO DE JANEIRO,RJ,367.4,182057.87
santader,SAO PAULO,SP,367.5,95111.21
santader,MARINGA,PR,367.8,98377.5
santader,CORUMBA,MS,368,201962.91
santader,MACATUBA,SP,368.6,64369.61
santader,FEIRA DE SANTANA,BA,369.4,188914.74
santader,SANTANA DE PARNAIBA,SP,369.4,122599.5
santader,POTIRENDABA,SP,369.5,68959.24
santader,SAO JOAO DE MERITI,RJ,369.9,116141.21
santader,PARANAPUA,SP,370,51959.56
santader,URANIA,SP,370,80167.22
santader,CHAPECO,SC,370,69566.83
santader,JOAO PESSOA,PB,370,132079.27
santader,FORTALEZA,CE,370.7,204625.38
santader,SAO PAULO,SP,371,63557.97
santader,SAO PAULO,SP,371,125031.12
santader,RIO DE JANEIRO,RJ,371,103163
santader,BELO HORIZONTE,MG,371,96437.76
santader,JABOATAO GUARARAPES,PE,371.1,140996.03
santader,MIGUELOPOLIS,SP,371.5,71761.98
santader,TIMBAUBA,PE,373,83546.55
santader,MAUA,SP,373.2,80374.68
santader,VALENCA,RJ,374.5,76367.08
santader,CAJAZEIRAS,PB,374.7,101341.15
santader,VITORIA,ES,375,47815.8
santader,CURITIBA,PR,375,122671.87
santader,SAO PAULO,SP,375.1,61504.5
santader,SAO PAULO,SP,375.4,56494.69
santader,BELO HORIZONTE,MG,375.9,105137.15
santader,SAO PAULO,SP,376.3,61740.45
santader,SANTO ANDRE,SP,376.6,79395.6
santader,SAO PAULO,SP,376.8,69415.57
santader,SAO BENTO DO UNA,PE,377,80138.16
santader,TAMBAU,SP,378.2,77646.34
santader,PORTO ALEGRE,RS,378.3,103756.1
santader,IBIUNA,SP,379,59157.08
santader,RIO DE JANEIRO,RJ,379,161244.26
santader,ITAPIRA,SP,379.5,66885.8
santader,JUNDIAI,SP,379.6,89119.77
santader,PRESIDENTE BERNARDES,SP,380,113574.95
santader,ARAPONGAS,PR,380,91257.51
santader,RIO DE JANEIRO,RJ,380,126271.2
santader,CURITIBA,PR,380.5,86830.99
santader,BOCAINA,SP,380.5,53360.93
santader,APARECIDA,SP,380.7,97035.43
santader,RIO DE JANEIRO,RJ,381.2,133618.48
santader,RIBEIRAO,PE,381.3,103528.29
santader,MARILIA,SP,382.2,87501.14
santader,PALHOCA,SC,382.7,81703.93
santader,VERANOPOLIS,RS,383.5,51554.68
santader,MIRACATU,SP,384.3,74106.3
santader,SAO PAULO,SP,385,124746.23
santader,PARANAPANEMA,SP,385.1,83673.19
santader,JATAI,GO,385.1,76921.99
santader,CURITIBA,PR,385.4,121326.58
santader,JARDINOPOLIS,SP,386,55134.6
santader,RIBEIRAO PRETO,SP,386,93529.21
santader,RIO DE JANEIRO,RJ,386,110849.74
santader,CURITIBA,PR,386.5,83334.26
santader,MORRINHOS,GO,386.6,43419.78
santader,SAO PAULO,SP,386.9,52895.62
santader,MACAE,RJ,387,181000.86
santader,RIVERSUL,SP,387.1,32087.97
santader,SANTO ANDRE,SP,388.1,85062.3
santader,SAO PAULO,SP,388.1,41884.83
santader,SAO PAULO,SP,388.2,91741.4
santader,TERESOPOLIS,RJ,388.7,121229.47
santader,RIBEIRAO PRETO,SP,448.8,58827.31
santader,RIO DE JANEIRO,RJ,389,201684.09
santader,CAMPINAS,SP,389,92845.88
santader,CAMPINAS,SP,389,138412.72
santader,DIADEMA,SP,389.1,67107.61
santader,BARRINHA,SP,389.3,74625.62
santader,SAO PAULO,SP,389.5,109539.12
santader,CURITIBA,PR,389.9,62124.7
santader,DRACENA,SP,389.9,169720.35
santader,ROSANA,SP,390,157695.22
santader,SAO SEBASTIAO,SP,390.4,64366.39
santader,SANTA LUZIA,MG,391.4,84922.78
santader,AVARE,SP,391.5,88933.25
santader,DUARTINA,SP,392,83936.3
santader,GOIANIA,GO,392,118838.17
santader,SUMARE,SP,392.7,115687.37
santader,MORENO,PE,392.8,97478.44
santader,SANTOPOLIS AGUAPEI,SP,393.3,48164.3
santader,NAVEGANTES,SC,393.4,61263.24
santader,SAO PAULO,SP,394.3,50099.23
santader,UNIAO DA VITORIA,PR,394.7,51862.94
santader,CURITIBA,PR,395,109280.24
santader,RIO DE JANEIRO,RJ,396,134399.97
santader,VILA VELHA,ES,396.2,105896.96
santader,BELO HORIZONTE,MG,396.8,92623.23
santader,FERRAZ VASCONCELOS,SP,397,162976.71
santader,SAO JOSE DOS PINHAIS,PR,397,109586.25
santader,SALVADOR,BA,397,92823.85
santader,PORTO ALEGRE,RS,397.9,83611.36
santader,CAMPO MOURAO,PR,398,83771.79
santader,SAO PAULO,SP,399,134232.67
santader,FLORIANOPOLIS,SC,399.1,110051.16
santader,SAO GONCALO DO SAPUC,MG,399.8,57255.74
santader,BROTAS,SP,400,54456.21
santader,OSCAR BRESSANE,SP,400,47678.86
santader,MURUTINGA DO SUL,SP,400,43687.17
santader,SAO PAULO,SP,400,99828.82
santader,SAO PAULO,SP,400,200535.02
santader,GUARULHOS,SP,400,81400.6
santader,PORTO ALEGRE,RS,400,101124.02
santader,CURITIBA,PR,400,75990.43
santader,CURITIBA,PR,400,232029.79
santader,CONCORDIA,SC,400,69964.3
santader,XANXERE,SC,400,60870.27
santader,DUQUE DE CAXIAS,RJ,400,233239.25
santader,CURITIBA,PR,400,82069.52
santader,SAO PAULO,SP,400,96090.61
santader,CURITIBA,PR,400,63379.14
santader,CURITIBA,PR,400,100549.33
santader,SAO PAULO,SP,400,69170.25
santader,RIO DE JANEIRO,RJ,401,160865.87
santader,SAO PAULO,SP,401,61855.92
santader,BOA VISTA,RR,401.5,43277.79
santader,ESP STO DO PINHAL,SP,402,50877.29
santader,SURUBIM,PE,402.6,76009.79
santader,RIO DE JANEIRO,RJ,402.7,100199.25
santader,OLIMPIA,SP,403.1,73928.6
santader,BARIRI,SP,404.6,62031.68
santader,MONGAGUA,SP,404.7,122735.41
santader,RIO DAS PEDRAS,SP,404.9,76467.56
santader,TIETE,SP,405,56270.21
santader,CAMPINAS,SP,406,100974.61
santader,MARIANA,MG,407.5,89631.42
santader,CAMPOS DO JORDAO,SP,408,80188.35
santader,RIO DE JANEIRO,RJ,408,92311.72
santader,GUARULHOS,SP,408.5,70497.35
santader,VITORIA,ES,409.3,62339.11
santader,RIO DE JANEIRO,RJ,410,113338.25
santader,GOIATUBA,GO,410.4,67096.6
santader,SAO PAULO,SP,411.5,78901.64
santader,SAO PAULO,SP,411.7,60052.42
santader,SAO PAULO,SP,414,55293.31
santader,SAO JOSE DOS CAMPOS,SP,414.5,95065.36
santader,CARPINA,PE,414.7,165204.42
santader,SAO PAULO,SP,415,115596.22
santader,INDAIATUBA,SP,415.2,118625.13
santader,MAIRINQUE,SP,415.9,59017.54
santader,BANANAL,SP,416,56365
santader,LAJEADO,RS,416.2,43167.25
santader,ANGATUBA,SP,417,57971.16
santader,FLORIANOPOLIS,SC,417,60379.06
santader,SAO PAULO,SP,417.3,87443
santader,MAUA,SP,417.8,165198.64
santader,LIMEIRA,SP,418,119129.29
santader,SAO PAULO,SP,418,88199.27
santader,PRAIA GRANDE,SP,419,136168.54
santader,GUARUJA,SP,420,41811.86
santader,CURITIBA,PR,420,107790.33
santader,CAMPO LARGO,PR,420.2,104738.74
santader,ROLANDIA,PR,421,114485.19
santader,RIO DE JANEIRO,RJ,421,114520.96
santader,RIBEIRAO PIRES,SP,422.1,63401.06
santader,LEME,SP,422.8,88366.89
santader,SAO PAULO,SP,248.9,67392.86
santader,SAO PAULO,SP,423,73268.72
santader,SAO PAULO,SP,746.5,164990.9
santader,SAO PAULO,SP,423,92388.61
santader,RECIFE,PE,423.3,136065.87
santader,BURITAMA,SP,424,78907.65
santader,BELO HORIZONTE,MG,425.4,88522.78
santader,SAO PAULO,SP,425.6,69765.87
santader,SAO JOSE DO RIO PRETO,SP,425.9,114285.4
santader,RIO DE JANEIRO,RJ,426,101920.38
santader,SAO GONCALO,RJ,426.1,154197.51
santader,COLATINA,ES,568,204463.63
santader,SAO PAULO,SP,427,53270.27
santader,NITEROI,RJ,427.2,135710.96
santader,PONTA GROSSA,PR,427.5,108985.78
santader,PANAMBI,RS,427.8,70810.75
santader,BENTO GONCALVES,RS,428,96140.36
santader,CAMPINAS,SP,428.4,92145.32
santader,ITATIBA,SP,429,80313.4
santader,BELO HORIZONTE,MG,429.3,55565.33
santader,SANTO ANDRE,SP,430,87601.2
santader,SAO CARLOS,SP,430,95539.45
santader,SAO PAULO,SP,430.6,84040.15
santader,FLORIANOPOLIS,SC,430.8,102994.94
santader,SAO PAULO,SP,431,75112.35
santader,SAO BERNARDO DO CAMPO,SP,431.1,77362.29
santader,PALESTINA,SP,431.4,83702.73
santader,PORTO ALEGRE,RS,432,79781.91
santader,RIO DE JANEIRO,RJ,432,152525.29
santader,RIO VERDE,GO,432,101872.79
santader,BELO HORIZONTE,MG,432,86363.53
santader,LIMOEIRO,PE,432,134140.52
santader,NATAL,RN,432,103607.09
santader,CAMPINAS,SP,433.9,100880.78
santader,RIO DE JANEIRO,RJ,434.2,175152.56
santader,RIBEIRAO PRETO,SP,434.2,136343.13
santader,JACAREI,SP,434.3,103149.37
santader,SAO PAULO,SP,434.3,110159.37
santader,SALVADOR,BA,481.2,118055.51
santader,RIO CLARO,SP,434.5,64547.87
santader,FRANCISCO BELTRAO,PR,435,57971.74
santader,MACEIO,AL,435,81342.7
santader,RIO DE JANEIRO,RJ,436,202224.76
santader,VOTORANTIM,SP,436.6,101278.74
santader,CERQUILHO,SP,436.8,140886.19
santader,MACAPA,AP,437,192985.09
santader,JABORANDI,SP,437.2,66407.46
santader,RIO DE JANEIRO,RJ,437.3,107139.61
santader,SAO PAULO,SP,437.7,74692.99
santader,BRASILIA,DF,437.7,178418.65
santader,SAO GABRIEL,RS,438,63825.57
santader,BARRETOS,SP,438,129859.66
santader,SAO PAULO,SP,438,89037.76
santader,RIO DE JANEIRO,RJ,438,102736.04
santader,GOIANIA,GO,438.5,115644.51
santader,NAO-ME-TOQUE,RS,440,78276.3
santader,SAO PAULO,SP,440,72497.93
santader,SANTO ANDRE,SP,440.4,74141.3
santader,PORTO ALEGRE,RS,443.4,90762.45
santader,SAO PAULO,SP,444,58317.61
santader,SAO PAULO,SP,446,107251.87
santader,PIRAJUI,SP,447,74101.94
santader,TUBARAO,SC,447.6,59125.07
santader,CACHOEIRA PAULISTA,SP,447.8,83164.96
santader,NHANDEARA,SP,448.1,97643.04
santader,BARREIRAS,BA,448.3,114296.01
santader,NANUQUE,MG,448.4,74827.3
santader,CATALAO,GO,449,145799.39
santader,SAO PAULO,SP,449.5,25820.08
santader,CAMPINAS,SP,449.6,58900.01
santader,BRASILIA,DF,449.9,166814.62
santader,GALIA,SP,450,48090.87
santader,ITAPORANGA,SP,450,67132.53
santader,BRASILIA,DF,450,104290.04
santader,OSASCO,SP,450,91169.65
santader,LAGES,SC,450,109067.39
santader,SAO PAULO,SP,450,121908.34
santader,RIO DE JANEIRO,RJ,450,110880.68
santader,FOZ DO IGUACU,PR,450,100160.07
santader,AGUDOS,SP,451,97397.76
santader,RIO DE JANEIRO,RJ,451.2,111830.92
santader,PATROCINIO PAULISTA,SP,451.3,41847.87
santader,SALVADOR,BA,452,136946.76
santader,BRASILIA,DF,452.1,113890.66
santader,SAO CAETANO DO SUL,SP,452.3,57721.15
santader,SAO PAULO,SP,452.6,94215.19
santader,CURVELO,MG,453.2,99613.57
santader,RIO DE JANEIRO,RJ,453.3,203069.27
santader,LINDOIA,SP,453.6,59628.03
santader,CAJURU,SP,453.6,80508.19
santader,SAO VICENTE,SP,453.8,151809.92
santader,SAO PAULO,SP,454,50808.23
santader,NOVA LIMA,MG,454,96726.96
santader,CURITIBA,PR,454.1,84552.37
santader,SAO PAULO,SP,1289.7,64944.42
santader,NITEROI,RJ,454.2,134543.43
santader,SALVADOR,BA,454.5,55684.91
santader,CAMPINAS,SP,455,97311.66
santader,RIO DE JANEIRO,RJ,455.7,136084.18
santader,IGARASSU,PE,455.8,160826.17
santader,FRANCA,SP,456.2,74200.34
santader,CURITIBA,PR,456.3,118377.34
santader,SANTOS,SP,456.3,97262.73
santader,RIO DE JANEIRO,RJ,456.3,143784.12
santader,SAO LEOPOLDO,RS,510,73483.62
santader,BONITO,PE,456.7,70869.61
santader,FLORIANOPOLIS,SC,456.8,95832.05
santader,RIO DE JANEIRO,RJ,456.9,138204.6
santader,RIO GRANDE,RS,457.4,90585.57
santader,ITAPECERICA DA SERRA,SP,457.6,127535.25
santader,SAO BERNARDO DO CAMPO,SP,457.6,65078.92
santader,SAO PAULO,SP,458,62330.73
santader,RIO DE JANEIRO,RJ,458.2,183951.45
santader,BIRIGUI,SP,458.9,95945.26
santader,SAO PAULO,SP,459.4,78686.95
santader,SAO SEBASTIAO DO CAI,RS,460,56358.63
santader,BELO HORIZONTE,MG,460,100764.29
santader,PELOTAS,RS,460,81557.72
santader,ITUPEVA,SP,460.1,113816.02
santader,CARAGUATATUBA,SP,460.4,142642.04
santader,OSORIO,RS,460.8,96317.49
santader,ITAPETININGA,SP,461,215818.7
santader,RIO DE JANEIRO,RJ,461,117818.66
santader,RIO DE JANEIRO,RJ,461,123593.21
santader,SAO JOSE DOS CAMPOS,SP,462,103333.03
santader,MOGI DAS CRUZES,SP,462,92354.63
santader,MOGI-GUACU,SP,462,94591.32
santader,BOA VISTA,RR,462,98962.8
santader,MOGI DAS CRUZES,SP,462,47154.66
santader,SAO JOSE DOS CAMPOS,SP,462.1,97404.11
santader,SAO BERNARDO DO CAMPO,SP,462.2,89343.39
santader,ARUJA,SP,462.4,119468.69
santader,ITAJUBA,MG,463.2,108948.51
santader,MARINGA,PR,464,117551.82
santader,CUIABA,MT,464.5,129393.82
santader,RIO DE JANEIRO,RJ,464.6,193378.99
santader,CURITIBA,PR,466,99973.9
santader,RIO DE JANEIRO,RJ,466.7,127497.72
santader,JACUPIRANGA,SP,466.8,35005.63
santader,SAO PAULO,SP,467.1,92525.04
santader,PONTA GROSSA,PR,467.4,100342.84
santader,CONCHAL,SP,468,86894.24
santader,SAO PAULO,SP,468,93007.68
santader,ERECHIM,RS,469,73546.49
santader,RESENDE,RJ,469,133366.76
santader,VINHEDO,SP,469.3,126549.3
santader,SAO PAULO,SP,469.7,92893.8
santader,APIAI,SP,469.8,64563.38
santader,SAO PAULO,SP,470,121634.24
santader,BELO HORIZONTE,MG,470,194031.22
santader,BRASILIA,DF,470.2,166926.47
santader,SAO JOAQUIM DA BARRA,SP,470.2,77269.3
