agencia,municipio,uf,area,consumo
BB,JARDIM GUANABARA,RJ,731,152320
BB,RIACHO DE SANTANA,BA,509,106084
BB,ROCKEFELLER,PR,1089,227042
BB,STA.MARIA DE ITABIRA,MG,296,61713
BB,ITIQUIRA,MT,422,88000
BB,CASA NOVA,BA,899,187479
BB,CONSELHEIRO PENA,MG,605,126177
BB,AV.PAULO FACCINI,SP,450,93872
BB,ROMELANDIA/BESC,SC,225,46937
BB,ITOUPAVA NORTE/BESC,SC,377,78676
BB,RIO AZUL,PR,216,45116
BB,NOVA SUICA,MG,570,119084
BB,CASTILHO,SP,363,75840
BB,ESPLANADA,BA,499,104258
BB,VILA DOS LAVRADORES,SP,240,50167
BB,ABAETE,MG,507,105989
BB,BRACO DO NORTE/BESC,SC,350,73245
BB,CAIBATE,RS,211,44157
BB,TREVO,SP,730,152840
BB,ARMACAO DOS BUZIOS,RJ,290,60760
BB,CEASA-CURITIBA,PR,463,97054
BB,ALPINOPOLIS,MG,304,63749
BB,CAICARA,PB,297,62292
BB,GUAPIACU,SP,371,77818
BB,SAO JOSE DA TAPERA,AL,250,52470
BB,IRINEOPOLIS,SC,333,69900
BB,PARACATU,MG,1005,210980
BB,SAO JOAO DOS PATOS,MA,628,131930
BB,PARAISO DO NORTE,PR,431,90598
BB,RIO SAO FRANCISCO,BA,934,196452
BB,PRAIA DE IRACEMA,CE,1323,278382
BB,ALEM PARAIBA,MG,972,204703
BB,LIBERTY MALL,DF,731,153954
BB,AV.FERNANDES LIMA,AL,800,168783
BB,IRAJA,RJ,582,122880
BB,JARDIM MARILEA,RJ,603,127360
BB,ONDINA,BA,1100,232414
BB,SIMPLICIO MENDES,PI,962,203266
BB,GUTIERREZ,MG,629,132959
BB,SAO RAIMUNDO NONATO,PI,1396,295096
BB,ALVORADA-RS,RS,560,118377
BB,CACERES,MT,1998,422585
BB,RAJA GABAGLIA,MG,400,84647
BB,CAJURU,PR,362,76635
BB,POTE,MG,344,72825
BB,MANTENA,MG,803,170007
BB,PINDORETAMA,CE,203,42984
BB,CEU AZUL,PR,339,71800
BB,IMPERATRIZ,MA,2464,522203
BB,TAQUARAL,SP,650,137801
BB,REPUBLICA DO LIBANO,GO,656,139074
BB,RIO LARGO,AL,648,137387
BB,BOM JARDIM SERR/BESC,SC,262,55550
BB,PAULO VI,BA,929,197073
BB,PARQUE DO POVO,SP,425,90165
BB,MONTES CLAROS GOIAS,GO,326,75204.5
BB,PLACIDO DE CASTRO,AC,578,122669
BB,NOVA FRIBURGO,RJ,1682,357061
BB,LAVRAS,MG,1253,266010
BB,PALESTINA,SP,359,76236
BB,BARRA DO RIBEIRO,RS,390,82863
BB,AJURE TOCANTINS,TO,490,104119
BB,VALENCA DO PIAUI,PI,720,153064
BB,PIRANGA,MG,202,42943
BB,SANTA VITORIA,MG,513,109078
BB,FAXINAL DOS GUEDES,SC,325,69108
BB,HUGO LANGE,PR,370,78707
BB,CAFELANDIA,PR,633,134750
BB,IBIRITE,MG,680,144794
BB,BATAGUASSU,MS,840,178907
BB,RIO BRANCO-BEBEDOURO,SP,390,83106
BB,UBAITABA,BA,516,109971
BB,CORPORATE MG,MG,778,165867
BB,COARACI,BA,354,75513
BB,BAIRRO BURITIS,MG,500,106671
BB,SINIMBU,RS,212,45239
BB,PONTE DA AMIZADE,PR,592,126340
BB,IBATIBA,ES,263,56130
BB,PIRIPIRI,PI,958,204480
BB,PATOS DE MINAS,MG,2426,517953
BB,RIO BRANCO DO SUL,PR,353,75383
BB,CANDIDO DE ABREU,PR,215,45926
BB,ADAMANTINA,SP,1040,222168
BB,SANTA BARBARA-MG,MG,330,70503
BB,SAO CRISTOVAO,PR,531,113473
BB,BEIRA RIO-BURITAMA,SP,286,61120
BB,AVENIDA CHICO MENDES,AC,1250,267190
BB,BOM CLIMA,SP,659,140877
BB,NILOPOLIS,RJ,1256,268543
BB,R.BERNARDINO CAMPOS,SP,500,106934
BB,SAO PEDRO DO SUL,RS,452,96695
BB,EDEN,SP,381,81520
BB,CABO VERDE,MG,307,65705
BB,BARAO DE MESQUITA,RJ,980,209760
BB,SAO JOAO DA PONTE,MG,352,75354
BB,CABREUVA,SP,452,96787
BB,JAPIIM,AM,750,160622
BB,SARANDI,PR,395,84616
BB,RUA COZO TAGUCHI,SP,281,60200
BB,MORADA DO SOL,SP,568,121728
BB,AV.MONSENHOR TABOSA,CE,584,125245
BB,BAIRRO BETANIA,MG,583,125122
BB,PARI,SP,1000,214718
BB,BRAZOPOLIS,MG,232,49821
BB,AV.MASCARENHAS MORAE,MS,599,128649
BB,ARAL MOREIRA,MS,514,110448
BB,IRANI,SC,229,49333
BB,BAIRRO DA VELHA/BESC,SC,355,76480
BB,IGUARACU,PR,216,46537
BB,MANTENA,MG,803,173116
BB,TAIOBEIRAS,MG,795,171438
BB,INDEPENDENCIA,SP,487,105105
BB,PANTANO GRANDE,RS,262,56551
BB,AV.GENERAL CARNEIRO,SP,800,172783
BB,ANA LUCIA,MG,298,64370
BB,PRACA DR.JOAO MENDES,SP,480,103700
BB,ANA PRADO,SP,575,124262
BB,QUERENCIA DO NORTE,PR,450,97260
BB,ITAPECURU-MIRIM,MA,890,192389
BB,FREGUESIA DO O,SP,2260,489019
BB,JESUITAS,PR,226,48903
BB,AGUA SANTA,RS,212,45879
BB,PAULO AFONSO,BA,1856,401728
BB,MOGI-GUACU,SP,721,156120
BB,WASHINGTON LUIZ,SP,625,135348
BB,ARAUCARIA,PR,688,148995
BB,RIO DOCE-GOV.VALADAR,MG,627,135866
BB,JARDIM SABARA,PR,443,96049
BB,ITAIPULANDIA,PR,286,62012
BB,SAO TOMAS DE AQUINO,MG,200,43375
BB,CIDADE GAUCHA,PR,396,85906
BB,LARGO SAO JOAO-AVARE,SP,373,90405
BB,MANHUACU,MG,1489,323118
BB,RECREIO BANDEIRANTES,RJ,752,163280
BB,RUA TOLEDO-ITAJOBI,SP,602,130762
BB,AGUA BOA,MT,989,214854
BB,SANTO ANTONIO PADUA,RJ,982,213357
BB,CHARQUEADAS,RS,295,64104
BB,GRAO MOGOL,MG,335,72808
BB,ENGENHEIRO COELHO,SP,277,60207
BB,CORUPA,SC,464,100968
BB,IPANEMA,RJ,1026,223280
BB,MAIRIPORA,SP,297,64635
BB,TRES BARRAS PARANA,PR,205,44655
BB,SERTANIA,PE,663,144487
BB,LAVRAS,MG,1253,273067
BB,COLINAS DO TOCANTINS,TO,920,200502
BB,POUSO ALEGRE,MG,1344,292924
BB,N.SRA.MEDIANEIRA,RS,600,130807
BB,ESTACAO BARRINHA,SP,231,50365
BB,ANANINDEUA,PA,680,148263
BB,ALIPIO DE MELO,MG,700,152650
BB,SERTAO SANTANA,RS,302,65884
BB,BARRA FUNDA,SP,449,98014
BB,SACO DOS LIMOES/BESC,SC,203,44320
BB,VILA LUZITA,SP,464,101333
BB,FLORIANO PEIXOTO,MG,737,161014
BB,BARRA LONGA,MG,248,54186
BB,PARAPUA,SP,372,81300
BB,PEREIRO,CE,256,55951
BB,SAO SEBASTIAO-DF,DF,400,87449
BB,JANDAIA,GO,282,61680
BB,SIA TRECHO 3,DF,831,181866
BB,AZARIAS LEITE,SP,1570,343653
BB,MARECHAL FLORIANO,RJ,915,200400
BB,MIRANORTE,TO,487,106687
BB,MARMELEIRO,PR,278,60913
BB,RIO BONITO DO IGUACU,PR,340,74514
BB,BAIRRO BRASIL,MG,696,152575
BB,ITAPOA,ES,321,70369
BB,PALOTINA,PR,778,170589
BB,SAO JOAO DO ORIENTE,MG,216,47442
BB,MAJOR GOTE,MG,467,102580
BB,RONDON,PR,420,92293
BB,ITAPEJARA D OESTE,PR,309,67959
BB,IPOJUCA,PE,418,91956
BB,ITAPUA,BA,839,184614
BB,BARRA DO GARCAS,MT,2166,476789
BB,ESPERANCA,PB,415,91404
BB,MAGE,RJ,930,204860
BB,CIDADE NOVA-MG,MG,710,156463
BB,CAMPO FORMOSO,BA,527,116184
BB,CARLOS GOMES-RS,RS,405,89300
BB,AREAL,RJ,282,62180
BB,PENAPOLIS,SP,995,219638
BB,SAPUCAIA DO SUL,RS,750,165618
BB,AURELINO LEAL,RJ,864,190905
BB,MARILANDIA DO SUL,PR,384,84870
BB,VIANA,ES,270,59717
BB,MINEIROS DO TIETE,SP,274,60610
BB,ANCHIETA-SC,SC,286,63270
BB,QUIXERE,CE,484,107081
BB,PIUMHI,MG,529,117044
BB,PRACA MAUA,RJ,2104,465636
BB,JOANOPOLIS,SP,248,54924
BB,BOM JARDIM-PE,PE,260,57648
BB,TRES COROAS,RS,600,133048
BB,ITAPEMA/BESC,SC,338,74983
BB,ORLEANS,SC,356,78993
BB,BELVEDERE,MG,337,74786
BB,VIANOPOLIS,GO,312,69242
BB,AV.GENTIL BITTENCOUR,PA,960,213114
BB,PALACIO DOS LEOES,MA,1800,399768
BB,S.GONCALO DO SAPUCAI,MG,320,71075
BB,ESTILO FORTALEZA,CE,671,149040
BB,RODEIO,SC,292,64890
BB,BRASILIA DE MINAS,MG,1044,232023
BB,VILA NOVA,RJ,287,63814
BB,COHATRAC,MA,1010,224573
BB,JAGUARIBARA,CE,343,76270
BB,PRESIDENTE VARGAS,RJ,808,179680
BB,AV.CASTELO BRANCO,GO,850,189166
BB,PACATUBA,CE,371,82586
BB,PAPILLON,GO,500,111323
BB,BARAO DE SOUZA LEAO,PE,1559,347242
BB,COMERCIO-VARGEM GDE,SP,304,67720
BB,MIRADOURO,MG,300,66836
BB,NOVA VENEZA,SC,347,77361
BB,IPANEMA,MG,484,107968
BB,SENADOR VERGUEIRO,RJ,606,135200
BB,SAO JOAO,PE,334,74524
BB,ELDORADO,MG,910,203081
BB,BUENOPOLIS,MG,244,54455
BB,MONTESE,CE,1075,240046
BB,ITAGUARU,GO,250,59867
BB,JUVENTUS,SP,505,112816
BB,DIVINOPOLIS,MG,2156,481663
BB,FORQUILHINHA,SC,690,154162
BB,AV.PEDROSO DE MORAIS,SP,329,73524
BB,CARIRA,SE,293,65487
BB,ALTONIA,PR,499,111720
BB,ILHEUS,BA,2419,541763
BB,LAGUNA CARAPA,MS,311,69680
BB,BOM JESUS DE GOIAS,GO,904,202563
BB,ITAJAI,SC,1478,331391
BB,PIRAQUARA,PR,382,85676
BB,SANTA CRUZ M.CASTELO,PR,263,59000
BB,ALVORADA-MT,MT,731,164029
BB,ESTILO CAMPINAS,SP,633,142057
BB,ESTILO IPANEMA,RJ,509,114240
BB,TELES PIRES,MT,607,136239
BB,R.BARCELOS DOMINGOS,RJ,500,112228
BB,SAO CRISTOVAO,PI,1356,304429
BB,CARIACICA,ES,1437,322614
BB,CONCEICAO DA BARRA,ES,252,56602
BB,CAPOEIRAS,SC,370,83112
BB,AGUAS FORMOSAS,MG,424,95278
BB,BARRA DO BUGRES,MT,827,185887
BB,GETULINA,SP,228,51255
BB,ABAIRA,BA,233,52438
BB,LARANJEIRAS,RJ,323,72710
BB,PIABETA,RJ,505,113722
BB,DOCA,PA,2118,476960
BB,MISSAL,PR,320,72076
BB,IMBUIA/BESC,SC,225,50684
BB,SAO JOAO DO IVAI,PR,409,92143
BB,AVENIDA SANTOS NEVES,ES,382,86087
BB,SANTANA,SP,2086,470378
BB,GAROPABA,SC,330,74440
BB,ALEXANIA,GO,620,139965
BB,LAVRAS DA MANGABEIRA,CE,961,216961
BB,LINS DE VASCONCELOS,SP,408,92132
BB,GOV.MANGABEIRA,BA,299,67539
BB,AV.MARECHAL TITO,SP,475,107326
BB,AV.BRASILIA-ST.LUZIA,MG,600,135638
BB,IBIPORA,PR,483,109200
BB,ALTO GARCAS,MT,315,71250
BB,TIMOTEO,MG,280,63354
BB,VER-O-PESO,PA,900,203782
BB,BOQUEIRAO,PB,331,74976
BB,AVENIDA CESARIO MELO,RJ,1250,283200
BB,VICENCIA,PE,297,67296
BB,SAIRE,PE,219,49630
BB,ALMIRANTE GONCALVES,RJ,407,92240
BB,DUMONT,SP,210,47602
BB,TERESOPOLIS,RJ,1005,227812
BB,MATOZINHOS,MG,286,64859
BB,FRAGATA,RS,572,129734
BB,UNIV.FEDERAL DE MG,MG,791,179410
BB,SHOPPING RIO VERDE,GO,616,139728
BB,VARZEA ALEGRE,CE,501,113650
BB,SANTA CRUZ DO PIAUI,PI,230,52179
BB,SALDANHA MARINHO,RS,210,47659
BB,CORONEL FABRICIANO,MG,867,196781
BB,AVENIDA 85,GO,825,187312
BB,SALVADOR DO SUL,RS,286,64970
BB,PERUS,SP,468,106412
BB,SAO FELIPE-SOROCABA,SP,739,168068
BB,MONTE ALEGRE MINAS,MG,825,187660
BB,GOYAZES,GO,1044,237509
BB,ASA SUL 406,DF,1116,254100
BB,SOURE,PA,521,118648
BB,NOVA IGUACU,RJ,1617,368254
BB,JACAREZINHO,PR,807,183938
BB,PONTE PEQUENA,SP,528,120382
BB,CHERVESON,SP,291,66360
BB,GLORIA,ES,660,150558
BB,LAURENTINO/BESC,SC,200,45632
BB,LUIS CORREIA,PI,227,51804
BB,SANTA CRUZ,RJ,1205,275068
BB,PITUBA,BA,1319,301298
BB,POMERODE,SC,603,137841
BB,CAMPINAS/BESC,SC,574,131253
BB,MACENO,SP,658,150558
BB,ANAGE,BA,406,92929
BB,ARUJA,SP,612,140134
BB,BRODOWSKI,SP,250,57245
BB,CARMINDO DE CAMPOS,MT,945,216476
BB,RIBAS DO RIO PARDO,MS,348,79859
BB,LAGOA DO MEIO,ES,564,129442
BB,DOWNTOWN,RJ,204,46856
BB,ESTACIO DE SA,RJ,389,89360
BB,PRACA DA CULTURA,MA,430,98782
BB,PRACA DO LICEU,PI,696,159967
BB,IRAI DE MINAS,MG,205,47118
BB,INDAIATUBA,SP,1222,280907
BB,JI-PARANA,RO,1700,390810
BB,URUCUI,PI,575,132192
BB,RIO NEGRO,PR,468,107648
BB,VILA SAMPAIO-JAU,SP,224,51542
BB,EPITACIOLANDIA,AC,508,116906
BB,NONOAI,RS,446,102670
BB,VILA BELA S.TRINDADE,MT,425,97860
BB,RIO VERDE,GO,1572,361976
BB,CAMPINA DA LAGOA,PR,301,69320
BB,TURU,MA,1300,299628
BB,AUGUSTO PESTANA,RS,313,72158
BB,DUQUE DE CAXIAS,RJ,2541,586064
BB,S.PUBLICO CAMPINAS,SP,220,50799
BB,RINOPOLIS,SP,291,67210
BB,SERRA BRANCA,PB,340,78529
BB,FRECHEIRINHA,CE,574,132591
BB,RIACHAO,MA,312,72078
BB,BARREIRINHAS,BA,2032,469538
BB,ATALEIA,MG,260,60119
BB,ALTO TAQUARI,MT,337,77966
BB,S.PUBLICO J.PESSOA,PB,303,70118
BB,BAIRRO RIO BRANCO,RS,350,81000
BB,VALE DO SOL,RS,249,57631
BB,CERRADO,SP,719,166432
BB,AVENIDA NORTE,PE,1090,252384
BB,JOAO PINHEIRO,MG,658,152374
BB,AV.DR.GASTAO VIDIGAL,SP,550,127370
BB,AUTONOMISTAS,SP,567,131315
BB,BAIRRO BETANIA,MG,583,135044
BB,PRESIDENTE DUTRA,BA,292,67639
BB,PRESIDENTE VARGAS,RS,700,162200
BB,GRACA,BA,910,210933
BB,TENENTE PORTELA,RS,426,98855
BB,PRES.ANTONIO CARLOS,RJ,537,124640
BB,IPIRANGA DO NORTE,MT,547,126969
BB,IBIRACI,MG,301,69892
BB,ASCURRA,SC,297,68991
BB,PEDREGULHO,SP,202,46970
BB,PARQUE DOS IPES,MS,885,205879
BB,APARECIDA DE GOIANIA,GO,442,102826
BB,PADRE PARAISO,MG,241,56074
BB,JAPURA,PR,308,71720
BB,AV.RODRIGUES ALVES,SP,596,138964
BB,ANGICAL,BA,301,70209
BB,ITAIM BIBI,SP,627,146255
BB,SAO MIGUEL MISSOES,RS,242,56458
BB,NOVO CRUZEIRO,MG,268,62574
BB,LUPIONOPOLIS,PR,420,98076
BB,POCAO DE PEDRAS,MA,380,88776
BB,JARDIM BOTANICO-DF,DF,567,132480
BB,PAULISTA,PE,762,178087
BB,POCO FUNDO,MG,270,63119
BB,PE.ANTONIO J.SANTOS,SP,220,51452
BB,ALTINOPOLIS,SP,280,65513
BB,CENTRAL/BESC,SC,1284,300464
BB,MUDA,RJ,447,104720
BB,ITAMARAJU,BA,589,138008
BB,TUNEIRAS DO OESTE,PR,210,49205
BB,RUA SAO JOSE,AP,1025,240484
BB,PORTO NACIONAL,TO,1050,246422
BB,ITAPAJE,CE,416,97679
BB,BAIRRO IPIRANGA,SP,805,189026
BB,PESQUEIRA,PE,441,103568
BB,CHAPADAO DO SUL,MS,650,152757
BB,PLANALTO-BA,BA,271,63701
BB,MONTE AZUL,MG,634,149043
BB,MARTINS,RN,299,70294
BB,PAULISTANA,PI,384,90317
BB,SHOPPING PLANALTINA,DF,960,225814
BB,AV.PRESIDENTE VARGAS,RJ,790,185840
BB,DOM FELICIANO,RS,250,58858
BB,WENCESLAU BRAZ,PR,541,127410
BB,ANTONINA,PR,268,63134
BB,CANAPI,AL,389,91644
BB,ACLIMACAO,SP,300,70681.5
BB,GRAVATA,PE,880,207370
BB,PIRACICAMIRIM,SP,413,97429
BB,JARDIM AMERICA-ES,ES,438,103337
BB,PEIXOTO,RJ,617,145600
BB,VARZEA DA PALMA,MG,476,112398
BB,ESTREITO,MA,625,147740
BB,QUISSAMA,RJ,282,66667
BB,EUNAPOLIS,BA,1516,358490
BB,AFUBRA,RS,442,104521
BB,CAMBE,PR,646,152764
BB,PEROLA-SP,SP,344,81358
BB,VARZELANDIA,MG,332,78582
BB,MARA ROSA,GO,630,149136
BB,MONTE AZUL PAULISTA,SP,272,64447
BB,CORUMBIARA,RO,375,88880
BB,COSTA RICA,MS,776,183927
BB,PORCIUNCULA,RJ,436,103351
BB,AV.TREZE DE MAIO,SP,878,208130
BB,CAMPO NOVO,RS,468,110984
BB,HIGIENOPOLIS,PR,635,150616
BB,CAJATI,SP,277,65742
BB,CANDIBA,BA,313,74307
BB,PORTO BELO,SC,417,99046
BB,SENADOR LEMOS,PA,1072,254722
BB,AUGUSTA,SP,514,122134
BB,ITAPE,BA,397,94340
BB,BARAO DE GRAJAU,MA,600,142585
BB,ALVINOPOLIS-MG,MG,215,51102
BB,OTACILIO COSTA,SC,217,51608
BB,FATIMA-RJ,RJ,740,176100
BB,CATALAO,GO,841,200151
BB,ICARAIMA,PR,249,59266
BB,CACHAMBI,RJ,668,159040
BB,SHOPPING PLANALTINA,DF,960,228606
BB,JARDIM PAULISTANO-PB,PB,828,197186
BB,PRACA DAS NACOES,RJ,400,95280
BB,CABROBO,PE,680,162004
BB,DOURADOS,MS,1702,405499
BB,ITAPIRAPUA,GO,360,85825
BB,SAO BENTO DO UNA,PE,555,132314
BB,VILA BELMIRO,SP,362,86307
BB,ITARANA,ES,239,57017
BB,SAO JOAO BATISTA,SC,604,144130
BB,VERA CRUZ DO OESTE,PR,244,58231
BB,ENG.PAULO DE FRONTIN,RJ,210,50143
BB,BERNARDO MONTEIRO,MG,364,86938
BB,BRASILIA SHOPPING,DF,500,119424
BB,NOVA RUSSAS,CE,596,142394
BB,AV.29 DE AGOSTO-LEME,SP,333,79620
BB,TAPEJARA,PR,360,86120
BB,NOVA LARANJEIRAS,PR,291,69627
BB,TIMOTEO,MG,280,67094
BB,PARAIPABA,CE,248,59430
BB,JANAUBA,MG,1104,264599
BB,BALNEARIO CASSINO,RS,330,79163
BB,JABOATAO GUARARAPES,PE,1334,320152
BB,JAGUARE-ES,ES,362,86976
BB,AVENIDA PIRACICABA,SP,699,167958
BB,SAO JUDAS,SP,603,144918
BB,CORACAO DE JESUS,MG,495,118990
BB,PILAR-PB,PB,266,63978
BB,ACAILANDIA,MA,1737,417836
BB,SAO JOSE DO NORTE,RS,373,89799
BB,CEILANDIA NORTE,DF,1124,270647
BB,GOIANINHA,RN,1044,251412
BB,ARACUAI,MG,531,127880
BB,VIEIRA DE CARVALHO,SP,340,81915
BB,PALMEIRA D OESTE,SP,359,86520
BB,PICARRA,PI,1433,345358
BB,SAO PEDRO DO PIAUI,PI,459,110632
BB,SAO SIMAO-GO,GO,425,102514
BB,GUAIANASES,SP,439,105898
BB,FARIAS BRITO,CE,250,60350
BB,PARQUE NOVO MUNDO,SP,361,87219
BB,ARIPUANA,MT,680,164291
BB,BARRA AVENIDA,BA,764,184603
BB,TARUMA,SP,295,71361
BB,JUREMA,PE,203,49131
BB,MIRINZAL,MA,297,71904
BB,LIBERDADE,BA,948,229517
BB,AVENIDA RIO VERDE,GO,570,138054
BB,SOORETAMA,ES,240,58154
BB,SETOR COMERCIAL SUL,DF,1280,310200
BB,DIAMOND,MG,413,100134
BB,PORTELANDIA,GO,301,72995
BB,MANEJO,RJ,335,81270
BB,ARARIPINA,PE,623,151140
BB,PAPICU,CE,699,169613
BB,BAIRRO SANTA ISABEL,RS,270,65540
BB,SANTA HELENA,PR,400,97110
BB,DEODAPOLIS,MS,314,76257
BB,CAMPO VERDE,MT,710,172463
BB,ITUBERA,BA,396,96216
BB,BAIRRO SERRARIA,SP,533,129531
BB,POTIRENDABA,SP,506,123060
BB,MESSEJANA,CE,1079,262565
BB,TERRA NOVA DO NORTE,MT,346,84219
BB,RUA AMERICO-RIBEIRAO,SP,839,204240
BB,S.PUBLICO MANAUS,AM,261,63547
BB,ANCHIETA-MG,MG,406,98855
BB,RUA MINAS GERAIS,SP,470,114493
BB,CACHOEIRA,MS,744,181536
BB,AVENIDA T-7,GO,694,169339
BB,POCINHOS,PB,266,64998
BB,INDIARA,GO,345,84306
BB,LAJEDO,PE,357,87276
BB,PLANURA,MG,415,101465
BB,VILA MILITAR,RJ,810,198218
BB,PERITORO,MA,380,93004
BB,OBIDOS,PA,558,136612
BB,RIBEIRA,RN,2028,496723
BB,VIDAL RAMOS,SC,208,50965
BB,AVENIDA JOAO NAVES,MG,595,145961
BB,REMANSO,BA,474,116279
BB,EDEIA,GO,423,103790
BB,TIRADENTES-RIO PRETO,SP,273,67030
BB,SAO GONCALO,RJ,1244,305597
BB,SAO VITO,SP,390,96000
BB,PINDAMONHANGABA,SP,871,214538
BB,CTO.ADM.NATAL,RN,542,133538
BB,ITIUBA,BA,414,102024
BB,AVENIDA CAMPANELLA,SP,450,110910
BB,PARQUE SAO PAULO,PR,420,103587
BB,AV.SAUL ELKIND,PR,477,117648
BB,JARDIM ALVORADA,MS,840,207235
BB,ICO,CE,728,179699
BB,AVENIDA GUARARAPES,PE,889,219500
BB,SERRANA,SP,463,114342
BB,SANTO ANTONIO POSSE,SP,400,98800
BB,INAJA,PE,267,65977
BB,ITAPEVA,SP,1267,313230
BB,CABIXI,RO,300,74174
BB,BAIRRO DA VELHA,SC,504,124640
BB,FONTE LUMINOSA,SP,496,122741
BB,LENCOIS,BA,344,85184
BB,FAZENDA NOVA,GO,294,72828
BB,CAPIVARI BAIXO/BESC,SC,465,115208
BB,TIANGUA,CE,515,127643
BB,AV.PONTES VIEIRA,CE,1000,247888.5
BB,VIRGINOPOLIS,MG,350,86766
BB,MORRO AGUDO,SP,411,101928
BB,CAMPOS SALES,CE,367,91064
BB,MORRO DA FUMACA,SC,286,70980
BB,PAULINIA,SP,503,124872
BB,DIAMOND,MG,413,102554
BB,BELA VISTA DE GOIAS,GO,306,76007
BB,PRACA SECA,RJ,523,129920
BB,MUCUGE,BA,239,59384
BB,OURO PRETO DO OESTE,RO,906,225254
BB,PIANCO,PB,541,134530
BB,SORRISO,MT,1074,267225
BB,NOVA HARTZ,RS,261,64954
BB,CASTANHAL,PA,1811,450911
BB,RUA SAUDADE,SP,469,116818
BB,COQUEIROS,SC,456,113580
BB,PIRATININGA,RJ,300,74731
BB,JACAREPAGUA,RJ,1324,329920
BB,FALCAO,SP,497,123898
BB,ENTRE-IJUIS,RS,200,49863
BB,PARNAMIRIM,PE,334,83306
BB,SAO JOAO DE MERITI,RJ,1198,298920
BB,GUARATUBA,PR,588,146800
BB,ENTRE RIOS,BA,263,65666
BB,BIRITINGA,BA,292,72917
BB,CUIABA,MT,1008,251769
BB,BRAZ LEME,SP,430,107461
BB,JARDIM TREMEMBE,SP,448,111965
BB,RIO NEGRINHO/BESC,SC,465,116223
BB,ITAGUACU,ES,266,66487
BB,COLIDER,MT,631,157736
BB,NOVA CRIXAS,GO,399,107417.5
BB,SIDROLANDIA,MS,960,240203
BB,POCOS DE CALDAS,MG,1416,354345
BB,AVENIDA SETE,RS,450,112620
BB,EMPRES.CAMPINAS,SP,606,151725
BB,VENDA DAS PEDRAS,RJ,479,119952
BB,NOVA CANAA DO NORTE,MT,439,109945
BB,JARDIM LONDRES,SP,517,129495
BB,DOM ELISEU,PA,463,116052
BB,BEZERROS,PE,353,88485
BB,S.LUIS MONTES BELOS,GO,836,209677
BB,TAVARES,PB,280,70254
BB,IGUATU,CE,794,199273
BB,FRANCISCO SA,CE,623,156435
BB,QUIXERAMOBIM,CE,621,155937
BB,AVENIDA IMPERADOR,CE,776,194942
BB,BASTOS,SP,315,79140
BB,STA.RITA PASSA QUATR,SP,402,101062
BB,ITAQUIRAI,MS,313,78700
BB,CEASA-CARIACICA,ES,280,70417
BB,NOVE DE JULHO,SP,1399,351971
BB,SINOP,MT,1463,368242
BB,MARIPA,PR,263,66230
BB,BOCAIUVA,MG,504,127017
BB,VIRADOURO,SP,303,76414
BB,ALCANTARA,MA,360,90817
BB,ESPERANTINOPOLIS,MA,504,127149
BB,GERAT-SINOP,MT,284,71674
BB,AURORA,CE,300,75731
BB,ESTACAO,SP,626,158053
BB,TROMBUDO CENTRAL,SC,256,64651
BB,IPANGUACU,RN,326,82344
BB,ALAGOINHAS,BA,1150,290653
BB,PATROCINIO PAULISTA,SP,230,58178
BB,ITAPORANGA,PB,380,96237
BB,HORTO,MG,566,143361
BB,CARPINA,PE,515,130459
BB,GUABIRUBA/BESC,SC,214,54239
BB,BATEL,PR,612,155160
BB,VARZEA GRANDE,MT,1530,387969
BB,PAES LEME-ANDRADINA,SP,344,87280
BB,PCA.BARAO DE ARARAS,SP,441,111920
BB,VALENCA,BA,698,177408
BB,AURENY III,TO,463,117704
BB,CINELANDIA,RJ,1165,296216
BB,RUA DA CONCEICAO,RJ,679,172654
BB,AGUA BRANCA-PI,PI,1032,262440
BB,BIGUACU,SC,375,95400
BB,ITAPORANGA D AJUDA,SE,279,70992
BB,ITAPORANGA,SP,257,65400
BB,BAIXA DOS SAPATEIROS,BA,750,190863
BB,TREZE DE MAIO,SC,322,81985
BB,NOVA NOROESTE,SP,570,145147
BB,BATAYPORA,MS,250,63680
BB,LINENSE,SP,649,165320
BB,MARAGOGIPE,BA,283,72116
BB,BATISTA CAMPOS,PA,794,202607
BB,CHUI,RS,207,52842
BB,AJURE PIAUI,PI,1005,256614
BB,ALPHA CENTER,SP,523,133650
BB,CANAA,MG,596,152441
BB,CAVALHADA,RS,367,94020
BB,CAFELANDIA,SP,358,91720
BB,NOBRES,MT,470,120488
BB,CIDADE VERDE-PR,PR,581,148956
BB,BAIRRO BOQUEIRAO,RS,304,77992
BB,BOM JESUS DA LAPA,BA,1206,309553
BB,DOM JOSE,CE,759,194992
BB,DOM PEDRO,MA,432,111054
BB,GUAICURUS,MS,975,250675
BB,AV.WEIMAR TORRES,MS,600,154262
BB,ALHANDRA,PB,280,72000
BB,UNIV.FEDERAL DE MG,MG,791,203444
BB,MOGIANA,SP,498,140812
BB,MONTANHA-ES,ES,387,99589
BB,BURI,SP,271,69760
BB,SANTA ISABEL,SP,305,78531
BB,JUARA,MT,685,176435
BB,SANTA LUZ,BA,429,110500
BB,LIVRAMENTO N.SENHORA,BA,456,117581
BB,VILA AURORA,MT,735,189544
BB,MONTES CLAROS,MG,2268,585538
BB,MACAPA,AP,2125,548644
BB,BEZERRA DE MENEZES,CE,1012,261289
BB,REGENTE FEIJO,SP,230,59386
BB,PRAINHA,MT,1005,259506
