ghr,hvac,lights,boundaries,envelope,shgc,building,afn,total_hvac_light_cons
14172,split,23.6,outdoors,3.7,0.7,270,com,76207.84
14172,split,23.6,outdoors,3.7,0.7,270,sem,77105.13
14172,split,9.9,adiabatic,2.5,0.7,180,com,49244.56
14172,split,9.9,adiabatic,2.5,0.7,180,sem,48434.65
14172,split,9.9,adiabatic,2.5,0.7,270,com,48788.75
14172,split,9.9,adiabatic,2.5,0.7,270,sem,47707.03
14172,split,9.9,adiabatic,3.7,0.3,0,com,44414.01
14172,split,9.9,adiabatic,3.7,0.3,0,sem,43531.14
14172,split,9.9,adiabatic,3.7,0.3,90,com,44045.3
14172,split,9.9,adiabatic,3.7,0.3,90,sem,43070.22
14172,split,9.9,adiabatic,2.5,0.3,0,sem,47091.64
14172,split,9.9,adiabatic,3.7,0.3,180,com,44631.25
14172,split,9.9,adiabatic,3.7,0.3,180,sem,43887.42
14172,split,9.9,adiabatic,3.7,0.3,270,com,44560.8
14172,split,9.9,adiabatic,3.7,0.3,270,sem,43563.47
14172,split,9.9,adiabatic,3.7,0.7,0,com,44912.24
14172,split,9.9,adiabatic,3.7,0.7,0,sem,44229.02
14172,split,9.9,adiabatic,3.7,0.7,90,com,44544.04
14172,split,9.9,adiabatic,3.7,0.7,90,sem,43747.88
14172,split,9.9,adiabatic,3.7,0.7,180,com,45478.36
14172,split,9.9,adiabatic,3.7,0.7,180,sem,44990.5
14172,split,9.9,adiabatic,2.5,0.3,90,com,47462.8
14172,split,9.9,adiabatic,3.7,0.7,270,com,45191.05
14172,split,9.9,adiabatic,3.7,0.7,270,sem,44377.67
14172,split,9.9,outdoors,2.5,0.3,0,com,43347.41
14172,split,9.9,outdoors,2.5,0.3,0,sem,43590.11
14172,split,9.9,outdoors,2.5,0.3,90,com,43518.69
14172,split,9.9,outdoors,2.5,0.3,90,sem,43668.59
14172,split,9.9,outdoors,2.5,0.3,180,com,44133.89
14172,split,9.9,outdoors,2.5,0.3,180,sem,44611.56
14172,split,9.9,outdoors,2.5,0.3,270,com,44079.55
14172,split,9.9,outdoors,2.5,0.3,270,sem,44233.74
14172,split,9.9,adiabatic,2.5,0.3,90,sem,46172.41
14172,split,9.9,outdoors,2.5,0.7,0,com,44190.66
14172,split,9.9,outdoors,2.5,0.7,0,sem,44588.19
14172,split,9.9,outdoors,2.5,0.7,90,com,44536.62
14172,split,9.9,outdoors,2.5,0.7,90,sem,44803.96
14172,split,9.9,outdoors,2.5,0.7,180,com,45520.17
14172,split,9.9,outdoors,2.5,0.7,180,sem,46162
14172,split,9.9,outdoors,2.5,0.7,270,com,45329.04
14172,split,9.9,outdoors,2.5,0.7,270,sem,45579.37
14172,split,9.9,outdoors,3.7,0.3,0,com,43427.64
14172,split,9.9,outdoors,3.7,0.3,0,sem,43767.47
14172,split,9.9,adiabatic,2.5,0.3,180,com,48441.39
14172,split,9.9,outdoors,3.7,0.3,90,com,43526.97
14172,split,9.9,outdoors,3.7,0.3,90,sem,43737.31
14172,split,9.9,outdoors,3.7,0.3,180,com,44097.45
14172,split,9.9,outdoors,3.7,0.3,180,sem,44622.49
14172,split,9.9,outdoors,3.7,0.3,270,com,44007.71
14172,split,9.9,outdoors,3.7,0.3,270,sem,44219.77
14172,split,9.9,outdoors,3.7,0.7,0,com,44325.61
14172,split,9.9,outdoors,3.7,0.7,0,sem,44791.04
14172,split,9.9,outdoors,3.7,0.7,90,com,44553.95
14172,split,9.9,outdoors,3.7,0.7,90,sem,44896.94
14172,split,9.9,adiabatic,2.5,0.3,180,sem,47254.12
14172,split,9.9,outdoors,3.7,0.7,180,com,45529.41
14172,split,9.9,outdoors,3.7,0.7,180,sem,46220.29
14172,split,9.9,outdoors,3.7,0.7,270,com,45282.02
14172,split,9.9,outdoors,3.7,0.7,270,sem,45585.01
14172,split,23.6,adiabatic,2.5,0.3,0,com,76638.75
14172,split,23.6,adiabatic,2.5,0.3,0,sem,76734.92
14172,split,23.6,adiabatic,2.5,0.3,90,com,75839.36
14172,split,23.6,adiabatic,2.5,0.3,90,sem,75614.48
14172,split,23.6,adiabatic,2.5,0.3,180,com,76912.2
14172,split,23.6,adiabatic,2.5,0.3,180,sem,76817.94
14172,split,9.9,adiabatic,2.5,0.3,270,com,48180.45
14172,split,23.6,adiabatic,2.5,0.3,270,com,76702.9
14172,split,23.6,adiabatic,2.5,0.3,270,sem,76838.98
14172,split,23.6,adiabatic,2.5,0.7,0,com,77242.84
14172,split,23.6,adiabatic,2.5,0.7,0,sem,77429.81
14172,split,23.6,adiabatic,2.5,0.7,90,com,76156.15
14172,split,23.6,adiabatic,2.5,0.7,90,sem,75956.9
14172,split,23.6,adiabatic,2.5,0.7,180,com,77984.82
14172,split,23.6,adiabatic,2.5,0.7,180,sem,78075.54
14172,split,23.6,adiabatic,2.5,0.7,270,com,77572.47
14172,split,23.6,adiabatic,2.5,0.7,270,sem,77674.21
14172,split,9.9,adiabatic,2.5,0.3,270,sem,47181.26
14172,split,23.6,adiabatic,3.7,0.3,0,com,73281
14172,split,23.6,adiabatic,3.7,0.3,0,sem,73584.84
14172,split,23.6,adiabatic,3.7,0.3,90,com,72810.73
14172,split,23.6,adiabatic,3.7,0.3,90,sem,72876.92
14172,split,23.6,adiabatic,3.7,0.3,180,com,73593.17
14172,split,23.6,adiabatic,3.7,0.3,180,sem,73939.33
14172,split,23.6,adiabatic,3.7,0.3,270,com,73551.87
14172,split,23.6,adiabatic,3.7,0.3,270,sem,73829.75
14172,split,23.6,adiabatic,3.7,0.7,0,com,73960.1
14172,split,23.6,adiabatic,3.7,0.7,0,sem,74336.89
14172,split,9.9,adiabatic,2.5,0.7,0,com,48686.81
14172,split,23.6,adiabatic,3.7,0.7,90,com,73460.76
14172,split,23.6,adiabatic,3.7,0.7,90,sem,73544.31
14172,split,23.6,adiabatic,3.7,0.7,180,com,74703.01
14172,split,23.6,adiabatic,3.7,0.7,180,sem,75115.56
14172,split,23.6,adiabatic,3.7,0.7,270,com,74468.28
14172,split,23.6,adiabatic,3.7,0.7,270,sem,74567.72
14172,split,23.6,outdoors,2.5,0.3,0,com,73905.51
14172,split,23.6,outdoors,2.5,0.3,0,sem,75079.71
14172,split,23.6,outdoors,2.5,0.3,90,com,73937.38
14172,split,23.6,outdoors,2.5,0.3,90,sem,74900.5
14172,split,9.9,adiabatic,2.5,0.7,0,sem,47737.17
23954,vrf,9.9,adiabatic,2.5,0.3,0,com,36070.85
23954,vrf,23.6,outdoors,2.5,0.3,180,com,63922.75
23954,vrf,23.6,outdoors,2.5,0.3,180,sem,64812.35
23954,vrf,23.6,outdoors,2.5,0.3,270,com,63829.46
23954,vrf,23.6,outdoors,2.5,0.3,270,sem,64696.25
23954,vrf,23.6,outdoors,2.5,0.7,0,com,63837.54
23954,vrf,23.6,outdoors,2.5,0.7,0,sem,64704.4
23954,vrf,23.6,outdoors,2.5,0.7,90,com,64253.51
23954,vrf,23.6,outdoors,2.5,0.7,90,sem,65021.52
23954,vrf,23.6,outdoors,2.5,0.7,180,com,64657.27
23954,vrf,23.6,outdoors,2.5,0.7,180,sem,65406.17
23954,vrf,9.9,adiabatic,2.5,0.7,90,com,36583.26
23954,vrf,23.6,outdoors,2.5,0.7,270,com,64535.85
23954,vrf,23.6,outdoors,2.5,0.7,270,sem,65256.99
23954,vrf,23.6,outdoors,3.7,0.3,0,com,63508.7
23954,vrf,23.6,outdoors,3.7,0.3,0,sem,64436.03
23954,vrf,23.6,outdoors,3.7,0.3,90,com,63715.99
23954,vrf,23.6,outdoors,3.7,0.3,90,sem,64604.76
23954,vrf,23.6,outdoors,3.7,0.3,180,com,63930.02
23954,vrf,23.6,outdoors,3.7,0.3,180,sem,64821.2
23954,vrf,23.6,outdoors,3.7,0.3,270,com,63856.04
23954,vrf,23.6,outdoors,3.7,0.3,270,sem,64751.83
23954,vrf,9.9,adiabatic,2.5,0.7,90,sem,36075.62
23954,vrf,23.6,outdoors,3.7,0.7,0,com,63968.64
23954,vrf,23.6,outdoors,3.7,0.7,0,sem,64850.52
23954,vrf,23.6,outdoors,3.7,0.7,90,com,64331.15
23954,vrf,23.6,outdoors,3.7,0.7,90,sem,65113.42
23954,vrf,23.6,outdoors,3.7,0.7,180,com,64684.61
23954,vrf,23.6,outdoors,3.7,0.7,180,sem,65435.13
23954,vrf,23.6,outdoors,3.7,0.7,270,com,64574.09
23954,vrf,23.6,outdoors,3.7,0.7,270,sem,65316.64
23954,vrf,9.9,adiabatic,2.5,0.7,180,com,36699.81
23954,vrf,9.9,adiabatic,2.5,0.7,180,sem,36267.55
23954,vrf,9.9,adiabatic,2.5,0.7,270,com,36568.82
23954,vrf,9.9,adiabatic,2.5,0.7,270,sem,36078.95
23954,vrf,9.9,adiabatic,3.7,0.3,0,com,33991.93
23954,vrf,9.9,adiabatic,3.7,0.3,0,sem,33920.55
23954,vrf,9.9,adiabatic,3.7,0.3,90,com,34100.27
23954,vrf,9.9,adiabatic,3.7,0.3,90,sem,34031.33
23954,vrf,9.9,adiabatic,2.5,0.3,0,sem,35573.01
23954,vrf,9.9,adiabatic,3.7,0.3,180,com,34164.1
23954,vrf,9.9,adiabatic,3.7,0.3,180,sem,34184.62
23954,vrf,9.9,adiabatic,3.7,0.3,270,com,34118.98
23954,vrf,9.9,adiabatic,3.7,0.3,270,sem,34103.98
23954,vrf,9.9,adiabatic,3.7,0.7,0,com,34292.32
23954,vrf,9.9,adiabatic,3.7,0.7,0,sem,34321.36
23954,vrf,9.9,adiabatic,3.7,0.7,90,com,34520.2
23954,vrf,9.9,adiabatic,3.7,0.7,90,sem,34548.99
23954,vrf,9.9,adiabatic,3.7,0.7,180,com,34683.84
23954,vrf,9.9,adiabatic,3.7,0.7,180,sem,34840.88
23954,vrf,9.9,adiabatic,2.5,0.3,90,com,36144.7
23954,vrf,9.9,adiabatic,3.7,0.7,270,com,34625.09
23954,vrf,9.9,adiabatic,3.7,0.7,270,sem,34696.24
23954,vrf,9.9,outdoors,2.5,0.3,0,com,34229.11
23954,vrf,9.9,outdoors,2.5,0.3,0,sem,34708.45
23954,vrf,9.9,outdoors,2.5,0.3,90,com,34541.03
23954,vrf,9.9,outdoors,2.5,0.3,90,sem,35095.02
23954,vrf,9.9,outdoors,2.5,0.3,180,com,34823.94
23954,vrf,9.9,outdoors,2.5,0.3,180,sem,35470.59
23954,vrf,9.9,outdoors,2.5,0.3,270,com,34726.58
23954,vrf,9.9,outdoors,2.5,0.3,270,sem,35337.42
23954,vrf,9.9,adiabatic,2.5,0.3,90,sem,35651.75
23954,vrf,9.9,outdoors,2.5,0.7,0,com,34732.65
23954,vrf,9.9,outdoors,2.5,0.7,0,sem,35360.32
23954,vrf,9.9,outdoors,2.5,0.7,90,com,35201.99
23954,vrf,9.9,outdoors,2.5,0.7,90,sem,35908.5
23954,vrf,9.9,outdoors,2.5,0.7,180,com,35662.18
23954,vrf,9.9,outdoors,2.5,0.7,180,sem,36448.64
23954,vrf,9.9,outdoors,2.5,0.7,270,com,35484.6
23954,vrf,9.9,outdoors,2.5,0.7,270,sem,36206.75
23954,vrf,9.9,outdoors,3.7,0.3,0,com,34285.72
23954,vrf,9.9,outdoors,3.7,0.3,0,sem,34820.4
23954,vrf,9.9,adiabatic,2.5,0.3,180,com,36192.31
23954,vrf,9.9,outdoors,3.7,0.3,90,com,34536.03
23954,vrf,9.9,outdoors,3.7,0.3,90,sem,35131.14
23954,vrf,9.9,outdoors,3.7,0.3,180,com,34764.47
23954,vrf,9.9,outdoors,3.7,0.3,180,sem,35413.69
23954,vrf,9.9,outdoors,3.7,0.3,270,com,34688.15
23954,vrf,9.9,outdoors,3.7,0.3,270,sem,35319.5
23954,vrf,9.9,outdoors,3.7,0.7,0,com,34816.53
23954,vrf,9.9,outdoors,3.7,0.7,0,sem,35493.23
23954,vrf,9.9,outdoors,3.7,0.7,90,com,35233.17
23954,vrf,9.9,outdoors,3.7,0.7,90,sem,35977.22
23954,vrf,9.9,adiabatic,2.5,0.3,180,sem,35743.62
23954,vrf,9.9,outdoors,3.7,0.7,180,com,35634.69
23954,vrf,9.9,outdoors,3.7,0.7,180,sem,36434.93
23954,vrf,9.9,outdoors,3.7,0.7,270,com,35475.24
23954,vrf,9.9,outdoors,3.7,0.7,270,sem,36237.41
23954,vrf,23.6,adiabatic,2.5,0.3,0,com,64109.32
23954,vrf,23.6,adiabatic,2.5,0.3,0,sem,63862.05
23954,vrf,23.6,adiabatic,2.5,0.3,90,com,64185.52
23954,vrf,23.6,adiabatic,2.5,0.3,90,sem,63949.68
23954,vrf,23.6,adiabatic,2.5,0.3,180,com,64247.77
23954,vrf,23.6,adiabatic,2.5,0.3,180,sem,64023.09
23954,vrf,9.9,adiabatic,2.5,0.3,270,com,36047.13
23954,vrf,23.6,adiabatic,2.5,0.3,270,com,64097.85
23954,vrf,23.6,adiabatic,2.5,0.3,270,sem,63861.29
23954,vrf,23.6,adiabatic,2.5,0.7,0,com,64457.75
23954,vrf,23.6,adiabatic,2.5,0.7,0,sem,64185.27
23954,vrf,23.6,adiabatic,2.5,0.7,90,com,64683.04
23954,vrf,23.6,adiabatic,2.5,0.7,90,sem,64394.97
23954,vrf,23.6,adiabatic,2.5,0.7,180,com,64814.49
23954,vrf,23.6,adiabatic,2.5,0.7,180,sem,64547.83
23954,vrf,23.6,adiabatic,2.5,0.7,270,com,64686.61
23954,vrf,23.6,adiabatic,2.5,0.7,270,sem,64373.89
23954,vrf,9.9,adiabatic,2.5,0.3,270,sem,35594.71
23954,vrf,23.6,adiabatic,3.7,0.3,0,com,62183.17
23954,vrf,23.6,adiabatic,3.7,0.3,0,sem,62681.88
23954,vrf,23.6,adiabatic,3.7,0.3,90,com,62289.9
23954,vrf,23.6,adiabatic,3.7,0.3,90,sem,62775.83
23954,vrf,23.6,adiabatic,3.7,0.3,180,com,62374.53
23954,vrf,23.6,adiabatic,3.7,0.3,180,sem,62912.18
23954,vrf,23.6,adiabatic,3.7,0.3,270,com,62312.73
23954,vrf,23.6,adiabatic,3.7,0.3,270,sem,62826.97
23954,vrf,23.6,adiabatic,3.7,0.7,0,com,62513.03
23954,vrf,23.6,adiabatic,3.7,0.7,0,sem,63017.47
23954,vrf,9.9,adiabatic,2.5,0.7,0,com,36379.03
23954,vrf,23.6,adiabatic,3.7,0.7,90,com,62753.38
23954,vrf,23.6,adiabatic,3.7,0.7,90,sem,63202.66
23954,vrf,23.6,adiabatic,3.7,0.7,180,com,62927.16
23954,vrf,23.6,adiabatic,3.7,0.7,180,sem,63451.32
23954,vrf,23.6,adiabatic,3.7,0.7,270,com,62862.71
23954,vrf,23.6,adiabatic,3.7,0.7,270,sem,63331.01
23954,vrf,23.6,outdoors,2.5,0.3,0,com,63390.3
23954,vrf,23.6,outdoors,2.5,0.3,0,sem,64304.17
23954,vrf,23.6,outdoors,2.5,0.3,90,com,63652.19
23954,vrf,23.6,outdoors,2.5,0.3,90,sem,64524.78
23954,vrf,9.9,adiabatic,2.5,0.7,0,sem,35881.77
23954,split,9.9,adiabatic,2.5,0.3,0,com,56255.06
23954,split,23.6,outdoors,2.5,0.3,180,com,78932.8
23954,split,23.6,outdoors,2.5,0.3,180,sem,78982.43
23954,split,23.6,outdoors,2.5,0.3,270,com,79001.19
23954,split,23.6,outdoors,2.5,0.3,270,sem,78880.62
23954,split,23.6,outdoors,2.5,0.7,0,com,78942.08
23954,split,23.6,outdoors,2.5,0.7,0,sem,78993.03
23954,split,23.6,outdoors,2.5,0.7,90,com,79178.71
23954,split,23.6,outdoors,2.5,0.7,90,sem,78970.12
23954,split,23.6,outdoors,2.5,0.7,180,com,80451.9
23954,split,23.6,outdoors,2.5,0.7,180,sem,80513.64
23954,split,9.9,adiabatic,2.5,0.7,90,com,54871.96
23954,split,23.6,outdoors,2.5,0.7,270,com,80368.63
23954,split,23.6,outdoors,2.5,0.7,270,sem,80147.12
23954,split,23.6,outdoors,3.7,0.3,0,com,78082.53
23954,split,23.6,outdoors,3.7,0.3,0,sem,78184.89
23954,split,23.6,outdoors,3.7,0.3,90,com,78041.58
23954,split,23.6,outdoors,3.7,0.3,90,sem,77914.65
23954,split,23.6,outdoors,3.7,0.3,180,com,78903.52
23954,split,23.6,outdoors,3.7,0.3,180,sem,79006.69
23954,split,23.6,outdoors,3.7,0.3,270,com,78972.41
23954,split,23.6,outdoors,3.7,0.3,270,sem,78831.31
23954,split,9.9,adiabatic,2.5,0.7,90,sem,51670.18
23954,split,23.6,outdoors,3.7,0.7,0,com,79093.47
23954,split,23.6,outdoors,3.7,0.7,0,sem,79209.65
23954,split,23.6,outdoors,3.7,0.7,90,com,79170.58
23954,split,23.6,outdoors,3.7,0.7,90,sem,79036.28
23954,split,23.6,outdoors,3.7,0.7,180,com,80482.07
23954,split,23.6,outdoors,3.7,0.7,180,sem,80577.93
23954,split,23.6,outdoors,3.7,0.7,270,com,80269.23
23954,split,23.6,outdoors,3.7,0.7,270,sem,80103.7
23954,split,9.9,adiabatic,2.5,0.7,180,com,56358.48
23954,split,9.9,adiabatic,2.5,0.7,180,sem,53565.09
23954,split,9.9,adiabatic,2.5,0.7,270,com,56195.71
23954,split,9.9,adiabatic,2.5,0.7,270,sem,53002.69
23954,split,9.9,adiabatic,3.7,0.3,0,com,50592.71
23954,split,9.9,adiabatic,3.7,0.3,0,sem,47779.95
23954,split,9.9,adiabatic,3.7,0.3,90,com,49958.85
23954,split,9.9,adiabatic,3.7,0.3,90,sem,47078.35
23954,split,9.9,adiabatic,2.5,0.3,0,sem,52902.64
23954,split,9.9,adiabatic,3.7,0.3,180,com,50465.1
23954,split,9.9,adiabatic,3.7,0.3,180,sem,47851.08
23954,split,9.9,adiabatic,3.7,0.3,270,com,50609.06
23954,split,9.9,adiabatic,3.7,0.3,270,sem,47658.56
23954,split,9.9,adiabatic,3.7,0.7,0,com,51068.37
23954,split,9.9,adiabatic,3.7,0.7,0,sem,48441.86
23954,split,9.9,adiabatic,3.7,0.7,90,com,50368.37
23954,split,9.9,adiabatic,3.7,0.7,90,sem,47716.4
23954,split,9.9,adiabatic,3.7,0.7,180,com,51132.43
23954,split,9.9,adiabatic,3.7,0.7,180,sem,48801.27
23954,split,9.9,adiabatic,2.5,0.3,90,com,54991.55
23954,split,9.9,adiabatic,3.7,0.7,270,com,51115.43
23954,split,9.9,adiabatic,3.7,0.7,270,sem,48423.39
23954,split,9.9,outdoors,2.5,0.3,0,com,47782.33
23954,split,9.9,outdoors,2.5,0.3,0,sem,46360.97
23954,split,9.9,outdoors,2.5,0.3,90,com,48008.08
23954,split,9.9,outdoors,2.5,0.3,90,sem,46533.43
23954,split,9.9,outdoors,2.5,0.3,180,com,48518.19
23954,split,9.9,outdoors,2.5,0.3,180,sem,47387.75
23954,split,9.9,outdoors,2.5,0.3,270,com,48669.78
23954,split,9.9,outdoors,2.5,0.3,270,sem,47171.76
23954,split,9.9,adiabatic,2.5,0.3,90,sem,51471.77
23954,split,9.9,outdoors,2.5,0.7,0,com,48624.71
23954,split,9.9,outdoors,2.5,0.7,0,sem,47384.82
23954,split,9.9,outdoors,2.5,0.7,90,com,49043.22
23954,split,9.9,outdoors,2.5,0.7,90,sem,47734.91
23954,split,9.9,outdoors,2.5,0.7,180,com,49813.76
23954,split,9.9,outdoors,2.5,0.7,180,sem,48930.58
23954,split,9.9,outdoors,2.5,0.7,270,com,49921.87
23954,split,9.9,outdoors,2.5,0.7,270,sem,48605.81
23954,split,9.9,outdoors,3.7,0.3,0,com,47727.25
23954,split,9.9,outdoors,3.7,0.3,0,sem,46434.04
23954,split,9.9,adiabatic,2.5,0.3,180,com,55941.4
23954,split,9.9,outdoors,3.7,0.3,90,com,47833.29
23954,split,9.9,outdoors,3.7,0.3,90,sem,46479.73
23954,split,9.9,outdoors,3.7,0.3,180,com,48336.01
23954,split,9.9,outdoors,3.7,0.3,180,sem,47291.08
23954,split,9.9,outdoors,3.7,0.3,270,com,48416.11
23954,split,9.9,outdoors,3.7,0.3,270,sem,47017.66
23954,split,9.9,outdoors,3.7,0.7,0,com,48603.89
23954,split,9.9,outdoors,3.7,0.7,0,sem,47501.14
23954,split,9.9,outdoors,3.7,0.7,90,com,48891.73
23954,split,9.9,outdoors,3.7,0.7,90,sem,47701.84
23954,split,9.9,adiabatic,2.5,0.3,180,sem,52590.5
23954,split,9.9,outdoors,3.7,0.7,180,com,49667.53
23954,split,9.9,outdoors,3.7,0.7,180,sem,48862.7
23954,split,9.9,outdoors,3.7,0.7,270,com,49682.22
23954,split,9.9,outdoors,3.7,0.7,270,sem,48476.32
23954,split,23.6,adiabatic,2.5,0.3,0,com,83728.97
23954,split,23.6,adiabatic,2.5,0.3,0,sem,81922.79
23954,split,23.6,adiabatic,2.5,0.3,90,com,82621.01
23954,split,23.6,adiabatic,2.5,0.3,90,sem,80446.23
23954,split,23.6,adiabatic,2.5,0.3,180,com,83681.58
23954,split,23.6,adiabatic,2.5,0.3,180,sem,81658.34
23954,split,9.9,adiabatic,2.5,0.3,270,com,55737.82
23954,split,23.6,adiabatic,2.5,0.3,270,com,83454.04
23954,split,23.6,adiabatic,2.5,0.3,270,sem,81690.81
23954,split,23.6,adiabatic,2.5,0.7,0,com,84215.16
23954,split,23.6,adiabatic,2.5,0.7,0,sem,82567.67
23954,split,23.6,adiabatic,2.5,0.7,90,com,82718.14
23954,split,23.6,adiabatic,2.5,0.7,90,sem,80689.87
23954,split,23.6,adiabatic,2.5,0.7,180,com,84357
23954,split,23.6,adiabatic,2.5,0.7,180,sem,82811.81
23954,split,23.6,adiabatic,2.5,0.7,270,com,84162.56
23954,split,23.6,adiabatic,2.5,0.7,270,sem,82565.73
23954,split,9.9,adiabatic,2.5,0.3,270,sem,52559.25
23954,split,23.6,adiabatic,3.7,0.3,0,com,78966.66
23954,split,23.6,adiabatic,3.7,0.3,0,sem,77522.56
23954,split,23.6,adiabatic,3.7,0.3,90,com,78287.21
23954,split,23.6,adiabatic,3.7,0.3,90,sem,76644.23
23954,split,23.6,adiabatic,3.7,0.3,180,com,79034.45
23954,split,23.6,adiabatic,3.7,0.3,180,sem,77656.44
23954,split,23.6,adiabatic,3.7,0.3,270,com,79136.07
23954,split,23.6,adiabatic,3.7,0.3,270,sem,77741.25
23954,split,23.6,adiabatic,3.7,0.7,0,com,79617.05
23954,split,23.6,adiabatic,3.7,0.7,0,sem,78275.75
23954,split,9.9,adiabatic,2.5,0.7,0,com,56566.48
23954,split,23.6,adiabatic,3.7,0.7,90,com,78859.22
23954,split,23.6,adiabatic,3.7,0.7,90,sem,77307.29
23954,split,23.6,adiabatic,3.7,0.7,180,com,79974.43
23954,split,23.6,adiabatic,3.7,0.7,180,sem,78730.53
23954,split,23.6,adiabatic,3.7,0.7,270,com,79989.55
23954,split,23.6,adiabatic,3.7,0.7,270,sem,78436.25
23954,split,23.6,outdoors,2.5,0.3,0,com,77975.74
23954,split,23.6,outdoors,2.5,0.3,0,sem,77992.64
23954,split,23.6,outdoors,2.5,0.3,90,com,78075.61
23954,split,23.6,outdoors,2.5,0.3,90,sem,77866.12
23954,split,9.9,adiabatic,2.5,0.7,0,sem,53462.16
31412,vrf,9.9,adiabatic,2.5,0.3,0,com,38497.1
31412,vrf,9.9,adiabatic,2.5,0.3,0,sem,38146.81
31412,vrf,9.9,adiabatic,2.5,0.3,90,com,38583.8
31412,vrf,9.9,adiabatic,2.5,0.3,90,sem,38224.34
31412,vrf,9.9,adiabatic,2.5,0.3,180,com,38617.27
31412,vrf,9.9,adiabatic,2.5,0.3,180,sem,38287.43
31412,vrf,9.9,adiabatic,2.5,0.3,270,com,38518.72
31412,vrf,9.9,adiabatic,2.5,0.3,270,sem,38215.3
31412,vrf,9.9,adiabatic,2.5,0.7,0,com,38878.74
31412,vrf,9.9,adiabatic,2.5,0.7,0,sem,38481.81
31412,vrf,9.9,adiabatic,2.5,0.7,90,com,39098.35
31412,vrf,9.9,adiabatic,2.5,0.7,90,sem,38654.54
31412,vrf,9.9,adiabatic,2.5,0.7,180,com,39207.47
31412,vrf,9.9,adiabatic,2.5,0.7,180,sem,38798.32
31412,vrf,9.9,adiabatic,2.5,0.7,270,com,39053.85
31412,vrf,9.9,adiabatic,2.5,0.7,270,sem,38670.16
31412,vrf,9.9,adiabatic,3.7,0.3,0,com,36750.6
31412,vrf,9.9,adiabatic,3.7,0.3,0,sem,36497.8
31412,vrf,9.9,adiabatic,3.7,0.3,90,com,36848.88
31412,vrf,9.9,adiabatic,3.7,0.3,90,sem,36605.3
31412,vrf,9.9,adiabatic,3.7,0.3,180,com,36963.22
31412,vrf,9.9,adiabatic,3.7,0.3,180,sem,36757.26
31412,vrf,9.9,adiabatic,3.7,0.3,270,com,36896.16
31412,vrf,9.9,adiabatic,3.7,0.3,270,sem,36682.19
31412,vrf,9.9,adiabatic,3.7,0.7,0,com,37165.22
31412,vrf,9.9,adiabatic,3.7,0.7,0,sem,36979.67
31412,vrf,9.9,adiabatic,3.7,0.7,90,com,37386.31
31412,vrf,9.9,adiabatic,3.7,0.7,90,sem,37181.89
31412,vrf,9.9,adiabatic,3.7,0.7,180,com,37614.79
31412,vrf,9.9,adiabatic,3.7,0.7,180,sem,37472.31
31412,vrf,9.9,adiabatic,3.7,0.7,270,com,37482.62
31412,vrf,9.9,adiabatic,3.7,0.7,270,sem,37347.46
31412,vrf,9.9,outdoors,2.5,0.3,0,com,37116.13
31412,vrf,9.9,outdoors,2.5,0.3,0,sem,36620.59
31412,vrf,9.9,outdoors,2.5,0.3,90,com,37422.85
31412,vrf,9.9,outdoors,2.5,0.3,90,sem,37010.36
31412,vrf,9.9,outdoors,2.5,0.3,180,com,37718.25
31412,vrf,9.9,outdoors,2.5,0.3,180,sem,37317.98
31412,vrf,9.9,outdoors,2.5,0.3,270,com,37558.98
31412,vrf,9.9,outdoors,2.5,0.3,270,sem,37144.25
31412,vrf,9.9,outdoors,2.5,0.7,0,com,37741.33
31412,vrf,9.9,outdoors,2.5,0.7,0,sem,37390.59
31412,vrf,9.9,outdoors,2.5,0.7,90,com,38199.9
31412,vrf,9.9,outdoors,2.5,0.7,90,sem,37928.41
31412,vrf,9.9,outdoors,2.5,0.7,180,com,38645
31412,vrf,9.9,outdoors,2.5,0.7,180,sem,38384.61
31412,vrf,9.9,outdoors,2.5,0.7,270,com,38357.46
31412,vrf,9.9,outdoors,2.5,0.7,270,sem,38131.93
31412,vrf,9.9,outdoors,3.7,0.3,0,com,37134.17
31412,vrf,9.9,outdoors,3.7,0.3,0,sem,36640.37
31412,vrf,9.9,outdoors,3.7,0.3,90,com,37381.92
31412,vrf,9.9,outdoors,3.7,0.3,90,sem,36945.74
31412,vrf,9.9,outdoors,3.7,0.3,180,com,37620.8
31412,vrf,9.9,outdoors,3.7,0.3,180,sem,37186.08
31412,vrf,9.9,outdoors,3.7,0.3,270,com,37497.56
31412,vrf,9.9,outdoors,3.7,0.3,270,sem,37051.8
31412,vrf,9.9,outdoors,3.7,0.7,0,com,37795.49
31412,vrf,9.9,outdoors,3.7,0.7,0,sem,37424.68
31412,vrf,9.9,outdoors,3.7,0.7,90,com,38192.77
31412,vrf,9.9,outdoors,3.7,0.7,90,sem,37910.68
31412,vrf,9.9,outdoors,3.7,0.7,180,com,38589.59
31412,vrf,9.9,outdoors,3.7,0.7,180,sem,38295.5
31412,vrf,9.9,outdoors,3.7,0.7,270,com,38342.91
31412,vrf,9.9,outdoors,3.7,0.7,270,sem,38096.9
31412,vrf,23.6,adiabatic,2.5,0.3,0,com,66985.65
31412,vrf,23.6,adiabatic,2.5,0.3,0,sem,66387.13
31412,vrf,23.6,adiabatic,2.5,0.3,90,com,67089.36
31412,vrf,23.6,adiabatic,2.5,0.3,90,sem,66467.39
