"hvac","afn","area","atm","azimuth","boundaries","cop","envelope","lights","shgc","dbt","targ"
1,4,459.296875,11.357421875,4.134375,2,5.423203125,2,20.65421875,0.40534375,16.61941781,183.6
1,4,459.296875,11.357421875,4.134375,2,5.423203125,2,20.65421875,0.42484375,24.96426941,200.3
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182.6
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182.6
1,4,459.296875,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,191.2
1,4,839.140625,11.357421875,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182
1,4,839.140625,10.839453125,4.134375,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182.4
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182.6
1,4,839.140625,10.839453125,224.971875,2,5.423203125,2,16.64453125,0.40534375,24.96426941,177.4
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182.6
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,20.65421875,0.40534375,24.96426941,198.1
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.42484375,24.96426941,182.7
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,16.61941781,164.2
1,4,839.140625,10.839453125,224.971875,2,4.795546875,2,16.64453125,0.40534375,24.96426941,182.6
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,235.2
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,235.2
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,235.2
1,2,969.140625,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,209.2
1,2,329.296875,8.889453125,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,236.1
1,2,329.296875,9.407421875,271.771875,2,4.253203125,1,15.19421875,0.58084375,27.90363014,236
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,235.2
1,2,329.296875,9.407421875,50.934375,2,5.185546875,1,15.19421875,0.58084375,27.90363014,220.2
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,27.90363014,235.2
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,18.46453125,0.58084375,27.90363014,247.7
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.56134375,27.90363014,235
1,2,329.296875,9.407421875,50.934375,2,4.253203125,1,15.19421875,0.58084375,22.70187215,192.8
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,180.7
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,180.7
1,2,329.296875,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,197.5
1,2,969.140625,9.407421875,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,179.8
1,2,969.140625,8.889453125,50.934375,2,5.185546875,1,18.46453125,0.56134375,22.70187215,181.1
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,180.7
1,2,969.140625,8.889453125,271.771875,2,4.253203125,1,18.46453125,0.56134375,22.70187215,187.8
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,180.7
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,15.19421875,0.56134375,22.70187215,168.5
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.58084375,22.70187215,180.7
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,27.90363014,209.4
1,2,969.140625,8.889453125,271.771875,2,5.185546875,1,18.46453125,0.56134375,22.70187215,180.7
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.3
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.3
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.3
2,4,449.140625,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,160.3
2,4,849.296875,16.689453125,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.6
2,4,849.296875,17.207421875,84.571875,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.8
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.3
2,4,849.296875,17.207421875,238.134375,1,3.625546875,2,22.47421875,0.37284375,18.79203196,163.6
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,18.79203196,155.3
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,11.18453125,0.37284375,18.79203196,117.1
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.35334375,18.79203196,155.3
2,4,849.296875,17.207421875,238.134375,1,5.813203125,2,22.47421875,0.37284375,13.63542237,149.9
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,126.1
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,126.1
2,4,849.296875,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,119.8
2,4,449.140625,17.207421875,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,125.9
2,4,449.140625,16.689453125,238.134375,1,3.625546875,2,11.18453125,0.35334375,13.63542237,125.9
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,126.1
2,4,449.140625,16.689453125,84.571875,1,5.813203125,2,11.18453125,0.35334375,13.63542237,120
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,126.1
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,22.47421875,0.35334375,13.63542237,161.4
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.37284375,13.63542237,126.1
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,18.79203196,130.6
2,4,449.140625,16.689453125,84.571875,1,3.625546875,2,11.18453125,0.35334375,13.63542237,126.1
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,161.5
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,161.5
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,161.5
2,1,709.140625,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,160.2
2,1,589.296875,12.789453125,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,147
2,1,589.296875,5.507421875,365.371875,1,3.473203125,2,18.83421875,0.47684375,13.8006621,161.6
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,161.5
2,1,589.296875,5.507421875,331.734375,1,5.965546875,2,18.83421875,0.47684375,13.8006621,155.1
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,13.8006621,161.5
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,22.10453125,0.47684375,13.8006621,172.7
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.66534375,13.8006621,161.8
2,1,589.296875,5.507421875,331.734375,1,3.473203125,2,18.83421875,0.47684375,18.15084475,173.1
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,158.7
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,158.7
2,1,589.296875,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,160
2,1,709.140625,5.507421875,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,172.7
2,1,709.140625,12.789453125,331.734375,1,5.965546875,2,22.10453125,0.66534375,18.15084475,158.6
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,158.7
2,1,709.140625,12.789453125,365.371875,1,3.473203125,2,22.10453125,0.66534375,18.15084475,169.7
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,158.7
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,18.83421875,0.66534375,18.15084475,147.3
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.47684375,18.15084475,158.1
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,13.8006621,151.4
2,1,709.140625,12.789453125,365.371875,1,5.965546875,2,22.10453125,0.66534375,18.15084475,158.7
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,154.2
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,154.2
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,154.2
1,3,189.140625,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,188.1
1,3,1109.296875,4.989453125,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,171.7
1,3,1109.296875,13.307421875,178.171875,2,5.033203125,1,11.55421875,0.68484375,23.33968037,154.3
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,154.2
1,3,1109.296875,13.307421875,144.534375,2,4.405546875,1,11.55421875,0.68484375,23.33968037,159.2
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,23.33968037,154.2
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,14.82453125,0.68484375,23.33968037,166.5
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.45734375,23.33968037,153.4
1,3,1109.296875,13.307421875,144.534375,2,5.033203125,1,11.55421875,0.68484375,27.21635845,179.6
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,264.8
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,264.8
1,3,1109.296875,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,218.2
1,3,189.140625,13.307421875,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,246.9
1,3,189.140625,4.989453125,144.534375,2,4.405546875,1,14.82453125,0.45734375,27.21635845,263.5
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,264.8
1,3,189.140625,4.989453125,178.171875,2,5.033203125,1,14.82453125,0.45734375,27.21635845,253.6
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,264.8
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,11.55421875,0.45734375,27.21635845,252.4
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.68484375,27.21635845,267
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,23.33968037,223.1
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,27.21635845,264.8
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,23.90124429,152.3
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,23.90124429,152.3
1,2,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,23.90124429,152.6
1,1,416.640625,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,23.90124429,142.3
1,1,231.796875,15.226953125,226.434375,1,5.910703125,2,10.18921875,0.46384375,23.90124429,149.7
1,1,231.796875,11.844921875,236.671875,1,5.910703125,2,10.18921875,0.46384375,23.90124429,152.7
1,1,231.796875,11.844921875,226.434375,2,5.910703125,2,10.18921875,0.46384375,23.90124429,155.7
1,1,231.796875,11.844921875,226.434375,1,3.138046875,2,10.18921875,0.46384375,23.90124429,173.8
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,23.90124429,152.3
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,22.55953125,0.46384375,23.90124429,198.7
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.31434375,23.90124429,151.3
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,25.52243151,155.5
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,25.52243151,224.4
1,1,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,25.52243151,220.4
1,2,231.796875,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,25.52243151,237.3
1,2,416.640625,11.844921875,236.671875,2,3.138046875,2,22.55953125,0.31434375,25.52243151,227.3
1,2,416.640625,15.226953125,226.434375,2,3.138046875,2,22.55953125,0.31434375,25.52243151,224.3
1,2,416.640625,15.226953125,236.671875,1,3.138046875,2,22.55953125,0.31434375,25.52243151,221
1,2,416.640625,15.226953125,236.671875,2,5.910703125,2,22.55953125,0.31434375,25.52243151,192.7
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,25.52243151,224.4
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,10.18921875,0.31434375,25.52243151,174.5
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.46384375,25.52243151,226
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,23.90124429,212.7
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,25.52243151,224.4
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,15.27776256,138.8
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,15.27776256,138.8
2,4,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,15.27776256,139.1
2,3,936.640625,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,15.27776256,137.3
2,3,751.796875,7.426953125,39.234375,2,4.350703125,1,17.46921875,0.67184375,15.27776256,149.8
2,3,751.796875,19.644921875,49.471875,2,4.350703125,1,17.46921875,0.67184375,15.27776256,138.8
2,3,751.796875,19.644921875,39.234375,1,4.350703125,1,17.46921875,0.67184375,15.27776256,137.2
2,3,751.796875,19.644921875,39.234375,2,4.698046875,1,17.46921875,0.67184375,15.27776256,137.8
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,15.27776256,138.8
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,15.27953125,0.67184375,15.27776256,131.7
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.52234375,15.27776256,138.7
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,16.46221461,142.8
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,16.46221461,140.9
2,3,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,16.46221461,140.6
2,4,751.796875,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,16.46221461,142.2
2,4,936.640625,19.644921875,49.471875,1,4.698046875,1,15.27953125,0.52234375,16.46221461,129.4
2,4,936.640625,7.426953125,39.234375,1,4.698046875,1,15.27953125,0.52234375,16.46221461,140.9
2,4,936.640625,7.426953125,49.471875,2,4.698046875,1,15.27953125,0.52234375,16.46221461,144
2,4,936.640625,7.426953125,49.471875,1,4.350703125,1,15.27953125,0.52234375,16.46221461,142
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,16.46221461,140.9
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,17.46921875,0.52234375,16.46221461,148.4
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.67184375,16.46221461,141.2
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,15.27776256,138.9
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,16.46221461,140.9
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,19.36913242,170.7
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,19.36913242,170.7
2,1,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,19.36913242,170.2
2,2,676.640625,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,19.36913242,167.4
2,2,491.796875,11.326953125,132.834375,2,5.130703125,1,21.10921875,0.56784375,19.36913242,165.7
2,2,491.796875,7.944921875,330.271875,2,5.130703125,1,21.10921875,0.56784375,19.36913242,171.2
2,2,491.796875,7.944921875,132.834375,1,5.130703125,1,21.10921875,0.56784375,19.36913242,167.1
2,2,491.796875,7.944921875,132.834375,2,3.918046875,1,21.10921875,0.56784375,19.36913242,177.1
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,19.36913242,170.7
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,18.91953125,0.56784375,19.36913242,163.3
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.41834375,19.36913242,170.4
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,10.83398402,169.1
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,10.83398402,147.5
2,2,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,10.83398402,150
2,1,491.796875,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,10.83398402,151.2
2,1,676.640625,7.944921875,330.271875,1,3.918046875,1,18.91953125,0.41834375,10.83398402,152.2
2,1,676.640625,11.326953125,132.834375,1,3.918046875,1,18.91953125,0.41834375,10.83398402,147.8
2,1,676.640625,11.326953125,330.271875,2,3.918046875,1,18.91953125,0.41834375,10.83398402,156.6
2,1,676.640625,11.326953125,330.271875,1,5.130703125,1,18.91953125,0.41834375,10.83398402,144.4
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,10.83398402,147.5
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,21.10921875,0.41834375,10.83398402,154.3
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.56784375,10.83398402,147.5
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,19.36913242,157.2
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,10.83398402,147.5
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,28.24011416,180.8
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,28.24011416,180.8
1,3,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,28.24011416,177.4
1,4,1196.640625,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,28.24011416,179.5
1,4,1011.796875,19.126953125,320.034375,1,3.570703125,2,13.82921875,0.35984375,28.24011416,179.1
1,4,1011.796875,15.744921875,143.071875,1,3.570703125,2,13.82921875,0.35984375,28.24011416,179.6
1,4,1011.796875,15.744921875,320.034375,2,3.570703125,2,13.82921875,0.35984375,28.24011416,186.9
1,4,1011.796875,15.744921875,320.034375,1,5.478046875,2,13.82921875,0.35984375,28.24011416,160.6
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,28.24011416,180.8
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,11.63953125,0.35984375,28.24011416,171.9
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.62634375,28.24011416,182.9
