"hvac","afn","area","atm","azimuth","boundaries","cop","envelope","lights","shgc","cdh","targ"
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.68484375,79792,262.3
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,61466,236.6
1,3,189.140625,4.989453125,178.171875,2,4.405546875,1,14.82453125,0.45734375,79792,260.4
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,63901,159.7
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,63901,159.7
1,2,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,63901,160.9
1,1,416.640625,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,63901,148.9
1,1,231.796875,15.226953125,226.434375,1,5.910703125,2,10.18921875,0.46384375,63901,157.1
1,1,231.796875,11.844921875,236.671875,1,5.910703125,2,10.18921875,0.46384375,63901,159.9
1,1,231.796875,11.844921875,226.434375,2,5.910703125,2,10.18921875,0.46384375,63901,165.2
1,1,231.796875,11.844921875,226.434375,1,3.138046875,2,10.18921875,0.46384375,63901,188.4
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,63901,159.7
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,22.55953125,0.46384375,63901,206.3
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.31434375,63901,158.4
1,1,231.796875,11.844921875,226.434375,1,5.910703125,2,10.18921875,0.46384375,72063,159.5
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,72063,234.1
1,1,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,72063,229
1,2,231.796875,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,72063,248.4
1,2,416.640625,11.844921875,236.671875,2,3.138046875,2,22.55953125,0.31434375,72063,237
1,2,416.640625,15.226953125,226.434375,2,3.138046875,2,22.55953125,0.31434375,72063,233.9
1,2,416.640625,15.226953125,236.671875,1,3.138046875,2,22.55953125,0.31434375,72063,227.4
1,2,416.640625,15.226953125,236.671875,2,5.910703125,2,22.55953125,0.31434375,72063,198.5
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,72063,234.1
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,10.18921875,0.31434375,72063,184
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.46384375,72063,235.6
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,63901,231.6
1,2,416.640625,15.226953125,236.671875,2,3.138046875,2,22.55953125,0.31434375,72063,234.1
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,21108,156.2
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,21108,156.2
2,4,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,21108,156.7
2,3,936.640625,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,21108,154.3
2,3,751.796875,7.426953125,39.234375,2,4.350703125,1,17.46921875,0.67184375,21108,168
2,3,751.796875,19.644921875,49.471875,2,4.350703125,1,17.46921875,0.67184375,21108,156.1
2,3,751.796875,19.644921875,39.234375,1,4.350703125,1,17.46921875,0.67184375,21108,153.1
2,3,751.796875,19.644921875,39.234375,2,4.698046875,1,17.46921875,0.67184375,21108,154
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,21108,156.2
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,15.27953125,0.67184375,21108,148.4
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.52234375,21108,155.8
2,3,751.796875,19.644921875,39.234375,2,4.350703125,1,17.46921875,0.67184375,28895,157.4
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,28895,152.3
2,3,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,28895,151.8
2,4,751.796875,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,28895,153.7
2,4,936.640625,19.644921875,49.471875,1,4.698046875,1,15.27953125,0.52234375,28895,140.3
2,4,936.640625,7.426953125,39.234375,1,4.698046875,1,15.27953125,0.52234375,28895,152.2
2,4,936.640625,7.426953125,49.471875,2,4.698046875,1,15.27953125,0.52234375,28895,157.6
2,4,936.640625,7.426953125,49.471875,1,4.350703125,1,15.27953125,0.52234375,28895,154.3
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,28895,152.3
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,17.46921875,0.52234375,28895,160.2
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.67184375,28895,152.8
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,21108,153.1
2,4,936.640625,7.426953125,49.471875,1,4.698046875,1,15.27953125,0.52234375,28895,152.3
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,42669,184.5
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,42669,184.5
2,1,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,42669,184.1
2,2,676.640625,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,42669,180.8
2,2,491.796875,11.326953125,132.834375,2,5.130703125,1,21.10921875,0.56784375,42669,179.4
2,2,491.796875,7.944921875,330.271875,2,5.130703125,1,21.10921875,0.56784375,42669,185.2
2,2,491.796875,7.944921875,132.834375,1,5.130703125,1,21.10921875,0.56784375,42669,177.3
2,2,491.796875,7.944921875,132.834375,2,3.918046875,1,21.10921875,0.56784375,42669,195.1
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,42669,184.5
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,18.91953125,0.56784375,42669,176.9
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.41834375,42669,184.1
2,2,491.796875,7.944921875,132.834375,2,5.130703125,1,21.10921875,0.56784375,7581,166.6
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,7581,150
2,2,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,7581,150.3
2,1,491.796875,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,7581,152.5
2,1,676.640625,7.944921875,330.271875,1,3.918046875,1,18.91953125,0.41834375,7581,155.3
2,1,676.640625,11.326953125,132.834375,1,3.918046875,1,18.91953125,0.41834375,7581,149.6
2,1,676.640625,11.326953125,330.271875,2,3.918046875,1,18.91953125,0.41834375,7581,155.2
2,1,676.640625,11.326953125,330.271875,1,5.130703125,1,18.91953125,0.41834375,7581,146.3
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,7581,150
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,21.10921875,0.41834375,7581,157.6
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.56784375,7581,150.5
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,42669,169
2,1,676.640625,11.326953125,330.271875,1,3.918046875,1,18.91953125,0.41834375,7581,150
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,84723,186.2
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,84723,186.2
1,3,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,84723,181.7
1,4,1196.640625,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,84723,184.8
1,4,1011.796875,19.126953125,320.034375,1,3.570703125,2,13.82921875,0.35984375,84723,184.4
1,4,1011.796875,15.744921875,143.071875,1,3.570703125,2,13.82921875,0.35984375,84723,186.4
1,4,1011.796875,15.744921875,320.034375,2,3.570703125,2,13.82921875,0.35984375,84723,193.9
1,4,1011.796875,15.744921875,320.034375,1,5.478046875,2,13.82921875,0.35984375,84723,163.1
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,84723,186.2
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,11.63953125,0.35984375,84723,177
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.62634375,84723,188.1
1,4,1011.796875,15.744921875,320.034375,1,3.570703125,2,13.82921875,0.35984375,50409,176.6
1,3,1196.640625,19.126953125,143.071875,2,5.478046875,2,11.63953125,0.62634375,50409,149.6
1,4,1196.640625,19.126953125,143.071875,2,5.478046875,2,11.63953125,0.62634375,50409,153
1,3,1011.796875,19.126953125,143.071875,2,5.478046875,2,11.63953125,0.62634375,50409,151.1
1,3,1196.640625,15.744921875,143.071875,2,5.478046875,2,11.63953125,0.62634375,50409,151.1
1,3,1196.640625,19.126953125,320.034375,2,5.478046875,2,11.63953125,0.62634375,50409,150.2
1,3,1196.640625,19.126953125,143.071875,1,5.478046875,2,11.63953125,0.62634375,50409,144.7
