"hvac","afn","area","atm","azimuth","boundaries","cop","envelope","lights","shgc","epw","targ"
"vrf","min",1173.7890625,12.9037109375,245.2640625,"outdoors",4.4497265625,"heavy",21.571328125,0.646046875,298,168.968053304002
"vrf","inter",1011.2890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"light",14.191796875,0.299109375,298,131.642548016928
"vrf","min",1011.2890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"light",14.191796875,0.299109375,298,131.136772990827
"vrf","inter",1173.7890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"light",14.191796875,0.299109375,298,130.988817217259
"vrf","inter",1011.2890625,12.9037109375,328.2609375,"outdoors",5.4338671875,"light",14.191796875,0.299109375,298,133.508991666484
"vrf","inter",1011.2890625,15.6611328125,245.2640625,"outdoors",5.4338671875,"light",14.191796875,0.299109375,298,131.24118572876
"vrf","inter",1011.2890625,15.6611328125,328.2609375,"outdoors",4.4497265625,"light",14.191796875,0.299109375,298,135.518138297863
"vrf","inter",1011.2890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"heavy",14.191796875,0.299109375,298,137.254504076959
"vrf","inter",1011.2890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"light",21.571328125,0.299109375,298,157.466038912479
"vrf","inter",1011.2890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"light",14.191796875,0.646046875,298,132.420505799892
"vrf","inter",1011.2890625,15.6611328125,328.2609375,"outdoors",5.4338671875,"light",14.191796875,0.299109375,162,129.802797712216
"split","max",653.7890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"light",14.291328125,0.438046875,367,162.763786545055
"split","smart",653.7890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"light",14.291328125,0.438046875,367,150.631679051702
"split","max",491.2890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"light",14.291328125,0.438046875,367,167.564459500579
"split","max",653.7890625,7.8611328125,58.0640625,"adiabatic",6.0097265625,"light",14.291328125,0.438046875,367,154.272977322478
"split","max",653.7890625,5.1037109375,141.0609375,"adiabatic",6.0097265625,"light",14.291328125,0.438046875,367,164.149005466359
"split","max",653.7890625,5.1037109375,58.0640625,"adiabatic",3.8738671875,"light",14.291328125,0.438046875,367,167.612221881616
"split","max",653.7890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"heavy",14.291328125,0.438046875,367,163.89317020993
"split","max",653.7890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"light",21.471796875,0.438046875,367,183.079573501157
"split","max",653.7890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"light",14.291328125,0.507109375,367,162.491302034873
"split","max",653.7890625,5.1037109375,58.0640625,"adiabatic",6.0097265625,"light",14.291328125,0.438046875,93,171.73261007947
"split","smart",491.2890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"heavy",21.471796875,0.507109375,93,205.0149174703
"split","max",491.2890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"heavy",21.471796875,0.507109375,93,210.723198567563
"split","smart",653.7890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"heavy",21.471796875,0.507109375,93,201.372247872418
"split","smart",491.2890625,5.1037109375,141.0609375,"adiabatic",3.8738671875,"heavy",21.471796875,0.507109375,93,215.181991332873
"split","smart",491.2890625,7.8611328125,58.0640625,"adiabatic",3.8738671875,"heavy",21.471796875,0.507109375,93,207.86671996948
"split","smart",491.2890625,7.8611328125,141.0609375,"adiabatic",6.0097265625,"heavy",21.471796875,0.507109375,93,188.808142965408
"split","smart",491.2890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"light",21.471796875,0.507109375,93,202.873784497983
"split","smart",491.2890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"heavy",14.291328125,0.507109375,93,176.585653057839
"split","smart",491.2890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"heavy",21.471796875,0.438046875,93,203.926304975039
"split","smart",491.2890625,7.8611328125,141.0609375,"adiabatic",3.8738671875,"heavy",21.471796875,0.507109375,367,175.527918765223
"split","smart",1108.7890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"light",9.741328125,0.672046875,393,139.484833865596
"split","min",1108.7890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"light",9.741328125,0.672046875,393,139.149439251018
"split","smart",1076.2890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"light",9.741328125,0.672046875,393,139.566850094124
"split","smart",1108.7890625,16.6361328125,221.8640625,"adiabatic",3.4747265625,"light",9.741328125,0.672046875,393,133.410544460916
"split","smart",1108.7890625,9.9787109375,258.0609375,"adiabatic",3.4747265625,"light",9.741328125,0.672046875,393,140.418126481708
"split","smart",1108.7890625,9.9787109375,221.8640625,"outdoors",3.4747265625,"light",9.741328125,0.672046875,393,138.114855167273
"split","smart",1108.7890625,9.9787109375,221.8640625,"adiabatic",5.2388671875,"light",9.741328125,0.672046875,393,129.606083617548
"split","smart",1108.7890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"heavy",9.741328125,0.672046875,393,140.261065714805
"split","smart",1108.7890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"light",16.921796875,0.672046875,393,168.193315247004
"split","smart",1108.7890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"light",9.741328125,0.429109375,393,138.405051385293
"split","smart",1108.7890625,9.9787109375,221.8640625,"adiabatic",3.4747265625,"light",9.741328125,0.672046875,375,153.797019612472
"split","min",1076.2890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"heavy",16.921796875,0.429109375,375,176.283790835751
"split","smart",1076.2890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"heavy",16.921796875,0.429109375,375,174.563297887675
"split","min",1108.7890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"heavy",16.921796875,0.429109375,375,175.996864975548
"split","min",1076.2890625,9.9787109375,258.0609375,"outdoors",5.2388671875,"heavy",16.921796875,0.429109375,375,181.85499880143
"split","min",1076.2890625,16.6361328125,221.8640625,"outdoors",5.2388671875,"heavy",16.921796875,0.429109375,375,176.558114140034
"split","min",1076.2890625,16.6361328125,258.0609375,"adiabatic",5.2388671875,"heavy",16.921796875,0.429109375,375,162.849193144626
"split","min",1076.2890625,16.6361328125,258.0609375,"outdoors",3.4747265625,"heavy",16.921796875,0.429109375,375,197.049415888562
"split","min",1076.2890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"light",16.921796875,0.429109375,375,162.929861273749
"split","min",1076.2890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"heavy",9.741328125,0.429109375,375,149.606844389406
"split","min",1076.2890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"heavy",16.921796875,0.672046875,375,177.090528341349
"split","min",1076.2890625,16.6361328125,258.0609375,"outdoors",5.2388671875,"heavy",16.921796875,0.429109375,393,161.769308400047
"vrf","inter",588.7890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"heavy",17.021328125,0.464046875,187,161.075618052048
"vrf","max",588.7890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"heavy",17.021328125,0.464046875,187,162.162888600948
"vrf","inter",556.2890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"heavy",17.021328125,0.464046875,187,161.771375059385
"vrf","inter",588.7890625,8.8361328125,34.6640625,"outdoors",5.0347265625,"heavy",17.021328125,0.464046875,187,168.948918008373
"vrf","inter",588.7890625,17.7787109375,70.8609375,"outdoors",5.0347265625,"heavy",17.021328125,0.464046875,187,160.697983046885
"vrf","inter",588.7890625,17.7787109375,34.6640625,"adiabatic",5.0347265625,"heavy",17.021328125,0.464046875,187,153.572128677481
"vrf","inter",588.7890625,17.7787109375,34.6640625,"outdoors",3.6788671875,"heavy",17.021328125,0.464046875,187,173.52508521502
"vrf","inter",588.7890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"light",17.021328125,0.464046875,187,151.69237684819
"vrf","inter",588.7890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"heavy",24.201796875,0.464046875,187,186.24394408243
"vrf","inter",588.7890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"heavy",17.021328125,0.637109375,187,161.598861157623
"vrf","inter",588.7890625,17.7787109375,34.6640625,"outdoors",5.0347265625,"heavy",17.021328125,0.464046875,170,150.711983824467
"vrf","max",556.2890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"light",24.201796875,0.637109375,170,187.788075205604
"vrf","inter",556.2890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"light",24.201796875,0.637109375,170,187.556151221201
"vrf","max",588.7890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"light",24.201796875,0.637109375,170,187.317990120017
"vrf","max",556.2890625,17.7787109375,70.8609375,"adiabatic",3.6788671875,"light",24.201796875,0.637109375,170,179.367308035101
"vrf","max",556.2890625,8.8361328125,34.6640625,"adiabatic",3.6788671875,"light",24.201796875,0.637109375,170,187.741425553419
"vrf","max",556.2890625,8.8361328125,70.8609375,"outdoors",3.6788671875,"light",24.201796875,0.637109375,170,184.829927576152
"vrf","max",556.2890625,8.8361328125,70.8609375,"adiabatic",5.0347265625,"light",24.201796875,0.637109375,170,179.281403806299
"vrf","max",556.2890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"heavy",24.201796875,0.637109375,170,188.976379959944
"vrf","max",556.2890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"light",17.021328125,0.637109375,170,161.294161998568
"vrf","max",556.2890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"light",24.201796875,0.464046875,170,186.673517810448
"vrf","max",556.2890625,8.8361328125,70.8609375,"adiabatic",3.6788671875,"light",24.201796875,0.637109375,187,200.887266896264
"vrf","min",848.7890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"heavy",20.661328125,0.360046875,85,168.899961947135
"vrf","smart",848.7890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"heavy",20.661328125,0.360046875,85,169.39747657281
"vrf","min",816.2890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"heavy",20.661328125,0.360046875,85,169.129031237692
"vrf","min",848.7890625,4.9361328125,128.2640625,"outdoors",4.2547265625,"heavy",20.661328125,0.360046875,85,174.214228306486
"vrf","min",848.7890625,6.0787109375,351.6609375,"outdoors",4.2547265625,"heavy",20.661328125,0.360046875,85,168.91053776356
"vrf","min",848.7890625,6.0787109375,128.2640625,"adiabatic",4.2547265625,"heavy",20.661328125,0.360046875,85,166.689749019705
"vrf","min",848.7890625,6.0787109375,128.2640625,"outdoors",6.0188671875,"heavy",20.661328125,0.360046875,85,162.888825699685
"vrf","min",848.7890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"light",20.661328125,0.360046875,85,163.560916787564
"vrf","min",848.7890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"heavy",13.281796875,0.360046875,85,143.346781158174
"vrf","min",848.7890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"heavy",20.661328125,0.325109375,85,168.851907685965
"vrf","min",848.7890625,6.0787109375,128.2640625,"outdoors",4.2547265625,"heavy",20.661328125,0.360046875,67,191.125394127128
"vrf","smart",816.2890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"light",13.281796875,0.325109375,67,151.218565598347
"vrf","min",816.2890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"light",13.281796875,0.325109375,67,151.653498457892
"vrf","smart",848.7890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"light",13.281796875,0.325109375,67,150.994260752036
"vrf","smart",816.2890625,6.0787109375,351.6609375,"adiabatic",6.0188671875,"light",13.281796875,0.325109375,67,145.974032765301
"vrf","smart",816.2890625,4.9361328125,128.2640625,"adiabatic",6.0188671875,"light",13.281796875,0.325109375,67,151.189509500151
"vrf","smart",816.2890625,4.9361328125,351.6609375,"outdoors",6.0188671875,"light",13.281796875,0.325109375,67,150.643184932394
"vrf","smart",816.2890625,4.9361328125,351.6609375,"adiabatic",4.2547265625,"light",13.281796875,0.325109375,67,160.622778582084
"vrf","smart",816.2890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"heavy",13.281796875,0.325109375,67,151.880945810055
"vrf","smart",816.2890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"light",20.661328125,0.325109375,67,177.312217021706
"vrf","smart",816.2890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"light",13.281796875,0.360046875,67,151.299218119831
"vrf","smart",816.2890625,4.9361328125,351.6609375,"adiabatic",6.0188671875,"light",13.281796875,0.325109375,85,141.273606162145
"split","max",328.7890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"light",13.381328125,0.568046875,290,152.094438902615
"split","inter",328.7890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"light",13.381328125,0.568046875,290,150.627989492359
"split","max",296.2890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"light",13.381328125,0.568046875,290,153.910740557831
"split","max",328.7890625,12.7361328125,315.4640625,"adiabatic",5.8147265625,"light",13.381328125,0.568046875,290,152.969025298392
"split","max",328.7890625,13.8787109375,164.4609375,"adiabatic",5.8147265625,"light",13.381328125,0.568046875,290,150.053811300612
"split","max",328.7890625,13.8787109375,315.4640625,"outdoors",5.8147265625,"light",13.381328125,0.568046875,290,155.251979797934
"split","max",328.7890625,13.8787109375,315.4640625,"adiabatic",4.4588671875,"light",13.381328125,0.568046875,290,157.893014576516
"split","max",328.7890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"heavy",13.381328125,0.568046875,290,153.591316914463
"split","max",328.7890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"light",20.561796875,0.568046875,290,178.525700148897
"split","max",328.7890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"light",13.381328125,0.533109375,290,151.875536401521
"split","max",328.7890625,13.8787109375,315.4640625,"adiabatic",5.8147265625,"light",13.381328125,0.568046875,272,170.058153355368
"split","inter",296.2890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"heavy",20.561796875,0.533109375,272,241.112321566146
"split","max",296.2890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"heavy",20.561796875,0.533109375,272,244.50570234645
"split","inter",328.7890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"heavy",20.561796875,0.533109375,272,237.937237309238
"split","inter",296.2890625,13.8787109375,164.4609375,"outdoors",4.4588671875,"heavy",20.561796875,0.533109375,272,240.194390548282
"split","inter",296.2890625,12.7361328125,315.4640625,"outdoors",4.4588671875,"heavy",20.561796875,0.533109375,272,241.991232115535
"split","inter",296.2890625,12.7361328125,164.4609375,"adiabatic",4.4588671875,"heavy",20.561796875,0.533109375,272,211.105720256922
"split","inter",296.2890625,12.7361328125,164.4609375,"outdoors",5.8147265625,"heavy",20.561796875,0.533109375,272,224.093852540196
"split","inter",296.2890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"light",20.561796875,0.533109375,272,213.716326180966
"split","inter",296.2890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"heavy",13.381328125,0.533109375,272,213.828028930459
"split","inter",296.2890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"heavy",20.561796875,0.568046875,272,241.442006618604
"split","inter",296.2890625,12.7361328125,164.4609375,"outdoors",4.4588671875,"heavy",20.561796875,0.533109375,290,204.719183028168
"split","min",458.7890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"heavy",22.481328125,0.412046875,33,206.527892024048
"split","smart",458.7890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"heavy",22.481328125,0.412046875,33,203.702847730321
"split","min",686.2890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"heavy",22.481328125,0.412046875,33,201.757065944735
"split","min",458.7890625,14.6861328125,362.2640625,"adiabatic",3.8647265625,"heavy",22.481328125,0.412046875,33,207.253128969291
"split","min",458.7890625,15.8287109375,117.6609375,"adiabatic",3.8647265625,"heavy",22.481328125,0.412046875,33,205.169571469032
"split","min",458.7890625,15.8287109375,362.2640625,"outdoors",3.8647265625,"heavy",22.481328125,0.412046875,33,227.014271247758
"split","min",458.7890625,15.8287109375,362.2640625,"adiabatic",4.0688671875,"heavy",22.481328125,0.412046875,33,203.879638298592
"split","min",458.7890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"light",22.481328125,0.412046875,33,204.335638445351
"split","min",458.7890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"heavy",15.101796875,0.412046875,33,177.22514756779
"split","min",458.7890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"heavy",22.481328125,0.481109375,33,207.360536920809
"split","min",458.7890625,15.8287109375,362.2640625,"adiabatic",3.8647265625,"heavy",22.481328125,0.412046875,324,179.866567244136
"split","smart",686.2890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"light",15.101796875,0.481109375,324,151.981094559167
"split","min",686.2890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"light",15.101796875,0.481109375,324,156.3275931221
"split","smart",458.7890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"light",15.101796875,0.481109375,324,159.542377291734
"split","smart",686.2890625,15.8287109375,117.6609375,"outdoors",4.0688671875,"light",15.101796875,0.481109375,324,151.495069747406
"split","smart",686.2890625,14.6861328125,362.2640625,"outdoors",4.0688671875,"light",15.101796875,0.481109375,324,151.050560139686
"split","smart",686.2890625,14.6861328125,117.6609375,"adiabatic",4.0688671875,"light",15.101796875,0.481109375,324,145.66372083687
"split","smart",686.2890625,14.6861328125,117.6609375,"outdoors",3.8647265625,"light",15.101796875,0.481109375,324,152.743094656387
"split","smart",686.2890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"heavy",15.101796875,0.481109375,324,166.600901359234
"split","smart",686.2890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"light",22.481328125,0.481109375,324,175.404409002077
"split","smart",686.2890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"light",15.101796875,0.412046875,324,151.863062025242
"split","smart",686.2890625,14.6861328125,117.6609375,"outdoors",4.0688671875,"light",15.101796875,0.481109375,33,168.503159295189
"vrf","max",978.7890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"light",15.201328125,0.620046875,239,164.14622257981
"vrf","inter",978.7890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"light",15.201328125,0.620046875,239,162.501451481208
"vrf","max",1206.2890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"light",15.201328125,0.620046875,239,163.155180169712
"vrf","max",978.7890625,6.8861328125,175.0640625,"outdoors",5.4247265625,"light",15.201328125,0.620046875,239,167.053100207481
"vrf","max",978.7890625,8.0287109375,304.8609375,"outdoors",5.4247265625,"light",15.201328125,0.620046875,239,165.280050241341
"vrf","max",978.7890625,8.0287109375,175.0640625,"adiabatic",5.4247265625,"light",15.201328125,0.620046875,239,163.261171513537
"vrf","max",978.7890625,8.0287109375,175.0640625,"outdoors",5.6288671875,"light",15.201328125,0.620046875,239,162.743417973779
"vrf","max",978.7890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"heavy",15.201328125,0.620046875,239,173.200141942775
"vrf","max",978.7890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"light",22.381796875,0.620046875,239,190.780345543085
"vrf","max",978.7890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"light",15.201328125,0.689109375,239,164.251401388958
"vrf","max",978.7890625,8.0287109375,175.0640625,"outdoors",5.4247265625,"light",15.201328125,0.620046875,118,160.104648346085
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"heavy",22.381796875,0.689109375,118,187.009137100174
"vrf","max",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"heavy",22.381796875,0.689109375,118,188.710320718601
"vrf","inter",978.7890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"heavy",22.381796875,0.689109375,118,188.252045610613
"vrf","inter",1206.2890625,8.0287109375,304.8609375,"adiabatic",5.6288671875,"heavy",22.381796875,0.689109375,118,184.115263325416
"vrf","inter",1206.2890625,6.8861328125,175.0640625,"adiabatic",5.6288671875,"heavy",22.381796875,0.689109375,118,186.116858493028
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"outdoors",5.6288671875,"heavy",22.381796875,0.689109375,118,193.027368699512
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.4247265625,"heavy",22.381796875,0.689109375,118,188.412617435074
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"light",22.381796875,0.689109375,118,186.420626831555
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"heavy",15.201328125,0.689109375,118,160.726157581092
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"heavy",22.381796875,0.620046875,118,186.850811011973
"vrf","inter",1206.2890625,6.8861328125,304.8609375,"adiabatic",5.6288671875,"heavy",22.381796875,0.689109375,239,189.605688883299
"vrf","smart",198.7890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"light",11.561328125,0.516046875,341,150.321976479527
"vrf","min",198.7890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"light",11.561328125,0.516046875,341,151.624624934351
"vrf","smart",426.2890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"light",11.561328125,0.516046875,341,135.007797514848
"vrf","smart",198.7890625,10.7861328125,81.4640625,"outdoors",3.0847265625,"light",11.561328125,0.516046875,341,155.931118263605
"vrf","smart",198.7890625,19.7287109375,24.0609375,"outdoors",3.0847265625,"light",11.561328125,0.516046875,341,150.329753237311
"vrf","smart",198.7890625,19.7287109375,81.4640625,"adiabatic",3.0847265625,"light",11.561328125,0.516046875,341,147.636723278612
"vrf","smart",198.7890625,19.7287109375,81.4640625,"outdoors",3.2888671875,"light",11.561328125,0.516046875,341,148.661597140173
"vrf","smart",198.7890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"heavy",11.561328125,0.516046875,341,161.939491361222
"vrf","smart",198.7890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"light",11.461796875,0.516046875,341,149.989999252341
"vrf","smart",198.7890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"light",11.561328125,0.377109375,341,149.591012709138
"vrf","smart",198.7890625,19.7287109375,81.4640625,"outdoors",3.0847265625,"light",11.561328125,0.516046875,16,182.483149523482
"vrf","min",426.2890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"heavy",11.461796875,0.377109375,16,168.283443467505
"vrf","smart",426.2890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"heavy",11.461796875,0.377109375,16,164.929383459918
"vrf","min",198.7890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"heavy",11.461796875,0.377109375,16,183.85170527206
"vrf","min",426.2890625,19.7287109375,24.0609375,"adiabatic",3.2888671875,"heavy",11.461796875,0.377109375,16,161.834090422854
"vrf","min",426.2890625,10.7861328125,81.4640625,"adiabatic",3.2888671875,"heavy",11.461796875,0.377109375,16,170.05351633215
"vrf","min",426.2890625,10.7861328125,24.0609375,"outdoors",3.2888671875,"heavy",11.461796875,0.377109375,16,185.632288488963
"vrf","min",426.2890625,10.7861328125,24.0609375,"adiabatic",3.0847265625,"heavy",11.461796875,0.377109375,16,171.798432948603
"vrf","min",426.2890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"light",11.461796875,0.377109375,16,166.182883908654
"vrf","min",426.2890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"heavy",11.561328125,0.377109375,16,168.670361597691
"vrf","min",426.2890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"heavy",11.461796875,0.516046875,16,169.440364299512
"vrf","min",426.2890625,10.7861328125,24.0609375,"adiabatic",3.2888671875,"heavy",11.461796875,0.377109375,341,139.061586375426
"split","inter",718.7890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"heavy",18.841328125,0.308046875,136,175.585742977733
"split","max",718.7890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"heavy",18.841328125,0.308046875,136,177.644949878389
"split","inter",946.2890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"heavy",18.841328125,0.308046875,136,173.635269532417
"split","inter",718.7890625,18.5861328125,268.6640625,"adiabatic",4.6447265625,"heavy",18.841328125,0.308046875,136,171.280895004126
"split","inter",718.7890625,11.9287109375,211.2609375,"adiabatic",4.6447265625,"heavy",18.841328125,0.308046875,136,174.176783192635
"split","inter",718.7890625,11.9287109375,268.6640625,"outdoors",4.6447265625,"heavy",18.841328125,0.308046875,136,190.0613756848
"split","inter",718.7890625,11.9287109375,268.6640625,"adiabatic",4.8488671875,"heavy",18.841328125,0.308046875,136,174.245209213797
"split","inter",718.7890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"light",18.841328125,0.308046875,136,174.401909088257
"split","inter",718.7890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"heavy",18.741796875,0.308046875,136,175.184890204878
"split","inter",718.7890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"heavy",18.841328125,0.585109375,136,177.272458987231
"split","inter",718.7890625,11.9287109375,268.6640625,"adiabatic",4.6447265625,"heavy",18.841328125,0.308046875,221,187.996120846572
"split","max",946.2890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"light",18.741796875,0.585109375,221,183.191675764369
"split","inter",946.2890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"light",18.741796875,0.585109375,221,180.701646627432
"split","max",718.7890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"light",18.741796875,0.585109375,221,185.972345448575
"split","max",946.2890625,11.9287109375,211.2609375,"outdoors",4.8488671875,"light",18.741796875,0.585109375,221,187.45539053948
"split","max",946.2890625,18.5861328125,268.6640625,"outdoors",4.8488671875,"light",18.741796875,0.585109375,221,184.344388524443
"split","max",946.2890625,18.5861328125,211.2609375,"adiabatic",4.8488671875,"light",18.741796875,0.585109375,221,181.349327785023
"split","max",946.2890625,18.5861328125,211.2609375,"outdoors",4.6447265625,"light",18.741796875,0.585109375,221,185.104553107717
"split","max",946.2890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"heavy",18.741796875,0.585109375,221,200.672889428862
"split","max",946.2890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"light",18.841328125,0.585109375,221,183.571739139347
"split","max",946.2890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"light",18.741796875,0.308046875,221,181.996589936699
"split","max",946.2890625,18.5861328125,211.2609375,"outdoors",4.8488671875,"light",18.741796875,0.585109375,136,169.823301718854
"split","smart",621.2890625,13.3912109375,93.1640625,"outdoors",5.5222265625,"light",17.476328125,0.529046875,149,149.068123674042
"split","smart",718.7890625,13.3912109375,93.1640625,"outdoors",5.5222265625,"light",17.476328125,0.529046875,149,147.901414828526
"split","smart",621.2890625,9.3236328125,93.1640625,"outdoors",5.5222265625,"light",17.476328125,0.529046875,149,153.29011879607
"split","smart",621.2890625,13.3912109375,105.9609375,"outdoors",5.5222265625,"light",17.476328125,0.529046875,149,149.009285187479
"split","smart",621.2890625,13.3912109375,93.1640625,"outdoors",5.9213671875,"light",17.476328125,0.529046875,149,148.239114114051
"split","smart",621.2890625,13.3912109375,93.1640625,"outdoors",5.5222265625,"heavy",17.476328125,0.529046875,149,159.403955938161
"split","smart",621.2890625,13.3912109375,93.1640625,"outdoors",5.5222265625,"light",11.916796875,0.529046875,149,129.513447925834
"split","smart",621.2890625,13.3912109375,93.1640625,"outdoors",5.5222265625,"light",17.476328125,0.650109375,149,149.414893604874
"split","smart",621.2890625,13.3912109375,93.1640625,"outdoors",5.5222265625,"light",17.476328125,0.529046875,285,154.93318294485
"split","smart",718.7890625,9.3236328125,105.9609375,"outdoors",5.9213671875,"heavy",11.916796875,0.650109375,285,148.707324557673
