"hvac","afn","area","atm","azimuth","boundaries","cop","envelope","lights","shgc","epw","targ"
"vrf","inter",199.296875,7.457421875,318.571875,"adiabatic",4.643203125,"heavy",9.73421875,0.52884375,241,160.676149797907
"vrf","inter",199.296875,7.457421875,284.934375,"adiabatic",5.575546875,"heavy",9.73421875,0.52884375,241,155.254223368013
"vrf","inter",199.296875,7.457421875,284.934375,"adiabatic",4.643203125,"heavy",13.00453125,0.52884375,241,173.237298855272
"vrf","inter",199.296875,7.457421875,284.934375,"adiabatic",4.643203125,"heavy",9.73421875,0.30134375,241,159.150833002141
"vrf","inter",199.296875,7.457421875,284.934375,"adiabatic",4.643203125,"heavy",9.73421875,0.52884375,21,178.060841533795
"vrf","inter",1099.140625,14.739453125,318.571875,"adiabatic",5.575546875,"heavy",13.00453125,0.30134375,21,147.141121243637
"vrf","inter",199.296875,14.739453125,318.571875,"adiabatic",5.575546875,"heavy",13.00453125,0.30134375,21,170.06867433417
"vrf","inter",1099.140625,7.457421875,318.571875,"adiabatic",5.575546875,"heavy",13.00453125,0.30134375,21,156.443537787243
"vrf","inter",1099.140625,14.739453125,284.934375,"adiabatic",5.575546875,"heavy",13.00453125,0.30134375,21,147.244380661581
"vrf","inter",1099.140625,14.739453125,318.571875,"adiabatic",4.643203125,"heavy",13.00453125,0.30134375,21,154.456151962804
"vrf","inter",1099.140625,14.739453125,318.571875,"adiabatic",5.575546875,"heavy",9.73421875,0.30134375,21,135.10270891002
"vrf","inter",1099.140625,14.739453125,318.571875,"adiabatic",5.575546875,"heavy",13.00453125,0.52884375,21,147.750909911179
"vrf","inter",1099.140625,14.739453125,318.571875,"adiabatic",5.575546875,"heavy",13.00453125,0.30134375,241,135.520352879122
"vrf","min",979.296875,19.157421875,191.334375,"adiabatic",3.863203125,"heavy",13.37421875,0.63284375,344,126.802070250078
"vrf","min",319.140625,19.157421875,191.334375,"adiabatic",3.863203125,"heavy",13.37421875,0.63284375,344,137.395446968032
"vrf","min",979.296875,18.639453125,191.334375,"adiabatic",3.863203125,"heavy",13.37421875,0.63284375,344,127.003203927854
"vrf","min",979.296875,19.157421875,37.771875,"adiabatic",3.863203125,"heavy",13.37421875,0.63284375,344,128.290153916277
"vrf","min",979.296875,19.157421875,191.334375,"adiabatic",3.235546875,"heavy",13.37421875,0.63284375,344,129.954825155356
"vrf","min",979.296875,19.157421875,191.334375,"adiabatic",3.863203125,"heavy",23.92453125,0.63284375,344,164.042959706262
"vrf","min",979.296875,19.157421875,191.334375,"adiabatic",3.863203125,"heavy",13.37421875,0.61334375,344,126.781705726548
"vrf","min",979.296875,19.157421875,191.334375,"adiabatic",3.863203125,"heavy",13.37421875,0.63284375,124,151.814518688828
"vrf","min",319.140625,18.639453125,37.771875,"adiabatic",3.235546875,"heavy",23.92453125,0.61334375,124,215.911689218061
"vrf","min",979.296875,18.639453125,37.771875,"adiabatic",3.235546875,"heavy",23.92453125,0.61334375,124,202.921649085758
"vrf","min",319.140625,19.157421875,37.771875,"adiabatic",3.235546875,"heavy",23.92453125,0.61334375,124,215.69008934706
"vrf","min",319.140625,18.639453125,191.334375,"adiabatic",3.235546875,"heavy",23.92453125,0.61334375,124,214.096083128401
"vrf","min",319.140625,18.639453125,37.771875,"adiabatic",3.863203125,"heavy",23.92453125,0.61334375,124,205.847743107816
"vrf","min",319.140625,18.639453125,37.771875,"adiabatic",3.235546875,"heavy",13.37421875,0.61334375,124,175.096382130746
"vrf","min",319.140625,18.639453125,37.771875,"adiabatic",3.235546875,"heavy",23.92453125,0.63284375,124,216.051841701197
"vrf","min",319.140625,18.639453125,37.771875,"adiabatic",3.235546875,"heavy",23.92453125,0.61334375,344,180.793914992739
"split","max",459.296875,11.357421875,4.134375,"outdoors",5.423203125,"light",20.65421875,0.42484375,138,164.950465294341
"split","max",839.140625,11.357421875,4.134375,"outdoors",5.423203125,"light",20.65421875,0.42484375,138,159.798835337437
"split","max",459.296875,10.839453125,4.134375,"outdoors",5.423203125,"light",20.65421875,0.42484375,138,165.494367950432
"split","max",459.296875,11.357421875,224.971875,"outdoors",5.423203125,"light",20.65421875,0.42484375,138,165.872558336792
"split","max",459.296875,11.357421875,4.134375,"outdoors",4.795546875,"light",20.65421875,0.42484375,138,166.533699062979
"split","max",459.296875,11.357421875,4.134375,"outdoors",5.423203125,"light",16.64453125,0.42484375,138,151.024824594259
"split","max",459.296875,11.357421875,4.134375,"outdoors",5.423203125,"light",20.65421875,0.40534375,138,164.889042493757
"split","max",459.296875,11.357421875,4.134375,"outdoors",5.423203125,"light",20.65421875,0.42484375,329,195.043422765372
"split","max",839.140625,10.839453125,224.971875,"outdoors",4.795546875,"light",16.64453125,0.40534375,329,174.423097051647
"split","max",459.296875,10.839453125,224.971875,"outdoors",4.795546875,"light",16.64453125,0.40534375,329,187.768564431978
"split","max",839.140625,11.357421875,224.971875,"outdoors",4.795546875,"light",16.64453125,0.40534375,329,173.977577435203
"split","max",839.140625,10.839453125,4.134375,"outdoors",4.795546875,"light",16.64453125,0.40534375,329,173.446585884354
"split","max",839.140625,10.839453125,224.971875,"outdoors",5.423203125,"light",16.64453125,0.40534375,329,172.496647574697
"split","max",839.140625,10.839453125,224.971875,"outdoors",4.795546875,"light",20.65421875,0.40534375,329,185.828978651487
"split","max",839.140625,10.839453125,224.971875,"outdoors",4.795546875,"light",16.64453125,0.42484375,329,174.417721957712
"split","max",839.140625,10.839453125,224.971875,"outdoors",4.795546875,"light",16.64453125,0.40534375,138,148.249276130515
"split","min",329.296875,9.407421875,50.934375,"outdoors",4.253203125,"heavy",15.19421875,0.58084375,395,193.462951452045
"split","min",969.140625,9.407421875,50.934375,"outdoors",4.253203125,"heavy",15.19421875,0.58084375,395,175.16460387863
"split","min",329.296875,8.889453125,50.934375,"outdoors",4.253203125,"heavy",15.19421875,0.58084375,395,194.31646178606
"split","min",329.296875,9.407421875,271.771875,"outdoors",4.253203125,"heavy",15.19421875,0.58084375,395,193.0812389825
"split","min",329.296875,9.407421875,50.934375,"outdoors",5.185546875,"heavy",15.19421875,0.58084375,395,186.110450840365
"split","min",329.296875,9.407421875,50.934375,"outdoors",4.253203125,"heavy",18.46453125,0.58084375,395,205.538250191596
"split","min",329.296875,9.407421875,50.934375,"outdoors",4.253203125,"heavy",15.19421875,0.56134375,395,193.338464012869
"split","min",329.296875,9.407421875,50.934375,"outdoors",4.253203125,"heavy",15.19421875,0.58084375,278,198.31346920499
"split","min",969.140625,8.889453125,271.771875,"outdoors",5.185546875,"heavy",18.46453125,0.56134375,278,183.63876245158
"split","min",329.296875,8.889453125,271.771875,"outdoors",5.185546875,"heavy",18.46453125,0.56134375,278,202.160729885168
"split","min",969.140625,9.407421875,271.771875,"outdoors",5.185546875,"heavy",18.46453125,0.56134375,278,182.784302503737
"split","min",969.140625,8.889453125,50.934375,"outdoors",5.185546875,"heavy",18.46453125,0.56134375,278,183.981304068636
"split","min",969.140625,8.889453125,271.771875,"outdoors",4.253203125,"heavy",18.46453125,0.56134375,278,191.008728029532
"split","min",969.140625,8.889453125,271.771875,"outdoors",5.185546875,"heavy",15.19421875,0.56134375,278,171.646267656349
"split","min",969.140625,8.889453125,271.771875,"outdoors",5.185546875,"heavy",18.46453125,0.58084375,278,183.689904107659
"split","min",969.140625,8.889453125,271.771875,"outdoors",5.185546875,"heavy",18.46453125,0.56134375,395,180.830575571485
"vrf","max",849.296875,17.207421875,238.134375,"adiabatic",5.813203125,"light",22.47421875,0.37284375,190,165.598710936226
"vrf","max",449.140625,17.207421875,238.134375,"adiabatic",5.813203125,"light",22.47421875,0.37284375,190,170.520071225373
"vrf","max",849.296875,16.689453125,238.134375,"adiabatic",5.813203125,"light",22.47421875,0.37284375,190,165.84883370949
"vrf","max",849.296875,17.207421875,84.571875,"adiabatic",5.813203125,"light",22.47421875,0.37284375,190,165.77517385815
"vrf","max",849.296875,17.207421875,238.134375,"adiabatic",3.625546875,"light",22.47421875,0.37284375,190,180.284385714112
"vrf","max",849.296875,17.207421875,238.134375,"adiabatic",5.813203125,"light",11.18453125,0.37284375,190,125.49903819665
"vrf","max",849.296875,17.207421875,238.134375,"adiabatic",5.813203125,"light",22.47421875,0.35334375,190,165.545978639257
"vrf","max",849.296875,17.207421875,238.134375,"adiabatic",5.813203125,"light",22.47421875,0.37284375,72,173.340606752785
"vrf","max",449.140625,16.689453125,84.571875,"adiabatic",3.625546875,"light",11.18453125,0.35334375,72,156.343330754059
"vrf","max",849.296875,16.689453125,84.571875,"adiabatic",3.625546875,"light",11.18453125,0.35334375,72,150.095998193599
"vrf","max",449.140625,17.207421875,84.571875,"adiabatic",3.625546875,"light",11.18453125,0.35334375,72,156.071923856743
"vrf","max",449.140625,16.689453125,238.134375,"adiabatic",3.625546875,"light",11.18453125,0.35334375,72,155.100671025934
"vrf","max",449.140625,16.689453125,84.571875,"adiabatic",5.813203125,"light",11.18453125,0.35334375,72,138.774270575105
"vrf","max",449.140625,16.689453125,84.571875,"adiabatic",3.625546875,"light",22.47421875,0.35334375,72,200.266951465124
"vrf","max",449.140625,16.689453125,84.571875,"adiabatic",3.625546875,"light",11.18453125,0.37284375,72,156.49873657342
"vrf","max",449.140625,16.689453125,84.571875,"adiabatic",3.625546875,"light",11.18453125,0.35334375,190,143.576429189867
"vrf","smart",589.296875,5.507421875,331.734375,"adiabatic",3.473203125,"light",18.83421875,0.47684375,87,189.393629424557
"vrf","smart",709.140625,5.507421875,331.734375,"adiabatic",3.473203125,"light",18.83421875,0.47684375,87,187.830471029449
"vrf","smart",589.296875,12.789453125,331.734375,"adiabatic",3.473203125,"light",18.83421875,0.47684375,87,173.873771130971
"vrf","smart",589.296875,5.507421875,365.371875,"adiabatic",3.473203125,"light",18.83421875,0.47684375,87,189.334561498224
"vrf","smart",589.296875,5.507421875,331.734375,"adiabatic",5.965546875,"light",18.83421875,0.47684375,87,171.264537001687
"vrf","smart",589.296875,5.507421875,331.734375,"adiabatic",3.473203125,"light",22.10453125,0.47684375,87,201.717170103411
"vrf","smart",589.296875,5.507421875,331.734375,"adiabatic",3.473203125,"light",18.83421875,0.66534375,87,190.477906043006
"vrf","smart",589.296875,5.507421875,331.734375,"adiabatic",3.473203125,"light",18.83421875,0.47684375,175,181.902666190994
"vrf","smart",709.140625,12.789453125,365.371875,"adiabatic",5.965546875,"light",22.10453125,0.66534375,175,163.602410873888
"vrf","smart",589.296875,12.789453125,365.371875,"adiabatic",5.965546875,"light",22.10453125,0.66534375,175,164.955948549677
"vrf","smart",709.140625,5.507421875,365.371875,"adiabatic",5.965546875,"light",22.10453125,0.66534375,175,177.732148541007
"vrf","smart",709.140625,12.789453125,331.734375,"adiabatic",5.965546875,"light",22.10453125,0.66534375,175,163.545648432073
"vrf","smart",709.140625,12.789453125,365.371875,"adiabatic",3.473203125,"light",22.10453125,0.66534375,175,178.338002979722
"vrf","smart",709.140625,12.789453125,365.371875,"adiabatic",5.965546875,"light",18.83421875,0.66534375,175,152.091049271909
"vrf","smart",709.140625,12.789453125,365.371875,"adiabatic",5.965546875,"light",22.10453125,0.47684375,175,163.023072104866
"vrf","smart",709.140625,12.789453125,365.371875,"adiabatic",5.965546875,"light",22.10453125,0.66534375,87,167.804531689531
"split","inter",1109.296875,13.307421875,144.534375,"outdoors",5.033203125,"heavy",11.55421875,0.68484375,292,151.823153027453
"split","inter",189.140625,13.307421875,144.534375,"outdoors",5.033203125,"heavy",11.55421875,0.68484375,292,190.943760798774
"split","inter",1109.296875,4.989453125,144.534375,"outdoors",5.033203125,"heavy",11.55421875,0.68484375,292,168.81027834945
"split","inter",1109.296875,13.307421875,178.171875,"outdoors",5.033203125,"heavy",11.55421875,0.68484375,292,151.349877142884
"split","inter",1109.296875,13.307421875,144.534375,"outdoors",4.405546875,"heavy",11.55421875,0.68484375,292,155.738054793458
"split","inter",1109.296875,13.307421875,144.534375,"outdoors",5.033203125,"heavy",14.82453125,0.68484375,292,163.49360139013
"split","inter",1109.296875,13.307421875,144.534375,"outdoors",5.033203125,"heavy",11.55421875,0.45734375,292,151.316330089994
"split","inter",1109.296875,13.307421875,144.534375,"outdoors",5.033203125,"heavy",11.55421875,0.68484375,381,141.98501627641
"split","inter",189.140625,4.989453125,178.171875,"outdoors",4.405546875,"heavy",14.82453125,0.45734375,381,208.845204436771
"split","inter",1109.296875,4.989453125,178.171875,"outdoors",4.405546875,"heavy",14.82453125,0.45734375,381,168.519520217001
"split","inter",189.140625,13.307421875,178.171875,"outdoors",4.405546875,"heavy",14.82453125,0.45734375,381,196.47423890717
"split","inter",189.140625,4.989453125,144.534375,"outdoors",4.405546875,"heavy",14.82453125,0.45734375,381,208.713985602692
"split","inter",189.140625,4.989453125,178.171875,"outdoors",5.033203125,"heavy",14.82453125,0.45734375,381,207.194486275116
"split","inter",189.140625,4.989453125,178.171875,"outdoors",4.405546875,"heavy",11.55421875,0.45734375,381,199.571812907422
"split","inter",189.140625,4.989453125,178.171875,"outdoors",4.405546875,"heavy",14.82453125,0.68484375,381,208.580449930566
"split","inter",189.140625,4.989453125,178.171875,"outdoors",4.405546875,"heavy",14.82453125,0.45734375,292,221.295293955735
"split","smart",231.796875,11.844921875,226.434375,"adiabatic",5.910703125,"light",10.18921875,0.46384375,305,145.589476519956
"split","min",231.796875,11.844921875,226.434375,"adiabatic",5.910703125,"light",10.18921875,0.46384375,305,145.83603565333
"split","smart",416.640625,11.844921875,226.434375,"adiabatic",5.910703125,"light",10.18921875,0.46384375,305,136.391845752635
"split","smart",231.796875,15.226953125,226.434375,"adiabatic",5.910703125,"light",10.18921875,0.46384375,305,143.032856778044
"split","smart",231.796875,11.844921875,236.671875,"adiabatic",5.910703125,"light",10.18921875,0.46384375,305,145.892484457144
"split","smart",231.796875,11.844921875,226.434375,"outdoors",5.910703125,"light",10.18921875,0.46384375,305,147.907088282402
"split","smart",231.796875,11.844921875,226.434375,"adiabatic",3.138046875,"light",10.18921875,0.46384375,305,163.210664008362
"split","smart",231.796875,11.844921875,226.434375,"adiabatic",5.910703125,"light",22.55953125,0.46384375,305,191.798363857219
"split","smart",231.796875,11.844921875,226.434375,"adiabatic",5.910703125,"light",10.18921875,0.31434375,305,144.695268912914
"split","smart",231.796875,11.844921875,226.434375,"adiabatic",5.910703125,"light",10.18921875,0.46384375,342,149.551459854518
"split","min",416.640625,15.226953125,236.671875,"outdoors",3.138046875,"light",22.55953125,0.31434375,342,203.569663514446
"split","smart",416.640625,15.226953125,236.671875,"outdoors",3.138046875,"light",22.55953125,0.31434375,342,197.705544773592
"split","min",231.796875,15.226953125,236.671875,"outdoors",3.138046875,"light",22.55953125,0.31434375,342,222.76595523296
"split","min",416.640625,11.844921875,236.671875,"outdoors",3.138046875,"light",22.55953125,0.31434375,342,205.414621760522
"split","min",416.640625,15.226953125,226.434375,"outdoors",3.138046875,"light",22.55953125,0.31434375,342,203.484003424725
"split","min",416.640625,15.226953125,236.671875,"adiabatic",3.138046875,"light",22.55953125,0.31434375,342,189.667731422348
"split","min",416.640625,15.226953125,236.671875,"outdoors",5.910703125,"light",22.55953125,0.31434375,342,192.715071886101
"split","min",416.640625,15.226953125,236.671875,"outdoors",3.138046875,"light",10.18921875,0.31434375,342,168.220625134473
"split","min",416.640625,15.226953125,236.671875,"outdoors",3.138046875,"light",22.55953125,0.46384375,342,203.815485436558
"split","min",416.640625,15.226953125,236.671875,"outdoors",3.138046875,"light",22.55953125,0.31434375,305,200.825907311535
"vrf","inter",751.796875,19.644921875,39.234375,"outdoors",4.350703125,"heavy",17.46921875,0.67184375,100,159.304064872291
"vrf","max",751.796875,19.644921875,39.234375,"outdoors",4.350703125,"heavy",17.46921875,0.67184375,100,160.001662939711
"vrf","inter",936.640625,19.644921875,39.234375,"outdoors",4.350703125,"heavy",17.46921875,0.67184375,100,157.364150789381
"vrf","inter",751.796875,7.426953125,39.234375,"outdoors",4.350703125,"heavy",17.46921875,0.67184375,100,171.182505899186
"vrf","inter",751.796875,19.644921875,49.471875,"outdoors",4.350703125,"heavy",17.46921875,0.67184375,100,159.243114241037
"vrf","inter",751.796875,19.644921875,39.234375,"adiabatic",4.350703125,"heavy",17.46921875,0.67184375,100,155.654294103514
"vrf","inter",751.796875,19.644921875,39.234375,"outdoors",4.698046875,"heavy",17.46921875,0.67184375,100,156.882559793988
"vrf","inter",751.796875,19.644921875,39.234375,"outdoors",4.350703125,"heavy",15.27953125,0.67184375,100,151.529512152652
"vrf","inter",751.796875,19.644921875,39.234375,"outdoors",4.350703125,"heavy",17.46921875,0.52234375,100,158.967243009633
"vrf","inter",751.796875,19.644921875,39.234375,"outdoors",4.350703125,"heavy",17.46921875,0.67184375,137,160.485882761762
"vrf","max",936.640625,7.426953125,49.471875,"adiabatic",4.698046875,"heavy",15.27953125,0.52234375,137,154.525344542812
"vrf","inter",936.640625,7.426953125,49.471875,"adiabatic",4.698046875,"heavy",15.27953125,0.52234375,137,153.95534796271
"vrf","max",751.796875,7.426953125,49.471875,"adiabatic",4.698046875,"heavy",15.27953125,0.52234375,137,155.967266543717
"vrf","max",936.640625,19.644921875,49.471875,"adiabatic",4.698046875,"heavy",15.27953125,0.52234375,137,142.588553927387
"vrf","max",936.640625,7.426953125,39.234375,"adiabatic",4.698046875,"heavy",15.27953125,0.52234375,137,154.496429661108
"vrf","max",936.640625,7.426953125,49.471875,"outdoors",4.698046875,"heavy",15.27953125,0.52234375,137,160.35923671741
"vrf","max",936.640625,7.426953125,49.471875,"adiabatic",4.350703125,"heavy",15.27953125,0.52234375,137,156.731533749444
"vrf","max",936.640625,7.426953125,49.471875,"adiabatic",4.698046875,"heavy",17.46921875,0.52234375,137,162.492006407037
"vrf","max",936.640625,7.426953125,49.471875,"adiabatic",4.698046875,"heavy",15.27953125,0.67184375,137,155.098172242299
"vrf","max",936.640625,7.426953125,49.471875,"adiabatic",4.698046875,"heavy",15.27953125,0.52234375,100,155.798226161612
"vrf","min",491.796875,7.944921875,132.834375,"outdoors",5.130703125,"heavy",21.10921875,0.56784375,202,188.985770999604
"vrf","smart",491.796875,7.944921875,132.834375,"outdoors",5.130703125,"heavy",21.10921875,0.56784375,202,188.151546074718
"vrf","min",676.640625,7.944921875,132.834375,"outdoors",5.130703125,"heavy",21.10921875,0.56784375,202,185.200933236177
"vrf","min",491.796875,11.326953125,132.834375,"outdoors",5.130703125,"heavy",21.10921875,0.56784375,202,183.761231143735
"vrf","min",491.796875,7.944921875,330.271875,"outdoors",5.130703125,"heavy",21.10921875,0.56784375,202,189.18901415736
"vrf","min",491.796875,7.944921875,132.834375,"adiabatic",5.130703125,"heavy",21.10921875,0.56784375,202,182.393003282789
"vrf","min",491.796875,7.944921875,132.834375,"outdoors",3.918046875,"heavy",21.10921875,0.56784375,202,201.173611911045
"vrf","min",491.796875,7.944921875,132.834375,"outdoors",5.130703125,"heavy",18.91953125,0.56784375,202,181.315880817255
"vrf","min",491.796875,7.944921875,132.834375,"outdoors",5.130703125,"heavy",21.10921875,0.41834375,202,188.502806663873
"vrf","min",491.796875,7.944921875,132.834375,"outdoors",5.130703125,"heavy",21.10921875,0.56784375,34,193.863312332957
"vrf","smart",676.640625,11.326953125,330.271875,"adiabatic",3.918046875,"heavy",18.91953125,0.41834375,34,175.265784067025
"vrf","min",676.640625,11.326953125,330.271875,"adiabatic",3.918046875,"heavy",18.91953125,0.41834375,34,177.8983454913
"vrf","smart",491.796875,11.326953125,330.271875,"adiabatic",3.918046875,"heavy",18.91953125,0.41834375,34,178.546926629411
"vrf","smart",676.640625,7.944921875,330.271875,"adiabatic",3.918046875,"heavy",18.91953125,0.41834375,34,180.810097837524
"vrf","smart",676.640625,11.326953125,132.834375,"adiabatic",3.918046875,"heavy",18.91953125,0.41834375,34,174.723384464337
"vrf","smart",676.640625,11.326953125,330.271875,"outdoors",3.918046875,"heavy",18.91953125,0.41834375,34,186.588342203185
"vrf","smart",676.640625,11.326953125,330.271875,"adiabatic",5.130703125,"heavy",18.91953125,0.41834375,34,165.518761128674
"vrf","smart",676.640625,11.326953125,330.271875,"adiabatic",3.918046875,"heavy",21.10921875,0.41834375,34,183.454681696234
"vrf","smart",676.640625,11.326953125,330.271875,"adiabatic",3.918046875,"heavy",18.91953125,0.56784375,34,176.199578714169
"vrf","smart",676.640625,11.326953125,330.271875,"adiabatic",3.918046875,"heavy",18.91953125,0.41834375,202,173.938883835408
"split","max",1011.796875,15.744921875,320.034375,"adiabatic",3.570703125,"light",13.82921875,0.35984375,408,177.636573950871
"split","inter",1011.796875,15.744921875,320.034375,"adiabatic",3.570703125,"light",13.82921875,0.35984375,408,174.010365802022
"split","max",1196.640625,15.744921875,320.034375,"adiabatic",3.570703125,"light",13.82921875,0.35984375,408,176.419637925721
"split","max",1011.796875,19.126953125,320.034375,"adiabatic",3.570703125,"light",13.82921875,0.35984375,408,175.915923845866
"split","max",1011.796875,15.744921875,143.071875,"adiabatic",3.570703125,"light",13.82921875,0.35984375,408,175.99998799639
"split","max",1011.796875,15.744921875,320.034375,"outdoors",3.570703125,"light",13.82921875,0.35984375,408,180.625108938221
"split","max",1011.796875,15.744921875,320.034375,"adiabatic",5.478046875,"light",13.82921875,0.35984375,408,158.461007981105
"split","max",1011.796875,15.744921875,320.034375,"adiabatic",3.570703125,"light",11.63953125,0.35984375,408,168.65765227159
"split","max",1011.796875,15.744921875,320.034375,"adiabatic",3.570703125,"light",13.82921875,0.62634375,408,179.502983680503
"split","max",1011.796875,15.744921875,320.034375,"adiabatic",3.570703125,"light",13.82921875,0.35984375,239,185.736002539748
"split","inter",1196.640625,19.126953125,143.071875,"outdoors",5.478046875,"light",11.63953125,0.62634375,239,152.918746041369
"split","max",1196.640625,19.126953125,143.071875,"outdoors",5.478046875,"light",11.63953125,0.62634375,239,156.131927502198
"split","inter",1011.796875,19.126953125,143.071875,"outdoors",5.478046875,"light",11.63953125,0.62634375,239,154.444834959297
"split","inter",1196.640625,15.744921875,143.071875,"outdoors",5.478046875,"light",11.63953125,0.62634375,239,154.492311863425
"split","inter",1196.640625,19.126953125,320.034375,"outdoors",5.478046875,"light",11.63953125,0.62634375,239,153.715324412833
"split","inter",1196.640625,19.126953125,143.071875,"adiabatic",5.478046875,"light",11.63953125,0.62634375,239,149.377452597178
"split","inter",1196.640625,19.126953125,143.071875,"outdoors",3.570703125,"light",11.63953125,0.62634375,239,174.630958937659
"split","inter",1196.640625,19.126953125,143.071875,"outdoors",5.478046875,"light",13.82921875,0.62634375,239,161.195454018457
"split","inter",1196.640625,19.126953125,143.071875,"outdoors",5.478046875,"light",11.63953125,0.35984375,239,151.90045166363
"split","inter",1196.640625,19.126953125,143.071875,"outdoors",5.478046875,"light",11.63953125,0.62634375,408,147.131827475224
"split","min",881.796875,13.794921875,366.834375,"adiabatic",4.740703125,"heavy",22.92921875,0.61984375,151,174.134880184632
"split","smart",881.796875,13.794921875,366.834375,"adiabatic",4.740703125,"heavy",22.92921875,0.61984375,151,175.506767836772
"split","min",806.640625,13.794921875,366.834375,"adiabatic",4.740703125,"heavy",22.92921875,0.61984375,151,174.711408208939
"split","min",881.796875,17.176953125,366.834375,"adiabatic",4.740703125,"heavy",22.92921875,0.61984375,151,172.121306645896
"split","min",881.796875,13.794921875,96.271875,"adiabatic",4.740703125,"heavy",22.92921875,0.61984375,151,173.564194970433
"split","min",881.796875,13.794921875,366.834375,"outdoors",4.740703125,"heavy",22.92921875,0.61984375,151,177.798239594588
"split","min",881.796875,13.794921875,366.834375,"adiabatic",5.868046875,"heavy",22.92921875,0.61984375,151,169.780034414767
"split","min",881.796875,13.794921875,366.834375,"adiabatic",4.740703125,"heavy",20.73953125,0.61984375,151,165.778626369458
"split","min",881.796875,13.794921875,366.834375,"adiabatic",4.740703125,"heavy",22.92921875,0.36634375,151,172.428882757291
"split","min",881.796875,13.794921875,366.834375,"adiabatic",4.740703125,"heavy",22.92921875,0.61984375,393,182.50080373178
"split","smart",806.640625,17.176953125,96.271875,"outdoors",5.868046875,"heavy",20.73953125,0.36634375,393,174.500176610749
"split","min",806.640625,17.176953125,96.271875,"outdoors",5.868046875,"heavy",20.73953125,0.36634375,393,174.953480849942
"split","smart",881.796875,17.176953125,96.271875,"outdoors",5.868046875,"heavy",20.73953125,0.36634375,393,173.653468690834
"split","smart",806.640625,13.794921875,96.271875,"outdoors",5.868046875,"heavy",20.73953125,0.36634375,393,176.377165202059
"split","smart",806.640625,17.176953125,366.834375,"outdoors",5.868046875,"heavy",20.73953125,0.36634375,393,175.032994743342
"split","smart",806.640625,17.176953125,96.271875,"adiabatic",5.868046875,"heavy",20.73953125,0.36634375,393,165.492407540347
"split","smart",806.640625,17.176953125,96.271875,"outdoors",4.740703125,"heavy",20.73953125,0.36634375,393,180.091616143802
"split","smart",806.640625,17.176953125,96.271875,"outdoors",5.868046875,"heavy",22.92921875,0.36634375,393,182.452644879666
"split","smart",806.640625,17.176953125,96.271875,"outdoors",5.868046875,"heavy",20.73953125,0.61984375,393,175.405813696553
"split","smart",806.640625,17.176953125,96.271875,"outdoors",5.868046875,"heavy",20.73953125,0.36634375,151,163.992948370541
"vrf","max",361.796875,5.994921875,179.634375,"outdoors",3.180703125,"light",15.64921875,0.41184375,357,165.463992191669
"vrf","inter",361.796875,5.994921875,179.634375,"outdoors",3.180703125,"light",15.64921875,0.41184375,357,164.642583057556
"vrf","max",286.640625,5.994921875,179.634375,"outdoors",3.180703125,"light",15.64921875,0.41184375,357,169.307661056538
