ghr,log_ghr,area,hvac,lights,boundaries,envelope,shgc,azimuth,afn,atm_hvac_cons,atm_light_cons,atm_hvac_light_cons,atm_equip_cons,atm_cons,office_hvac_light_cons,office_equip_cons,office_cons,total_hvac_light_cons,total_equip_cons,total_cons,total_cons_area
14172,4.2,600,1,23.6,1,3.7,0.7,2,0,804.48,1391.07,2195.55255310076,2862.47,5058.02,60100.91,39869.73,99970.64,62296.46,42732.2,105028.66,175.05
14172,4.2,600,1,23.6,1,3.7,0.7,3,1,812.36,1391.07,2203.42610523986,2862.47,5065.9,59185.4,39869.73,99055.13,61388.83,42732.2,104121.03,173.54
14172,4.2,600,1,23.6,1,3.7,0.7,3,0,815.92,1391.07,2206.99342602558,2862.47,5069.46,60360.25,39869.73,100229.98,62567.24,42732.2,105299.44,175.5
14172,4.2,600,1,23.6,1,3.7,0.7,4,1,785.68,1391.07,2176.75279743209,2862.47,5039.22,59111.57,39869.73,98981.3,61288.32,42732.2,104020.52,173.37
14172,4.2,600,1,23.6,1,3.7,0.7,4,0,789.75,1391.07,2180.81981444607,2862.47,5043.29,60300.05,39869.73,100169.78,62480.87,42732.2,105213.07,175.36
14172,4.2,600,1,23.6,2,2.5,0.3,1,1,833.87,1391.07,2224.94058758691,2862.47,5087.41,60142.99,39869.73,100012.72,62367.93,42732.2,105100.13,175.17
14172,4.2,600,1,23.6,2,2.5,0.3,1,0,835.86,1391.07,2226.93203257408,2862.47,5089.4,61334.25,39869.73,101203.98,63561.18,42732.2,106293.38,177.16
14172,4.2,600,1,23.6,2,2.5,0.3,2,1,845.17,1391.07,2236.24297277146,2862.47,5098.71,60356.52,39869.73,100226.25,62592.76,42732.2,105324.96,175.54
14172,4.2,600,1,23.6,2,2.5,0.3,2,0,847.07,1391.07,2238.13552441745,2862.47,5100.61,61533.12,39869.73,101402.85,63771.26,42732.2,106503.46,177.51
14172,4.2,600,1,9.9,1,2.5,0.7,1,0,651.1,583.5,1234.5990610999,2862.47,4097.07,33224.7,39869.73,73094.43,34459.3,42732.2,77191.5,128.65
14172,4.2,600,2,9.9,1,2.5,0.3,1,1,625.46,583.5,1208.9612678053,2862.47,4071.43,47039.38,39869.73,86909.11,48248.34,42732.2,90980.54,151.63
14172,4.2,600,2,23.6,2,2.5,0.3,3,1,902.82,1391.07,2293.88966795059,2862.47,5156.36,72575.71,39869.73,112445.44,74869.6,42732.2,117601.8,196
14172,4.2,600,2,23.6,2,2.5,0.3,3,0,900.9,1391.07,2291.96615016777,2862.47,5154.44,73817.77,39869.73,113687.5,76109.74,42732.2,118841.94,198.07
14172,4.2,600,2,23.6,2,2.5,0.3,4,1,895.72,1391.07,2286.79017653077,2862.47,5149.26,72447.46,39869.73,112317.19,74734.25,42732.2,117466.45,195.78
14172,4.2,600,2,23.6,2,2.5,0.3,4,0,894.95,1391.07,2286.02209388792,2862.47,5148.49,73494.61,39869.73,113364.34,75780.63,42732.2,118512.83,197.52
14172,4.2,600,2,23.6,2,2.5,0.7,1,1,888.99,1391.07,2280.05929065739,2862.47,5142.53,72614.71,39869.73,112484.44,74894.77,42732.2,117626.97,196.04
14172,4.2,600,2,23.6,2,2.5,0.7,1,0,886.7,1391.07,2277.7657307437,2862.47,5140.24,73811.59,39869.73,113681.32,76089.36,42732.2,118821.56,198.04
14172,4.2,600,2,23.6,2,2.5,0.7,2,1,925.8,1391.07,2316.87217017496,2862.47,5179.34,72721.27,39869.73,112591,75038.14,42732.2,117770.34,196.28
14172,4.2,600,2,23.6,2,2.5,0.7,2,0,930.05,1391.07,2321.1196763484,2862.47,5183.59,73645.35,39869.73,113515.08,75966.47,42732.2,118698.67,197.83
14172,4.2,600,2,23.6,2,2.5,0.7,3,1,958.03,1391.07,2349.09709805017,2862.47,5211.57,74143.56,39869.73,114013.29,76492.66,42732.2,119224.86,198.71
14172,4.2,600,2,23.6,2,2.5,0.7,3,0,954.84,1391.07,2345.90542079129,2862.47,5208.38,75349.62,39869.73,115219.35,77695.53,42732.2,120427.73,200.71
14172,4.2,600,2,9.9,1,2.5,0.7,2,1,718.08,583.5,1301.57871652881,2862.47,4164.05,46341.71,39869.73,86211.44,47643.29,42732.2,90375.49,150.63
14172,4.2,600,2,23.6,2,2.5,0.7,4,1,948.2,1391.07,2339.27125854504,2862.47,5201.74,73791.62,39869.73,113661.35,76130.89,42732.2,118863.09,198.11
14172,4.2,600,2,23.6,2,2.5,0.7,4,0,950.03,1391.07,2341.10395760528,2862.47,5203.57,74679.02,39869.73,114548.75,77020.12,42732.2,119752.32,199.59
14172,4.2,600,2,23.6,2,3.7,0.3,1,1,873.17,1391.07,2264.2398561902,2862.47,5126.71,71859.51,39869.73,111729.24,74123.75,42732.2,116855.95,194.76
14172,4.2,600,2,23.6,2,3.7,0.3,1,0,870.16,1391.07,2261.22945613032,2862.47,5123.7,73077.85,39869.73,112947.58,75339.08,42732.2,118071.28,196.79
14172,4.2,600,2,23.6,2,3.7,0.3,2,1,890.04,1391.07,2281.10782601133,2862.47,5143.58,71769.19,39869.73,111638.92,74050.3,42732.2,116782.5,194.64
14172,4.2,600,2,23.6,2,3.7,0.3,2,0,892.96,1391.07,2284.02994092594,2862.47,5146.5,72767.88,39869.73,112637.61,75051.91,42732.2,117784.11,196.31
14172,4.2,600,2,23.6,2,3.7,0.3,3,1,904.75,1391.07,2295.82443618221,2862.47,5158.29,72667.57,39869.73,112537.3,74963.39,42732.2,117695.59,196.16
14172,4.2,600,2,23.6,2,3.7,0.3,3,0,901.35,1391.07,2292.42348667648,2862.47,5154.89,73920.09,39869.73,113789.82,76212.51,42732.2,118944.71,198.24
14172,4.2,600,2,23.6,2,3.7,0.3,4,1,899.42,1391.07,2290.48842861321,2862.47,5152.96,72597.43,39869.73,112467.16,74887.92,42732.2,117620.12,196.03
14172,4.2,600,2,23.6,2,3.7,0.3,4,0,899.5,1391.07,2290.56662283234,2862.47,5153.04,73571.43,39869.73,113441.16,75862,42732.2,118594.2,197.66
14172,4.2,600,2,9.9,1,2.5,0.7,2,0,720.69,583.5,1304.18785116544,2862.47,4166.66,45250.86,39869.73,85120.59,46555.05,42732.2,89287.25,148.81
14172,4.2,600,2,23.6,2,3.7,0.7,1,1,909.19,1391.07,2300.25526417313,2862.47,5162.73,72885.25,39869.73,112754.98,75185.51,42732.2,117917.71,196.53
14172,4.2,600,2,23.6,2,3.7,0.7,1,0,905.47,1391.07,2296.53712972089,2862.47,5159.01,74081.02,39869.73,113950.75,76377.56,42732.2,119109.76,198.52
14172,4.2,600,2,23.6,2,3.7,0.7,2,1,937.67,1391.07,2328.73701559055,2862.47,5191.21,72864.51,39869.73,112734.24,75193.25,42732.2,117925.45,196.54
14172,4.2,600,2,23.6,2,3.7,0.7,2,0,941.7,1391.07,2332.77256025216,2862.47,5195.24,73810.53,39869.73,113680.26,76143.3,42732.2,118875.5,198.13
14172,4.2,600,2,23.6,2,3.7,0.7,3,1,960.23,1391.07,2351.29517532464,2862.47,5213.77,74293.92,39869.73,114163.65,76645.22,42732.2,119377.42,198.96
14172,4.2,600,2,23.6,2,3.7,0.7,3,0,956.91,1391.07,2347.98440770381,2862.47,5210.45,75521.45,39869.73,115391.18,77869.43,42732.2,120601.63,201
14172,4.2,600,2,23.6,2,3.7,0.7,4,1,953.65,1391.07,2344.72473655667,2862.47,5207.19,73863.12,39869.73,113732.85,76207.84,42732.2,118940.04,198.23
14172,4.2,600,2,23.6,2,3.7,0.7,4,0,955.7,1391.07,2346.77133979356,2862.47,5209.24,74758.36,39869.73,114628.09,77105.13,42732.2,119837.33,199.73
14172,4.2,600,2,9.9,1,2.5,0.7,3,1,736.37,583.5,1319.8700170423,2862.47,4182.34,47924.69,39869.73,87794.42,49244.56,42732.2,91976.76,153.29
14172,4.2,600,2,9.9,1,2.5,0.7,3,0,736.84,583.5,1320.34189458133,2862.47,4182.81,47114.31,39869.73,86984.04,48434.65,42732.2,91166.85,151.94
14172,4.2,600,2,9.9,1,2.5,0.7,4,1,646.4,583.5,1229.89536717556,2862.47,4092.37,47558.85,39869.73,87428.58,48788.75,42732.2,91520.95,152.53
14172,4.2,600,2,9.9,1,2.5,0.7,4,0,647.92,583.5,1231.41913014132,2862.47,4093.89,46475.61,39869.73,86345.34,47707.03,42732.2,90439.23,150.73
14172,4.2,600,2,9.9,1,3.7,0.3,1,1,628.39,583.5,1211.89274031859,2862.47,4074.36,43202.12,39869.73,83071.85,44414.01,42732.2,87146.21,145.24
14172,4.2,600,2,9.9,1,3.7,0.3,1,0,630.96,583.5,1214.45641319263,2862.47,4076.93,42316.68,39869.73,82186.41,43531.14,42732.2,86263.34,143.77
14172,4.2,600,2,9.9,1,3.7,0.3,2,1,666.95,583.5,1250.44821264547,2862.47,4112.92,42794.85,39869.73,82664.58,44045.3,42732.2,86777.5,144.63
14172,4.2,600,2,9.9,1,3.7,0.3,2,0,670.85,583.5,1254.35013002132,2862.47,4116.82,41815.87,39869.73,81685.6,43070.22,42732.2,85802.42,143
14172,4.2,600,2,9.9,1,2.5,0.3,1,0,626.45,583.5,1209.94695733053,2862.47,4072.42,45881.69,39869.73,85751.42,47091.64,42732.2,89823.84,149.71
14172,4.2,600,2,9.9,1,3.7,0.3,3,1,673.07,583.5,1256.56909005587,2862.47,4119.04,43374.68,39869.73,83244.41,44631.25,42732.2,87363.45,145.61
14172,4.2,600,2,9.9,1,3.7,0.3,3,0,675.95,583.5,1259.45321731254,2862.47,4121.92,42627.97,39869.73,82497.7,43887.42,42732.2,86619.62,144.37
14172,4.2,600,2,9.9,1,3.7,0.3,4,1,628.15,583.5,1211.64680756604,2862.47,4074.12,43349.15,39869.73,83218.88,44560.8,42732.2,87293,145.49
14172,4.2,600,2,9.9,1,3.7,0.3,4,0,631.96,583.5,1215.45780824987,2862.47,4077.93,42348.01,39869.73,82217.74,43563.47,42732.2,86295.67,143.83
14172,4.2,600,2,9.9,1,3.7,0.7,1,1,651.2,583.5,1234.69533361898,2862.47,4097.17,43677.54,39869.73,83547.27,44912.24,42732.2,87644.44,146.07
14172,4.2,600,2,9.9,1,3.7,0.7,1,0,653.53,583.5,1237.03076161207,2862.47,4099.5,42991.99,39869.73,82861.72,44229.02,42732.2,86961.22,144.94
14172,4.2,600,2,9.9,1,3.7,0.7,2,1,697.24,583.5,1280.74343421891,2862.47,4143.21,43263.3,39869.73,83133.03,44544.04,42732.2,87276.24,145.46
14172,4.2,600,2,9.9,1,3.7,0.7,2,0,701.27,583.5,1284.76807918978,2862.47,4147.24,42463.11,39869.73,82332.84,43747.88,42732.2,86480.08,144.13
14172,4.2,600,2,9.9,1,3.7,0.7,3,1,711.69,583.5,1295.19183870891,2862.47,4157.66,44183.17,39869.73,84052.9,45478.36,42732.2,88210.56,147.02
14172,4.2,600,2,9.9,1,3.7,0.7,3,0,713.43,583.5,1296.93296760216,2862.47,4159.4,43693.57,39869.73,83563.3,44990.5,42732.2,87722.7,146.2
14172,4.2,600,2,9.9,1,2.5,0.3,2,1,693.46,583.5,1276.95556324095,2862.47,4139.43,46185.84,39869.73,86055.57,47462.8,42732.2,90195,150.33
14172,4.2,600,2,9.9,1,3.7,0.7,4,1,664.23,583.5,1247.73146821026,2862.47,4110.2,43943.32,39869.73,83813.05,45191.05,42732.2,87923.25,146.54
14172,4.2,600,2,9.9,1,3.7,0.7,4,0,667.67,583.5,1251.17418548949,2862.47,4113.64,43126.5,39869.73,82996.23,44377.67,42732.2,87109.87,145.18
14172,4.2,600,2,9.9,2,2.5,0.3,1,1,657.22,583.5,1240.7204836475,2862.47,4103.19,42106.69,39869.73,81976.42,43347.41,42732.2,86079.61,143.47
14172,4.2,600,2,9.9,2,2.5,0.3,1,0,662.06,583.5,1245.55927773323,2862.47,4108.03,42344.55,39869.73,82214.28,43590.11,42732.2,86322.31,143.87
14172,4.2,600,2,9.9,2,2.5,0.3,2,1,679.79,583.5,1263.29479423441,2862.47,4125.76,42255.4,39869.73,82125.13,43518.69,42732.2,86250.89,143.75
14172,4.2,600,2,9.9,2,2.5,0.3,2,0,687.49,583.5,1270.99195743072,2862.47,4133.46,42397.6,39869.73,82267.33,43668.59,42732.2,86400.79,144
14172,4.2,600,2,9.9,2,2.5,0.3,3,1,706.35,583.5,1289.85491633253,2862.47,4152.32,42844.04,39869.73,82713.77,44133.89,42732.2,86866.09,144.78
14172,4.2,600,2,9.9,2,2.5,0.3,3,0,710.97,583.5,1294.46831019799,2862.47,4156.94,43317.09,39869.73,83186.82,44611.56,42732.2,87343.76,145.57
14172,4.2,600,2,9.9,2,2.5,0.3,4,1,698.51,583.5,1282.00795281482,2862.47,4144.48,42797.54,39869.73,82667.27,44079.55,42732.2,86811.75,144.69
14172,4.2,600,2,9.9,2,2.5,0.3,4,0,705.77,583.5,1289.26976978216,2862.47,4151.74,42944.47,39869.73,82814.2,44233.74,42732.2,86965.94,144.94
14172,4.2,600,2,9.9,1,2.5,0.3,2,0,696,583.5,1279.50185948028,2862.47,4141.97,44892.91,39869.73,84762.64,46172.41,42732.2,88904.61,148.17
14172,4.2,600,2,9.9,2,2.5,0.7,1,1,693.6,583.5,1277.10379685863,2862.47,4139.57,42913.56,39869.73,82783.29,44190.66,42732.2,86922.86,144.87
14172,4.2,600,2,9.9,2,2.5,0.7,1,0,697.18,583.5,1280.683840344,2862.47,4143.15,43307.51,39869.73,83177.24,44588.19,42732.2,87320.39,145.53
14172,4.2,600,2,9.9,2,2.5,0.7,2,1,728.11,583.5,1311.6082826967,2862.47,4174.08,43225.01,39869.73,83094.74,44536.62,42732.2,87268.82,145.45
14172,4.2,600,2,9.9,2,2.5,0.7,2,0,736.13,583.5,1319.62594641156,2862.47,4182.1,43484.33,39869.73,83354.06,44803.96,42732.2,87536.16,145.89
14172,4.2,600,2,9.9,2,2.5,0.7,3,1,763.54,583.5,1347.04251739365,2862.47,4209.51,44173.13,39869.73,84042.86,45520.17,42732.2,88252.37,147.09
14172,4.2,600,2,9.9,2,2.5,0.7,3,0,765.82,583.5,1349.32105957241,2862.47,4211.79,44812.68,39869.73,84682.41,46162,42732.2,88894.2,148.16
14172,4.2,600,2,9.9,2,2.5,0.7,4,1,752.9,583.5,1336.40102504002,2862.47,4198.87,43992.64,39869.73,83862.37,45329.04,42732.2,88061.24,146.77
14172,4.2,600,2,9.9,2,2.5,0.7,4,0,759.67,583.5,1343.1655842012,2862.47,4205.64,44236.2,39869.73,84105.93,45579.37,42732.2,88311.57,147.19
14172,4.2,600,2,9.9,2,3.7,0.3,1,1,673.74,583.5,1257.24309990316,2862.47,4119.71,42170.4,39869.73,82040.13,43427.64,42732.2,86159.84,143.6
14172,4.2,600,2,9.9,2,3.7,0.3,1,0,678.55,583.5,1262.05293257292,2862.47,4124.52,42505.42,39869.73,82375.15,43767.47,42732.2,86499.67,144.17
14172,4.2,600,2,9.9,1,2.5,0.3,3,1,705.72,583.5,1289.21745828605,2862.47,4151.69,47152.17,39869.73,87021.9,48441.39,42732.2,91173.59,151.96
14172,4.2,600,2,9.9,2,3.7,0.3,2,1,689.11,583.5,1272.60947170697,2862.47,4135.08,42254.36,39869.73,82124.09,43526.97,42732.2,86259.17,143.77
14172,4.2,600,2,9.9,2,3.7,0.3,2,0,696.42,583.5,1279.91633656462,2862.47,4142.39,42457.39,39869.73,82327.12,43737.31,42732.2,86469.51,144.12
14172,4.2,600,2,9.9,2,3.7,0.3,3,1,705.28,583.5,1288.77862967788,2862.47,4151.25,42808.67,39869.73,82678.4,44097.45,42732.2,86829.65,144.72
14172,4.2,600,2,9.9,2,3.7,0.3,3,0,709.76,583.5,1293.25881484352,2862.47,4155.73,43329.23,39869.73,83198.96,44622.49,42732.2,87354.69,145.59
14172,4.2,600,2,9.9,2,3.7,0.3,4,1,700.92,583.5,1284.42135379288,2862.47,4146.89,42723.29,39869.73,82593.02,44007.71,42732.2,86739.91,144.57
14172,4.2,600,2,9.9,2,3.7,0.3,4,0,708.08,583.5,1291.57940994326,2862.47,4154.05,42928.19,39869.73,82797.92,44219.77,42732.2,86951.97,144.92
14172,4.2,600,2,9.9,2,3.7,0.7,1,1,710.92,583.5,1294.42068522577,2862.47,4156.89,43031.19,39869.73,82900.92,44325.61,42732.2,87057.81,145.1
14172,4.2,600,2,9.9,2,3.7,0.7,1,0,713.72,583.5,1297.21523901173,2862.47,4159.69,43493.82,39869.73,83363.55,44791.04,42732.2,87523.24,145.87
14172,4.2,600,2,9.9,2,3.7,0.7,2,1,736.03,583.5,1319.52607718034,2862.47,4182,43234.42,39869.73,83104.15,44553.95,42732.2,87286.15,145.48
14172,4.2,600,2,9.9,2,3.7,0.7,2,0,744.81,583.5,1328.30992501954,2862.47,4190.78,43568.63,39869.73,83438.36,44896.94,42732.2,87629.14,146.05
14172,4.2,600,2,9.9,1,2.5,0.3,3,0,707.18,583.5,1290.67763837486,2862.47,4153.15,45963.44,39869.73,85833.17,47254.12,42732.2,89986.32,149.98
14172,4.2,600,2,9.9,2,3.7,0.7,3,1,762.98,583.5,1346.47586245948,2862.47,4208.95,44182.93,39869.73,84052.66,45529.41,42732.2,88261.61,147.1
14172,4.2,600,2,9.9,2,3.7,0.7,3,0,765,583.5,1348.50166280718,2862.47,4210.97,44871.79,39869.73,84741.52,46220.29,42732.2,88952.49,148.25
14172,4.2,600,2,9.9,2,3.7,0.7,4,1,755.65,583.5,1339.15374650221,2862.47,4201.62,43942.87,39869.73,83812.6,45282.02,42732.2,88014.22,146.69
14172,4.2,600,2,9.9,2,3.7,0.7,4,0,762.34,583.5,1345.83920787164,2862.47,4208.31,44239.17,39869.73,84108.9,45585.01,42732.2,88317.21,147.2
14172,4.2,600,2,23.6,1,2.5,0.3,1,1,757.01,1391.07,2148.08197981734,2862.47,5010.55,74490.67,39869.73,114360.4,76638.75,42732.2,119370.95,198.95
14172,4.2,600,2,23.6,1,2.5,0.3,1,0,756.96,1391.07,2148.03027838153,2862.47,5010.5,74586.89,39869.73,114456.62,76734.92,42732.2,119467.12,199.11
14172,4.2,600,2,23.6,1,2.5,0.3,2,1,827.23,1391.07,2218.29712962871,2862.47,5080.77,73621.06,39869.73,113490.79,75839.36,42732.2,118571.56,197.62
14172,4.2,600,2,23.6,1,2.5,0.3,2,0,829.18,1391.07,2220.25274983665,2862.47,5082.72,73394.23,39869.73,113263.96,75614.48,42732.2,118346.68,197.24
14172,4.2,600,2,23.6,1,2.5,0.3,3,1,839.02,1391.07,2230.09075319525,2862.47,5092.56,74682.11,39869.73,114551.84,76912.2,42732.2,119644.4,199.41
14172,4.2,600,2,23.6,1,2.5,0.3,3,0,839.74,1391.07,2230.80890458959,2862.47,5093.28,74587.13,39869.73,114456.86,76817.94,42732.2,119550.14,199.25
14172,4.2,600,2,9.9,1,2.5,0.3,4,1,618.21,583.5,1201.71456993139,2862.47,4064.18,46978.74,39869.73,86848.47,48180.45,42732.2,90912.65,151.52
14172,4.2,600,2,23.6,1,2.5,0.3,4,1,749.46,1391.07,2140.53446368658,2862.47,5003,74562.37,39869.73,114432.1,76702.9,42732.2,119435.1,199.06
14172,4.2,600,2,23.6,1,2.5,0.3,4,0,749.36,1391.07,2140.42670965373,2862.47,5002.9,74698.55,39869.73,114568.28,76838.98,42732.2,119571.18,199.29
14172,4.2,600,2,23.6,1,2.5,0.7,1,1,775.21,1391.07,2166.28216710324,2862.47,5028.75,75076.56,39869.73,114946.29,77242.84,42732.2,119975.04,199.96
14172,4.2,600,2,23.6,1,2.5,0.7,1,0,774.76,1391.07,2165.8268267285,2862.47,5028.3,75263.98,39869.73,115133.71,77429.81,42732.2,120162.01,200.27
14172,4.2,600,2,23.6,1,2.5,0.7,2,1,852.31,1391.07,2243.37746201873,2862.47,5105.85,73912.77,39869.73,113782.5,76156.15,42732.2,118888.35,198.15
14172,4.2,600,2,23.6,1,2.5,0.7,2,0,854.58,1391.07,2245.65301731517,2862.47,5108.12,73711.25,39869.73,113580.98,75956.9,42732.2,118689.1,197.82
14172,4.2,600,2,23.6,1,2.5,0.7,3,1,869.38,1391.07,2260.45498918552,2862.47,5122.92,75724.37,39869.73,115594.1,77984.82,42732.2,120717.02,201.2
14172,4.2,600,2,23.6,1,2.5,0.7,3,0,869.27,1391.07,2260.339358765,2862.47,5122.81,75815.2,39869.73,115684.93,78075.54,42732.2,120807.74,201.35
14172,4.2,600,2,23.6,1,2.5,0.7,4,1,778.03,1391.07,2169.09782992357,2862.47,5031.57,75403.37,39869.73,115273.1,77572.47,42732.2,120304.67,200.51
14172,4.2,600,2,23.6,1,2.5,0.7,4,0,777.77,1391.07,2168.84128748452,2862.47,5031.31,75505.37,39869.73,115375.1,77674.21,42732.2,120406.41,200.68
14172,4.2,600,2,9.9,1,2.5,0.3,4,0,619.01,583.5,1202.50500256191,2862.47,4064.98,45978.75,39869.73,85848.48,47181.26,42732.2,89913.46,149.86
14172,4.2,600,2,23.6,1,3.7,0.3,1,1,780.32,1391.07,2171.39099119273,2862.47,5033.86,71109.61,39869.73,110979.34,73281,42732.2,116013.2,193.36
14172,4.2,600,2,23.6,1,3.7,0.3,1,0,781.2,1391.07,2172.26740979168,2862.47,5034.74,71412.57,39869.73,111282.3,73584.84,42732.2,116317.04,193.86
14172,4.2,600,2,23.6,1,3.7,0.3,2,1,819.74,1391.07,2210.80749406481,2862.47,5073.28,70599.92,39869.73,110469.65,72810.73,42732.2,115542.93,192.57
14172,4.2,600,2,23.6,1,3.7,0.3,2,0,822.92,1391.07,2213.9897544382,2862.47,5076.46,70662.93,39869.73,110532.66,72876.92,42732.2,115609.12,192.68
14172,4.2,600,2,23.6,1,3.7,0.3,3,1,825.34,1391.07,2216.41273664512,2862.47,5078.88,71376.76,39869.73,111246.49,73593.17,42732.2,116325.37,193.88
14172,4.2,600,2,23.6,1,3.7,0.3,3,0,827.08,1391.07,2218.14819253303,2862.47,5080.62,71721.18,39869.73,111590.91,73939.33,42732.2,116671.53,194.45
14172,4.2,600,2,23.6,1,3.7,0.3,4,1,780.27,1391.07,2171.3446259285,2862.47,5033.81,71380.53,39869.73,111250.26,73551.87,42732.2,116284.07,193.81
14172,4.2,600,2,23.6,1,3.7,0.3,4,0,781.5,1391.07,2172.56783907762,2862.47,5035.04,71657.18,39869.73,111526.91,73829.75,42732.2,116561.95,194.27
14172,4.2,600,2,23.6,1,3.7,0.7,1,1,802.95,1391.07,2194.02239745996,2862.47,5056.49,71766.08,39869.73,111635.81,73960.1,42732.2,116692.3,194.49
14172,4.2,600,2,23.6,1,3.7,0.7,1,0,803.58,1391.07,2194.64616250268,2862.47,5057.12,72142.24,39869.73,112011.97,74336.89,42732.2,117069.09,195.12
14172,4.2,600,2,9.9,1,2.5,0.7,1,1,643.39,583.5,1226.89132453956,2862.47,4089.36,47459.92,39869.73,87329.65,48686.81,42732.2,91419.01,152.37
14172,4.2,600,2,23.6,1,3.7,0.7,2,1,850.57,1391.07,2241.64470075695,2862.47,5104.11,71219.12,39869.73,111088.85,73460.76,42732.2,116192.96,193.65
14172,4.2,600,2,23.6,1,3.7,0.7,2,0,853.96,1391.07,2245.03481202185,2862.47,5107.5,71299.28,39869.73,111169.01,73544.31,42732.2,116276.51,193.79
14172,4.2,600,2,23.6,1,3.7,0.7,3,1,863.15,1391.07,2254.22374332407,2862.47,5116.69,72448.79,39869.73,112318.52,74703.01,42732.2,117435.21,195.73
14172,4.2,600,2,23.6,1,3.7,0.7,3,0,863.83,1391.07,2254.90127762053,2862.47,5117.37,72860.66,39869.73,112730.39,75115.56,42732.2,117847.76,196.41
14172,4.2,600,2,23.6,1,3.7,0.7,4,1,815.79,1391.07,2206.86385186537,2862.47,5069.33,72261.42,39869.73,112131.15,74468.28,42732.2,117200.48,195.33
14172,4.2,600,2,23.6,1,3.7,0.7,4,0,818.08,1391.07,2209.14631824554,2862.47,5071.62,72358.57,39869.73,112228.3,74567.72,42732.2,117299.92,195.5
14172,4.2,600,2,23.6,2,2.5,0.3,1,1,854.68,1391.07,2245.75451254172,2862.47,5108.22,71659.76,39869.73,111529.49,73905.51,42732.2,116637.71,194.4
14172,4.2,600,2,23.6,2,2.5,0.3,1,0,851.98,1391.07,2243.05430999557,2862.47,5105.52,72836.66,39869.73,112706.39,75079.71,42732.2,117811.91,196.35
14172,4.2,600,2,23.6,2,2.5,0.3,2,1,878.73,1391.07,2269.80369393584,2862.47,5132.27,71667.58,39869.73,111537.31,73937.38,42732.2,116669.58,194.45
14172,4.2,600,2,23.6,2,2.5,0.3,2,0,881.83,1391.07,2272.90329042692,2862.47,5135.37,72627.6,39869.73,112497.33,74900.5,42732.2,117632.7,196.05
14172,4.2,600,2,9.9,1,2.5,0.7,1,0,644.03,583.5,1227.52606543971,2862.47,4090,46509.64,39869.73,86379.37,47737.17,42732.2,90469.37,150.78
23954,4.4,600,1,9.9,1,2.5,0.3,1,1,704.72,583.5,1288.21579461689,2862.47,4150.69,34782.63,39869.73,74652.36,36070.85,42732.2,78803.05,131.34
23954,4.4,600,1,23.6,2,2.5,0.3,3,1,911.91,1391.07,2302.98155475165,2862.47,5165.45,61619.77,39869.73,101489.5,63922.75,42732.2,106654.95,177.76
23954,4.4,600,1,23.6,2,2.5,0.3,3,0,914.47,1391.07,2305.53939965693,2862.47,5168.01,62506.81,39869.73,102376.54,64812.35,42732.2,107544.55,179.24
23954,4.4,600,1,23.6,2,2.5,0.3,4,1,911.38,1391.07,2302.45141869929,2862.47,5164.92,61527.01,39869.73,101396.74,63829.46,42732.2,106561.66,177.6
23954,4.4,600,1,23.6,2,2.5,0.3,4,0,914.69,1391.07,2305.76183221632,2862.47,5168.23,62390.49,39869.73,102260.22,64696.25,42732.2,107428.45,179.05
23954,4.4,600,1,23.6,2,2.5,0.7,1,1,900.61,1391.07,2291.68134430668,2862.47,5154.15,61545.86,39869.73,101415.59,63837.54,42732.2,106569.74,177.62
23954,4.4,600,1,23.6,2,2.5,0.7,1,0,903.77,1391.07,2294.84499148138,2862.47,5157.31,62409.56,39869.73,102279.29,64704.4,42732.2,107436.6,179.06
23954,4.4,600,1,23.6,2,2.5,0.7,2,1,924.24,1391.07,2315.3088146422,2862.47,5177.78,61938.2,39869.73,101807.93,64253.51,42732.2,106985.71,178.31
23954,4.4,600,1,23.6,2,2.5,0.7,2,0,926.91,1391.07,2317.97548807286,2862.47,5180.45,62703.54,39869.73,102573.27,65021.52,42732.2,107753.72,179.59
23954,4.4,600,1,23.6,2,2.5,0.7,3,1,943.45,1391.07,2334.51818109089,2862.47,5196.99,62322.75,39869.73,102192.48,64657.27,42732.2,107389.47,178.98
23954,4.4,600,1,23.6,2,2.5,0.7,3,0,945.17,1391.07,2336.23592447297,2862.47,5198.71,63069.93,39869.73,102939.66,65406.17,42732.2,108138.37,180.23
23954,4.4,600,1,9.9,1,2.5,0.7,2,1,776.33,583.5,1359.83409325759,2862.47,4222.3,35223.43,39869.73,75093.16,36583.26,42732.2,79315.46,132.19
23954,4.4,600,1,23.6,2,2.5,0.7,4,1,945.3,1391.07,2336.37061687204,2862.47,5198.84,62199.48,39869.73,102069.21,64535.85,42732.2,107268.05,178.78
23954,4.4,600,1,23.6,2,2.5,0.7,4,0,947.75,1391.07,2338.82474911426,2862.47,5201.29,62918.17,39869.73,102787.9,65256.99,42732.2,107989.19,179.98
23954,4.4,600,1,23.6,2,3.7,0.3,1,1,886.51,1391.07,2277.58050451563,2862.47,5140.05,61231.12,39869.73,101100.85,63508.7,42732.2,106240.9,177.07
23954,4.4,600,1,23.6,2,3.7,0.3,1,0,889.78,1391.07,2280.84815653149,2862.47,5143.32,62155.18,39869.73,102024.91,64436.03,42732.2,107168.23,178.61
23954,4.4,600,1,23.6,2,3.7,0.3,2,1,895.39,1391.07,2286.46392935305,2862.47,5148.93,61429.53,39869.73,101299.26,63715.99,42732.2,106448.19,177.41
