ghr,log_ghr,area,hvac,lights,boundaries,envelope,shgc,azimuth,afn,atm_hvac_cons,atm_light_cons,atm_hvac_light_cons,atm_equip_cons,atm_cons,office_hvac_light_cons,office_equip_cons,office_cons,total_hvac_light_cons,total_equip_cons,total_cons,total_cons_area
3495,3.5,600,1,23.6,2,2.5,0.7,4,0,752.92,1391.07,2143.99013791534,2862.47,5006.46,60058.11,39869.73,99927.84,62202.1,42732.2,104934.3,174.89
3495,3.5,600,1,23.6,2,3.7,0.3,1,1,700.47,1391.07,2091.54184318189,2862.47,4954.01,56783.8,39869.73,96653.53,58875.34,42732.2,101607.54,169.35
3495,3.5,600,1,23.6,2,3.7,0.3,1,0,709.23,1391.07,2100.29786818492,2862.47,4962.77,58899.44,39869.73,98769.17,60999.74,42732.2,103731.94,172.89
3495,3.5,600,1,23.6,2,3.7,0.3,2,1,711.68,1391.07,2102.74879151073,2862.47,4965.22,57020.22,39869.73,96889.95,59122.97,42732.2,101855.17,169.76
3495,3.5,600,1,23.6,2,3.7,0.3,2,0,719.69,1391.07,2110.75974499295,2862.47,4973.23,59124.75,39869.73,98994.48,61235.51,42732.2,103967.71,173.28
3495,3.5,600,1,23.6,2,3.7,0.3,3,1,727.95,1391.07,2119.02238005627,2862.47,4981.49,57284.76,39869.73,97154.49,59403.78,42732.2,102135.98,170.23
3495,3.5,600,1,23.6,2,3.7,0.3,3,0,734.2,1391.07,2125.27023577581,2862.47,4987.74,59426.77,39869.73,99296.5,61552.04,42732.2,104284.24,173.81
3495,3.5,600,1,23.6,2,3.7,0.3,4,1,723.6,1391.07,2114.66852475435,2862.47,4977.14,57205.81,39869.73,97075.54,59320.48,42732.2,102052.68,170.09
3495,3.5,600,1,23.6,2,3.7,0.3,4,0,730.82,1391.07,2121.89421671267,2862.47,4984.36,59339.19,39869.73,99208.92,61461.08,42732.2,104193.28,173.66
3495,3.5,600,1,9.9,1,2.5,0.7,2,0,484.64,583.5,1068.14030282437,2862.47,3930.61,30265.64,39869.73,70135.37,31333.78,42732.2,74065.98,123.44
3495,3.5,600,1,23.6,2,3.7,0.7,1,1,727.84,1391.07,2118.91306787741,2862.47,4981.38,57417.23,39869.73,97286.96,59536.14,42732.2,102268.34,170.45
3495,3.5,600,1,23.6,2,3.7,0.7,1,0,734.28,1391.07,2125.35126276081,2862.47,4987.82,59511.21,39869.73,99380.94,61636.56,42732.2,104368.76,173.95
3495,3.5,600,1,23.6,2,3.7,0.7,2,1,744.34,1391.07,2135.41111143003,2862.47,4997.88,57837.39,39869.73,97707.12,59972.8,42732.2,102705,171.18
3495,3.5,600,1,23.6,2,3.7,0.7,2,0,749.77,1391.07,2140.83579286283,2862.47,5003.31,59859.37,39869.73,99729.1,62000.21,42732.2,104732.41,174.55
3495,3.5,600,1,23.6,2,3.7,0.7,3,1,766.62,1391.07,2157.69218111787,2862.47,5020.16,58342.27,39869.73,98212,60499.96,42732.2,103232.16,172.05
3495,3.5,600,1,23.6,2,3.7,0.7,3,0,770.36,1391.07,2161.4267301311,2862.47,5023.9,60327.96,39869.73,100197.69,62489.39,42732.2,105221.59,175.37
3495,3.5,600,1,23.6,2,3.7,0.7,4,1,761.21,1391.07,2152.28322915093,2862.47,5014.75,58193.57,39869.73,98063.3,60345.85,42732.2,103078.05,171.8
3495,3.5,600,1,23.6,2,3.7,0.7,4,0,765.3,1391.07,2156.3657926039,2862.47,5018.84,60211.59,39869.73,100081.32,62367.96,42732.2,105100.16,175.17
3495,3.5,600,1,9.9,1,2.5,0.7,3,1,495.32,583.5,1078.81626560698,2862.47,3941.29,29832.7,39869.73,69702.43,30911.52,42732.2,73643.72,122.74
3495,3.5,600,1,9.9,1,2.5,0.7,3,0,501.43,583.5,1084.92543291298,2862.47,3947.4,30468.15,39869.73,70337.88,31553.08,42732.2,74285.28,123.81
3495,3.5,600,1,9.9,1,2.5,0.7,4,1,426.63,583.5,1010.13489423949,2862.47,3872.6,29763.7,39869.73,69633.43,30773.83,42732.2,73506.03,122.51
3495,3.5,600,1,9.9,1,2.5,0.7,4,0,431.69,583.5,1015.19413156821,2862.47,3877.66,30339.26,39869.73,70208.99,31354.45,42732.2,74086.65,123.48
3495,3.5,600,1,9.9,1,3.7,0.3,1,1,423.41,583.5,1006.91312925348,2862.47,3869.38,27814.19,39869.73,67683.92,28821.1,42732.2,71553.3,119.26
3495,3.5,600,1,9.9,1,3.7,0.3,1,0,433.49,583.5,1016.98631455678,2862.47,3879.46,28166.8,39869.73,68036.53,29183.79,42732.2,71915.99,119.86
3495,3.5,600,1,9.9,1,3.7,0.3,2,1,459.02,583.5,1042.52134853755,2862.47,3904.99,27862.45,39869.73,67732.18,28904.97,42732.2,71637.17,119.4
3495,3.5,600,1,9.9,1,3.7,0.3,2,0,469.33,583.5,1052.82916794996,2862.47,3915.3,28261.55,39869.73,68131.28,29314.38,42732.2,72046.58,120.08
3495,3.5,600,1,9.9,1,2.5,0.3,1,0,408.51,583.5,992.01013194605,2862.47,3854.48,29863.89,39869.73,69733.62,30855.9,42732.2,73588.1,122.65
3495,3.5,600,1,9.9,1,3.7,0.3,3,1,465.32,583.5,1048.81636619522,2862.47,3911.29,27838.27,39869.73,67708,28887.09,42732.2,71619.29,119.37
3495,3.5,600,1,9.9,1,3.7,0.3,3,0,475.78,583.5,1059.27734595683,2862.47,3921.75,28334.53,39869.73,68204.26,29393.81,42732.2,72126.01,120.21
3495,3.5,600,1,9.9,1,3.7,0.3,4,1,426.56,583.5,1010.06035210893,2862.47,3872.53,27846.83,39869.73,67716.56,28856.89,42732.2,71589.09,119.32
3495,3.5,600,1,9.9,1,3.7,0.3,4,0,436.77,583.5,1020.26900394052,2862.47,3882.74,28287.81,39869.73,68157.54,29308.08,42732.2,72040.28,120.07
3495,3.5,600,1,9.9,1,3.7,0.7,1,1,447.28,583.5,1030.78035984319,2862.47,3893.25,28003.69,39869.73,67873.42,29034.47,42732.2,71766.67,119.61
3495,3.5,600,1,9.9,1,3.7,0.7,1,0,457.46,583.5,1040.9646836769,2862.47,3903.43,28572.01,39869.73,68441.74,29612.97,42732.2,72345.17,120.58
3495,3.5,600,1,9.9,1,3.7,0.7,2,1,488.95,583.5,1072.45440216168,2862.47,3934.92,28140.44,39869.73,68010.17,29212.89,42732.2,71945.09,119.91
3495,3.5,600,1,9.9,1,3.7,0.7,2,0,499.12,583.5,1082.61826832956,2862.47,3945.09,28802.78,39869.73,68672.51,29885.4,42732.2,72617.6,121.03
3495,3.5,600,1,9.9,1,3.7,0.7,3,1,505.78,583.5,1089.28316399234,2862.47,3951.75,28196.12,39869.73,68065.85,29285.4,42732.2,72017.6,120.03
3495,3.5,600,1,9.9,1,3.7,0.7,3,0,514.98,583.5,1098.47976743999,2862.47,3960.95,29067.39,39869.73,68937.12,30165.87,42732.2,72898.07,121.5
3495,3.5,600,1,9.9,1,2.5,0.3,2,1,455.88,583.5,1039.38167043817,2862.47,3901.85,29535.64,39869.73,69405.37,30575.02,42732.2,73307.22,122.18
3495,3.5,600,1,9.9,1,3.7,0.7,4,1,464.51,583.5,1048.00661646322,2862.47,3910.48,28214.25,39869.73,68083.98,29262.26,42732.2,71994.46,119.99
3495,3.5,600,1,9.9,1,3.7,0.7,4,0,474.07,583.5,1057.56944353052,2862.47,3920.04,28947.03,39869.73,68816.76,30004.6,42732.2,72736.8,121.23
3495,3.5,600,1,9.9,2,2.5,0.3,1,1,478.76,583.5,1062.25816601437,2862.47,3924.73,28285.51,39869.73,68155.24,29347.77,42732.2,72079.97,120.13
3495,3.5,600,1,9.9,2,2.5,0.3,1,0,500.32,583.5,1083.82449498104,2862.47,3946.29,29545.07,39869.73,69414.8,30628.89,42732.2,73361.09,122.27
3495,3.5,600,1,9.9,2,2.5,0.3,2,1,505.53,583.5,1089.02707925579,2862.47,3951.5,28504.95,39869.73,68374.68,29593.98,42732.2,72326.18,120.54
3495,3.5,600,1,9.9,2,2.5,0.3,2,0,526.22,583.5,1109.72372300236,2862.47,3972.19,29898.96,39869.73,69768.69,31008.68,42732.2,73740.88,122.9
3495,3.5,600,1,9.9,2,2.5,0.3,3,1,545.76,583.5,1129.25785968498,2862.47,3991.73,28660.64,39869.73,68530.37,29789.9,42732.2,72522.1,120.87
3495,3.5,600,1,9.9,2,2.5,0.3,3,0,564.43,583.5,1147.93347417731,2862.47,4010.4,30315.17,39869.73,70184.9,31463.1,42732.2,74195.3,123.66
3495,3.5,600,1,9.9,2,2.5,0.3,4,1,532.79,583.5,1116.2926177156,2862.47,3978.76,28683.2,39869.73,68552.93,29799.49,42732.2,72531.69,120.89
3495,3.5,600,1,9.9,2,2.5,0.3,4,0,552.4,583.5,1135.89945886286,2862.47,3998.37,30161.99,39869.73,70031.72,31297.89,42732.2,74030.09,123.38
3495,3.5,600,1,9.9,1,2.5,0.3,2,0,462.9,583.5,1046.40051634847,2862.47,3908.87,29886.77,39869.73,69756.5,30933.17,42732.2,73665.37,122.78
3495,3.5,600,1,9.9,2,2.5,0.7,1,1,523.98,583.5,1107.47801076872,2862.47,3969.95,28734.42,39869.73,68604.15,29841.9,42732.2,72574.1,120.96
3495,3.5,600,1,9.9,2,2.5,0.7,1,0,542.13,583.5,1125.63159016067,2862.47,3988.1,30260.83,39869.73,70130.56,31386.46,42732.2,74118.66,123.53
3495,3.5,600,1,9.9,2,2.5,0.7,2,1,560.55,583.5,1144.0518262457,2862.47,4006.52,29139.66,39869.73,69009.39,30283.71,42732.2,73015.91,121.69
3495,3.5,600,1,9.9,2,2.5,0.7,2,0,576.75,583.5,1160.24774356743,2862.47,4022.72,30830.98,39869.73,70700.71,31991.23,42732.2,74723.43,124.54
3495,3.5,600,1,9.9,2,2.5,0.7,3,1,614.32,583.5,1197.81619352377,2862.47,4060.29,29530.51,39869.73,69400.24,30728.33,42732.2,73460.53,122.43
3495,3.5,600,1,9.9,2,2.5,0.7,3,0,626.53,583.5,1210.03228774975,2862.47,4072.5,31508.79,39869.73,71378.52,32718.82,42732.2,75451.02,125.75
3495,3.5,600,1,9.9,2,2.5,0.7,4,1,593.69,583.5,1177.1940483219,2862.47,4039.66,29509.53,39869.73,69379.26,30686.72,42732.2,73418.92,122.36
3495,3.5,600,1,9.9,2,2.5,0.7,4,0,608.39,583.5,1191.88740778917,2862.47,4054.36,31279.81,39869.73,71149.54,32471.7,42732.2,75203.9,125.34
3495,3.5,600,1,9.9,2,3.7,0.3,1,1,523.86,583.5,1107.35699270818,2862.47,3969.83,28364.2,39869.73,68233.93,29471.56,42732.2,72203.76,120.34
3495,3.5,600,1,9.9,2,3.7,0.3,1,0,543.99,583.5,1127.49228873985,2862.47,3989.96,29754.85,39869.73,69624.58,30882.34,42732.2,73614.54,122.69
3495,3.5,600,1,9.9,1,2.5,0.3,3,1,466.76,583.5,1050.25522144961,2862.47,3912.73,29524.26,39869.73,69393.99,30574.52,42732.2,73306.72,122.18
3495,3.5,600,1,9.9,2,3.7,0.3,2,1,540.59,583.5,1124.08509400345,2862.47,3986.56,28562.04,39869.73,68431.77,29686.13,42732.2,72418.33,120.7
3495,3.5,600,1,9.9,2,3.7,0.3,2,0,559.55,583.5,1143.04610681647,2862.47,4005.52,30056.67,39869.73,69926.4,31199.72,42732.2,73931.92,123.22
3495,3.5,600,1,9.9,2,3.7,0.3,3,1,566.53,583.5,1150.02708447147,2862.47,4012.5,28695.02,39869.73,68564.75,29845.05,42732.2,72577.25,120.96
3495,3.5,600,1,9.9,2,3.7,0.3,3,0,583.15,583.5,1166.64691525507,2862.47,4029.12,30390.81,39869.73,70260.54,31557.46,42732.2,74289.66,123.82
3495,3.5,600,1,9.9,2,3.7,0.3,4,1,558.71,583.5,1142.20827206153,2862.47,4004.68,28694.72,39869.73,68564.45,29836.93,42732.2,72569.13,120.95
3495,3.5,600,1,9.9,2,3.7,0.3,4,0,576.74,583.5,1160.23726251209,2862.47,4022.71,30249.83,39869.73,70119.56,31410.07,42732.2,74142.27,123.57
3495,3.5,600,1,9.9,2,3.7,0.7,1,1,566.35,583.5,1149.8463745213,2862.47,4012.32,28854.45,39869.73,68724.18,30004.3,42732.2,72736.5,121.23
3495,3.5,600,1,9.9,2,3.7,0.7,1,0,583.02,583.5,1166.52382180556,2862.47,4028.99,30524.45,39869.73,70394.18,31690.97,42732.2,74423.17,124.04
3495,3.5,600,1,9.9,2,3.7,0.7,2,1,592.32,583.5,1175.81580364951,2862.47,4038.29,29242.2,39869.73,69111.93,30418.02,42732.2,73150.22,121.92
3495,3.5,600,1,9.9,2,3.7,0.7,2,0,607.32,583.5,1190.82134682311,2862.47,4053.29,31042.81,39869.73,70912.54,32233.63,42732.2,74965.83,124.94
3495,3.5,600,1,9.9,1,2.5,0.3,3,0,473.62,583.5,1057.11821577009,2862.47,3919.59,29942.83,39869.73,69812.56,30999.95,42732.2,73732.15,122.89
3495,3.5,600,1,9.9,2,3.7,0.7,3,1,630.89,583.5,1214.3925648637,2862.47,4076.86,29607.31,39869.73,69477.04,30821.7,42732.2,73553.9,122.59
3495,3.5,600,1,9.9,2,3.7,0.7,3,0,642.16,583.5,1225.65672694357,2862.47,4088.13,31633.45,39869.73,71503.18,32859.11,42732.2,75591.31,125.99
3495,3.5,600,1,9.9,2,3.7,0.7,4,1,617,583.5,1200.50187618853,2862.47,4062.97,29568.54,39869.73,69438.27,30769.04,42732.2,73501.24,122.5
3495,3.5,600,1,9.9,2,3.7,0.7,4,0,630.51,583.5,1214.01252849854,2862.47,4076.48,31432.83,39869.73,71302.56,32646.84,42732.2,75379.04,125.63
3495,3.5,600,1,23.6,1,2.5,0.3,1,1,497.26,1391.07,1888.33003714528,2862.47,4750.8,56084.25,39869.73,95953.98,57972.58,42732.2,100704.78,167.84
3495,3.5,600,1,23.6,1,2.5,0.3,1,0,504.54,1391.07,1895.61136521271,2862.47,4758.08,57016.71,39869.73,96886.44,58912.32,42732.2,101644.52,169.41
3495,3.5,600,1,23.6,1,2.5,0.3,2,1,557.36,1391.07,1948.43390653309,2862.47,4810.9,56100.84,39869.73,95970.57,58049.27,42732.2,100781.47,167.97
3495,3.5,600,1,23.6,1,2.5,0.3,2,0,564.97,1391.07,1956.04200834603,2862.47,4818.51,57031.64,39869.73,96901.37,58987.68,42732.2,101719.88,169.53
3495,3.5,600,1,23.6,1,2.5,0.3,3,1,563.74,1391.07,1954.80541624496,2862.47,4817.28,56101.91,39869.73,95971.64,58056.72,42732.2,100788.92,167.98
3495,3.5,600,1,23.6,1,2.5,0.3,3,0,571.01,1391.07,1962.08414076636,2862.47,4824.55,57105,39869.73,96974.73,59067.08,42732.2,101799.28,169.67
3495,3.5,600,1,9.9,1,2.5,0.3,4,1,400.62,583.5,984.117560511256,2862.47,3846.59,29452.98,39869.73,69322.71,30437.1,42732.2,73169.3,121.95
3495,3.5,600,1,23.6,1,2.5,0.3,4,1,495.77,1391.07,1886.835158428,2862.47,4749.31,56038.62,39869.73,95908.35,57925.46,42732.2,100657.66,167.76
3495,3.5,600,1,23.6,1,2.5,0.3,4,0,502.59,1391.07,1893.65591927159,2862.47,4756.13,57051.72,39869.73,96921.45,58945.38,42732.2,101677.58,169.46
3495,3.5,600,1,23.6,1,2.5,0.7,1,1,512.83,1391.07,1903.90084562414,2862.47,4766.37,56304.77,39869.73,96174.5,58208.67,42732.2,100940.87,168.23
3495,3.5,600,1,23.6,1,2.5,0.7,1,0,519.85,1391.07,1910.92471524759,2862.47,4773.39,57305.52,39869.73,97175.25,59216.44,42732.2,101948.64,169.91
3495,3.5,600,1,23.6,1,2.5,0.7,2,1,576.44,1391.07,1967.5110956213,2862.47,4829.98,56394.16,39869.73,96263.89,58361.67,42732.2,101093.87,168.49
3495,3.5,600,1,23.6,1,2.5,0.7,2,0,583.4,1391.07,1974.46670636714,2862.47,4836.94,57407.98,39869.73,97277.71,59382.45,42732.2,102114.65,170.19
3495,3.5,600,1,23.6,1,2.5,0.7,3,1,591.2,1391.07,1982.26545919054,2862.47,4844.74,56504.51,39869.73,96374.24,58486.78,42732.2,101218.98,168.7
3495,3.5,600,1,23.6,1,2.5,0.7,3,0,597.2,1391.07,1988.26848638599,2862.47,4850.74,57634.06,39869.73,97503.79,59622.33,42732.2,102354.53,170.59
3495,3.5,600,1,23.6,1,2.5,0.7,4,1,520.72,1391.07,1911.78700355735,2862.47,4774.26,56403.97,39869.73,96273.7,58315.76,42732.2,101047.96,168.41
3495,3.5,600,1,23.6,1,2.5,0.7,4,0,526.92,1391.07,1917.99174654827,2862.47,4780.46,57518.71,39869.73,97388.44,59436.7,42732.2,102168.9,170.28
3495,3.5,600,1,9.9,1,2.5,0.3,4,0,406.23,583.5,989.734001279582,2862.47,3852.2,29866.97,39869.73,69736.7,30856.7,42732.2,73588.9,122.65
3495,3.5,600,1,23.6,1,3.7,0.3,1,1,550.67,1391.07,1941.74047627529,2862.47,4804.21,54623.33,39869.73,94493.06,56565.07,42732.2,99297.27,165.5
3495,3.5,600,1,23.6,1,3.7,0.3,1,0,561.76,1391.07,1952.82571494557,2862.47,4815.3,55977.44,39869.73,95847.17,57930.27,42732.2,100662.47,167.77
3495,3.5,600,1,23.6,1,3.7,0.3,2,1,584.36,1391.07,1975.42864185923,2862.47,4837.9,54688.32,39869.73,94558.05,56663.75,42732.2,99395.95,165.66
3495,3.5,600,1,23.6,1,3.7,0.3,2,0,594.51,1391.07,1985.58459274751,2862.47,4848.05,56063.52,39869.73,95933.25,58049.1,42732.2,100781.3,167.97
3495,3.5,600,1,23.6,1,3.7,0.3,3,1,590.08,1391.07,1981.15321632929,2862.47,4843.62,54731,39869.73,94600.73,56712.15,42732.2,99444.35,165.74
3495,3.5,600,1,23.6,1,3.7,0.3,3,0,599.66,1391.07,1990.72856689378,2862.47,4853.2,56213.24,39869.73,96082.97,58203.97,42732.2,100936.17,168.23
3495,3.5,600,1,23.6,1,3.7,0.3,4,1,554.8,1391.07,1945.87220434992,2862.47,4808.34,54703.83,39869.73,94573.56,56649.7,42732.2,99381.9,165.64
3495,3.5,600,1,23.6,1,3.7,0.3,4,0,565.29,1391.07,1956.35606927143,2862.47,4818.83,56143.09,39869.73,96012.82,58099.45,42732.2,100831.65,168.05
3495,3.5,600,1,23.6,1,3.7,0.7,1,1,571.09,1391.07,1962.1644365295,2862.47,4824.63,54954.88,39869.73,94824.61,56917.04,42732.2,99649.24,166.08
3495,3.5,600,1,23.6,1,3.7,0.7,1,0,581,1391.07,1972.06858296215,2862.47,4834.54,56440.06,39869.73,96309.79,58412.13,42732.2,101144.33,168.57
3495,3.5,600,1,9.9,1,2.5,0.7,1,1,418.6,583.5,1002.09999927973,2862.47,3864.57,29689.21,39869.73,69558.94,30691.31,42732.2,73423.51,122.37
3495,3.5,600,1,23.6,1,3.7,0.7,2,1,608.35,1391.07,1999.41766350227,2862.47,4861.89,55121.22,39869.73,94990.95,57120.64,42732.2,99852.84,166.42
3495,3.5,600,1,23.6,1,3.7,0.7,2,0,617.04,1391.07,2008.10958968465,2862.47,4870.58,56638.38,39869.73,96508.11,58646.49,42732.2,101378.69,168.96
3495,3.5,600,1,23.6,1,3.7,0.7,3,1,623.55,1391.07,2014.62221153107,2862.47,4877.09,55316.71,39869.73,95186.44,57331.33,42732.2,100063.53,166.77
3495,3.5,600,1,23.6,1,3.7,0.7,3,0,630.97,1391.07,2022.03809674898,2862.47,4884.51,56973.81,39869.73,96843.54,58995.85,42732.2,101728.05,169.55
3495,3.5,600,1,23.6,1,3.7,0.7,4,1,586.74,1391.07,1977.81445322269,2862.47,4840.28,55262.09,39869.73,95131.82,57239.9,42732.2,99972.1,166.62
3495,3.5,600,1,23.6,1,3.7,0.7,4,0,595.57,1391.07,1986.63982149977,2862.47,4849.11,56862.32,39869.73,96732.05,58848.96,42732.2,101581.16,169.3
3495,3.5,600,1,23.6,2,2.5,0.3,1,1,665.71,1391.07,2056.77926438286,2862.47,4919.25,56566.52,39869.73,96436.25,58623.3,42732.2,101355.5,168.93
3495,3.5,600,1,23.6,2,2.5,0.3,1,0,676.27,1391.07,2067.34404213412,2862.47,4929.81,58652.39,39869.73,98522.12,60719.73,42732.2,103451.93,172.42
3495,3.5,600,1,23.6,2,2.5,0.3,2,1,685.54,1391.07,2076.60610667262,2862.47,4939.08,56851.22,39869.73,96720.95,58927.83,42732.2,101660.03,169.43
3495,3.5,600,1,23.6,2,2.5,0.3,2,0,695.02,1391.07,2086.08977449241,2862.47,4948.56,58939.52,39869.73,98809.25,61025.61,42732.2,103757.81,172.93
3495,3.5,600,1,9.9,1,2.5,0.7,1,0,424.15,583.5,1007.64712839336,2862.47,3870.12,30154.29,39869.73,70024.02,31161.94,42732.2,73894.14,123.16
3495,3.5,600,2,9.9,1,2.5,0.3,1,1,382.58,583.5,966.077229833334,2862.47,3828.55,45120.51,39869.73,84990.24,46086.59,42732.2,88818.79,148.03
3495,3.5,600,2,23.6,2,2.5,0.3,3,1,699.54,1391.07,2090.60675640945,2862.47,4953.08,65622.75,39869.73,105492.48,67713.36,42732.2,110445.56,184.08
3495,3.5,600,2,23.6,2,2.5,0.3,3,0,701.65,1391.07,2092.72453316561,2862.47,4955.19,68220.6,39869.73,108090.33,70313.32,42732.2,113045.52,188.41
3495,3.5,600,2,23.6,2,2.5,0.3,4,1,691.47,1391.07,2082.54258605654,2862.47,4945.01,65652,39869.73,105521.73,67734.54,42732.2,110466.74,184.11
3495,3.5,600,2,23.6,2,2.5,0.3,4,0,695.97,1391.07,2087.04023695943,2862.47,4949.51,67949.03,39869.73,107818.76,70036.07,42732.2,112768.27,187.95
3495,3.5,600,2,23.6,2,2.5,0.7,1,1,680.27,1391.07,2071.34279802893,2862.47,4933.81,65727.32,39869.73,105597.05,67798.66,42732.2,110530.86,184.22
3495,3.5,600,2,23.6,2,2.5,0.7,1,0,683.07,1391.07,2074.14188818788,2862.47,4936.61,68142.94,39869.73,108012.67,70217.08,42732.2,112949.28,188.25
3495,3.5,600,2,23.6,2,2.5,0.7,2,1,716.66,1391.07,2107.72672009886,2862.47,4970.2,66049.66,39869.73,105919.39,68157.39,42732.2,110889.59,184.82
3495,3.5,600,2,23.6,2,2.5,0.7,2,0,724.03,1391.07,2115.10032477754,2862.47,4977.57,68271.31,39869.73,108141.04,70386.41,42732.2,113118.61,188.53
3495,3.5,600,2,23.6,2,2.5,0.7,3,1,760.4,1391.07,2151.46560105826,2862.47,5013.94,66986.91,39869.73,106856.64,69138.38,42732.2,111870.58,186.45
3495,3.5,600,2,23.6,2,2.5,0.7,3,0,759.2,1391.07,2150.2740323225,2862.47,5012.74,69879.07,39869.73,109748.8,72029.34,42732.2,114761.54,191.27
3495,3.5,600,2,9.9,1,2.5,0.7,2,1,458.28,583.5,1041.78158545272,2862.47,3904.25,43138.1,39869.73,83007.83,44179.88,42732.2,86912.08,144.85
3495,3.5,600,2,23.6,2,2.5,0.7,4,1,749.94,1391.07,2141.01180466682,2862.47,5003.48,66920.66,39869.73,106790.39,69061.67,42732.2,111793.87,186.32
3495,3.5,600,2,23.6,2,2.5,0.7,4,0,753.85,1391.07,2144.92434677873,2862.47,5007.39,69330.74,39869.73,109200.47,71475.66,42732.2,114207.86,190.35
3495,3.5,600,2,23.6,2,3.7,0.3,1,1,683.02,1391.07,2074.08914668254,2862.47,4936.56,65189.73,39869.73,105059.46,67263.82,42732.2,109996.02,183.33
3495,3.5,600,2,23.6,2,3.7,0.3,1,0,686.52,1391.07,2077.5939443013,2862.47,4940.06,67545.15,39869.73,107414.88,69622.74,42732.2,112354.94,187.26
3495,3.5,600,2,23.6,2,3.7,0.3,2,1,699.38,1391.07,2090.44502446292,2862.47,4952.92,65286.44,39869.73,105156.17,67376.89,42732.2,110109.09,183.52
3495,3.5,600,2,23.6,2,3.7,0.3,2,0,706.42,1391.07,2097.49432656639,2862.47,4959.96,67466.52,39869.73,107336.25,69564.01,42732.2,112296.21,187.16
3495,3.5,600,2,23.6,2,3.7,0.3,3,1,718.27,1391.07,2109.34134510947,2862.47,4971.81,65785.78,39869.73,105655.51,67895.12,42732.2,110627.32,184.38
3495,3.5,600,2,23.6,2,3.7,0.3,3,0,719.37,1391.07,2110.44161821615,2862.47,4972.91,68456.05,39869.73,108325.78,70566.49,42732.2,113298.69,188.83
3495,3.5,600,2,23.6,2,3.7,0.3,4,1,714.45,1391.07,2105.51642449279,2862.47,4967.99,65787.09,39869.73,105656.82,67892.61,42732.2,110624.81,184.37
3495,3.5,600,2,23.6,2,3.7,0.3,4,0,718.2,1391.07,2109.26641922279,2862.47,4971.74,68156.29,39869.73,108026.02,70265.56,42732.2,112997.76,188.33
3495,3.5,600,2,9.9,1,2.5,0.7,2,0,461.42,583.5,1044.9223706424,2862.47,3907.39,41153.77,39869.73,81023.5,42198.69,42732.2,84930.89,141.55
3495,3.5,600,2,23.6,2,3.7,0.7,1,1,720.68,1391.07,2111.75002516338,2862.47,4974.22,66017.4,39869.73,105887.13,68129.15,42732.2,110861.35,184.77
3495,3.5,600,2,23.6,2,3.7,0.7,1,0,721.9,1391.07,2112.97066593273,2862.47,4975.44,68589.51,39869.73,108459.24,70702.48,42732.2,113434.68,189.06
