Date/Time,SPLITAO SUPPLY FAN:Fan Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP SUPPLY FAN:Fan Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP SUPPLY FAN:Fan Electric Energy [J](Annual),SPLITAO COOLING COIL:Cooling Coil Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP COOLING COIL:Cooling Coil Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP COOLING COIL:Cooling Coil Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP HEATING COIL:Heating Coil Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP HEATING COIL:Heating Coil Electric Energy [J](Annual),SPLITAO HEATING COIL:Heating Coil Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP PTHP SUPP HEATING COIL:Heating Coil Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR PTHP SUPP HEATING COIL:Heating Coil Electric Energy [J](Annual) 
,36165987000.0,632783678.8366432,4884174613.002379,46708375275.71745,2227747464.0951707,24854228324.559427,0.0,0.0,2391392490.1731879,0.0,0.0 
