Date/Time,ZN01_PV01_CO_RE_ATM_CLIENTES VRF SUPPLY FAN:Fan Electric Energy [J](Annual),ZN01_PV01_CO_RE_ATM_EQUIP VRF SUPPLY FAN:Fan Electric Energy [J](Annual),ZN02_PV01_CO_RE_CAIXAS1 VRF SUPPLY FAN:Fan Electric Energy [J](Annual),ZN03_PV02_CO_RE_CAIXAS2 VRF SUPPLY FAN:Fan Electric Energy [J](Annual),ZN04_PV02_CO_RE_ADMIN VRF SUPPLY FAN:Fan Electric Energy [J](Annual),ZN05_PV02_CO_NO_SERVIDOR VRF SUPPLY FAN:Fan Electric Energy [J](Annual),INV_ATMEQUIP VRF HEAT PUMP:VRF Heat Pump Cooling Electric Energy [J](Annual),INV_ATMEQUIP VRF HEAT PUMP:VRF Heat Pump Heating Electric Energy [J](Annual),INV_ATMEQUIP VRF HEAT PUMP:VRF Heat Pump Defrost Electric Energy [J](Annual),INV_ATMEQUIP VRF HEAT PUMP:VRF Heat Pump Crankcase Heater Electric Energy [J](Annual),INV_AGBANC_SERV VRF HEAT PUMP:VRF Heat Pump Cooling Electric Energy [J](Annual),INV_AGBANC_SERV VRF HEAT PUMP:VRF Heat Pump Heating Electric Energy [J](Annual),INV_AGBANC_SERV VRF HEAT PUMP:VRF Heat Pump Defrost Electric Energy [J](Annual),INV_AGBANC_SERV VRF HEAT PUMP:VRF Heat Pump Crankcase Heater Electric Energy [J](Annual),VRF_AGBANC VRF HEAT PUMP:VRF Heat Pump Cooling Electric Energy [J](Annual),VRF_AGBANC VRF HEAT PUMP:VRF Heat Pump Heating Electric Energy [J](Annual),VRF_AGBANC VRF HEAT PUMP:VRF Heat Pump Defrost Electric Energy [J](Annual),VRF_AGBANC VRF HEAT PUMP:VRF Heat Pump Crankcase Heater Electric Energy [J](Annual) 
,2325882141.1425068,632783678.8366432,516780000.0,2583696029.3653318,4561490131.578773,5438258949.34352,2762888900.3810565,0.0,0.0,0.0,24268037544.375249,0.0,0.0,0.0,39816609623.31183,0.0,0.0,0.0 
