"case","seed","epw","afn","area","atm","azimuth","boundaries","cdh","envelope","hvac","lights","shgc"
"afn_max_area_129_atm_16_azi_6.42_bounds_outdoors_cdh_8_env_heavy_hvac_vrf_lights_24.05_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Brumado.866960_INMET","max",900.7,16,6.42,"outdoors",45791,"heavy","vrf",24.05,0.36
"afn_max_area_301_atm_10_azi_6.42_bounds_outdoors_cdh_8_env_heavy_hvac_vrf_lights_24.05_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Brumado.866960_INMET","max",608.4,10,6.42,"outdoors",45791,"heavy","vrf",24.05,0.36
"afn_max_area_301_atm_16_azi_284.99_bounds_outdoors_cdh_8_env_heavy_hvac_vrf_lights_24.05_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Brumado.866960_INMET","max",608.4,16,284.99,"outdoors",45791,"heavy","vrf",24.05,0.36
"afn_max_area_301_atm_16_azi_6.42_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_24.05_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",608.4,16,6.42,"outdoors",16253,"heavy","vrf",24.05,0.36
"afn_max_area_301_atm_16_azi_6.42_bounds_outdoors_cdh_8_env_heavy_hvac_vrf_lights_12.65_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Brumado.866960_INMET","max",608.4,16,6.42,"outdoors",45791,"heavy","vrf",12.65,0.36
"afn_max_area_301_atm_16_azi_6.42_bounds_outdoors_cdh_8_env_heavy_hvac_vrf_lights_24.05_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Brumado.866960_INMET","max",608.4,16,6.42,"outdoors",45791,"heavy","vrf",24.05,0.6
"afn_max_area_129_atm_10_azi_284.99_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_12.65_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",900.7,10,284.99,"outdoors",16253,"heavy","vrf",12.65,0.6
"afn_max_area_301_atm_10_azi_284.99_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_12.65_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",608.4,10,284.99,"outdoors",16253,"heavy","vrf",12.65,0.6
"afn_max_area_129_atm_16_azi_284.99_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_12.65_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",900.7,16,284.99,"outdoors",16253,"heavy","vrf",12.65,0.6
"afn_max_area_129_atm_10_azi_6.42_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_12.65_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",900.7,10,6.42,"outdoors",16253,"heavy","vrf",12.65,0.6
"afn_max_area_129_atm_10_azi_284.99_bounds_outdoors_cdh_8_env_heavy_hvac_vrf_lights_12.65_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Brumado.866960_INMET","max",900.7,10,284.99,"outdoors",45791,"heavy","vrf",12.65,0.6
"afn_max_area_129_atm_10_azi_284.99_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_24.05_shgc_0.6","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",900.7,10,284.99,"outdoors",16253,"heavy","vrf",24.05,0.6
"afn_max_area_129_atm_10_azi_284.99_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_12.65_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",900.7,10,284.99,"outdoors",16253,"heavy","vrf",12.65,0.36
"afn_max_area_699_atm_10_azi_187.42_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_16.55_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",255,10,187.42,"outdoors",67669,"heavy","vrf",16.55,0.61
"afn_max_area_527_atm_10_azi_187.42_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_16.55_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",758,10,187.42,"outdoors",67669,"heavy","vrf",16.55,0.61
"afn_max_area_699_atm_4_azi_187.42_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_16.55_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",255,4,187.42,"outdoors",67669,"heavy","vrf",16.55,0.61
"afn_max_area_699_atm_10_azi_103.99_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_16.55_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",255,10,103.99,"outdoors",67669,"heavy","vrf",16.55,0.61
"afn_max_area_699_atm_10_azi_187.42_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_16.55_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",255,10,187.42,"outdoors",15099,"heavy","vrf",16.55,0.61
"afn_max_area_699_atm_10_azi_187.42_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_20.15_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",255,10,187.42,"outdoors",67669,"heavy","vrf",20.15,0.61
"afn_max_area_699_atm_10_azi_187.42_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_16.55_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",255,10,187.42,"outdoors",67669,"heavy","vrf",16.55,0.35
"afn_max_area_527_atm_4_azi_103.99_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_20.15_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",758,4,103.99,"outdoors",15099,"heavy","vrf",20.15,0.35
"afn_max_area_699_atm_4_azi_103.99_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_20.15_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",255,4,103.99,"outdoors",15099,"heavy","vrf",20.15,0.35
"afn_max_area_527_atm_10_azi_103.99_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_20.15_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",758,10,103.99,"outdoors",15099,"heavy","vrf",20.15,0.35
"afn_max_area_527_atm_4_azi_187.42_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_20.15_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",758,4,187.42,"outdoors",15099,"heavy","vrf",20.15,0.35
"afn_max_area_527_atm_4_azi_103.99_bounds_outdoors_cdh_68_env_heavy_hvac_vrf_lights_20.15_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PB_Joao.Pessoa.819180_INMET","max",758,4,103.99,"outdoors",67669,"heavy","vrf",20.15,0.35
"afn_max_area_527_atm_4_azi_103.99_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_16.55_shgc_0.35","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",758,4,103.99,"outdoors",15099,"heavy","vrf",16.55,0.35
"afn_max_area_527_atm_4_azi_103.99_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_20.15_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",758,4,103.99,"outdoors",15099,"heavy","vrf",20.15,0.61
"afn_max_area_102_atm_13_azi_96.92_bounds_outdoors_cdh_98_env_heavy_hvac_vrf_lights_12.8_shgc_0.74","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Sao.Borja.869600_INMET","max",727,13,96.92,"outdoors",23632,"heavy","vrf",12.8,0.74
"afn_max_area_726_atm_13_azi_96.92_bounds_outdoors_cdh_98_env_heavy_hvac_vrf_lights_12.8_shgc_0.74","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Sao.Borja.869600_INMET","max",259,13,96.92,"outdoors",23632,"heavy","vrf",12.8,0.74
"afn_max_area_102_atm_13_azi_194.49_bounds_outdoors_cdh_98_env_heavy_hvac_vrf_lights_12.8_shgc_0.74","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Sao.Borja.869600_INMET","max",727,13,194.49,"outdoors",23632,"heavy","vrf",12.8,0.74
"afn_max_area_102_atm_13_azi_96.92_bounds_outdoors_cdh_11_env_heavy_hvac_vrf_lights_12.8_shgc_0.74","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Uaua.819920_INMET","max",727,13,96.92,"outdoors",44252,"heavy","vrf",12.8,0.74
"afn_max_area_102_atm_13_azi_96.92_bounds_outdoors_cdh_98_env_heavy_hvac_vrf_lights_23.9_shgc_0.74","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Sao.Borja.869600_INMET","max",727,13,96.92,"outdoors",23632,"heavy","vrf",23.9,0.74
"afn_max_area_102_atm_13_azi_96.92_bounds_outdoors_cdh_98_env_heavy_hvac_vrf_lights_12.8_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Sao.Borja.869600_INMET","max",727,13,96.92,"outdoors",23632,"heavy","vrf",12.8,0.72
"afn_max_area_726_atm_13_azi_194.49_bounds_outdoors_cdh_11_env_heavy_hvac_vrf_lights_23.9_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Uaua.819920_INMET","max",259,13,194.49,"outdoors",44252,"heavy","vrf",23.9,0.72
"afn_max_area_102_atm_13_azi_194.49_bounds_outdoors_cdh_11_env_heavy_hvac_vrf_lights_23.9_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Uaua.819920_INMET","max",727,13,194.49,"outdoors",44252,"heavy","vrf",23.9,0.72
"afn_max_area_726_atm_13_azi_96.92_bounds_outdoors_cdh_11_env_heavy_hvac_vrf_lights_23.9_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Uaua.819920_INMET","max",259,13,96.92,"outdoors",44252,"heavy","vrf",23.9,0.72
"afn_max_area_726_atm_13_azi_194.49_bounds_outdoors_cdh_98_env_heavy_hvac_vrf_lights_23.9_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Sao.Borja.869600_INMET","max",259,13,194.49,"outdoors",23632,"heavy","vrf",23.9,0.72
"afn_max_area_726_atm_13_azi_194.49_bounds_outdoors_cdh_11_env_heavy_hvac_vrf_lights_12.8_shgc_0.72","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Uaua.819920_INMET","max",259,13,194.49,"outdoors",44252,"heavy","vrf",12.8,0.72
"afn_max_area_726_atm_13_azi_194.49_bounds_outdoors_cdh_11_env_heavy_hvac_vrf_lights_23.9_shgc_0.74","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_BA_Uaua.819920_INMET","max",259,13,194.49,"outdoors",44252,"heavy","vrf",23.9,0.74
"afn_max_area_500_atm_7_azi_277.92_bounds_outdoors_cdh_38_env_heavy_hvac_vrf_lights_20.3_shgc_0.49","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Muriae.868520_INMET","max",342,7,277.92,"outdoors",45618,"heavy","vrf",20.3,0.49
"afn_max_area_328_atm_7_azi_277.92_bounds_outdoors_cdh_38_env_heavy_hvac_vrf_lights_20.3_shgc_0.49","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Muriae.868520_INMET","max",936.8,7,277.92,"outdoors",45618,"heavy","vrf",20.3,0.49
"afn_max_area_500_atm_7_azi_13.49_bounds_outdoors_cdh_38_env_heavy_hvac_vrf_lights_20.3_shgc_0.49","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Muriae.868520_INMET","max",342,7,13.49,"outdoors",45618,"heavy","vrf",20.3,0.49
"afn_max_area_500_atm_7_azi_277.92_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_20.3_shgc_0.49","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",342,7,277.92,"outdoors",45567,"heavy","vrf",20.3,0.49
"afn_max_area_500_atm_7_azi_277.92_bounds_outdoors_cdh_38_env_heavy_hvac_vrf_lights_16.4_shgc_0.49","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Muriae.868520_INMET","max",342,7,277.92,"outdoors",45618,"heavy","vrf",16.4,0.49
"afn_max_area_500_atm_7_azi_277.92_bounds_outdoors_cdh_38_env_heavy_hvac_vrf_lights_20.3_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Muriae.868520_INMET","max",342,7,277.92,"outdoors",45618,"heavy","vrf",20.3,0.47
"afn_max_area_328_atm_7_azi_13.49_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_16.4_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",936.8,7,13.49,"outdoors",45567,"heavy","vrf",16.4,0.47
"afn_max_area_500_atm_7_azi_13.49_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_16.4_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",342,7,13.49,"outdoors",45567,"heavy","vrf",16.4,0.47
"afn_max_area_328_atm_7_azi_277.92_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_16.4_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",936.8,7,277.92,"outdoors",45567,"heavy","vrf",16.4,0.47
"afn_max_area_328_atm_7_azi_13.49_bounds_outdoors_cdh_38_env_heavy_hvac_vrf_lights_16.4_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Muriae.868520_INMET","max",936.8,7,13.49,"outdoors",45618,"heavy","vrf",16.4,0.47
"afn_max_area_328_atm_7_azi_13.49_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_20.3_shgc_0.47","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",936.8,7,13.49,"outdoors",45567,"heavy","vrf",20.3,0.47
"afn_max_area_328_atm_7_azi_13.49_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_16.4_shgc_0.49","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",936.8,7,13.49,"outdoors",45567,"heavy","vrf",16.4,0.49
"afn_max_area_3_atm_8_azi_323.17_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_10.92_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",230,8,323.17,"outdoors",19916,"heavy","vrf",10.92,0.55
"afn_max_area_228_atm_8_azi_323.17_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_10.92_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",324,8,323.17,"outdoors",19916,"heavy","vrf",10.92,0.55
"afn_max_area_3_atm_15_azi_323.17_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_10.92_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",230,15,323.17,"outdoors",19916,"heavy","vrf",10.92,0.55
"afn_max_area_3_atm_8_azi_149.24_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_10.92_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",230,8,149.24,"outdoors",19916,"heavy","vrf",10.92,0.55
"afn_max_area_3_atm_8_azi_323.17_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_10.92_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",230,8,323.17,"outdoors",1957,"heavy","vrf",10.92,0.55
"afn_max_area_3_atm_8_azi_323.17_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_22.02_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",230,8,323.17,"outdoors",19916,"heavy","vrf",22.02,0.55
"afn_max_area_3_atm_8_azi_323.17_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_10.92_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",230,8,323.17,"outdoors",19916,"heavy","vrf",10.92,0.53
"afn_max_area_228_atm_15_azi_149.24_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_22.02_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",324,15,149.24,"outdoors",1957,"heavy","vrf",22.02,0.53
"afn_max_area_3_atm_15_azi_149.24_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_22.02_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",230,15,149.24,"outdoors",1957,"heavy","vrf",22.02,0.53
"afn_max_area_228_atm_8_azi_149.24_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_22.02_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",324,8,149.24,"outdoors",1957,"heavy","vrf",22.02,0.53
"afn_max_area_228_atm_15_azi_323.17_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_22.02_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",324,15,323.17,"outdoors",1957,"heavy","vrf",22.02,0.53
"afn_max_area_228_atm_15_azi_149.24_bounds_outdoors_cdh_23_env_heavy_hvac_vrf_lights_22.02_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Cristalina.867370_INMET","max",324,15,149.24,"outdoors",19916,"heavy","vrf",22.02,0.53
"afn_max_area_228_atm_15_azi_149.24_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_10.92_shgc_0.53","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",324,15,149.24,"outdoors",1957,"heavy","vrf",10.92,0.53
"afn_max_area_228_atm_15_azi_149.24_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_22.02_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",324,15,149.24,"outdoors",1957,"heavy","vrf",22.02,0.55
"afn_max_area_401_atm_15_azi_142.17_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_18.42_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",2026,15,142.17,"outdoors",33656,"heavy","vrf",18.42,0.3
"afn_max_area_626_atm_15_azi_142.17_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_18.42_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",734,15,142.17,"outdoors",33656,"heavy","vrf",18.42,0.3
"afn_max_area_401_atm_8_azi_142.17_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_18.42_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",2026,8,142.17,"outdoors",33656,"heavy","vrf",18.42,0.3
"afn_max_area_401_atm_15_azi_330.24_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_18.42_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",2026,15,330.24,"outdoors",33656,"heavy","vrf",18.42,0.3
"afn_max_area_401_atm_15_azi_142.17_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_18.42_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",2026,15,142.17,"outdoors",28617,"heavy","vrf",18.42,0.3
"afn_max_area_401_atm_15_azi_142.17_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_14.52_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",2026,15,142.17,"outdoors",33656,"heavy","vrf",14.52,0.3
"afn_max_area_401_atm_15_azi_142.17_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_18.42_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",2026,15,142.17,"outdoors",33656,"heavy","vrf",18.42,0.28
"afn_max_area_626_atm_8_azi_330.24_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_14.52_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",734,8,330.24,"outdoors",28617,"heavy","vrf",14.52,0.28
"afn_max_area_401_atm_8_azi_330.24_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_14.52_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",2026,8,330.24,"outdoors",28617,"heavy","vrf",14.52,0.28
"afn_max_area_626_atm_15_azi_330.24_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_14.52_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",734,15,330.24,"outdoors",28617,"heavy","vrf",14.52,0.28
"afn_max_area_626_atm_8_azi_142.17_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_14.52_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",734,8,142.17,"outdoors",28617,"heavy","vrf",14.52,0.28
"afn_max_area_626_atm_8_azi_330.24_bounds_outdoors_cdh_83_env_heavy_hvac_vrf_lights_14.52_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_Paranapoema.868620_INMET","max",734,8,330.24,"outdoors",33656,"heavy","vrf",14.52,0.28
"afn_max_area_626_atm_8_azi_330.24_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_18.42_shgc_0.28","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",734,8,330.24,"outdoors",28617,"heavy","vrf",18.42,0.28
"afn_max_area_626_atm_8_azi_330.24_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_14.52_shgc_0.3","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",734,8,330.24,"outdoors",28617,"heavy","vrf",14.52,0.3
"afn_max_area_202_atm_5_azi_232.67_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_22.17_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",232,5,232.67,"outdoors",29664,"heavy","vrf",22.17,0.43
"afn_max_area_427_atm_5_azi_232.67_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_22.17_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",723,5,232.67,"outdoors",29664,"heavy","vrf",22.17,0.43
"afn_max_area_202_atm_12_azi_232.67_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_22.17_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",232,12,232.67,"outdoors",29664,"heavy","vrf",22.17,0.43
"afn_max_area_202_atm_5_azi_58.74_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_22.17_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",232,5,58.74,"outdoors",29664,"heavy","vrf",22.17,0.43
"afn_max_area_202_atm_5_azi_232.67_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_22.17_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",232,5,232.67,"outdoors",34279,"heavy","vrf",22.17,0.43
"afn_max_area_202_atm_5_azi_232.67_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_10.77_shgc_0.43","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",232,5,232.67,"outdoors",29664,"heavy","vrf",10.77,0.43
"afn_max_area_202_atm_5_azi_232.67_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_22.17_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",232,5,232.67,"outdoors",29664,"heavy","vrf",22.17,0.66
"afn_max_area_427_atm_12_azi_58.74_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_10.77_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",723,12,58.74,"outdoors",34279,"heavy","vrf",10.77,0.66
"afn_max_area_202_atm_12_azi_58.74_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_10.77_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",232,12,58.74,"outdoors",34279,"heavy","vrf",10.77,0.66
"afn_max_area_427_atm_5_azi_58.74_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_10.77_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",723,5,58.74,"outdoors",34279,"heavy","vrf",10.77,0.66
"afn_max_area_427_atm_12_azi_232.67_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_10.77_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",723,12,232.67,"outdoors",34279,"heavy","vrf",10.77,0.66
"afn_max_area_427_atm_12_azi_58.74_bounds_outdoors_cdh_113_env_heavy_hvac_vrf_lights_10.77_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Lins.868400_INMET","max",723,12,58.74,"outdoors",29664,"heavy","vrf",10.77,0.66
"afn_max_area_427_atm_12_azi_58.74_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_22.17_shgc_0.66","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",723,12,58.74,"outdoors",34279,"heavy","vrf",22.17,0.66
