"case","seed","epw","afn","area","atm","azimuth","boundaries","cdh","envelope","hvac","lights","shgc"
"afn_max_area_199_atm_8_azi_294.01_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_13.59_shgc_0.37","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",2877.8,8,294.01,"outdoors",23281,"heavy","vrf",13.59,0.37
"afn_max_area_199_atm_8_azi_285.52_bounds_outdoors_cdh_40_env_heavy_hvac_vrf_lights_13.59_shgc_0.37","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Uberlandia.867760_INMET","max",2877.8,8,285.52,"outdoors",22591,"heavy","vrf",13.59,0.37
"afn_max_area_199_atm_8_azi_285.52_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_23.47_shgc_0.37","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",2877.8,8,285.52,"outdoors",23281,"heavy","vrf",23.47,0.37
"afn_max_area_199_atm_8_azi_285.52_bounds_outdoors_cdh_109_env_heavy_hvac_vrf_lights_13.59_shgc_0.39","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Bauru.837220_INMET","max",2877.8,8,285.52,"outdoors",23281,"heavy","vrf",13.59,0.39
"afn_max_area_362_atm_6_azi_180.88_bounds_outdoors_cdh_47_env_heavy_hvac_vrf_lights_20.65_shgc_0.73","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Miranda.868070_INMET","max",1579.4,6,180.88,"outdoors",46319,"heavy","vrf",20.65,0.73
"afn_max_area_50_atm_6_azi_180.88_bounds_outdoors_cdh_47_env_heavy_hvac_vrf_lights_20.65_shgc_0.73","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Miranda.868070_INMET","max",453,6,180.88,"outdoors",46319,"heavy","vrf",20.65,0.73
"afn_max_area_362_atm_6_azi_127.15_bounds_outdoors_cdh_47_env_heavy_hvac_vrf_lights_20.65_shgc_0.73","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Miranda.868070_INMET","max",1579.4,6,127.15,"outdoors",46319,"heavy","vrf",20.65,0.73
"afn_max_area_362_atm_6_azi_180.88_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_20.65_shgc_0.73","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",1579.4,6,180.88,"outdoors",28617,"heavy","vrf",20.65,0.73
"afn_max_area_362_atm_6_azi_180.88_bounds_outdoors_cdh_47_env_heavy_hvac_vrf_lights_10.78_shgc_0.73","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Miranda.868070_INMET","max",1579.4,6,180.88,"outdoors",46319,"heavy","vrf",10.78,0.73
"afn_max_area_362_atm_6_azi_180.88_bounds_outdoors_cdh_47_env_heavy_hvac_vrf_lights_20.65_shgc_0.52","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Miranda.868070_INMET","max",1579.4,6,180.88,"outdoors",46319,"heavy","vrf",20.65,0.52
"afn_max_area_50_atm_6_azi_127.15_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_10.78_shgc_0.52","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",453,6,127.15,"outdoors",28617,"heavy","vrf",10.78,0.52
"afn_max_area_362_atm_6_azi_127.15_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_10.78_shgc_0.52","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",1579.4,6,127.15,"outdoors",28617,"heavy","vrf",10.78,0.52
"afn_max_area_50_atm_6_azi_180.88_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_10.78_shgc_0.52","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",453,6,180.88,"outdoors",28617,"heavy","vrf",10.78,0.52
"afn_max_area_50_atm_6_azi_127.15_bounds_outdoors_cdh_47_env_heavy_hvac_vrf_lights_10.78_shgc_0.52","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MS_Miranda.868070_INMET","max",453,6,127.15,"outdoors",46319,"heavy","vrf",10.78,0.52
"afn_max_area_50_atm_6_azi_127.15_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_20.65_shgc_0.52","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",453,6,127.15,"outdoors",28617,"heavy","vrf",20.65,0.52
"afn_max_area_50_atm_6_azi_127.15_bounds_outdoors_cdh_26_env_heavy_hvac_vrf_lights_10.78_shgc_0.73","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_GO_Morrinhos.867550_INMET","max",453,6,127.15,"outdoors",28617,"heavy","vrf",10.78,0.73
"afn_max_area_760_atm_13_azi_0_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_13.15_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",300,13,0,"outdoors",38242,"heavy","vrf",13.15,0.48
"afn_max_area_448_atm_13_azi_0_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_13.15_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",693,13,0,"outdoors",38242,"heavy","vrf",13.15,0.48
"afn_max_area_760_atm_12_azi_0_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_13.15_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",300,12,0,"outdoors",38242,"heavy","vrf",13.15,0.48
"afn_max_area_760_atm_13_azi_308.15_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_13.15_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",300,13,308.15,"outdoors",38242,"heavy","vrf",13.15,0.48
"afn_max_area_760_atm_13_azi_0_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_13.15_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",300,13,0,"outdoors",1957,"heavy","vrf",13.15,0.48
"afn_max_area_760_atm_13_azi_0_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_18.28_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",300,13,0,"outdoors",38242,"heavy","vrf",18.28,0.48
"afn_max_area_760_atm_13_azi_0_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_13.15_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",300,13,0,"outdoors",38242,"heavy","vrf",13.15,0.27
"afn_max_area_448_atm_12_azi_308.15_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_18.28_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",693,12,308.15,"outdoors",1957,"heavy","vrf",18.28,0.27
"afn_max_area_760_atm_12_azi_308.15_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_18.28_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",300,12,308.15,"outdoors",1957,"heavy","vrf",18.28,0.27
"afn_max_area_448_atm_13_azi_308.15_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_18.28_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",693,13,308.15,"outdoors",1957,"heavy","vrf",18.28,0.27
"afn_max_area_448_atm_12_azi_0_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_18.28_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",693,12,0,"outdoors",1957,"heavy","vrf",18.28,0.27
"afn_max_area_448_atm_12_azi_308.15_bounds_outdoors_cdh_107_env_heavy_hvac_vrf_lights_18.28_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SC_Joacaba-Santa.Terezinha.Muni.AP.869550_INMET","max",693,12,308.15,"outdoors",38242,"heavy","vrf",18.28,0.27
"afn_max_area_448_atm_12_azi_308.15_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_13.15_shgc_0.27","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",693,12,308.15,"outdoors",1957,"heavy","vrf",13.15,0.27
"afn_max_area_448_atm_12_azi_308.15_bounds_outdoors_cdh_86_env_heavy_hvac_vrf_lights_18.28_shgc_0.48","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RJ_Petropolis-Pico.do.Couto.868760_INMET","max",693,12,308.15,"outdoors",1957,"heavy","vrf",18.28,0.48
"afn_max_area_163_atm_10_azi_271.38_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_16.9_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",1242,10,271.38,"outdoors",38156,"heavy","vrf",16.9,0.36
"afn_max_area_647_atm_10_azi_271.38_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_16.9_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",280,10,271.38,"outdoors",38156,"heavy","vrf",16.9,0.36
"afn_max_area_163_atm_9_azi_271.38_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_16.9_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",1242,9,271.38,"outdoors",38156,"heavy","vrf",16.9,0.36
"afn_max_area_163_atm_10_azi_36.65_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_16.9_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",1242,10,36.65,"outdoors",38156,"heavy","vrf",16.9,0.36
"afn_max_area_163_atm_10_azi_271.38_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_16.9_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",1242,10,271.38,"outdoors",51572,"heavy","vrf",16.9,0.36
"afn_max_area_163_atm_10_azi_271.38_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_22.03_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",1242,10,271.38,"outdoors",38156,"heavy","vrf",22.03,0.36
"afn_max_area_163_atm_10_azi_271.38_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_16.9_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",1242,10,271.38,"outdoors",38156,"heavy","vrf",16.9,0.65
"afn_max_area_647_atm_9_azi_36.65_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_22.03_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",280,9,36.65,"outdoors",51572,"heavy","vrf",22.03,0.65
"afn_max_area_163_atm_9_azi_36.65_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_22.03_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",1242,9,36.65,"outdoors",51572,"heavy","vrf",22.03,0.65
"afn_max_area_647_atm_10_azi_36.65_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_22.03_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",280,10,36.65,"outdoors",51572,"heavy","vrf",22.03,0.65
"afn_max_area_647_atm_9_azi_271.38_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_22.03_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",280,9,271.38,"outdoors",51572,"heavy","vrf",22.03,0.65
"afn_max_area_647_atm_9_azi_36.65_bounds_outdoors_cdh_77_env_heavy_hvac_vrf_lights_22.03_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PR_General.Carneiro.869410_INMET","max",280,9,36.65,"outdoors",38156,"heavy","vrf",22.03,0.65
"afn_max_area_647_atm_9_azi_36.65_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_16.9_shgc_0.65","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",280,9,36.65,"outdoors",51572,"heavy","vrf",16.9,0.65
"afn_max_area_647_atm_9_azi_36.65_bounds_outdoors_cdh_56_env_heavy_hvac_vrf_lights_22.03_shgc_0.36","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MT_Rondonopolis.867280_INMET","max",280,9,36.65,"outdoors",51572,"heavy","vrf",22.03,0.36
"afn_max_area_561_atm_16_azi_90.38_bounds_outdoors_cdh_17_env_heavy_hvac_vrf_lights_24.4_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Alfredo.Chaves.868290_INMET","max",1065,16,90.38,"outdoors",47324,"heavy","vrf",24.4,0.61
"afn_max_area_249_atm_16_azi_90.38_bounds_outdoors_cdh_17_env_heavy_hvac_vrf_lights_24.4_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Alfredo.Chaves.868290_INMET","max",400,16,90.38,"outdoors",47324,"heavy","vrf",24.4,0.61
"afn_max_area_561_atm_16_azi_217.65_bounds_outdoors_cdh_17_env_heavy_hvac_vrf_lights_24.4_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Alfredo.Chaves.868290_INMET","max",1065,16,217.65,"outdoors",47324,"heavy","vrf",24.4,0.61
"afn_max_area_561_atm_16_azi_90.38_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_24.4_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",1065,16,90.38,"outdoors",34279,"heavy","vrf",24.4,0.61
"afn_max_area_561_atm_16_azi_90.38_bounds_outdoors_cdh_17_env_heavy_hvac_vrf_lights_14.53_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Alfredo.Chaves.868290_INMET","max",1065,16,90.38,"outdoors",47324,"heavy","vrf",14.53,0.61
"afn_max_area_561_atm_16_azi_90.38_bounds_outdoors_cdh_17_env_heavy_hvac_vrf_lights_24.4_shgc_0.4","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Alfredo.Chaves.868290_INMET","max",1065,16,90.38,"outdoors",47324,"heavy","vrf",24.4,0.4
"afn_max_area_249_atm_16_azi_217.65_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_14.53_shgc_0.4","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",400,16,217.65,"outdoors",34279,"heavy","vrf",14.53,0.4
"afn_max_area_561_atm_16_azi_217.65_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_14.53_shgc_0.4","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",1065,16,217.65,"outdoors",34279,"heavy","vrf",14.53,0.4
"afn_max_area_249_atm_16_azi_90.38_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_14.53_shgc_0.4","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",400,16,90.38,"outdoors",34279,"heavy","vrf",14.53,0.4
"afn_max_area_249_atm_16_azi_217.65_bounds_outdoors_cdh_17_env_heavy_hvac_vrf_lights_14.53_shgc_0.4","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_ES_Alfredo.Chaves.868290_INMET","max",400,16,217.65,"outdoors",47324,"heavy","vrf",14.53,0.4
"afn_max_area_249_atm_16_azi_217.65_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_24.4_shgc_0.4","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",400,16,217.65,"outdoors",34279,"heavy","vrf",24.4,0.4
"afn_max_area_249_atm_16_azi_217.65_bounds_outdoors_cdh_116_env_heavy_hvac_vrf_lights_14.53_shgc_0.61","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_SP_Votuporanga.868150_INMET","max",400,16,217.65,"outdoors",34279,"heavy","vrf",14.53,0.61
"afn_max_area_64_atm_11_azi_135.63_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_15.03_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",517.3,11,135.63,"outdoors",26508,"heavy","vrf",15.03,0.42
"afn_max_area_348_atm_11_azi_135.63_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_15.03_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",1218.9,11,135.63,"outdoors",26508,"heavy","vrf",15.03,0.42
"afn_max_area_64_atm_8_azi_135.63_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_15.03_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",517.3,8,135.63,"outdoors",26508,"heavy","vrf",15.03,0.42
"afn_max_area_64_atm_11_azi_353.4_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_15.03_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",517.3,11,353.4,"outdoors",26508,"heavy","vrf",15.03,0.42
"afn_max_area_64_atm_11_azi_135.63_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_15.03_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",517.3,11,135.63,"outdoors",15099,"heavy","vrf",15.03,0.42
"afn_max_area_64_atm_11_azi_135.63_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_23.91_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",517.3,11,135.63,"outdoors",26508,"heavy","vrf",23.91,0.42
"afn_max_area_64_atm_11_azi_135.63_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_15.03_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",517.3,11,135.63,"outdoors",26508,"heavy","vrf",15.03,0.59
"afn_max_area_348_atm_8_azi_353.4_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_23.91_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",1218.9,8,353.4,"outdoors",15099,"heavy","vrf",23.91,0.59
"afn_max_area_64_atm_8_azi_353.4_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_23.91_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",517.3,8,353.4,"outdoors",15099,"heavy","vrf",23.91,0.59
"afn_max_area_348_atm_11_azi_353.4_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_23.91_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",1218.9,11,353.4,"outdoors",15099,"heavy","vrf",23.91,0.59
"afn_max_area_348_atm_8_azi_135.63_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_23.91_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",1218.9,8,135.63,"outdoors",15099,"heavy","vrf",23.91,0.59
"afn_max_area_348_atm_8_azi_353.4_bounds_outdoors_cdh_32_env_heavy_hvac_vrf_lights_23.91_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Aguas.Vermelhas.867220_INMET","max",1218.9,8,353.4,"outdoors",26508,"heavy","vrf",23.91,0.59
"afn_max_area_348_atm_8_azi_353.4_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_15.03_shgc_0.59","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",1218.9,8,353.4,"outdoors",15099,"heavy","vrf",15.03,0.59
"afn_max_area_348_atm_8_azi_353.4_bounds_outdoors_cdh_101_env_heavy_hvac_vrf_lights_23.91_shgc_0.42","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Soledade.869640_INMET","max",1218.9,8,353.4,"outdoors",15099,"heavy","vrf",23.91,0.42
"afn_max_area_462_atm_5_azi_316.63_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_22.53_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",1421,5,316.63,"outdoors",10764,"heavy","vrf",22.53,0.67
"afn_max_area_746_atm_5_azi_316.63_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_22.53_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",604,5,316.63,"outdoors",10764,"heavy","vrf",22.53,0.67
"afn_max_area_462_atm_14_azi_316.63_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_22.53_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",1421,14,316.63,"outdoors",10764,"heavy","vrf",22.53,0.67
"afn_max_area_462_atm_5_azi_172.4_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_22.53_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",1421,5,172.4,"outdoors",10764,"heavy","vrf",22.53,0.67
"afn_max_area_462_atm_5_azi_316.63_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_22.53_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",1421,5,316.63,"outdoors",16253,"heavy","vrf",22.53,0.67
"afn_max_area_462_atm_5_azi_316.63_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_16.41_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",1421,5,316.63,"outdoors",10764,"heavy","vrf",16.41,0.67
"afn_max_area_462_atm_5_azi_316.63_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_22.53_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",1421,5,316.63,"outdoors",10764,"heavy","vrf",22.53,0.34
"afn_max_area_746_atm_14_azi_172.4_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_16.41_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",604,14,172.4,"outdoors",16253,"heavy","vrf",16.41,0.34
"afn_max_area_462_atm_14_azi_172.4_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_16.41_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",1421,14,172.4,"outdoors",16253,"heavy","vrf",16.41,0.34
"afn_max_area_746_atm_5_azi_172.4_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_16.41_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",604,5,172.4,"outdoors",16253,"heavy","vrf",16.41,0.34
"afn_max_area_746_atm_14_azi_316.63_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_16.41_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",604,14,316.63,"outdoors",16253,"heavy","vrf",16.41,0.34
"afn_max_area_746_atm_14_azi_172.4_bounds_outdoors_cdh_92_env_heavy_hvac_vrf_lights_16.41_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_RS_Canela.AP.869800_INMET","max",604,14,172.4,"outdoors",10764,"heavy","vrf",16.41,0.34
"afn_max_area_746_atm_14_azi_172.4_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_22.53_shgc_0.34","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",604,14,172.4,"outdoors",16253,"heavy","vrf",22.53,0.34
"afn_max_area_746_atm_14_azi_172.4_bounds_outdoors_cdh_41_env_heavy_hvac_vrf_lights_16.41_shgc_0.67","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_MG_Varginha.868480_INMET","max",604,14,172.4,"outdoors",16253,"heavy","vrf",16.41,0.67
"afn_max_area_263_atm_14_azi_45.13_bounds_outdoors_cdh_62_env_heavy_hvac_vrf_lights_18.78_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Paragominas.817450_INMET","max",452.6,14,45.13,"outdoors",69758,"heavy","vrf",18.78,0.55
"afn_max_area_547_atm_14_azi_45.13_bounds_outdoors_cdh_62_env_heavy_hvac_vrf_lights_18.78_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Paragominas.817450_INMET","max",2023,14,45.13,"outdoors",69758,"heavy","vrf",18.78,0.55
"afn_max_area_263_atm_4_azi_45.13_bounds_outdoors_cdh_62_env_heavy_hvac_vrf_lights_18.78_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Paragominas.817450_INMET","max",452.6,4,45.13,"outdoors",69758,"heavy","vrf",18.78,0.55
"afn_max_area_263_atm_14_azi_262.9_bounds_outdoors_cdh_62_env_heavy_hvac_vrf_lights_18.78_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Paragominas.817450_INMET","max",452.6,14,262.9,"outdoors",69758,"heavy","vrf",18.78,0.55
"afn_max_area_263_atm_14_azi_45.13_bounds_outdoors_cdh_71_env_heavy_hvac_vrf_lights_18.78_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PE_Ibimirim.819540_INMET","max",452.6,14,45.13,"outdoors",45567,"heavy","vrf",18.78,0.55
"afn_max_area_263_atm_14_azi_45.13_bounds_outdoors_cdh_62_env_heavy_hvac_vrf_lights_12.66_shgc_0.55","~/git/commercial_model/seed/seed_vrf_bank.epJSON","BRA_PA_Paragominas.817450_INMET","max",452.6,14,45.13,"outdoors",69758,"heavy","vrf",12.66,0.55
