hvac,envelope,lights,shgc,afn,azimuth,boundaries,ghr,tbs,tbu,targ
split,2.5,19.283203125,0.496484375,max,69.2578125,adiabatic,3495,15.31,11.66,101.333767583173
split,2.5,19.447265625,0.446484375,max,135.3515625,outdoors,3495,15.31,11.66,108.156708577736
split,2.5,19.447265625,0.533203125,max,135.3515625,outdoors,3495,15.31,11.66,108.111481249831
split,2.5,19.447265625,0.533203125,max,24.2578125,outdoors,3495,15.31,11.66,108.538395547116
split,2.5,19.447265625,0.533203125,min,135.3515625,outdoors,3495,15.31,11.66,107.157179868447
split,2.5,19.720703125,0.420703125,min,103.0078125,outdoors,3495,15.31,11.66,107.176644436898
split,2.5,19.720703125,0.420703125,min,281.6015625,adiabatic,3495,15.31,11.66,106.372061466795
split,2.5,19.720703125,0.683984375,min,103.0078125,adiabatic,3495,15.31,11.66,106.978074689819
split,2.5,19.720703125,0.683984375,min,103.0078125,outdoors,3495,15.31,11.66,107.52669771151
split,2.5,19.720703125,0.683984375,min,281.6015625,outdoors,3495,15.31,11.66,108.709346301374
split,2.5,20.759765625,0.633984375,max,148.0078125,adiabatic,3495,15.31,11.66,107.984556647641
split,2.5,20.759765625,0.670703125,max,56.6015625,adiabatic,3495,15.31,11.66,106.939410480493
split,2.5,21.033203125,0.446484375,min,24.2578125,outdoors,3495,15.31,11.66,112.200076236893
split,2.5,21.033203125,0.533203125,max,135.3515625,outdoors,3495,15.31,11.66,113.125122210352
split,2.5,21.197265625,0.583203125,max,0.3515625,adiabatic,3495,15.31,11.66,108.091110577219
split,2.5,21.470703125,0.633984375,max,148.0078125,adiabatic,3495,15.31,11.66,110.521752196726
split,2.5,21.470703125,0.633984375,max,56.6015625,adiabatic,3495,15.31,11.66,109.317565159295
split,2.5,21.470703125,0.670703125,max,148.0078125,adiabatic,3495,15.31,11.66,110.68079061642
split,2.5,22.509765625,0.520703125,min,191.6015625,outdoors,3495,15.31,11.66,118.472368632742
split,2.5,22.509765625,0.583984375,min,193.0078125,adiabatic,3495,15.31,11.66,119.329842438502
split,2.5,23.220703125,0.520703125,min,193.0078125,adiabatic,3495,15.31,11.66,121.472028495506
split,2.5,23.220703125,0.583984375,min,191.6015625,adiabatic,3495,15.31,11.66,121.983092865523
split,2.5,23.220703125,0.583984375,min,193.0078125,adiabatic,3495,15.31,11.66,121.998489884771
split,2.5,23.220703125,0.583984375,min,193.0078125,outdoors,3495,15.31,11.66,121.236177886663
split,2.5,23.822265625,0.308203125,min,181.7578125,outdoors,3495,15.31,11.66,122.074177921295
split,2.5,23.822265625,0.308203125,min,22.8515625,outdoors,3495,15.31,11.66,121.548839135016
split,2.5,23.822265625,0.321484375,min,22.8515625,outdoors,3495,15.31,11.66,121.56008096272
split,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,3495,15.31,11.66,74.9977878676522
split,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,3495,15.31,11.66,73.1030044910879
split,3.7,11.408203125,0.458203125,max,136.7578125,outdoors,3495,15.31,11.66,78.2605648989157
split,3.7,11.408203125,0.471484375,max,136.7578125,adiabatic,3495,15.31,11.66,75.0819593944341
split,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,3495,15.31,11.66,78.2336805644603
split,3.7,11.408203125,0.471484375,max,247.8515625,outdoors,3495,15.31,11.66,78.0344862362373
split,3.7,12.283203125,0.583203125,max,0.3515625,adiabatic,3495,15.31,11.66,77.9214331445539
split,3.7,13.158203125,0.308203125,min,181.7578125,outdoors,3495,15.31,11.66,81.2619654337203
split,3.7,13.158203125,0.321484375,min,181.7578125,outdoors,3495,15.31,11.66,81.2864769121614
split,3.7,13.158203125,0.321484375,min,22.8515625,outdoors,3495,15.31,11.66,81.1218045363184
split,3.7,13.322265625,0.421484375,min,112.8515625,adiabatic,3495,15.31,11.66,82.5498268914482
split,3.7,13.322265625,0.421484375,min,91.7578125,adiabatic,3495,15.31,11.66,82.2711240458811
split,3.7,13.322265625,0.608203125,min,112.8515625,adiabatic,3495,15.31,11.66,83.6700856956138
split,3.7,13.322265625,0.608203125,min,91.7578125,adiabatic,3495,15.31,11.66,83.3012554693881
split,3.7,13.759765625,0.433984375,min,236.6015625,outdoors,3495,15.31,11.66,83.2632292740651
split,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,3495,15.31,11.66,83.362674992432
split,3.7,13.759765625,0.470703125,min,328.0078125,outdoors,3495,15.31,11.66,83.7324073974483
split,3.7,14.197265625,0.496484375,max,69.2578125,adiabatic,3495,15.31,11.66,84.1981808339119
split,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,3495,15.31,11.66,86.0208778931359
split,3.7,14.470703125,0.470703125,min,236.6015625,outdoors,3495,15.31,11.66,85.7915518097798
split,3.7,15.947265625,0.346484375,max,45.3515625,adiabatic,3495,15.31,11.66,89.581490215181
split,3.7,15.947265625,0.346484375,min,294.2578125,adiabatic,3495,15.31,11.66,92.0670742013472
split,3.7,15.947265625,0.433203125,max,294.2578125,adiabatic,3495,15.31,11.66,90.5413942087969
split,3.7,15.947265625,0.433203125,max,45.3515625,adiabatic,3495,15.31,11.66,89.789413357649
split,3.7,15.947265625,0.433203125,min,45.3515625,adiabatic,3495,15.31,11.66,91.5480834489656
split,3.7,16.658203125,0.421484375,min,112.8515625,adiabatic,3495,15.31,11.66,94.8304210384969
split,3.7,16.658203125,0.421484375,min,91.7578125,adiabatic,3495,15.31,11.66,94.5254379240845
split,3.7,16.658203125,0.608203125,min,112.8515625,adiabatic,3495,15.31,11.66,95.9771982306354
split,3.7,16.658203125,0.608203125,min,91.7578125,adiabatic,3495,15.31,11.66,95.5910318936751
split,3.7,17.259765625,0.570703125,min,326.6015625,adiabatic,3495,15.31,11.66,97.8700194021871
split,3.7,17.533203125,0.346484375,max,294.2578125,adiabatic,3495,15.31,11.66,95.6990704912665
split,3.7,17.533203125,0.346484375,min,294.2578125,adiabatic,3495,15.31,11.66,97.979565170474
split,3.7,17.533203125,0.346484375,min,45.3515625,adiabatic,3495,15.31,11.66,97.064654369633
split,3.7,17.533203125,0.433203125,max,45.3515625,adiabatic,3495,15.31,11.66,95.1850637973932
split,3.7,17.533203125,0.433203125,min,294.2578125,adiabatic,3495,15.31,11.66,98.4061771404016
split,3.7,17.697265625,0.396484375,max,339.2578125,outdoors,3495,15.31,11.66,98.3505360051471
split,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,3495,15.31,11.66,101.123071778262
split,3.7,17.970703125,0.533984375,max,238.0078125,outdoors,3495,15.31,11.66,98.6284667126381
split,3.7,19.283203125,0.383203125,max,69.2578125,adiabatic,3495,15.31,11.66,101.16811171575
split,3.7,19.283203125,0.496484375,max,180.3515625,adiabatic,3495,15.31,11.66,102.766650743274
split,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,3495,15.31,11.66,101.60301126561
split,3.7,19.283203125,0.496484375,max,69.2578125,outdoors,3495,15.31,11.66,102.52855339765
split,3.7,19.283203125,0.496484375,min,69.2578125,adiabatic,3495,15.31,11.66,104.39965234647
split,3.7,19.447265625,0.446484375,min,24.2578125,outdoors,3495,15.31,11.66,102.282421241733
split,3.7,19.447265625,0.533203125,max,135.3515625,outdoors,3495,15.31,11.66,103.30948788713
split,3.7,21.033203125,0.446484375,max,24.2578125,outdoors,3495,15.31,11.66,108.496781468766
split,3.7,21.033203125,0.446484375,min,135.3515625,outdoors,3495,15.31,11.66,107.993211145783
split,3.7,21.033203125,0.446484375,min,24.2578125,outdoors,3495,15.31,11.66,107.690084298729
split,3.7,21.033203125,0.533203125,min,24.2578125,outdoors,3495,15.31,11.66,107.878724357193
split,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,3495,15.31,11.66,108.529084718025
split,3.7,21.197265625,0.583203125,max,0.3515625,outdoors,3495,15.31,11.66,109.331792155063
split,3.7,21.197265625,0.583203125,max,249.2578125,adiabatic,3495,15.31,11.66,110.284744759164
split,3.7,21.197265625,0.583203125,min,0.3515625,adiabatic,3495,15.31,11.66,112.213034119183
split,3.7,21.197265625,0.696484375,max,0.3515625,adiabatic,3495,15.31,11.66,108.880699657037
split,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,3495,15.31,11.66,112.585234615606
split,3.7,22.072265625,0.471484375,max,136.7578125,outdoors,3495,15.31,11.66,111.704969695392
split,3.7,22.509765625,0.520703125,min,191.6015625,adiabatic,3495,15.31,11.66,119.246591740467
split,3.7,22.509765625,0.520703125,min,191.6015625,outdoors,3495,15.31,11.66,114.19962060033
split,3.7,22.509765625,0.520703125,min,193.0078125,outdoors,3495,15.31,11.66,114.198628685366
split,3.7,22.509765625,0.583984375,min,191.6015625,outdoors,3495,15.31,11.66,114.524055056393
split,3.7,22.783203125,0.396484375,max,270.3515625,outdoors,3495,15.31,11.66,114.032259105847
split,3.7,22.783203125,0.396484375,max,339.2578125,adiabatic,3495,15.31,11.66,113.591507032739
split,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,3495,15.31,11.66,114.324715530403
split,3.7,22.783203125,0.396484375,min,339.2578125,outdoors,3495,15.31,11.66,114.138223366254
split,3.7,22.783203125,0.683203125,max,339.2578125,outdoors,3495,15.31,11.66,114.612770425492
split,3.7,23.220703125,0.520703125,min,191.6015625,outdoors,3495,15.31,11.66,116.711932941507
split,3.7,23.220703125,0.583984375,min,193.0078125,adiabatic,3495,15.31,11.66,122.494235157165
split,3.7,23.822265625,0.308203125,min,22.8515625,outdoors,3495,15.31,11.66,117.066923777687
split,3.7,23.822265625,0.321484375,min,181.7578125,outdoors,3495,15.31,11.66,117.876321555501
vrf,2.5,10.259765625,0.370703125,max,146.6015625,outdoors,3495,15.31,11.66,56.8787212568528
vrf,2.5,10.533203125,0.546484375,max,114.2578125,outdoors,3495,15.31,11.66,57.9583311072246
vrf,2.5,10.533203125,0.546484375,max,225.3515625,outdoors,3495,15.31,11.66,57.8447454911757
vrf,2.5,10.533203125,0.546484375,min,114.2578125,outdoors,3495,15.31,11.66,58.7018238467683
vrf,2.5,10.533203125,0.633203125,max,114.2578125,outdoors,3495,15.31,11.66,58.0483259130323
vrf,2.5,10.533203125,0.633203125,min,225.3515625,outdoors,3495,15.31,11.66,58.9283257294165
vrf,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,3495,15.31,11.66,58.3022726574143
vrf,2.5,10.697265625,0.596484375,min,159.2578125,adiabatic,3495,15.31,11.66,60.9401627836011
vrf,2.5,10.970703125,0.333984375,min,58.0078125,adiabatic,3495,15.31,11.66,59.5260505478539
vrf,2.5,12.283203125,0.583203125,min,249.2578125,outdoors,3495,15.31,11.66,64.5794483881915
vrf,2.5,12.283203125,0.696484375,max,249.2578125,outdoors,3495,15.31,11.66,63.6865034697664
vrf,2.5,12.283203125,0.696484375,min,0.3515625,outdoors,3495,15.31,11.66,64.3428425454281
vrf,2.5,12.283203125,0.696484375,min,249.2578125,adiabatic,3495,15.31,11.66,67.3174806565862
vrf,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,3495,15.31,11.66,64.7952628253297
vrf,2.5,12.447265625,0.333203125,min,315.3515625,adiabatic,3495,15.31,11.66,65.0091732381454
vrf,2.5,12.447265625,0.646484375,max,204.2578125,adiabatic,3495,15.31,11.66,64.4611747581568
vrf,2.5,14.033203125,0.333203125,max,204.2578125,adiabatic,3495,15.31,11.66,68.6140244307708
vrf,2.5,14.033203125,0.646484375,max,204.2578125,adiabatic,3495,15.31,11.66,70.094888070878
vrf,2.5,14.033203125,0.646484375,max,315.3515625,adiabatic,3495,15.31,11.66,68.9187407061591
vrf,2.5,14.033203125,0.646484375,min,204.2578125,adiabatic,3495,15.31,11.66,73.6082708369061
vrf,2.5,14.197265625,0.383203125,max,180.3515625,outdoors,3495,15.31,11.66,69.6547896763282
vrf,2.5,14.197265625,0.383203125,min,180.3515625,adiabatic,3495,15.31,11.66,72.6006519641907
vrf,2.5,14.197265625,0.383203125,min,180.3515625,outdoors,3495,15.31,11.66,70.6935037243049
vrf,2.5,14.197265625,0.383203125,min,69.2578125,outdoors,3495,15.31,11.66,70.4876211452577
vrf,2.5,14.197265625,0.496484375,min,180.3515625,outdoors,3495,15.31,11.66,70.9906596612591
vrf,2.5,15.072265625,0.658203125,min,67.8515625,outdoors,3495,15.31,11.66,73.8524873452718
vrf,2.5,15.072265625,0.671484375,min,316.7578125,adiabatic,3495,15.31,11.66,75.8047784427957
vrf,2.5,15.509765625,0.320703125,max,11.6015625,adiabatic,3495,15.31,11.66,72.7229498950745
vrf,2.5,15.509765625,0.320703125,max,11.6015625,outdoors,3495,15.31,11.66,73.7806621278619
vrf,2.5,15.509765625,0.320703125,max,13.0078125,adiabatic,3495,15.31,11.66,72.7262069270826
vrf,2.5,15.509765625,0.383984375,max,11.6015625,adiabatic,3495,15.31,11.66,72.8553634757304
vrf,2.5,15.783203125,0.483203125,min,159.2578125,adiabatic,3495,15.31,11.66,78.7062950675924
vrf,2.5,15.783203125,0.596484375,max,159.2578125,adiabatic,3495,15.31,11.66,75.7762281126313
vrf,2.5,15.783203125,0.596484375,min,159.2578125,adiabatic,3495,15.31,11.66,79.2916717184453
vrf,2.5,15.783203125,0.596484375,min,159.2578125,outdoors,3495,15.31,11.66,76.5981895968088
vrf,2.5,15.783203125,0.596484375,min,90.3515625,adiabatic,3495,15.31,11.66,78.4249514546691
vrf,2.5,16.220703125,0.320703125,max,11.6015625,adiabatic,3495,15.31,11.66,75.2290820925699
vrf,2.5,16.220703125,0.383984375,max,13.0078125,outdoors,3495,15.31,11.66,76.1712520225092
vrf,2.5,16.822265625,0.508203125,max,202.8515625,adiabatic,3495,15.31,11.66,79.352938173021
vrf,2.5,16.822265625,0.521484375,max,1.7578125,adiabatic,3495,15.31,11.66,77.8598181560019
vrf,2.5,17.259765625,0.570703125,min,326.6015625,adiabatic,3495,15.31,11.66,83.1848348391415
vrf,2.5,17.970703125,0.533984375,max,238.0078125,outdoors,3495,15.31,11.66,82.2478809811232
vrf,2.5,18.408203125,0.658203125,min,316.7578125,adiabatic,3495,15.31,11.66,87.7750891744035
vrf,2.5,18.408203125,0.671484375,min,316.7578125,adiabatic,3495,15.31,11.66,87.8146890759033
vrf,2.5,18.408203125,0.671484375,min,316.7578125,outdoors,3495,15.31,11.66,85.0614248530791
vrf,2.5,18.408203125,0.671484375,min,67.8515625,adiabatic,3495,15.31,11.66,87.7766691372103
vrf,2.5,19.283203125,0.383203125,min,180.3515625,outdoors,3495,15.31,11.66,87.8560050929932
vrf,2.5,20.158203125,0.508203125,max,1.7578125,adiabatic,3495,15.31,11.66,89.662988771845
vrf,2.5,20.158203125,0.521484375,max,1.7578125,adiabatic,3495,15.31,11.66,89.7034767081896
vrf,2.5,20.158203125,0.521484375,max,202.8515625,adiabatic,3495,15.31,11.66,91.3462857318254
vrf,2.5,20.322265625,0.408203125,max,271.7578125,outdoors,3495,15.31,11.66,89.6852934202919
vrf,2.5,20.322265625,0.408203125,max,292.8515625,outdoors,3495,15.31,11.66,89.7037570764945
vrf,2.5,20.322265625,0.621484375,max,271.7578125,outdoors,3495,15.31,11.66,90.0519279975534
vrf,2.5,20.322265625,0.621484375,max,292.8515625,outdoors,3495,15.31,11.66,90.0259894212945
vrf,2.5,20.759765625,0.633984375,max,56.6015625,adiabatic,3495,15.31,11.66,92.5205753279186
vrf,2.5,20.759765625,0.670703125,max,148.0078125,adiabatic,3495,15.31,11.66,93.7055470212335
vrf,2.5,20.759765625,0.670703125,max,56.6015625,adiabatic,3495,15.31,11.66,92.6189044965335
vrf,2.5,21.197265625,0.696484375,min,249.2578125,outdoors,3495,15.31,11.66,94.8691079577137
vrf,2.5,21.470703125,0.633984375,max,148.0078125,adiabatic,3495,15.31,11.66,96.1117274431668
vrf,2.5,21.470703125,0.670703125,max,56.6015625,adiabatic,3495,15.31,11.66,95.151859577404
vrf,2.5,22.947265625,0.546484375,max,114.2578125,outdoors,3495,15.31,11.66,98.9270890035723
vrf,2.5,22.947265625,0.546484375,min,225.3515625,outdoors,3495,15.31,11.66,100.596965545846
vrf,2.5,22.947265625,0.633203125,max,225.3515625,outdoors,3495,15.31,11.66,99.0068037945046
vrf,2.5,22.947265625,0.633203125,min,114.2578125,outdoors,3495,15.31,11.66,100.654557117531
vrf,2.5,22.947265625,0.633203125,min,225.3515625,outdoors,3495,15.31,11.66,100.793676988964
vrf,2.5,23.658203125,0.408203125,max,271.7578125,outdoors,3495,15.31,11.66,100.786698879624
vrf,2.5,23.658203125,0.408203125,max,292.8515625,outdoors,3495,15.31,11.66,100.798324732965
vrf,2.5,23.658203125,0.621484375,max,271.7578125,outdoors,3495,15.31,11.66,101.158853226006
vrf,2.5,23.658203125,0.621484375,max,292.8515625,outdoors,3495,15.31,11.66,101.1277224678
vrf,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,3495,15.31,11.66,54.0382362203312
vrf,3.7,10.259765625,0.370703125,max,238.0078125,outdoors,3495,15.31,11.66,53.9321037733369
vrf,3.7,10.259765625,0.533984375,max,146.6015625,outdoors,3495,15.31,11.66,54.3074929283941
vrf,3.7,10.970703125,0.333984375,min,326.6015625,adiabatic,3495,15.31,11.66,59.8934574637224
vrf,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,3495,15.31,11.66,59.9231810928854
vrf,3.7,10.970703125,0.570703125,min,58.0078125,adiabatic,3495,15.31,11.66,60.8797796109958
vrf,3.7,11.408203125,0.458203125,max,247.8515625,adiabatic,3495,15.31,11.66,59.9736851204975
vrf,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,3495,15.31,11.66,57.9555005279002
vrf,3.7,12.283203125,0.696484375,min,249.2578125,outdoors,3495,15.31,11.66,62.7174542782966
vrf,3.7,12.447265625,0.333203125,max,315.3515625,adiabatic,3495,15.31,11.66,62.5872716628934
vrf,3.7,12.447265625,0.333203125,min,204.2578125,adiabatic,3495,15.31,11.66,66.2907303449384
vrf,3.7,12.447265625,0.333203125,min,315.3515625,adiabatic,3495,15.31,11.66,65.3846816731723
vrf,3.7,12.447265625,0.646484375,min,315.3515625,adiabatic,3495,15.31,11.66,66.6673040721759
vrf,3.7,12.720703125,0.483984375,max,101.6015625,adiabatic,3495,15.31,11.66,64.2481421198655
vrf,3.7,12.720703125,0.483984375,max,283.0078125,adiabatic,3495,15.31,11.66,64.4186813289647
vrf,3.7,12.720703125,0.483984375,max,283.0078125,outdoors,3495,15.31,11.66,62.1319769247537
vrf,3.7,12.720703125,0.620703125,max,101.6015625,outdoors,3495,15.31,11.66,62.445968428775
vrf,3.7,12.720703125,0.620703125,max,283.0078125,adiabatic,3495,15.31,11.66,64.9964022752234
vrf,3.7,13.759765625,0.433984375,min,328.0078125,outdoors,3495,15.31,11.66,66.562021942921
vrf,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,3495,15.31,11.66,67.1095168478252
vrf,3.7,14.033203125,0.333203125,min,315.3515625,adiabatic,3495,15.31,11.66,71.154782325923
vrf,3.7,14.033203125,0.646484375,max,204.2578125,adiabatic,3495,15.31,11.66,70.2506234325369
vrf,3.7,14.197265625,0.383203125,min,180.3515625,outdoors,3495,15.31,11.66,68.3404599274665
vrf,3.7,14.470703125,0.433984375,min,236.6015625,outdoors,3495,15.31,11.66,69.4101649625575
vrf,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,3495,15.31,11.66,68.9988456696355
vrf,3.7,14.470703125,0.470703125,min,328.0078125,outdoors,3495,15.31,11.66,69.0901478236813
vrf,3.7,15.509765625,0.320703125,max,11.6015625,adiabatic,3495,15.31,11.66,73.0333425198338
vrf,3.7,15.509765625,0.383984375,max,13.0078125,outdoors,3495,15.31,11.66,71.0756119774428
vrf,3.7,16.220703125,0.320703125,max,13.0078125,outdoors,3495,15.31,11.66,73.3730019747472
vrf,3.7,16.220703125,0.383984375,max,11.6015625,outdoors,3495,15.31,11.66,73.4303687584808
vrf,3.7,16.220703125,0.383984375,max,13.0078125,adiabatic,3495,15.31,11.66,75.6901685168432
vrf,3.7,16.220703125,0.383984375,max,13.0078125,outdoors,3495,15.31,11.66,73.4336789879559
vrf,3.7,16.822265625,0.508203125,max,1.7578125,adiabatic,3495,15.31,11.66,78.1698424537312
vrf,3.7,16.822265625,0.508203125,max,202.8515625,adiabatic,3495,15.31,11.66,79.4995787241744
vrf,3.7,16.822265625,0.521484375,max,202.8515625,adiabatic,3495,15.31,11.66,79.5770421444734
vrf,3.7,17.259765625,0.333984375,min,58.0078125,adiabatic,3495,15.31,11.66,82.7570440699237
vrf,3.7,17.697265625,0.396484375,min,270.3515625,adiabatic,3495,15.31,11.66,85.2657813900974
vrf,3.7,17.697265625,0.683203125,max,270.3515625,adiabatic,3495,15.31,11.66,83.1057708971969
vrf,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,3495,15.31,11.66,86.6140615115815
vrf,3.7,17.697265625,0.683203125,min,270.3515625,outdoors,3495,15.31,11.66,81.1931733387717
vrf,3.7,17.697265625,0.683203125,min,339.2578125,adiabatic,3495,15.31,11.66,85.3923000948558
vrf,3.7,17.970703125,0.370703125,max,146.6015625,outdoors,3495,15.31,11.66,79.5255385948459
vrf,3.7,19.009765625,0.483984375,max,101.6015625,outdoors,3495,15.31,11.66,83.1601427943
vrf,3.7,19.009765625,0.483984375,max,283.0078125,adiabatic,3495,15.31,11.66,86.7447570259161
vrf,3.7,19.009765625,0.620703125,max,101.6015625,adiabatic,3495,15.31,11.66,87.1084289860298
vrf,3.7,19.009765625,0.620703125,max,101.6015625,outdoors,3495,15.31,11.66,83.4294079327798
vrf,3.7,19.009765625,0.620703125,max,283.0078125,outdoors,3495,15.31,11.66,83.406618355463
vrf,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,3495,15.31,11.66,87.2963892495767
vrf,3.7,20.158203125,0.508203125,max,202.8515625,adiabatic,3495,15.31,11.66,91.4474761728382
vrf,3.7,20.158203125,0.521484375,max,1.7578125,adiabatic,3495,15.31,11.66,90.1087702289208
vrf,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,3495,15.31,11.66,94.0080309298844
vrf,3.7,22.072265625,0.458203125,max,136.7578125,adiabatic,3495,15.31,11.66,97.6419849011047
vrf,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,3495,15.31,11.66,97.9424565962882
vrf,3.7,22.072265625,0.458203125,max,247.8515625,outdoors,3495,15.31,11.66,93.5046975482907
vrf,3.7,22.072265625,0.471484375,max,247.8515625,adiabatic,3495,15.31,11.66,98.0203125173801
vrf,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,3495,15.31,11.66,95.5192444806723
vrf,3.7,22.783203125,0.683203125,min,270.3515625,adiabatic,3495,15.31,11.66,104.648873186002
split,2.5,10.259765625,0.533984375,max,238.0078125,outdoors,14172,19.57,13.85,86.8688712944902
split,2.5,10.697265625,0.483203125,max,159.2578125,outdoors,14172,19.57,13.85,87.7908951997774
split,2.5,10.697265625,0.483203125,max,90.3515625,adiabatic,14172,19.57,13.85,80.4609770007219
split,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,14172,19.57,13.85,86.1509065720015
split,2.5,10.697265625,0.483203125,min,90.3515625,outdoors,14172,19.57,13.85,84.2722664227267
split,2.5,10.697265625,0.596484375,max,90.3515625,outdoors,14172,19.57,13.85,86.334324003797
split,2.5,10.970703125,0.570703125,min,326.6015625,adiabatic,14172,19.57,13.85,82.6617747115406
split,2.5,12.009765625,0.420703125,min,103.0078125,adiabatic,14172,19.57,13.85,85.6854650152249
split,2.5,12.009765625,0.420703125,min,281.6015625,adiabatic,14172,19.57,13.85,86.3137154889314
split,2.5,12.009765625,0.420703125,min,281.6015625,outdoors,14172,19.57,13.85,90.7549738048678
split,2.5,12.009765625,0.683984375,min,103.0078125,outdoors,14172,19.57,13.85,89.506256866426
split,2.5,12.009765625,0.683984375,min,281.6015625,adiabatic,14172,19.57,13.85,87.85669670875
split,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,14172,19.57,13.85,92.6833093665188
split,2.5,13.158203125,0.308203125,min,22.8515625,outdoors,14172,19.57,13.85,93.5179819267127
split,2.5,13.158203125,0.321484375,min,181.7578125,outdoors,14172,19.57,13.85,94.6105232289073
split,2.5,14.197265625,0.383203125,min,180.3515625,outdoors,14172,19.57,13.85,98.5874150141585
split,2.5,15.072265625,0.658203125,min,316.7578125,outdoors,14172,19.57,13.85,102.369181862183
split,2.5,15.072265625,0.658203125,min,67.8515625,adiabatic,14172,19.57,13.85,97.7975357826481
split,2.5,15.072265625,0.658203125,min,67.8515625,outdoors,14172,19.57,13.85,99.9274643911759
split,2.5,15.072265625,0.671484375,min,67.8515625,outdoors,14172,19.57,13.85,99.946605413719
