hvac,envelope,lights,shgc,afn,azimuth,boundaries,ghr,targ
split,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,3495,83.7731212009855
split,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,3495,81.8783378244212
split,3.7,11.408203125,0.458203125,max,136.7578125,outdoors,3495,87.0358982322491
split,3.7,11.408203125,0.471484375,max,136.7578125,adiabatic,3495,83.8572927277675
split,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,3495,87.0090138977937
split,3.7,11.408203125,0.471484375,max,247.8515625,outdoors,3495,86.8098195695707
split,3.7,12.283203125,0.583203125,max,0.3515625,adiabatic,3495,86.6967664778873
split,3.7,13.158203125,0.308203125,min,181.7578125,outdoors,3495,90.0372987670537
split,3.7,13.158203125,0.321484375,min,181.7578125,outdoors,3495,90.0618102454947
split,3.7,13.158203125,0.321484375,min,22.8515625,outdoors,3495,89.8971378696517
split,3.7,13.322265625,0.421484375,min,112.8515625,adiabatic,3495,91.3251602247816
split,3.7,13.322265625,0.421484375,min,91.7578125,adiabatic,3495,91.0464573792144
split,3.7,13.322265625,0.608203125,min,112.8515625,adiabatic,3495,92.4454190289471
split,3.7,13.322265625,0.608203125,min,91.7578125,adiabatic,3495,92.0765888027215
split,3.7,13.759765625,0.433984375,min,236.6015625,outdoors,3495,92.0385626073984
split,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,3495,92.1380083257653
split,3.7,13.759765625,0.470703125,min,328.0078125,outdoors,3495,92.5077407307816
split,3.7,14.197265625,0.496484375,max,69.2578125,adiabatic,3495,92.9735141672452
split,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,3495,94.7962112264692
split,3.7,14.470703125,0.470703125,min,236.6015625,outdoors,3495,94.5668851431131
split,3.7,15.947265625,0.346484375,max,45.3515625,adiabatic,3495,98.3568235485144
split,3.7,15.947265625,0.346484375,min,294.2578125,adiabatic,3495,100.842407534681
split,3.7,15.947265625,0.433203125,max,294.2578125,adiabatic,3495,99.3167275421303
split,3.7,15.947265625,0.433203125,max,45.3515625,adiabatic,3495,98.5647466909824
split,3.7,15.947265625,0.433203125,min,45.3515625,adiabatic,3495,100.323416782299
split,3.7,16.658203125,0.421484375,min,112.8515625,adiabatic,3495,103.60575437183
split,3.7,16.658203125,0.421484375,min,91.7578125,adiabatic,3495,103.300771257418
split,3.7,16.658203125,0.608203125,min,112.8515625,adiabatic,3495,104.752531563969
split,3.7,16.658203125,0.608203125,min,91.7578125,adiabatic,3495,104.366365227008
split,3.7,17.259765625,0.570703125,min,326.6015625,adiabatic,3495,106.64535273552
split,3.7,17.533203125,0.346484375,max,294.2578125,adiabatic,3495,104.4744038246
split,3.7,17.533203125,0.346484375,min,294.2578125,adiabatic,3495,106.754898503807
split,3.7,17.533203125,0.346484375,min,45.3515625,adiabatic,3495,105.839987702966
split,3.7,17.533203125,0.433203125,max,45.3515625,adiabatic,3495,103.960397130727
split,3.7,17.533203125,0.433203125,min,294.2578125,adiabatic,3495,107.181510473735
split,3.7,17.697265625,0.396484375,max,339.2578125,outdoors,3495,107.12586933848
split,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,3495,109.898405111595
split,3.7,17.970703125,0.533984375,max,238.0078125,outdoors,3495,107.403800045971
split,3.7,19.283203125,0.383203125,max,69.2578125,adiabatic,3495,109.943445049083
split,3.7,19.283203125,0.496484375,max,180.3515625,adiabatic,3495,111.541984076608
split,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,3495,110.378344598943
split,3.7,19.283203125,0.496484375,max,69.2578125,outdoors,3495,111.303886730983
split,3.7,19.283203125,0.496484375,min,69.2578125,adiabatic,3495,113.174985679804
split,3.7,19.447265625,0.446484375,min,24.2578125,outdoors,3495,111.057754575067
split,3.7,19.447265625,0.533203125,max,135.3515625,outdoors,3495,112.084821220463
split,3.7,21.033203125,0.446484375,max,24.2578125,outdoors,3495,117.272114802099
split,3.7,21.033203125,0.446484375,min,135.3515625,outdoors,3495,116.768544479116
split,3.7,21.033203125,0.446484375,min,24.2578125,outdoors,3495,116.465417632062
split,3.7,21.033203125,0.533203125,min,24.2578125,outdoors,3495,116.654057690527
split,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,3495,117.304418051358
split,3.7,21.197265625,0.583203125,max,0.3515625,outdoors,3495,118.107125488396
split,3.7,21.197265625,0.583203125,max,249.2578125,adiabatic,3495,119.060078092497
split,3.7,21.197265625,0.583203125,min,0.3515625,adiabatic,3495,120.988367452516
split,3.7,21.197265625,0.696484375,max,0.3515625,adiabatic,3495,117.65603299037
split,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,3495,121.360567948939
split,3.7,22.072265625,0.471484375,max,136.7578125,outdoors,3495,120.480303028725
split,3.7,22.509765625,0.520703125,min,191.6015625,adiabatic,3495,128.0219250738
split,3.7,22.509765625,0.520703125,min,191.6015625,outdoors,3495,122.974953933664
split,3.7,22.509765625,0.520703125,min,193.0078125,outdoors,3495,122.973962018699
split,3.7,22.509765625,0.583984375,min,191.6015625,outdoors,3495,123.299388389726
split,3.7,22.783203125,0.396484375,max,270.3515625,outdoors,3495,122.80759243918
split,3.7,22.783203125,0.396484375,max,339.2578125,adiabatic,3495,122.366840366072
split,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,3495,123.100048863736
split,3.7,22.783203125,0.396484375,min,339.2578125,outdoors,3495,122.913556699587
split,3.7,22.783203125,0.683203125,max,339.2578125,outdoors,3495,123.388103758825
split,3.7,23.220703125,0.520703125,min,191.6015625,outdoors,3495,125.48726627484
split,3.7,23.220703125,0.583984375,min,193.0078125,adiabatic,3495,131.269568490499
split,3.7,23.822265625,0.308203125,min,22.8515625,outdoors,3495,125.84225711102
split,3.7,23.822265625,0.321484375,min,181.7578125,outdoors,3495,126.651654888834
vrf,2.5,10.259765625,0.370703125,max,146.6015625,outdoors,3495,65.6540545901861
vrf,2.5,10.533203125,0.546484375,max,114.2578125,outdoors,3495,66.7336644405579
vrf,2.5,10.533203125,0.546484375,max,225.3515625,outdoors,3495,66.620078824509
vrf,2.5,10.533203125,0.546484375,min,114.2578125,outdoors,3495,67.4771571801017
vrf,2.5,10.533203125,0.633203125,max,114.2578125,outdoors,3495,66.8236592463656
vrf,2.5,10.533203125,0.633203125,min,225.3515625,outdoors,3495,67.7036590627498
vrf,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,3495,67.0776059907476
vrf,2.5,10.697265625,0.596484375,min,159.2578125,adiabatic,3495,69.7154961169345
vrf,2.5,10.970703125,0.333984375,min,58.0078125,adiabatic,3495,68.3013838811872
vrf,2.5,12.283203125,0.583203125,min,249.2578125,outdoors,3495,73.3547817215248
vrf,2.5,12.283203125,0.696484375,max,249.2578125,outdoors,3495,72.4618368030998
vrf,2.5,12.283203125,0.696484375,min,0.3515625,outdoors,3495,73.1181758787614
vrf,2.5,12.283203125,0.696484375,min,249.2578125,adiabatic,3495,76.0928139899196
vrf,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,3495,73.5705961586631
vrf,2.5,12.447265625,0.333203125,min,315.3515625,adiabatic,3495,73.7845065714786
vrf,2.5,12.447265625,0.646484375,max,204.2578125,adiabatic,3495,73.2365080914901
vrf,2.5,14.033203125,0.333203125,max,204.2578125,adiabatic,3495,77.3893577641041
vrf,2.5,14.033203125,0.646484375,max,204.2578125,adiabatic,3495,78.8702214042113
vrf,2.5,14.033203125,0.646484375,max,315.3515625,adiabatic,3495,77.6940740394925
vrf,2.5,14.033203125,0.646484375,min,204.2578125,adiabatic,3495,82.3836041702394
vrf,2.5,14.197265625,0.383203125,max,180.3515625,outdoors,3495,78.4301230096616
vrf,2.5,14.197265625,0.383203125,min,180.3515625,adiabatic,3495,81.3759852975241
vrf,2.5,14.197265625,0.383203125,min,180.3515625,outdoors,3495,79.4688370576382
vrf,2.5,14.197265625,0.383203125,min,69.2578125,outdoors,3495,79.262954478591
vrf,2.5,14.197265625,0.496484375,min,180.3515625,outdoors,3495,79.7659929945925
vrf,2.5,15.072265625,0.658203125,min,67.8515625,outdoors,3495,82.6278206786051
vrf,2.5,15.072265625,0.671484375,min,316.7578125,adiabatic,3495,84.580111776129
vrf,2.5,15.509765625,0.320703125,max,11.6015625,adiabatic,3495,81.4982832284078
vrf,2.5,15.509765625,0.320703125,max,11.6015625,outdoors,3495,82.5559954611952
vrf,2.5,15.509765625,0.320703125,max,13.0078125,adiabatic,3495,81.5015402604159
vrf,2.5,15.509765625,0.383984375,max,11.6015625,adiabatic,3495,81.6306968090637
vrf,2.5,15.783203125,0.483203125,min,159.2578125,adiabatic,3495,87.4816284009258
vrf,2.5,15.783203125,0.596484375,max,159.2578125,adiabatic,3495,84.5515614459646
vrf,2.5,15.783203125,0.596484375,min,159.2578125,adiabatic,3495,88.0670050517786
vrf,2.5,15.783203125,0.596484375,min,159.2578125,outdoors,3495,85.3735229301421
vrf,2.5,15.783203125,0.596484375,min,90.3515625,adiabatic,3495,87.2002847880024
vrf,2.5,16.220703125,0.320703125,max,11.6015625,adiabatic,3495,84.0044154259033
vrf,2.5,16.220703125,0.383984375,max,13.0078125,outdoors,3495,84.9465853558426
vrf,2.5,16.822265625,0.508203125,max,202.8515625,adiabatic,3495,88.1282715063543
vrf,2.5,16.822265625,0.521484375,max,1.7578125,adiabatic,3495,86.6351514893352
vrf,2.5,17.259765625,0.570703125,min,326.6015625,adiabatic,3495,91.9601681724749
vrf,2.5,17.970703125,0.533984375,max,238.0078125,outdoors,3495,91.0232143144565
vrf,2.5,18.408203125,0.658203125,min,316.7578125,adiabatic,3495,96.5504225077368
vrf,2.5,18.408203125,0.671484375,min,316.7578125,adiabatic,3495,96.5900224092366
vrf,2.5,18.408203125,0.671484375,min,316.7578125,outdoors,3495,93.8367581864123
vrf,2.5,18.408203125,0.671484375,min,67.8515625,adiabatic,3495,96.5520024705436
vrf,2.5,19.283203125,0.383203125,min,180.3515625,outdoors,3495,96.6313384263265
vrf,2.5,20.158203125,0.508203125,max,1.7578125,adiabatic,3495,98.4383221051784
vrf,2.5,20.158203125,0.521484375,max,1.7578125,adiabatic,3495,98.478810041523
vrf,2.5,20.158203125,0.521484375,max,202.8515625,adiabatic,3495,100.121619065159
vrf,2.5,20.322265625,0.408203125,max,271.7578125,outdoors,3495,98.4606267536253
vrf,2.5,20.322265625,0.408203125,max,292.8515625,outdoors,3495,98.4790904098279
vrf,2.5,20.322265625,0.621484375,max,271.7578125,outdoors,3495,98.8272613308867
vrf,2.5,20.322265625,0.621484375,max,292.8515625,outdoors,3495,98.8013227546279
vrf,2.5,20.759765625,0.633984375,max,56.6015625,adiabatic,3495,101.295908661252
vrf,2.5,20.759765625,0.670703125,max,148.0078125,adiabatic,3495,102.480880354567
vrf,2.5,20.759765625,0.670703125,max,56.6015625,adiabatic,3495,101.394237829867
vrf,2.5,21.197265625,0.696484375,min,249.2578125,outdoors,3495,103.644441291047
vrf,2.5,21.470703125,0.633984375,max,148.0078125,adiabatic,3495,104.8870607765
vrf,2.5,21.470703125,0.670703125,max,56.6015625,adiabatic,3495,103.927192910737
vrf,2.5,22.947265625,0.546484375,max,114.2578125,outdoors,3495,107.702422336906
vrf,2.5,22.947265625,0.546484375,min,225.3515625,outdoors,3495,109.372298879179
vrf,2.5,22.947265625,0.633203125,max,225.3515625,outdoors,3495,107.782137127838
vrf,2.5,22.947265625,0.633203125,min,114.2578125,outdoors,3495,109.429890450864
vrf,2.5,22.947265625,0.633203125,min,225.3515625,outdoors,3495,109.569010322297
vrf,2.5,23.658203125,0.408203125,max,271.7578125,outdoors,3495,109.562032212957
vrf,2.5,23.658203125,0.408203125,max,292.8515625,outdoors,3495,109.573658066299
vrf,2.5,23.658203125,0.621484375,max,271.7578125,outdoors,3495,109.93418655934
vrf,2.5,23.658203125,0.621484375,max,292.8515625,outdoors,3495,109.903055801133
vrf,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,3495,62.8135695536646
vrf,3.7,10.259765625,0.370703125,max,238.0078125,outdoors,3495,62.7074371066702
vrf,3.7,10.259765625,0.533984375,max,146.6015625,outdoors,3495,63.0828262617274
vrf,3.7,10.970703125,0.333984375,min,326.6015625,adiabatic,3495,68.6687907970557
vrf,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,3495,68.6985144262187
vrf,3.7,10.970703125,0.570703125,min,58.0078125,adiabatic,3495,69.6551129443291
vrf,3.7,11.408203125,0.458203125,max,247.8515625,adiabatic,3495,68.7490184538309
vrf,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,3495,66.7308338612336
vrf,3.7,12.283203125,0.696484375,min,249.2578125,outdoors,3495,71.49278761163
vrf,3.7,12.447265625,0.333203125,max,315.3515625,adiabatic,3495,71.3626049962267
vrf,3.7,12.447265625,0.333203125,min,204.2578125,adiabatic,3495,75.0660636782717
vrf,3.7,12.447265625,0.333203125,min,315.3515625,adiabatic,3495,74.1600150065056
vrf,3.7,12.447265625,0.646484375,min,315.3515625,adiabatic,3495,75.4426374055092
vrf,3.7,12.720703125,0.483984375,max,101.6015625,adiabatic,3495,73.0234754531989
vrf,3.7,12.720703125,0.483984375,max,283.0078125,adiabatic,3495,73.194014662298
vrf,3.7,12.720703125,0.483984375,max,283.0078125,outdoors,3495,70.9073102580871
vrf,3.7,12.720703125,0.620703125,max,101.6015625,outdoors,3495,71.2213017621083
vrf,3.7,12.720703125,0.620703125,max,283.0078125,adiabatic,3495,73.7717356085567
vrf,3.7,13.759765625,0.433984375,min,328.0078125,outdoors,3495,75.3373552762544
vrf,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,3495,75.8848501811585
vrf,3.7,14.033203125,0.333203125,min,315.3515625,adiabatic,3495,79.9301156592563
vrf,3.7,14.033203125,0.646484375,max,204.2578125,adiabatic,3495,79.0259567658702
vrf,3.7,14.197265625,0.383203125,min,180.3515625,outdoors,3495,77.1157932607999
vrf,3.7,14.470703125,0.433984375,min,236.6015625,outdoors,3495,78.1854982958908
vrf,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,3495,77.7741790029688
vrf,3.7,14.470703125,0.470703125,min,328.0078125,outdoors,3495,77.8654811570146
vrf,3.7,15.509765625,0.320703125,max,11.6015625,adiabatic,3495,81.8086758531671
vrf,3.7,15.509765625,0.383984375,max,13.0078125,outdoors,3495,79.8509453107761
vrf,3.7,16.220703125,0.320703125,max,13.0078125,outdoors,3495,82.1483353080805
vrf,3.7,16.220703125,0.383984375,max,11.6015625,outdoors,3495,82.2057020918141
vrf,3.7,16.220703125,0.383984375,max,13.0078125,adiabatic,3495,84.4655018501765
vrf,3.7,16.220703125,0.383984375,max,13.0078125,outdoors,3495,82.2090123212892
vrf,3.7,16.822265625,0.508203125,max,1.7578125,adiabatic,3495,86.9451757870645
vrf,3.7,16.822265625,0.508203125,max,202.8515625,adiabatic,3495,88.2749120575078
vrf,3.7,16.822265625,0.521484375,max,202.8515625,adiabatic,3495,88.3523754778067
vrf,3.7,17.259765625,0.333984375,min,58.0078125,adiabatic,3495,91.5323774032571
vrf,3.7,17.697265625,0.396484375,min,270.3515625,adiabatic,3495,94.0411147234307
vrf,3.7,17.697265625,0.683203125,max,270.3515625,adiabatic,3495,91.8811042305302
vrf,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,3495,95.3893948449149
vrf,3.7,17.697265625,0.683203125,min,270.3515625,outdoors,3495,89.968506672105
vrf,3.7,17.697265625,0.683203125,min,339.2578125,adiabatic,3495,94.1676334281891
vrf,3.7,17.970703125,0.370703125,max,146.6015625,outdoors,3495,88.3008719281791
vrf,3.7,19.009765625,0.483984375,max,101.6015625,outdoors,3495,91.9354761276333
vrf,3.7,19.009765625,0.483984375,max,283.0078125,adiabatic,3495,95.5200903592495
vrf,3.7,19.009765625,0.620703125,max,101.6015625,adiabatic,3495,95.8837623193631
vrf,3.7,19.009765625,0.620703125,max,101.6015625,outdoors,3495,92.2047412661131
vrf,3.7,19.009765625,0.620703125,max,283.0078125,outdoors,3495,92.1819516887962
vrf,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,3495,96.07172258291
vrf,3.7,20.158203125,0.508203125,max,202.8515625,adiabatic,3495,100.222809506172
vrf,3.7,20.158203125,0.521484375,max,1.7578125,adiabatic,3495,98.8841035622541
vrf,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,3495,102.783364263218
vrf,3.7,22.072265625,0.458203125,max,136.7578125,adiabatic,3495,106.417318234438
vrf,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,3495,106.717789929622
vrf,3.7,22.072265625,0.458203125,max,247.8515625,outdoors,3495,102.280030881624
vrf,3.7,22.072265625,0.471484375,max,247.8515625,adiabatic,3495,106.795645850713
vrf,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,3495,104.294577814006
vrf,3.7,22.783203125,0.683203125,min,270.3515625,adiabatic,3495,113.424206519335
split,2.5,10.259765625,0.533984375,max,238.0078125,outdoors,14172,95.6462046278235
split,2.5,10.697265625,0.483203125,max,159.2578125,outdoors,14172,96.5682285331107
split,2.5,10.697265625,0.483203125,max,90.3515625,adiabatic,14172,89.2383103340552
split,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,14172,94.9282399053348
split,2.5,10.697265625,0.483203125,min,90.3515625,outdoors,14172,93.04959975606
split,2.5,10.697265625,0.596484375,max,90.3515625,outdoors,14172,95.1116573371303
split,2.5,10.970703125,0.570703125,min,326.6015625,adiabatic,14172,91.439108044874
split,2.5,12.009765625,0.420703125,min,103.0078125,adiabatic,14172,94.4627983485583
split,2.5,12.009765625,0.420703125,min,281.6015625,adiabatic,14172,95.0910488222647
split,2.5,12.009765625,0.420703125,min,281.6015625,outdoors,14172,99.5323071382012
split,2.5,12.009765625,0.683984375,min,103.0078125,outdoors,14172,98.2835901997593
split,2.5,12.009765625,0.683984375,min,281.6015625,adiabatic,14172,96.6340300420834
split,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,14172,101.460642699852
split,2.5,13.158203125,0.308203125,min,22.8515625,outdoors,14172,102.295315260046
split,2.5,13.158203125,0.321484375,min,181.7578125,outdoors,14172,103.387856562241
split,2.5,14.197265625,0.383203125,min,180.3515625,outdoors,14172,107.364748347492
split,2.5,15.072265625,0.658203125,min,316.7578125,outdoors,14172,111.146515195516
split,2.5,15.072265625,0.658203125,min,67.8515625,adiabatic,14172,106.574869115981
split,2.5,15.072265625,0.658203125,min,67.8515625,outdoors,14172,108.704797724509
split,2.5,15.072265625,0.671484375,min,67.8515625,outdoors,14172,108.723938747052
split,2.5,15.783203125,0.483203125,max,90.3515625,outdoors,14172,112.215142155873
split,2.5,15.783203125,0.596484375,min,159.2578125,adiabatic,14172,111.133421258482
split,2.5,17.259765625,0.333984375,min,326.6015625,adiabatic,14172,114.043539450179
split,2.5,17.259765625,0.570703125,min,326.6015625,adiabatic,14172,115.237570507125
split,2.5,17.259765625,0.570703125,min,58.0078125,adiabatic,14172,114.337399564564
split,2.5,17.970703125,0.370703125,max,238.0078125,outdoors,14172,121.332734274326
split,2.5,17.970703125,0.533984375,max,146.6015625,outdoors,14172,121.176986716569
split,2.5,17.970703125,0.533984375,max,238.0078125,outdoors,14172,122.09754293951
split,2.5,18.408203125,0.658203125,min,67.8515625,outdoors,14172,120.523127067373
split,2.5,18.408203125,0.671484375,min,316.7578125,adiabatic,14172,120.210206881528
split,2.5,19.283203125,0.496484375,max,69.2578125,adiabatic,14172,120.400762323792
split,2.5,19.447265625,0.446484375,max,135.3515625,outdoors,14172,125.639169294518
split,2.5,19.447265625,0.533203125,max,135.3515625,outdoors,14172,125.920385733049
split,2.5,19.447265625,0.533203125,max,24.2578125,outdoors,14172,125.772800184055
split,2.5,19.447265625,0.533203125,min,135.3515625,outdoors,14172,125.22689058676
split,2.5,19.720703125,0.420703125,min,103.0078125,outdoors,14172,124.991195180882
split,2.5,19.720703125,0.420703125,min,281.6015625,adiabatic,14172,124.381218346226
split,2.5,19.720703125,0.683984375,min,103.0078125,adiabatic,14172,124.787399591028
split,2.5,19.720703125,0.683984375,min,103.0078125,outdoors,14172,125.557492352985
split,2.5,19.720703125,0.683984375,min,281.6015625,outdoors,14172,127.858317882147
split,2.5,20.759765625,0.633984375,max,148.0078125,adiabatic,14172,128.11025565309
split,2.5,20.759765625,0.670703125,max,56.6015625,adiabatic,14172,126.4866934681
split,2.5,21.033203125,0.446484375,min,24.2578125,outdoors,14172,130.516355167516
split,2.5,21.033203125,0.533203125,max,135.3515625,outdoors,14172,131.403556548507
split,2.5,21.197265625,0.583203125,max,0.3515625,adiabatic,14172,127.982877320754
split,2.5,21.470703125,0.633984375,max,148.0078125,adiabatic,14172,130.756285168159
split,2.5,21.470703125,0.633984375,max,56.6015625,adiabatic,14172,128.981311481535
split,2.5,21.470703125,0.670703125,max,148.0078125,adiabatic,14172,130.945035971665
split,2.5,22.509765625,0.520703125,min,191.6015625,outdoors,14172,138.031015450653
split,2.5,22.509765625,0.583984375,min,193.0078125,adiabatic,14172,137.444125868429
split,2.5,23.220703125,0.520703125,min,193.0078125,adiabatic,14172,139.634133920884
split,2.5,23.220703125,0.583984375,min,191.6015625,adiabatic,14172,140.123400927761
split,2.5,23.220703125,0.583984375,min,193.0078125,adiabatic,14172,140.134630686399
split,2.5,23.220703125,0.583984375,min,193.0078125,outdoors,14172,140.985107441123
split,2.5,23.822265625,0.308203125,min,181.7578125,outdoors,14172,141.382565991537
split,2.5,23.822265625,0.308203125,min,22.8515625,outdoors,14172,140.323051221116
split,2.5,23.822265625,0.321484375,min,22.8515625,outdoors,14172,140.349012970435
split,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,14172,88.4613768871799
split,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,14172,89.8447566298754
split,3.7,11.408203125,0.458203125,max,136.7578125,outdoors,14172,92.5157216255398
split,3.7,11.408203125,0.471484375,max,136.7578125,adiabatic,14172,92.4302698844388
split,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,14172,92.5689706141846
split,3.7,11.408203125,0.471484375,max,247.8515625,outdoors,14172,93.1743083327726
split,3.7,12.283203125,0.583203125,max,0.3515625,adiabatic,14172,95.2911873418746
split,3.7,13.158203125,0.308203125,min,181.7578125,outdoors,14172,97.9539591812351
split,3.7,13.158203125,0.321484375,min,181.7578125,outdoors,14172,98.0103577559314
split,3.7,13.158203125,0.321484375,min,22.8515625,outdoors,14172,96.9702238095809
split,3.7,13.322265625,0.421484375,min,112.8515625,adiabatic,14172,99.6745105700838
split,3.7,13.322265625,0.421484375,min,91.7578125,adiabatic,14172,99.3569104371348
split,3.7,13.322265625,0.608203125,min,112.8515625,adiabatic,14172,100.797951838072
split,3.7,13.322265625,0.608203125,min,91.7578125,adiabatic,14172,100.3876890904
split,3.7,13.759765625,0.433984375,min,236.6015625,outdoors,14172,100.499836122626
split,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,14172,100.678649127471
