hvac,envelope,lights,shgc,afn,azimuth,boundaries,ghr,targ
split,3.7,13.759765625,0.470703125,min,328.0078125,outdoors,14172,100.242896771033
split,3.7,14.197265625,0.496484375,max,69.2578125,adiabatic,14172,101.879535295138
split,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,14172,102.653478894042
split,3.7,14.470703125,0.470703125,min,236.6015625,outdoors,14172,103.256856447295
split,3.7,15.947265625,0.346484375,max,45.3515625,adiabatic,14172,107.536307994224
split,3.7,15.947265625,0.346484375,min,294.2578125,adiabatic,14172,109.631060223229
split,3.7,15.947265625,0.433203125,max,294.2578125,adiabatic,14172,109.010854725798
split,3.7,15.947265625,0.433203125,max,45.3515625,adiabatic,14172,107.853860115356
split,3.7,15.947265625,0.433203125,min,45.3515625,adiabatic,14172,108.992361955508
split,3.7,16.658203125,0.421484375,min,112.8515625,adiabatic,14172,112.245878964127
split,3.7,16.658203125,0.421484375,min,91.7578125,adiabatic,14172,111.916633574035
split,3.7,16.658203125,0.608203125,min,112.8515625,adiabatic,14172,113.355759335793
split,3.7,16.658203125,0.608203125,min,91.7578125,adiabatic,14172,112.938696599751
split,3.7,17.259765625,0.570703125,min,326.6015625,adiabatic,14172,115.650917785235
split,3.7,17.533203125,0.346484375,max,294.2578125,adiabatic,14172,114.505930527652
split,3.7,17.533203125,0.346484375,min,294.2578125,adiabatic,14172,115.669548026833
split,3.7,17.533203125,0.346484375,min,45.3515625,adiabatic,14172,114.668060269079
split,3.7,17.533203125,0.433203125,max,45.3515625,adiabatic,14172,113.703360445133
split,3.7,17.533203125,0.433203125,min,294.2578125,adiabatic,14172,116.06195823311
split,3.7,17.697265625,0.396484375,max,339.2578125,outdoors,14172,114.321844093594
split,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,14172,118.51212583425
split,3.7,17.970703125,0.533984375,max,238.0078125,outdoors,14172,116.576298210524
split,3.7,19.283203125,0.383203125,max,69.2578125,adiabatic,14172,120.044533726461
split,3.7,19.283203125,0.496484375,max,180.3515625,adiabatic,14172,122.674756042943
split,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,14172,120.599347974135
split,3.7,19.283203125,0.496484375,max,69.2578125,outdoors,14172,119.240691809372
split,3.7,19.283203125,0.496484375,min,69.2578125,adiabatic,14172,121.951426733073
split,3.7,19.447265625,0.446484375,min,24.2578125,outdoors,14172,119.946565778277
split,3.7,19.447265625,0.533203125,max,135.3515625,outdoors,14172,120.708469248144
split,3.7,21.033203125,0.446484375,max,24.2578125,outdoors,14172,125.722571845589
split,3.7,21.033203125,0.446484375,min,135.3515625,outdoors,14172,125.871924357534
split,3.7,21.033203125,0.446484375,min,24.2578125,outdoors,14172,125.697718298572
split,3.7,21.033203125,0.533203125,min,24.2578125,outdoors,14172,125.965709634341
split,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,14172,128.382173642919
split,3.7,21.197265625,0.583203125,max,0.3515625,outdoors,14172,127.054303759459
split,3.7,21.197265625,0.583203125,max,249.2578125,adiabatic,14172,130.264658814339
split,3.7,21.197265625,0.583203125,min,0.3515625,adiabatic,14172,130.243323733785
split,3.7,21.197265625,0.696484375,max,0.3515625,adiabatic,14172,128.812705256405
split,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,14172,132.685002270886
split,3.7,22.072265625,0.471484375,max,136.7578125,outdoors,14172,129.687411752721
split,3.7,22.509765625,0.520703125,min,191.6015625,adiabatic,14172,137.188511682081
split,3.7,22.509765625,0.520703125,min,191.6015625,outdoors,14172,133.102683489613
split,3.7,22.509765625,0.520703125,min,193.0078125,outdoors,14172,133.110448853483
split,3.7,22.509765625,0.583984375,min,191.6015625,outdoors,14172,133.482106229922
split,3.7,22.783203125,0.396484375,max,270.3515625,outdoors,14172,132.674033918726
split,3.7,22.783203125,0.396484375,max,339.2578125,adiabatic,14172,133.571888468424
split,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,14172,132.198808951912
split,3.7,22.783203125,0.396484375,min,339.2578125,outdoors,14172,132.619550761093
split,3.7,22.783203125,0.683203125,max,339.2578125,outdoors,14172,133.090040154425
split,3.7,23.220703125,0.520703125,min,191.6015625,outdoors,14172,135.689947272467
split,3.7,23.220703125,0.583984375,min,193.0078125,adiabatic,14172,140.430307447906
split,3.7,23.822265625,0.308203125,min,22.8515625,outdoors,14172,135.498379811852
split,3.7,23.822265625,0.321484375,min,181.7578125,outdoors,14172,136.691525576562
vrf,2.5,10.259765625,0.370703125,max,146.6015625,outdoors,14172,70.9033905088543
vrf,2.5,10.533203125,0.546484375,max,114.2578125,outdoors,14172,72.0829485572312
vrf,2.5,10.533203125,0.546484375,max,225.3515625,outdoors,14172,72.1258625829533
vrf,2.5,10.533203125,0.546484375,min,114.2578125,outdoors,14172,73.0086982919393
vrf,2.5,10.533203125,0.633203125,max,114.2578125,outdoors,14172,72.2093035381819
vrf,2.5,10.533203125,0.633203125,min,225.3515625,outdoors,14172,73.3110579372874
vrf,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,14172,72.4002214630751
vrf,2.5,10.697265625,0.596484375,min,159.2578125,adiabatic,14172,74.6532485580773
vrf,2.5,10.970703125,0.333984375,min,58.0078125,adiabatic,14172,73.4942493387974
vrf,2.5,12.283203125,0.583203125,min,249.2578125,outdoors,14172,79.0957405652119
vrf,2.5,12.283203125,0.696484375,max,249.2578125,outdoors,14172,78.1549833016648
vrf,2.5,12.283203125,0.696484375,min,0.3515625,outdoors,14172,78.7839573639494
vrf,2.5,12.283203125,0.696484375,min,249.2578125,adiabatic,14172,80.7491045047278
vrf,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,14172,79.2685835283712
vrf,2.5,12.447265625,0.333203125,min,315.3515625,adiabatic,14172,78.9700251896743
vrf,2.5,12.447265625,0.646484375,max,204.2578125,adiabatic,14172,79.3499332647324
vrf,2.5,14.033203125,0.333203125,max,204.2578125,adiabatic,14172,83.6255962351274
vrf,2.5,14.033203125,0.646484375,max,204.2578125,adiabatic,14172,85.0107707324281
vrf,2.5,14.033203125,0.646484375,max,315.3515625,adiabatic,14172,83.8050064227389
vrf,2.5,14.033203125,0.646484375,min,204.2578125,adiabatic,14172,87.0043566788278
vrf,2.5,14.197265625,0.383203125,max,180.3515625,outdoors,14172,84.1230242949883
vrf,2.5,14.197265625,0.383203125,min,180.3515625,adiabatic,14172,86.3318282818612
vrf,2.5,14.197265625,0.383203125,min,180.3515625,outdoors,14172,85.2280409197426
vrf,2.5,14.197265625,0.383203125,min,69.2578125,outdoors,14172,85.0205115797795
vrf,2.5,14.197265625,0.496484375,min,180.3515625,outdoors,14172,85.5031931659748
vrf,2.5,15.072265625,0.658203125,min,67.8515625,outdoors,14172,88.4236382899942
vrf,2.5,15.072265625,0.671484375,min,316.7578125,adiabatic,14172,89.5499289772559
vrf,2.5,15.509765625,0.320703125,max,11.6015625,adiabatic,14172,87.7048340395087
vrf,2.5,15.509765625,0.320703125,max,11.6015625,outdoors,14172,88.2557851637576
vrf,2.5,15.509765625,0.320703125,max,13.0078125,adiabatic,14172,87.7073346891501
vrf,2.5,15.509765625,0.383984375,max,11.6015625,adiabatic,14172,87.8529298744196
vrf,2.5,15.783203125,0.483203125,min,159.2578125,adiabatic,14172,92.3223906688312
vrf,2.5,15.783203125,0.596484375,max,159.2578125,adiabatic,14172,90.8316924010614
vrf,2.5,15.783203125,0.596484375,min,159.2578125,adiabatic,14172,92.8185411644884
vrf,2.5,15.783203125,0.596484375,min,159.2578125,outdoors,14172,91.1077482798612
vrf,2.5,15.783203125,0.596484375,min,90.3515625,adiabatic,14172,92.1159537574648
vrf,2.5,16.220703125,0.320703125,max,11.6015625,adiabatic,14172,90.2626401969627
vrf,2.5,16.220703125,0.383984375,max,13.0078125,outdoors,14172,90.7206456587124
vrf,2.5,16.822265625,0.508203125,max,202.8515625,adiabatic,14172,94.3899591320673
vrf,2.5,16.822265625,0.521484375,max,1.7578125,adiabatic,14172,92.9839425948003
vrf,2.5,17.259765625,0.570703125,min,326.6015625,adiabatic,14172,96.9583909689365
vrf,2.5,17.970703125,0.533984375,max,238.0078125,outdoors,14172,97.1155403543604
vrf,2.5,18.408203125,0.658203125,min,316.7578125,adiabatic,14172,101.40132447426
vrf,2.5,18.408203125,0.671484375,min,316.7578125,adiabatic,14172,101.434347025785
vrf,2.5,18.408203125,0.671484375,min,316.7578125,outdoors,14172,99.7659643399245
vrf,2.5,18.408203125,0.671484375,min,67.8515625,adiabatic,14172,101.391922999684
vrf,2.5,19.283203125,0.383203125,min,180.3515625,outdoors,14172,102.535335109745
vrf,2.5,20.158203125,0.508203125,max,1.7578125,adiabatic,14172,104.858333557273
vrf,2.5,20.158203125,0.521484375,max,1.7578125,adiabatic,14172,104.886557264319
vrf,2.5,20.158203125,0.521484375,max,202.8515625,adiabatic,14172,106.231868200606
vrf,2.5,20.322265625,0.408203125,max,271.7578125,outdoors,14172,104.660192618212
vrf,2.5,20.322265625,0.408203125,max,292.8515625,outdoors,14172,104.654216537639
vrf,2.5,20.322265625,0.621484375,max,271.7578125,outdoors,14172,105.066082574123
vrf,2.5,20.322265625,0.621484375,max,292.8515625,outdoors,14172,105.018122148939
vrf,2.5,20.759765625,0.633984375,max,56.6015625,adiabatic,14172,107.538241399077
vrf,2.5,20.759765625,0.670703125,max,148.0078125,adiabatic,14172,108.578260483853
vrf,2.5,20.759765625,0.670703125,max,56.6015625,adiabatic,14172,107.626483995717
vrf,2.5,21.197265625,0.696484375,min,249.2578125,outdoors,14172,109.565948591203
vrf,2.5,21.470703125,0.633984375,max,148.0078125,adiabatic,14172,110.982166640225
vrf,2.5,21.470703125,0.670703125,max,56.6015625,adiabatic,14172,110.139790317121
vrf,2.5,22.947265625,0.546484375,max,114.2578125,outdoors,14172,113.977387296719
vrf,2.5,22.947265625,0.546484375,min,225.3515625,outdoors,14172,115.346666678935
vrf,2.5,22.947265625,0.633203125,max,225.3515625,outdoors,14172,114.15796143163
vrf,2.5,22.947265625,0.633203125,min,114.2578125,outdoors,14172,115.382736809275
vrf,2.5,22.947265625,0.633203125,min,225.3515625,outdoors,14172,115.495010962782
vrf,2.5,23.658203125,0.408203125,max,271.7578125,outdoors,14172,115.94129542289
vrf,2.5,23.658203125,0.408203125,max,292.8515625,outdoors,14172,115.936730914893
vrf,2.5,23.658203125,0.621484375,max,271.7578125,outdoors,14172,116.34598129283
vrf,2.5,23.658203125,0.621484375,max,292.8515625,outdoors,14172,116.301126187147
vrf,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,14172,68.2630452896901
vrf,3.7,10.259765625,0.370703125,max,238.0078125,outdoors,14172,68.2919548709487
vrf,3.7,10.259765625,0.533984375,max,146.6015625,outdoors,14172,68.7304368324535
vrf,3.7,10.970703125,0.333984375,min,326.6015625,adiabatic,14172,73.6438331517572
vrf,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,14172,73.6819428296966
vrf,3.7,10.970703125,0.570703125,min,58.0078125,adiabatic,14172,74.5334218422095
vrf,3.7,11.408203125,0.458203125,max,247.8515625,adiabatic,14172,74.6055786804498
vrf,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,14172,72.4538226896318
vrf,3.7,12.283203125,0.696484375,min,249.2578125,outdoors,14172,77.6450158550078
vrf,3.7,12.447265625,0.333203125,max,315.3515625,adiabatic,14172,77.1777495075129
vrf,3.7,12.447265625,0.333203125,min,204.2578125,adiabatic,14172,79.8841110735196
vrf,3.7,12.447265625,0.333203125,min,315.3515625,adiabatic,14172,79.1167535186047
vrf,3.7,12.447265625,0.646484375,min,315.3515625,adiabatic,14172,80.258801920667
vrf,3.7,12.720703125,0.483984375,max,101.6015625,adiabatic,14172,78.9756494984574
vrf,3.7,12.720703125,0.483984375,max,283.0078125,adiabatic,14172,79.121692026078
vrf,3.7,12.720703125,0.483984375,max,283.0078125,outdoors,14172,76.8966298215301
vrf,3.7,12.720703125,0.620703125,max,101.6015625,outdoors,14172,77.142547979332
vrf,3.7,12.720703125,0.620703125,max,283.0078125,adiabatic,14172,79.6725367347096
vrf,3.7,13.759765625,0.433984375,min,328.0078125,outdoors,14172,81.5637273961334
vrf,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,14172,82.2008008440787
vrf,3.7,14.033203125,0.333203125,min,315.3515625,adiabatic,14172,84.8682760940293
vrf,3.7,14.033203125,0.646484375,max,204.2578125,adiabatic,14172,85.0339702523181
vrf,3.7,14.197265625,0.383203125,min,180.3515625,outdoors,14172,83.4096837611841
vrf,3.7,14.470703125,0.433984375,min,236.6015625,outdoors,14172,84.5554928778497
vrf,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,14172,84.059658710654
vrf,3.7,14.470703125,0.470703125,min,328.0078125,outdoors,14172,84.1629439325625
vrf,3.7,15.509765625,0.320703125,max,11.6015625,adiabatic,14172,87.9160507841359
vrf,3.7,15.509765625,0.383984375,max,13.0078125,outdoors,14172,85.9997728423119
vrf,3.7,16.220703125,0.320703125,max,13.0078125,outdoors,14172,88.3636813810701
vrf,3.7,16.220703125,0.383984375,max,11.6015625,outdoors,14172,88.4541065511078
vrf,3.7,16.220703125,0.383984375,max,13.0078125,adiabatic,14172,90.6399941086484
vrf,3.7,16.220703125,0.383984375,max,13.0078125,outdoors,14172,88.4559393196619
vrf,3.7,16.822265625,0.508203125,max,1.7578125,adiabatic,14172,93.1844774125444
vrf,3.7,16.822265625,0.508203125,max,202.8515625,adiabatic,14172,94.4126937823262
vrf,3.7,16.822265625,0.521484375,max,202.8515625,adiabatic,14172,94.4776100220041
vrf,3.7,17.259765625,0.333984375,min,58.0078125,adiabatic,14172,96.405528307527
vrf,3.7,17.697265625,0.396484375,min,270.3515625,adiabatic,14172,98.7325839652554
vrf,3.7,17.697265625,0.683203125,max,270.3515625,adiabatic,14172,97.7625967878923
vrf,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,14172,99.7684598339239
vrf,3.7,17.697265625,0.683203125,min,270.3515625,outdoors,14172,96.3478905351279
vrf,3.7,17.697265625,0.683203125,min,339.2578125,adiabatic,14172,98.8866973719935
vrf,3.7,17.970703125,0.370703125,max,146.6015625,outdoors,14172,94.8078029231047
vrf,3.7,19.009765625,0.483984375,max,101.6015625,outdoors,14172,98.4952366142991
vrf,3.7,19.009765625,0.483984375,max,283.0078125,adiabatic,14172,101.602524602828
vrf,3.7,19.009765625,0.620703125,max,101.6015625,adiabatic,14172,101.943958637342
vrf,3.7,19.009765625,0.620703125,max,101.6015625,outdoors,14172,98.7809780500638
vrf,3.7,19.009765625,0.620703125,max,283.0078125,outdoors,14172,98.8762657490887
vrf,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,14172,102.232245436493
vrf,3.7,20.158203125,0.508203125,max,202.8515625,adiabatic,14172,106.235742894534
vrf,3.7,20.158203125,0.521484375,max,1.7578125,adiabatic,14172,105.134735685741
vrf,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,14172,108.998698790536
vrf,3.7,22.072265625,0.458203125,max,136.7578125,adiabatic,14172,112.503553746028
vrf,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,14172,112.6759926945
vrf,3.7,22.072265625,0.458203125,max,247.8515625,outdoors,14172,109.190889087101
vrf,3.7,22.072265625,0.471484375,max,247.8515625,adiabatic,14172,112.734619321419
vrf,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,14172,111.138821741262
vrf,3.7,22.783203125,0.683203125,min,270.3515625,adiabatic,14172,117.584994622968
split,2.5,10.259765625,0.533984375,max,238.0078125,outdoors,23954,107.843934451752
split,2.5,10.697265625,0.483203125,max,159.2578125,outdoors,23954,108.526210755665
split,2.5,10.697265625,0.483203125,max,90.3515625,adiabatic,23954,96.6612891452442
split,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,23954,107.043117944578
split,2.5,10.697265625,0.483203125,min,90.3515625,outdoors,23954,101.578892555708
split,2.5,10.697265625,0.596484375,max,90.3515625,outdoors,23954,107.112999149455
split,2.5,10.970703125,0.570703125,min,326.6015625,adiabatic,23954,96.2120237439576
split,2.5,12.009765625,0.420703125,min,103.0078125,adiabatic,23954,99.2419127869751
split,2.5,12.009765625,0.420703125,min,281.6015625,adiabatic,23954,100.033882042233
split,2.5,12.009765625,0.420703125,min,281.6015625,outdoors,23954,108.261192765441
split,2.5,12.009765625,0.683984375,min,103.0078125,outdoors,23954,106.609630507601
split,2.5,12.009765625,0.683984375,min,281.6015625,adiabatic,23954,101.631963143515
split,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,23954,109.875509739573
split,2.5,13.158203125,0.308203125,min,22.8515625,outdoors,23954,111.474739378294
split,2.5,13.158203125,0.321484375,min,181.7578125,outdoors,23954,111.952583694913
split,2.5,14.197265625,0.383203125,min,180.3515625,outdoors,23954,115.823600536543
split,2.5,15.072265625,0.658203125,min,316.7578125,outdoors,23954,119.97631580233
split,2.5,15.072265625,0.658203125,min,67.8515625,adiabatic,23954,111.385440594509
split,2.5,15.072265625,0.658203125,min,67.8515625,outdoors,23954,117.011857200905
split,2.5,15.072265625,0.671484375,min,67.8515625,outdoors,23954,117.027312862718
split,2.5,15.783203125,0.483203125,max,90.3515625,outdoors,23954,123.862061883693
split,2.5,15.783203125,0.596484375,min,159.2578125,adiabatic,23954,115.870573574087
split,2.5,17.259765625,0.333984375,min,326.6015625,adiabatic,23954,118.830873580621
split,2.5,17.259765625,0.570703125,min,326.6015625,adiabatic,23954,120.103773233576
split,2.5,17.259765625,0.570703125,min,58.0078125,adiabatic,23954,119.135605257792
split,2.5,17.970703125,0.370703125,max,238.0078125,outdoors,23954,132.947303918756
split,2.5,17.970703125,0.533984375,max,146.6015625,outdoors,23954,132.506734829669
split,2.5,17.970703125,0.533984375,max,238.0078125,outdoors,23954,133.575706914666
split,2.5,18.408203125,0.658203125,min,67.8515625,outdoors,23954,128.6746207048
split,2.5,18.408203125,0.671484375,min,316.7578125,adiabatic,23954,125.209577531351
split,2.5,19.283203125,0.496484375,max,69.2578125,adiabatic,23954,127.393693577751
split,2.5,19.447265625,0.446484375,max,135.3515625,outdoors,23954,136.978270746731
split,2.5,19.447265625,0.533203125,max,135.3515625,outdoors,23954,137.159038708202
split,2.5,19.447265625,0.533203125,max,24.2578125,outdoors,23954,137.820086316199
split,2.5,19.447265625,0.533203125,min,135.3515625,outdoors,23954,133.258884943741
split,2.5,19.720703125,0.420703125,min,103.0078125,outdoors,23954,133.060459104717
split,2.5,19.720703125,0.420703125,min,281.6015625,adiabatic,23954,129.434795946931
split,2.5,19.720703125,0.683984375,min,103.0078125,adiabatic,23954,129.734712323058
split,2.5,19.720703125,0.683984375,min,103.0078125,outdoors,23954,133.529201953921
split,2.5,19.720703125,0.683984375,min,281.6015625,outdoors,23954,136.225291689247
split,2.5,20.759765625,0.633984375,max,148.0078125,adiabatic,23954,134.954690899467
split,2.5,20.759765625,0.670703125,max,56.6015625,adiabatic,23954,133.383603113313
split,2.5,21.033203125,0.446484375,min,24.2578125,outdoors,23954,139.10501484846
split,2.5,21.033203125,0.533203125,max,135.3515625,outdoors,23954,142.52062035423
split,2.5,21.197265625,0.583203125,max,0.3515625,adiabatic,23954,134.784698718965
split,2.5,21.470703125,0.633984375,max,148.0078125,adiabatic,23954,137.576551528087
split,2.5,21.470703125,0.633984375,max,56.6015625,adiabatic,23954,135.860069160635
split,2.5,21.470703125,0.670703125,max,148.0078125,adiabatic,23954,137.750568721884
split,2.5,22.509765625,0.520703125,min,191.6015625,outdoors,23954,146.035999729303
split,2.5,22.509765625,0.583984375,min,193.0078125,adiabatic,23954,142.406881042534
split,2.5,23.220703125,0.520703125,min,193.0078125,adiabatic,23954,144.59740088976
split,2.5,23.220703125,0.583984375,min,191.6015625,adiabatic,23954,145.074153405311
split,2.5,23.220703125,0.583984375,min,193.0078125,adiabatic,23954,145.104792459246
split,2.5,23.220703125,0.583984375,min,193.0078125,outdoors,23954,148.964392183428
split,2.5,23.822265625,0.308203125,min,181.7578125,outdoors,23954,149.365710858704
split,2.5,23.822265625,0.308203125,min,22.8515625,outdoors,23954,148.808769251661
split,2.5,23.822265625,0.321484375,min,22.8515625,outdoors,23954,148.83061482991
split,3.7,10.259765625,0.370703125,max,146.6015625,outdoors,23954,98.0517256983673
split,3.7,10.970703125,0.333984375,min,58.0078125,adiabatic,23954,94.3257796084979
split,3.7,11.408203125,0.458203125,max,136.7578125,outdoors,23954,102.032128991711
split,3.7,11.408203125,0.471484375,max,136.7578125,adiabatic,23954,99.4592495281843
split,3.7,11.408203125,0.471484375,max,136.7578125,outdoors,23954,102.079369463257
split,3.7,11.408203125,0.471484375,max,247.8515625,outdoors,23954,102.880270804796
split,3.7,12.283203125,0.583203125,max,0.3515625,adiabatic,23954,102.282984250362
split,3.7,13.158203125,0.308203125,min,181.7578125,outdoors,23954,104.394724337156
split,3.7,13.158203125,0.321484375,min,181.7578125,outdoors,23954,104.455481913363
split,3.7,13.158203125,0.321484375,min,22.8515625,outdoors,23954,103.751561122421
split,3.7,13.322265625,0.421484375,min,112.8515625,adiabatic,23954,104.275793213054
split,3.7,13.322265625,0.421484375,min,91.7578125,adiabatic,23954,103.947057501457
split,3.7,13.322265625,0.608203125,min,112.8515625,adiabatic,23954,105.492875139985
split,3.7,13.322265625,0.608203125,min,91.7578125,adiabatic,23954,105.07177318721
split,3.7,13.759765625,0.433984375,min,236.6015625,outdoors,23954,106.978649506227
split,3.7,13.759765625,0.470703125,min,236.6015625,outdoors,23954,107.148102328731
split,3.7,13.759765625,0.470703125,min,328.0078125,outdoors,23954,107.039121429716
split,3.7,14.197265625,0.496484375,max,69.2578125,adiabatic,23954,108.813534389804
split,3.7,14.470703125,0.433984375,min,328.0078125,outdoors,23954,109.422016076286
split,3.7,14.470703125,0.470703125,min,236.6015625,outdoors,23954,109.715340266285
split,3.7,15.947265625,0.346484375,max,45.3515625,adiabatic,23954,114.359301578958
split,3.7,15.947265625,0.346484375,min,294.2578125,adiabatic,23954,114.374911432186
split,3.7,15.947265625,0.433203125,max,294.2578125,adiabatic,23954,116.107152533477
split,3.7,15.947265625,0.433203125,max,45.3515625,adiabatic,23954,114.679971478236
split,3.7,15.947265625,0.433203125,min,45.3515625,adiabatic,23954,113.522614792088
split,3.7,16.658203125,0.421484375,min,112.8515625,adiabatic,23954,116.88914484698
split,3.7,16.658203125,0.421484375,min,91.7578125,adiabatic,23954,116.552846423908
split,3.7,16.658203125,0.608203125,min,112.8515625,adiabatic,23954,118.08716437405
split,3.7,16.658203125,0.608203125,min,91.7578125,adiabatic,23954,117.655640527606
split,3.7,17.259765625,0.570703125,min,326.6015625,adiabatic,23954,120.353496947355
split,3.7,17.533203125,0.346484375,max,294.2578125,adiabatic,23954,121.509889492962
split,3.7,17.533203125,0.346484375,min,294.2578125,adiabatic,23954,120.471766099562
split,3.7,17.533203125,0.346484375,min,45.3515625,adiabatic,23954,119.18897325947
split,3.7,17.533203125,0.433203125,max,45.3515625,adiabatic,23954,120.461450076377
split,3.7,17.533203125,0.433203125,min,294.2578125,adiabatic,23954,120.865277920359
split,3.7,17.697265625,0.396484375,max,339.2578125,outdoors,23954,124.089174188565
split,3.7,17.697265625,0.683203125,min,270.3515625,adiabatic,23954,123.384676922469
split,3.7,17.970703125,0.533984375,max,238.0078125,outdoors,23954,125.862582857842
split,3.7,19.283203125,0.383203125,max,69.2578125,adiabatic,23954,126.77212040938
split,3.7,19.283203125,0.496484375,max,180.3515625,adiabatic,23954,129.290928676932
split,3.7,19.283203125,0.496484375,max,69.2578125,adiabatic,23954,127.33247488872
split,3.7,19.283203125,0.496484375,max,69.2578125,outdoors,23954,128.533806732046
split,3.7,19.283203125,0.496484375,min,69.2578125,adiabatic,23954,126.637420210687
split,3.7,19.447265625,0.446484375,min,24.2578125,outdoors,23954,126.484211769443
split,3.7,19.447265625,0.533203125,max,135.3515625,outdoors,23954,129.778723682241
split,3.7,21.033203125,0.446484375,max,24.2578125,outdoors,23954,135.286101829733
split,3.7,21.033203125,0.446484375,min,135.3515625,outdoors,23954,132.047096191268
split,3.7,21.033203125,0.446484375,min,24.2578125,outdoors,23954,132.19028092187
split,3.7,21.033203125,0.533203125,min,24.2578125,outdoors,23954,132.452690216257
split,3.7,21.197265625,0.583203125,max,0.3515625,adiabatic,23954,134.967777239172
split,3.7,21.197265625,0.583203125,max,0.3515625,outdoors,23954,136.5678905108
split,3.7,21.197265625,0.583203125,max,249.2578125,adiabatic,23954,137.024096988145
split,3.7,21.197265625,0.583203125,min,0.3515625,adiabatic,23954,134.899034458338
split,3.7,21.197265625,0.696484375,max,0.3515625,adiabatic,23954,135.364073639762
split,3.7,22.072265625,0.458203125,max,247.8515625,adiabatic,23954,139.422745513595
split,3.7,22.072265625,0.471484375,max,136.7578125,outdoors,23954,138.671325373632
split,3.7,22.509765625,0.520703125,min,191.6015625,adiabatic,23954,141.914560951353
split,3.7,22.509765625,0.520703125,min,191.6015625,outdoors,23954,139.430932656842
split,3.7,22.509765625,0.520703125,min,193.0078125,outdoors,23954,139.45204390344
split,3.7,22.509765625,0.583984375,min,191.6015625,outdoors,23954,139.80212662529
split,3.7,22.783203125,0.396484375,max,270.3515625,outdoors,23954,142.013519660588
split,3.7,22.783203125,0.396484375,max,339.2578125,adiabatic,23954,140.185922804244
split,3.7,22.783203125,0.396484375,max,339.2578125,outdoors,23954,141.6626583113
split,3.7,22.783203125,0.396484375,min,339.2578125,outdoors,23954,139.148788989431
split,3.7,22.783203125,0.683203125,max,339.2578125,outdoors,23954,142.523421574838
split,3.7,23.220703125,0.520703125,min,191.6015625,outdoors,23954,142.011252243215
split,3.7,23.220703125,0.583984375,min,193.0078125,adiabatic,23954,145.070142627368
split,3.7,23.822265625,0.308203125,min,22.8515625,outdoors,23954,141.960975389615
split,3.7,23.822265625,0.321484375,min,181.7578125,outdoors,23954,142.863507102292
vrf,2.5,10.259765625,0.370703125,max,146.6015625,outdoors,23954,75.2083380256516
vrf,2.5,10.533203125,0.546484375,max,114.2578125,outdoors,23954,76.4752439565513
vrf,2.5,10.533203125,0.546484375,max,225.3515625,outdoors,23954,76.4719907052296
vrf,2.5,10.533203125,0.546484375,min,114.2578125,outdoors,23954,75.6298108637485
vrf,2.5,10.533203125,0.633203125,max,114.2578125,outdoors,23954,76.6383298715777
vrf,2.5,10.533203125,0.633203125,min,225.3515625,outdoors,23954,75.8610086198062
vrf,2.5,10.697265625,0.483203125,max,90.3515625,outdoors,23954,76.6990363298235
vrf,2.5,10.697265625,0.596484375,min,159.2578125,adiabatic,23954,76.3734978763809
vrf,2.5,10.970703125,0.333984375,min,58.0078125,adiabatic,23954,75.3081974696103
vrf,2.5,12.283203125,0.583203125,min,249.2578125,outdoors,23954,81.548657553327
vrf,2.5,12.283203125,0.696484375,max,249.2578125,outdoors,23954,82.5341528722209
vrf,2.5,12.283203125,0.696484375,min,0.3515625,outdoors,23954,81.2743708021948
vrf,2.5,12.283203125,0.696484375,min,249.2578125,adiabatic,23954,82.3002783463627
vrf,2.5,12.283203125,0.696484375,min,249.2578125,outdoors,23954,81.7417229578393
vrf,2.5,12.447265625,0.333203125,min,315.3515625,adiabatic,23954,80.7501347761891
vrf,2.5,12.447265625,0.646484375,max,204.2578125,adiabatic,23954,81.6049786759705
vrf,2.5,14.033203125,0.333203125,max,204.2578125,adiabatic,23954,85.9887665429486
vrf,2.5,14.033203125,0.646484375,max,204.2578125,adiabatic,23954,87.1641249568717
vrf,2.5,14.033203125,0.646484375,max,315.3515625,adiabatic,23954,86.0264244982947
vrf,2.5,14.033203125,0.646484375,min,204.2578125,adiabatic,23954,88.5726741332603
vrf,2.5,14.197265625,0.383203125,max,180.3515625,outdoors,23954,88.3281655304795
