hvac,envelope,lights,shgc,afn,azimuth,boundaries,ghr,tbs,tbu,targ
vrf,2.5,9.9,0.7,max,270,outdoors,14172,19.57,13.85,61.5680666666667
vrf,2.5,9.9,0.7,min,270,outdoors,14172,19.57,13.85,63.5579
vrf,3.7,9.9,0.3,max,0,outdoors,14172,19.57,13.85,59.2549833333334
vrf,3.7,9.9,0.3,min,0,outdoors,14172,19.57,13.85,61.13945
vrf,2.5,9.9,0.3,max,180,adiabatic,14172,19.57,13.85,60.9984166666667
vrf,3.7,9.9,0.3,max,90,outdoors,14172,19.57,13.85,59.6845166666667
vrf,3.7,9.9,0.3,min,90,outdoors,14172,19.57,13.85,61.6075833333334
vrf,3.7,9.9,0.3,max,180,outdoors,14172,19.57,13.85,60.1472166666667
vrf,3.7,9.9,0.3,min,180,outdoors,14172,19.57,13.85,62.1253166666667
vrf,3.7,9.9,0.3,max,270,outdoors,14172,19.57,13.85,59.9896166666667
vrf,3.7,9.9,0.3,min,270,outdoors,14172,19.57,13.85,61.9097
vrf,3.7,9.9,0.7,max,0,outdoors,14172,19.57,13.85,60.37875
vrf,3.7,9.9,0.7,min,0,outdoors,14172,19.57,13.85,62.3742166666667
vrf,3.7,9.9,0.7,max,90,outdoors,14172,19.57,13.85,61.0947666666667
vrf,3.7,9.9,0.7,min,90,outdoors,14172,19.57,13.85,63.1236333333333
vrf,2.5,9.9,0.3,min,180,adiabatic,14172,19.57,13.85,61.9480166666667
vrf,3.7,9.9,0.7,max,180,outdoors,14172,19.57,13.85,61.9106833333333
vrf,3.7,9.9,0.7,min,180,outdoors,14172,19.57,13.85,63.96845
vrf,3.7,9.9,0.7,max,270,outdoors,14172,19.57,13.85,61.6112333333333
vrf,3.7,9.9,0.7,min,270,outdoors,14172,19.57,13.85,63.6253
vrf,2.5,23.6,0.3,max,0,adiabatic,14172,19.57,13.85,107.5482
vrf,2.5,23.6,0.3,min,0,adiabatic,14172,19.57,13.85,108.89455
vrf,2.5,23.6,0.3,max,90,adiabatic,14172,19.57,13.85,107.660783333333
vrf,2.5,23.6,0.3,min,90,adiabatic,14172,19.57,13.85,109.0094
vrf,2.5,23.6,0.3,max,180,adiabatic,14172,19.57,13.85,107.727233333333
vrf,2.5,23.6,0.3,min,180,adiabatic,14172,19.57,13.85,109.1037
vrf,2.5,9.9,0.3,max,270,adiabatic,14172,19.57,13.85,60.83975
vrf,2.5,23.6,0.3,max,270,adiabatic,14172,19.57,13.85,107.564233333333
vrf,2.5,23.6,0.3,min,270,adiabatic,14172,19.57,13.85,108.9784
vrf,2.5,23.6,0.7,max,0,adiabatic,14172,19.57,13.85,107.989066666667
vrf,2.5,23.6,0.7,min,0,adiabatic,14172,19.57,13.85,109.34555
vrf,2.5,23.6,0.7,max,90,adiabatic,14172,19.57,13.85,108.242166666667
vrf,2.5,23.6,0.7,min,90,adiabatic,14172,19.57,13.85,109.589766666667
vrf,2.5,23.6,0.7,max,180,adiabatic,14172,19.57,13.85,108.465983333333
vrf,2.5,23.6,0.7,min,180,adiabatic,14172,19.57,13.85,109.844133333333
vrf,2.5,23.6,0.7,max,270,adiabatic,14172,19.57,13.85,108.245033333333
vrf,2.5,23.6,0.7,min,270,adiabatic,14172,19.57,13.85,109.6444
vrf,2.5,9.9,0.3,min,270,adiabatic,14172,19.57,13.85,61.8056666666667
vrf,3.7,23.6,0.3,max,0,adiabatic,14172,19.57,13.85,105.83765
vrf,3.7,23.6,0.3,min,0,adiabatic,14172,19.57,13.85,107.739116666667
vrf,3.7,23.6,0.3,max,90,adiabatic,14172,19.57,13.85,105.961833333333
vrf,3.7,23.6,0.3,min,90,adiabatic,14172,19.57,13.85,107.861666666667
vrf,3.7,23.6,0.3,max,180,adiabatic,14172,19.57,13.85,106.158466666667
vrf,3.7,23.6,0.3,min,180,adiabatic,14172,19.57,13.85,108.112
vrf,3.7,23.6,0.3,max,270,adiabatic,14172,19.57,13.85,106.066283333333
vrf,3.7,23.6,0.3,min,270,adiabatic,14172,19.57,13.85,108.023183333333
vrf,3.7,23.6,0.7,max,0,adiabatic,14172,19.57,13.85,106.406766666667
vrf,3.7,23.6,0.7,min,0,adiabatic,14172,19.57,13.85,108.35075
vrf,2.5,9.9,0.7,max,0,adiabatic,14172,19.57,13.85,61.2334666666667
vrf,3.7,23.6,0.7,max,90,adiabatic,14172,19.57,13.85,106.67855
vrf,3.7,23.6,0.7,min,90,adiabatic,14172,19.57,13.85,108.598216666667
vrf,3.7,23.6,0.7,max,180,adiabatic,14172,19.57,13.85,107.0855
vrf,3.7,23.6,0.7,min,180,adiabatic,14172,19.57,13.85,109.049516666667
vrf,3.7,23.6,0.7,max,270,adiabatic,14172,19.57,13.85,106.917983333333
vrf,3.7,23.6,0.7,min,270,adiabatic,14172,19.57,13.85,108.905566666667
vrf,2.5,23.6,0.3,max,0,outdoors,14172,19.57,13.85,108.717333333333
vrf,2.5,23.6,0.3,min,0,outdoors,14172,19.57,13.85,110.706083333333
vrf,2.5,23.6,0.3,max,90,outdoors,14172,19.57,13.85,109.09205
vrf,2.5,23.6,0.3,min,90,outdoors,14172,19.57,13.85,111.056216666667
vrf,2.5,9.9,0.7,min,0,adiabatic,14172,19.57,13.85,62.20295
split,2.5,9.9,0.3,max,0,adiabatic,14172,19.57,13.85,85.1846833333333
split,2.5,23.6,0.3,max,180,outdoors,14172,19.57,13.85,129.55345
split,2.5,23.6,0.3,min,180,outdoors,14172,19.57,13.85,131.62035
split,2.5,23.6,0.3,max,270,outdoors,14172,19.57,13.85,129.327866666667
split,2.5,23.6,0.3,min,270,outdoors,14172,19.57,13.85,131.071833333333
split,2.5,23.6,0.7,max,0,outdoors,14172,19.57,13.85,129.5954
split,2.5,23.6,0.7,min,0,outdoors,14172,19.57,13.85,131.586383333333
split,2.5,23.6,0.7,max,90,outdoors,14172,19.57,13.85,129.83435
split,2.5,23.6,0.7,min,90,outdoors,14172,19.57,13.85,131.381566666667
split,2.5,23.6,0.7,max,180,outdoors,14172,19.57,13.85,132.25855
split,2.5,23.6,0.7,min,180,outdoors,14172,19.57,13.85,134.263333333333
split,2.5,9.9,0.7,max,90,adiabatic,14172,19.57,13.85,84.1762666666667
split,2.5,23.6,0.7,max,270,outdoors,14172,19.57,13.85,131.6556
split,2.5,23.6,0.7,min,270,outdoors,14172,19.57,13.85,133.13765
split,3.7,23.6,0.3,max,0,outdoors,14172,19.57,13.85,128.310366666667
split,3.7,23.6,0.3,min,0,outdoors,14172,19.57,13.85,130.335916666667
split,3.7,23.6,0.3,max,90,outdoors,14172,19.57,13.85,128.18795
split,3.7,23.6,0.3,min,90,outdoors,14172,19.57,13.85,129.8573
split,3.7,23.6,0.3,max,180,outdoors,14172,19.57,13.85,129.709766666667
split,3.7,23.6,0.3,min,180,outdoors,14172,19.57,13.85,131.791633333333
split,3.7,23.6,0.3,max,270,outdoors,14172,19.57,13.85,129.583983333333
split,3.7,23.6,0.3,min,270,outdoors,14172,19.57,13.85,131.20745
split,2.5,9.9,0.7,min,90,adiabatic,14172,19.57,13.85,82.3625333333333
split,3.7,23.6,0.7,max,0,outdoors,14172,19.57,13.85,130.079966666667
split,3.7,23.6,0.7,min,0,outdoors,14172,19.57,13.85,132.066716666667
split,3.7,23.6,0.7,max,90,outdoors,14172,19.57,13.85,130.092866666667
split,3.7,23.6,0.7,min,90,outdoors,14172,19.57,13.85,131.676283333333
split,3.7,23.6,0.7,max,180,outdoors,14172,19.57,13.85,132.512816666667
split,3.7,23.6,0.7,min,180,outdoors,14172,19.57,13.85,134.553166666667
split,3.7,23.6,0.7,max,270,outdoors,14172,19.57,13.85,131.78385
split,3.7,23.6,0.7,min,270,outdoors,14172,19.57,13.85,133.279333333333
split,2.5,9.9,0.7,max,180,adiabatic,14172,19.57,13.85,86.84505
split,2.5,9.9,0.7,min,180,adiabatic,14172,19.57,13.85,85.4952
split,2.5,9.9,0.7,max,270,adiabatic,14172,19.57,13.85,86.0853666666667
split,2.5,9.9,0.7,min,270,adiabatic,14172,19.57,13.85,84.2825
split,3.7,9.9,0.3,max,0,adiabatic,14172,19.57,13.85,78.7941333333333
split,3.7,9.9,0.3,min,0,adiabatic,14172,19.57,13.85,77.3226833333334
split,3.7,9.9,0.3,max,90,adiabatic,14172,19.57,13.85,78.1796166666667
split,3.7,9.9,0.3,min,90,adiabatic,14172,19.57,13.85,76.5544833333333
split,2.5,9.9,0.3,min,0,adiabatic,14172,19.57,13.85,83.25685
split,3.7,9.9,0.3,max,180,adiabatic,14172,19.57,13.85,79.1562
split,3.7,9.9,0.3,min,180,adiabatic,14172,19.57,13.85,77.9164833333334
split,3.7,9.9,0.3,max,270,adiabatic,14172,19.57,13.85,79.0387833333333
split,3.7,9.9,0.3,min,270,adiabatic,14172,19.57,13.85,77.3765666666667
split,3.7,9.9,0.7,max,0,adiabatic,14172,19.57,13.85,79.6245166666667
split,3.7,9.9,0.7,min,0,adiabatic,14172,19.57,13.85,78.4858166666667
split,3.7,9.9,0.7,max,90,adiabatic,14172,19.57,13.85,79.01085
split,3.7,9.9,0.7,min,90,adiabatic,14172,19.57,13.85,77.6839166666667
split,3.7,9.9,0.7,max,180,adiabatic,14172,19.57,13.85,80.56805
split,3.7,9.9,0.7,min,180,adiabatic,14172,19.57,13.85,79.75495
split,2.5,9.9,0.3,max,90,adiabatic,14172,19.57,13.85,83.87545
split,3.7,9.9,0.7,max,270,adiabatic,14172,19.57,13.85,80.0892
split,3.7,9.9,0.7,min,270,adiabatic,14172,19.57,13.85,78.7335666666667
split,2.5,9.9,0.3,max,0,outdoors,14172,19.57,13.85,77.0164666666666
split,2.5,9.9,0.3,min,0,outdoors,14172,19.57,13.85,77.4209666666667
split,2.5,9.9,0.3,max,90,outdoors,14172,19.57,13.85,77.3019333333333
split,2.5,9.9,0.3,min,90,outdoors,14172,19.57,13.85,77.5517666666667
split,2.5,9.9,0.3,max,180,outdoors,14172,19.57,13.85,78.3272666666667
split,2.5,9.9,0.3,min,180,outdoors,14172,19.57,13.85,79.1233833333333
split,2.5,9.9,0.3,max,270,outdoors,14172,19.57,13.85,78.2367
split,2.5,9.9,0.3,min,270,outdoors,14172,19.57,13.85,78.4936833333334
split,2.5,9.9,0.3,min,90,adiabatic,14172,19.57,13.85,81.7248
split,2.5,9.9,0.7,max,0,outdoors,14172,19.57,13.85,78.4218833333333
split,2.5,9.9,0.7,min,0,outdoors,14172,19.57,13.85,79.0844333333333
split,2.5,9.9,0.7,max,90,outdoors,14172,19.57,13.85,78.9984833333334
split,2.5,9.9,0.7,min,90,outdoors,14172,19.57,13.85,79.44405
split,2.5,9.9,0.7,max,180,outdoors,14172,19.57,13.85,80.6377333333333
split,2.5,9.9,0.7,min,180,outdoors,14172,19.57,13.85,81.70745
split,2.5,9.9,0.7,max,270,outdoors,14172,19.57,13.85,80.3191833333333
split,2.5,9.9,0.7,min,270,outdoors,14172,19.57,13.85,80.7364
split,3.7,9.9,0.3,max,0,outdoors,14172,19.57,13.85,77.1501833333333
split,3.7,9.9,0.3,min,0,outdoors,14172,19.57,13.85,77.7165666666667
split,2.5,9.9,0.3,max,180,adiabatic,14172,19.57,13.85,85.5064333333333
split,3.7,9.9,0.3,max,90,outdoors,14172,19.57,13.85,77.3157333333333
split,3.7,9.9,0.3,min,90,outdoors,14172,19.57,13.85,77.6663
split,3.7,9.9,0.3,max,180,outdoors,14172,19.57,13.85,78.2665333333333
split,3.7,9.9,0.3,min,180,outdoors,14172,19.57,13.85,79.1416
split,3.7,9.9,0.3,max,270,outdoors,14172,19.57,13.85,78.1169666666667
split,3.7,9.9,0.3,min,270,outdoors,14172,19.57,13.85,78.4704
split,3.7,9.9,0.7,max,0,outdoors,14172,19.57,13.85,78.6468
split,3.7,9.9,0.7,min,0,outdoors,14172,19.57,13.85,79.4225166666667
split,3.7,9.9,0.7,max,90,outdoors,14172,19.57,13.85,79.0273666666667
split,3.7,9.9,0.7,min,90,outdoors,14172,19.57,13.85,79.5990166666667
split,2.5,9.9,0.3,min,180,adiabatic,14172,19.57,13.85,83.52765
split,3.7,9.9,0.7,max,180,outdoors,14172,19.57,13.85,80.6531333333333
split,3.7,9.9,0.7,min,180,outdoors,14172,19.57,13.85,81.8046
split,3.7,9.9,0.7,max,270,outdoors,14172,19.57,13.85,80.2408166666667
split,3.7,9.9,0.7,min,270,outdoors,14172,19.57,13.85,80.7458
split,2.5,23.6,0.3,max,0,adiabatic,14172,19.57,13.85,132.502033333333
split,2.5,23.6,0.3,min,0,adiabatic,14172,19.57,13.85,132.662316666667
split,2.5,23.6,0.3,max,90,adiabatic,14172,19.57,13.85,131.169716666667
split,2.5,23.6,0.3,min,90,adiabatic,14172,19.57,13.85,130.794916666667
split,2.5,23.6,0.3,max,180,adiabatic,14172,19.57,13.85,132.957783333333
split,2.5,23.6,0.3,min,180,adiabatic,14172,19.57,13.85,132.800683333333
split,2.5,9.9,0.3,max,270,adiabatic,14172,19.57,13.85,85.0715333333333
split,2.5,23.6,0.3,max,270,adiabatic,14172,19.57,13.85,132.60895
split,2.5,23.6,0.3,min,270,adiabatic,14172,19.57,13.85,132.83575
split,2.5,23.6,0.7,max,0,adiabatic,14172,19.57,13.85,133.50885
split,2.5,23.6,0.7,min,0,adiabatic,14172,19.57,13.85,133.820466666667
split,2.5,23.6,0.7,max,90,adiabatic,14172,19.57,13.85,131.6977
split,2.5,23.6,0.7,min,90,adiabatic,14172,19.57,13.85,131.365616666667
split,2.5,23.6,0.7,max,180,adiabatic,14172,19.57,13.85,134.745483333333
split,2.5,23.6,0.7,min,180,adiabatic,14172,19.57,13.85,134.896683333333
split,2.5,23.6,0.7,max,270,adiabatic,14172,19.57,13.85,134.058233333333
split,2.5,23.6,0.7,min,270,adiabatic,14172,19.57,13.85,134.2278
split,2.5,9.9,0.3,min,270,adiabatic,14172,19.57,13.85,83.4062166666667
split,3.7,23.6,0.3,max,0,adiabatic,14172,19.57,13.85,126.905783333333
split,3.7,23.6,0.3,min,0,adiabatic,14172,19.57,13.85,127.412183333333
split,3.7,23.6,0.3,max,90,adiabatic,14172,19.57,13.85,126.122
split,3.7,23.6,0.3,min,90,adiabatic,14172,19.57,13.85,126.232316666667
split,3.7,23.6,0.3,max,180,adiabatic,14172,19.57,13.85,127.426066666667
split,3.7,23.6,0.3,min,180,adiabatic,14172,19.57,13.85,128.003
split,3.7,23.6,0.3,max,270,adiabatic,14172,19.57,13.85,127.357233333333
split,3.7,23.6,0.3,min,270,adiabatic,14172,19.57,13.85,127.820366666667
split,3.7,23.6,0.7,max,0,adiabatic,14172,19.57,13.85,128.037616666667
split,3.7,23.6,0.7,min,0,adiabatic,14172,19.57,13.85,128.6656
split,2.5,9.9,0.7,max,0,adiabatic,14172,19.57,13.85,85.9154666666667
split,3.7,23.6,0.7,max,90,adiabatic,14172,19.57,13.85,127.205383333333
split,3.7,23.6,0.7,min,90,adiabatic,14172,19.57,13.85,127.344633333333
split,3.7,23.6,0.7,max,180,adiabatic,14172,19.57,13.85,129.2758
split,3.7,23.6,0.7,min,180,adiabatic,14172,19.57,13.85,129.963383333333
split,3.7,23.6,0.7,max,270,adiabatic,14172,19.57,13.85,128.884583333333
split,3.7,23.6,0.7,min,270,adiabatic,14172,19.57,13.85,129.050316666667
split,2.5,23.6,0.3,max,0,outdoors,14172,19.57,13.85,127.946633333333
split,2.5,23.6,0.3,min,0,outdoors,14172,19.57,13.85,129.903633333333
split,2.5,23.6,0.3,max,90,outdoors,14172,19.57,13.85,127.99975
split,2.5,23.6,0.3,min,90,outdoors,14172,19.57,13.85,129.60495
split,2.5,9.9,0.7,min,0,adiabatic,14172,19.57,13.85,84.3327333333334
vrf,2.5,9.9,0.3,max,0,adiabatic,23954,20.03,14.93,64.8888666666667
vrf,2.5,23.6,0.3,max,180,outdoors,23954,20.03,14.93,111.3087
vrf,2.5,23.6,0.3,min,180,outdoors,23954,20.03,14.93,112.791366666667
vrf,2.5,23.6,0.3,max,270,outdoors,23954,20.03,14.93,111.153216666667
vrf,2.5,23.6,0.3,min,270,outdoors,23954,20.03,14.93,112.597866666667
vrf,2.5,23.6,0.7,max,0,outdoors,23954,20.03,14.93,111.166683333333
vrf,2.5,23.6,0.7,min,0,outdoors,23954,20.03,14.93,112.61145
vrf,2.5,23.6,0.7,max,90,outdoors,23954,20.03,14.93,111.859966666667
vrf,2.5,23.6,0.7,min,90,outdoors,23954,20.03,14.93,113.139983333333
vrf,2.5,23.6,0.7,max,180,outdoors,23954,20.03,14.93,112.5329
vrf,2.5,23.6,0.7,min,180,outdoors,23954,20.03,14.93,113.781066666667
vrf,2.5,9.9,0.7,max,90,adiabatic,23954,20.03,14.93,65.7428833333334
vrf,2.5,23.6,0.7,max,270,outdoors,23954,20.03,14.93,112.330533333333
vrf,2.5,23.6,0.7,min,270,outdoors,23954,20.03,14.93,113.532433333333
vrf,3.7,23.6,0.3,max,0,outdoors,23954,20.03,14.93,110.618616666667
vrf,3.7,23.6,0.3,min,0,outdoors,23954,20.03,14.93,112.164166666667
vrf,3.7,23.6,0.3,max,90,outdoors,23954,20.03,14.93,110.9641
vrf,3.7,23.6,0.3,min,90,outdoors,23954,20.03,14.93,112.445383333333
vrf,3.7,23.6,0.3,max,180,outdoors,23954,20.03,14.93,111.320816666667
vrf,3.7,23.6,0.3,min,180,outdoors,23954,20.03,14.93,112.806116666667
vrf,3.7,23.6,0.3,max,270,outdoors,23954,20.03,14.93,111.197516666667
vrf,3.7,23.6,0.3,min,270,outdoors,23954,20.03,14.93,112.6905
vrf,2.5,9.9,0.7,min,90,adiabatic,23954,20.03,14.93,64.8968166666667
vrf,3.7,23.6,0.7,max,0,outdoors,23954,20.03,14.93,111.385183333333
vrf,3.7,23.6,0.7,min,0,outdoors,23954,20.03,14.93,112.854983333333
vrf,3.7,23.6,0.7,max,90,outdoors,23954,20.03,14.93,111.989366666667
vrf,3.7,23.6,0.7,min,90,outdoors,23954,20.03,14.93,113.29315
vrf,3.7,23.6,0.7,max,180,outdoors,23954,20.03,14.93,112.578466666667
vrf,3.7,23.6,0.7,min,180,outdoors,23954,20.03,14.93,113.829333333333
vrf,3.7,23.6,0.7,max,270,outdoors,23954,20.03,14.93,112.394266666667
vrf,3.7,23.6,0.7,min,270,outdoors,23954,20.03,14.93,113.63185
vrf,2.5,9.9,0.7,max,180,adiabatic,23954,20.03,14.93,65.9371333333333
vrf,2.5,9.9,0.7,min,180,adiabatic,23954,20.03,14.93,65.2167
vrf,2.5,9.9,0.7,max,270,adiabatic,23954,20.03,14.93,65.7188166666667
vrf,2.5,9.9,0.7,min,270,adiabatic,23954,20.03,14.93,64.9023666666667
vrf,3.7,9.9,0.3,max,0,adiabatic,23954,20.03,14.93,61.424
vrf,3.7,9.9,0.3,min,0,adiabatic,23954,20.03,14.93,61.3050333333333
vrf,3.7,9.9,0.3,max,90,adiabatic,23954,20.03,14.93,61.6045666666667
vrf,3.7,9.9,0.3,min,90,adiabatic,23954,20.03,14.93,61.4896666666667
vrf,2.5,9.9,0.3,min,0,adiabatic,23954,20.03,14.93,64.0591333333334
vrf,3.7,9.9,0.3,max,180,adiabatic,23954,20.03,14.93,61.71095
vrf,3.7,9.9,0.3,min,180,adiabatic,23954,20.03,14.93,61.74515
vrf,3.7,9.9,0.3,max,270,adiabatic,23954,20.03,14.93,61.63575
vrf,3.7,9.9,0.3,min,270,adiabatic,23954,20.03,14.93,61.61075
vrf,3.7,9.9,0.7,max,0,adiabatic,23954,20.03,14.93,61.92465
vrf,3.7,9.9,0.7,min,0,adiabatic,23954,20.03,14.93,61.97305
vrf,3.7,9.9,0.7,max,90,adiabatic,23954,20.03,14.93,62.30445
vrf,3.7,9.9,0.7,min,90,adiabatic,23954,20.03,14.93,62.3524333333333
vrf,3.7,9.9,0.7,max,180,adiabatic,23954,20.03,14.93,62.5771833333333
vrf,3.7,9.9,0.7,min,180,adiabatic,23954,20.03,14.93,62.8389166666667
vrf,2.5,9.9,0.3,max,90,adiabatic,23954,20.03,14.93,65.01195
vrf,3.7,9.9,0.7,max,270,adiabatic,23954,20.03,14.93,62.4792666666667
vrf,3.7,9.9,0.7,min,270,adiabatic,23954,20.03,14.93,62.59785
vrf,2.5,9.9,0.3,max,0,outdoors,23954,20.03,14.93,61.8193
vrf,2.5,9.9,0.3,min,0,outdoors,23954,20.03,14.93,62.6182
vrf,2.5,9.9,0.3,max,90,outdoors,23954,20.03,14.93,62.3391666666667
vrf,2.5,9.9,0.3,min,90,outdoors,23954,20.03,14.93,63.2624833333334
vrf,2.5,9.9,0.3,max,180,outdoors,23954,20.03,14.93,62.8106833333333
vrf,2.5,9.9,0.3,min,180,outdoors,23954,20.03,14.93,63.8884333333333
vrf,2.5,9.9,0.3,max,270,outdoors,23954,20.03,14.93,62.6484166666667
vrf,2.5,9.9,0.3,min,270,outdoors,23954,20.03,14.93,63.6664833333334
vrf,2.5,9.9,0.3,min,90,adiabatic,23954,20.03,14.93,64.1903666666667
vrf,2.5,9.9,0.7,max,0,outdoors,23954,20.03,14.93,62.6585333333334
vrf,2.5,9.9,0.7,min,0,outdoors,23954,20.03,14.93,63.70465
vrf,2.5,9.9,0.7,max,90,outdoors,23954,20.03,14.93,63.4407666666667
vrf,2.5,9.9,0.7,min,90,outdoors,23954,20.03,14.93,64.6182833333333
vrf,2.5,9.9,0.7,max,180,outdoors,23954,20.03,14.93,64.20775
vrf,2.5,9.9,0.7,min,180,outdoors,23954,20.03,14.93,65.5185166666667
vrf,2.5,9.9,0.7,max,270,outdoors,23954,20.03,14.93,63.9117833333333
vrf,2.5,9.9,0.7,min,270,outdoors,23954,20.03,14.93,65.1153666666667
vrf,3.7,9.9,0.3,max,0,outdoors,23954,20.03,14.93,61.91365
vrf,3.7,9.9,0.3,min,0,outdoors,23954,20.03,14.93,62.8047833333334
vrf,2.5,9.9,0.3,max,180,adiabatic,23954,20.03,14.93,65.0913
vrf,3.7,9.9,0.3,max,90,outdoors,23954,20.03,14.93,62.3308333333333
vrf,3.7,9.9,0.3,min,90,outdoors,23954,20.03,14.93,63.3226833333334
vrf,3.7,9.9,0.3,max,180,outdoors,23954,20.03,14.93,62.7115666666667
vrf,3.7,9.9,0.3,min,180,outdoors,23954,20.03,14.93,63.7936
vrf,3.7,9.9,0.3,max,270,outdoors,23954,20.03,14.93,62.5843666666667
vrf,3.7,9.9,0.3,min,270,outdoors,23954,20.03,14.93,63.6366166666667
vrf,3.7,9.9,0.7,max,0,outdoors,23954,20.03,14.93,62.7983333333333
vrf,3.7,9.9,0.7,min,0,outdoors,23954,20.03,14.93,63.9261666666667
vrf,3.7,9.9,0.7,max,90,outdoors,23954,20.03,14.93,63.4927333333334
vrf,3.7,9.9,0.7,min,90,outdoors,23954,20.03,14.93,64.7328166666667
vrf,2.5,9.9,0.3,min,180,adiabatic,23954,20.03,14.93,64.3434833333333
vrf,3.7,9.9,0.7,max,180,outdoors,23954,20.03,14.93,64.1619333333333
vrf,3.7,9.9,0.7,min,180,outdoors,23954,20.03,14.93,65.4956666666667
vrf,3.7,9.9,0.7,max,270,outdoors,23954,20.03,14.93,63.8961833333334
vrf,3.7,9.9,0.7,min,270,outdoors,23954,20.03,14.93,65.1664666666667
vrf,2.5,23.6,0.3,max,0,adiabatic,23954,20.03,14.93,111.61965
vrf,2.5,23.6,0.3,min,0,adiabatic,23954,20.03,14.93,111.207533333333
vrf,2.5,23.6,0.3,max,90,adiabatic,23954,20.03,14.93,111.74665
vrf,2.5,23.6,0.3,min,90,adiabatic,23954,20.03,14.93,111.353583333333
vrf,2.5,23.6,0.3,max,180,adiabatic,23954,20.03,14.93,111.8504
vrf,2.5,23.6,0.3,min,180,adiabatic,23954,20.03,14.93,111.475933333333
vrf,2.5,9.9,0.3,max,270,adiabatic,23954,20.03,14.93,64.8493333333334
vrf,2.5,23.6,0.3,max,270,adiabatic,23954,20.03,14.93,111.600533333333
vrf,2.5,23.6,0.3,min,270,adiabatic,23954,20.03,14.93,111.206266666667
vrf,2.5,23.6,0.7,max,0,adiabatic,23954,20.03,14.93,112.200366666667
vrf,2.5,23.6,0.7,min,0,adiabatic,23954,20.03,14.93,111.746233333333
vrf,2.5,23.6,0.7,max,90,adiabatic,23954,20.03,14.93,112.57585
vrf,2.5,23.6,0.7,min,90,adiabatic,23954,20.03,14.93,112.095733333333
vrf,2.5,23.6,0.7,max,180,adiabatic,23954,20.03,14.93,112.794933333333
vrf,2.5,23.6,0.7,min,180,adiabatic,23954,20.03,14.93,112.3505
vrf,2.5,23.6,0.7,max,270,adiabatic,23954,20.03,14.93,112.5818
vrf,2.5,23.6,0.7,min,270,adiabatic,23954,20.03,14.93,112.0606
vrf,2.5,9.9,0.3,min,270,adiabatic,23954,20.03,14.93,64.0953
vrf,3.7,23.6,0.3,max,0,adiabatic,23954,20.03,14.93,108.4094
vrf,3.7,23.6,0.3,min,0,adiabatic,23954,20.03,14.93,109.240583333333
vrf,3.7,23.6,0.3,max,90,adiabatic,23954,20.03,14.93,108.587283333333
vrf,3.7,23.6,0.3,min,90,adiabatic,23954,20.03,14.93,109.397166666667
vrf,3.7,23.6,0.3,max,180,adiabatic,23954,20.03,14.93,108.728333333333
vrf,3.7,23.6,0.3,min,180,adiabatic,23954,20.03,14.93,109.624416666667
vrf,3.7,23.6,0.3,max,270,adiabatic,23954,20.03,14.93,108.625333333333
vrf,3.7,23.6,0.3,min,270,adiabatic,23954,20.03,14.93,109.4824
vrf,3.7,23.6,0.7,max,0,adiabatic,23954,20.03,14.93,108.959166666667
vrf,3.7,23.6,0.7,min,0,adiabatic,23954,20.03,14.93,109.7999
vrf,2.5,9.9,0.7,max,0,adiabatic,23954,20.03,14.93,65.4025
vrf,3.7,23.6,0.7,max,90,adiabatic,23954,20.03,14.93,109.35975
vrf,3.7,23.6,0.7,min,90,adiabatic,23954,20.03,14.93,110.10855
vrf,3.7,23.6,0.7,max,180,adiabatic,23954,20.03,14.93,109.649383333333
vrf,3.7,23.6,0.7,min,180,adiabatic,23954,20.03,14.93,110.522983333333
vrf,3.7,23.6,0.7,max,270,adiabatic,23954,20.03,14.93,109.541966666667
vrf,3.7,23.6,0.7,min,270,adiabatic,23954,20.03,14.93,110.322466666667
vrf,2.5,23.6,0.3,max,0,outdoors,23954,20.03,14.93,110.421283333333
vrf,2.5,23.6,0.3,min,0,outdoors,23954,20.03,14.93,111.9444
vrf,2.5,23.6,0.3,max,90,outdoors,23954,20.03,14.93,110.857766666667
vrf,2.5,23.6,0.3,min,90,outdoors,23954,20.03,14.93,112.312083333333
vrf,2.5,9.9,0.7,min,0,adiabatic,23954,20.03,14.93,64.5737333333333
split,2.5,9.9,0.3,max,0,adiabatic,23954,20.03,14.93,98.5292166666667
split,2.5,23.6,0.3,max,180,outdoors,23954,20.03,14.93,136.32545
split,2.5,23.6,0.3,min,180,outdoors,23954,20.03,14.93,136.408166666667
split,2.5,23.6,0.3,max,270,outdoors,23954,20.03,14.93,136.439433333333
split,2.5,23.6,0.3,min,270,outdoors,23954,20.03,14.93,136.238483333333
split,2.5,23.6,0.7,max,0,outdoors,23954,20.03,14.93,136.340916666667
split,2.5,23.6,0.7,min,0,outdoors,23954,20.03,14.93,136.425833333333
split,2.5,23.6,0.7,max,90,outdoors,23954,20.03,14.93,136.7353
split,2.5,23.6,0.7,min,90,outdoors,23954,20.03,14.93,136.38765
split,2.5,23.6,0.7,max,180,outdoors,23954,20.03,14.93,138.857283333333
split,2.5,23.6,0.7,min,180,outdoors,23954,20.03,14.93,138.960183333333
split,2.5,9.9,0.7,max,90,adiabatic,23954,20.03,14.93,96.22405
split,2.5,23.6,0.7,max,270,outdoors,23954,20.03,14.93,138.7185
split,2.5,23.6,0.7,min,270,outdoors,23954,20.03,14.93,138.349316666667
