"case","seed","hvac","envelope","lights","shgc","afn","azimuth","boundaries","ghr","outputs"
"h_vrf_e_3.7_l_16.22_s_0.38_v_max_a_11.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,16.220703125,0.383984375,"max",11.6015625,"outdoors",3495,24.371731690719
"h_vrf_e_3.7_l_16.22_s_0.38_v_max_a_13.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,16.220703125,0.383984375,"max",13.0078125,"adiabatic",3495,24.3745711455928
"h_vrf_e_3.7_l_16.22_s_0.38_v_max_a_13.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,16.220703125,0.383984375,"max",13.0078125,"outdoors",3495,24.3745711455928
"h_vrf_e_3.7_l_16.82_s_0.51_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,16.822265625,0.508203125,"max",1.7578125,"adiabatic",3495,24.9616791624828
"h_vrf_e_3.7_l_16.82_s_0.51_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,16.822265625,0.508203125,"max",202.8515625,"adiabatic",3495,26.2914154329261
"h_vrf_e_3.7_l_16.82_s_0.52_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,16.822265625,0.521484375,"max",202.8515625,"adiabatic",3495,26.368878853225
"h_vrf_e_3.7_l_17.26_s_0.33_v_min_a_58.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.259765625,0.333984375,"min",58.0078125,"adiabatic",3495,28.4596549974256
"h_vrf_e_3.7_l_17.7_s_0.4_v_min_a_270.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.697265625,0.396484375,"min",270.3515625,"adiabatic",3495,29.5920665363494
"h_vrf_e_3.7_l_17.7_s_0.68_v_max_a_270.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.697265625,0.683203125,"max",270.3515625,"adiabatic",3495,27.1449560434489
"h_vrf_e_3.7_l_17.7_s_0.68_v_min_a_270.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.697265625,0.683203125,"min",270.3515625,"adiabatic",3495,30.9403466578335
"h_vrf_e_3.7_l_17.7_s_0.68_v_min_a_270.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.697265625,0.683203125,"min",270.3515625,"outdoors",3495,30.9403466578335
"h_vrf_e_3.7_l_17.7_s_0.68_v_min_a_339.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.697265625,0.683203125,"min",339.2578125,"adiabatic",3495,29.7185852411077
"h_vrf_e_3.7_l_17.97_s_0.37_v_max_a_146.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,17.970703125,0.370703125,"max",146.6015625,"outdoors",3495,25.8252491612662
"h_vrf_e_3.7_l_19.01_s_0.48_v_max_a_101.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,19.009765625,0.483984375,"max",101.6015625,"outdoors",3495,26.472477583666
"h_vrf_e_3.7_l_19.01_s_0.48_v_max_a_283.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,19.009765625,0.483984375,"max",283.0078125,"adiabatic",3495,26.654964828419
"h_vrf_e_3.7_l_19.01_s_0.62_v_max_a_101.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,19.009765625,0.620703125,"max",101.6015625,"adiabatic",3495,27.0186367885326
"h_vrf_e_3.7_l_19.01_s_0.62_v_max_a_101.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,19.009765625,0.620703125,"max",101.6015625,"outdoors",3495,27.0186367885326
"h_vrf_e_3.7_l_19.01_s_0.62_v_max_a_283.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,19.009765625,0.620703125,"max",283.0078125,"outdoors",3495,27.2581899585859
"h_vrf_e_3.7_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,19.283203125,0.496484375,"max",69.2578125,"adiabatic",3495,26.3465114095754
"h_vrf_e_3.7_l_20.16_s_0.51_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,20.158203125,0.508203125,"max",202.8515625,"adiabatic",3495,27.7449467703365
"h_vrf_e_3.7_l_20.16_s_0.52_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,20.158203125,0.521484375,"max",1.7578125,"adiabatic",3495,26.4062408264191
"h_vrf_e_3.7_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,21.197265625,0.583203125,"max",0.3515625,"adiabatic",3495,27.0366098261385
"h_vrf_e_3.7_l_22.07_s_0.46_v_max_a_136.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,22.072265625,0.458203125,"max",136.7578125,"adiabatic",3495,27.9179122348592
"h_vrf_e_3.7_l_22.07_s_0.46_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,22.072265625,0.458203125,"max",247.8515625,"adiabatic",3495,28.2183839300427
"h_vrf_e_3.7_l_22.07_s_0.46_v_max_a_247.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,22.072265625,0.458203125,"max",247.8515625,"outdoors",3495,28.2183839300427
"h_vrf_e_3.7_l_22.07_s_0.47_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,22.072265625,0.471484375,"max",247.8515625,"adiabatic",3495,28.2962398511345
"h_vrf_e_3.7_l_22.78_s_0.4_v_max_a_339.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,22.783203125,0.396484375,"max",339.2578125,"outdoors",3495,27.2738444991091
"h_vrf_e_3.7_l_22.78_s_0.68_v_min_a_270.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf",3.7,22.783203125,0.683203125,"min",270.3515625,"adiabatic",3495,32.9754890959994
"h_split_e_2.5_l_10.26_s_0.53_v_max_a_238.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.259765625,0.533984375,"max",238.0078125,"outdoors",14172,48.1698385095845
"h_split_e_2.5_l_10.7_s_0.48_v_max_a_159.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.697265625,0.483203125,"max",159.2578125,"outdoors",14172,47.5769139943609
"h_split_e_2.5_l_10.7_s_0.48_v_max_a_90.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.697265625,0.483203125,"max",90.3515625,"adiabatic",14172,46.5213746469696
"h_split_e_2.5_l_10.7_s_0.48_v_max_a_90.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.697265625,0.483203125,"max",90.3515625,"outdoors",14172,46.5213746469696
"h_split_e_2.5_l_10.7_s_0.48_v_min_a_90.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.697265625,0.483203125,"min",90.3515625,"outdoors",14172,47.2570998550157
"h_split_e_2.5_l_10.7_s_0.6_v_max_a_90.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.697265625,0.596484375,"max",90.3515625,"outdoors",14172,47.0891440721711
"h_split_e_2.5_l_10.97_s_0.57_v_min_a_326.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,10.970703125,0.570703125,"min",326.6015625,"adiabatic",14172,48.1491867152923
"h_split_e_2.5_l_12.01_s_0.42_v_min_a_103.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,12.009765625,0.420703125,"min",103.0078125,"adiabatic",14172,47.9039853177235
"h_split_e_2.5_l_12.01_s_0.42_v_min_a_281.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,12.009765625,0.420703125,"min",281.6015625,"adiabatic",14172,48.53223579143
"h_split_e_2.5_l_12.01_s_0.42_v_min_a_281.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,12.009765625,0.420703125,"min",281.6015625,"outdoors",14172,48.53223579143
"h_split_e_2.5_l_12.01_s_0.68_v_min_a_103.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,12.009765625,0.683984375,"min",103.0078125,"outdoors",14172,49.3145868719456
"h_split_e_2.5_l_12.01_s_0.68_v_min_a_281.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,12.009765625,0.683984375,"min",281.6015625,"adiabatic",14172,50.0752170112486
"h_split_e_2.5_l_12.28_s_0.7_v_min_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,12.283203125,0.696484375,"min",249.2578125,"outdoors",14172,51.0766595282326
"h_split_e_2.5_l_13.16_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,13.158203125,0.308203125,"min",22.8515625,"outdoors",14172,47.6286334880839
"h_split_e_2.5_l_13.16_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,13.158203125,0.321484375,"min",181.7578125,"outdoors",14172,49.7157754521745
"h_split_e_2.5_l_14.2_s_0.38_v_min_a_180.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,14.197265625,0.383203125,"min",180.3515625,"outdoors",14172,50.737470390156
"h_split_e_2.5_l_15.07_s_0.66_v_min_a_316.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.072265625,0.658203125,"min",316.7578125,"outdoors",14172,51.2646471645782
"h_split_e_2.5_l_15.07_s_0.66_v_min_a_67.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.072265625,0.658203125,"min",67.8515625,"adiabatic",14172,50.3817756163989
"h_split_e_2.5_l_15.07_s_0.66_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.072265625,0.658203125,"min",67.8515625,"outdoors",14172,50.3817756163989
"h_split_e_2.5_l_15.07_s_0.67_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.072265625,0.671484375,"min",67.8515625,"outdoors",14172,50.430872643224
"h_split_e_2.5_l_15.78_s_0.48_v_max_a_90.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.783203125,0.483203125,"max",90.3515625,"outdoors",14172,49.029245904035
"h_split_e_2.5_l_15.78_s_0.6_v_min_a_159.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,15.783203125,0.596484375,"min",159.2578125,"adiabatic",14172,52.7039163351486
"h_split_e_2.5_l_17.26_s_0.33_v_min_a_326.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.259765625,0.333984375,"min",326.6015625,"adiabatic",14172,50.9688170443479
"h_split_e_2.5_l_17.26_s_0.57_v_min_a_326.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.259765625,0.570703125,"min",326.6015625,"adiabatic",14172,52.1628481012933
"h_split_e_2.5_l_17.26_s_0.57_v_min_a_58.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.259765625,0.570703125,"min",58.0078125,"adiabatic",14172,51.2626771587322
"h_split_e_2.5_l_17.97_s_0.37_v_max_a_238.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.970703125,0.370703125,"max",238.0078125,"outdoors",14172,51.3153649232228
"h_split_e_2.5_l_17.97_s_0.53_v_max_a_146.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.970703125,0.533984375,"max",146.6015625,"outdoors",14172,51.5416551883478
"h_split_e_2.5_l_17.97_s_0.53_v_max_a_238.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,17.970703125,0.533984375,"max",238.0078125,"outdoors",14172,52.4174941111971
"h_split_e_2.5_l_18.41_s_0.66_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,18.408203125,0.658203125,"min",67.8515625,"outdoors",14172,52.4115209781811
"h_split_e_2.5_l_18.41_s_0.67_v_min_a_316.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,18.408203125,0.671484375,"min",316.7578125,"adiabatic",14172,53.5227472706935
"h_split_e_2.5_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.283203125,0.496484375,"max",69.2578125,"adiabatic",14172,50.673551150457
"h_split_e_2.5_l_19.45_s_0.45_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.446484375,"max",135.3515625,"outdoors",14172,51.5271946235413
"h_split_e_2.5_l_19.45_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.533203125,"max",135.3515625,"outdoors",14172,52.1248555354751
"h_split_e_2.5_l_19.45_s_0.53_v_max_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.533203125,"max",24.2578125,"outdoors",14172,50.7880549967467
"h_split_e_2.5_l_19.45_s_0.53_v_min_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.447265625,0.533203125,"min",135.3515625,"outdoors",14172,53.8733700521266
"h_split_e_2.5_l_19.72_s_0.42_v_min_a_103.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.420703125,"min",103.0078125,"outdoors",14172,52.6166355168151
"h_split_e_2.5_l_19.72_s_0.42_v_min_a_281.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.420703125,"min",281.6015625,"adiabatic",14172,53.5647813916415
"h_split_e_2.5_l_19.72_s_0.68_v_min_a_103.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.683984375,"min",103.0078125,"adiabatic",14172,53.9709626364436
"h_split_e_2.5_l_19.72_s_0.68_v_min_a_103.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.683984375,"min",103.0078125,"outdoors",14172,53.9709626364436
"h_split_e_2.5_l_19.72_s_0.68_v_min_a_281.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,19.720703125,0.683984375,"min",281.6015625,"outdoors",14172,55.0278659259486
"h_split_e_2.5_l_20.76_s_0.63_v_max_a_148.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,20.759765625,0.633984375,"max",148.0078125,"adiabatic",14172,53.73782699726
"h_split_e_2.5_l_20.76_s_0.67_v_max_a_56.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,20.759765625,0.670703125,"max",56.6015625,"adiabatic",14172,52.1142648122704
"h_split_e_2.5_l_21.03_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.033203125,0.446484375,"min",24.2578125,"outdoors",14172,53.10385493019
"h_split_e_2.5_l_21.03_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.033203125,0.533203125,"max",135.3515625,"outdoors",14172,53.0096100360112
"h_split_e_2.5_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.197265625,0.583203125,"max",0.3515625,"adiabatic",14172,52.2341228836745
"h_split_e_2.5_l_21.47_s_0.63_v_max_a_148.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.470703125,0.633984375,"max",148.0078125,"adiabatic",14172,54.1474450885734
"h_split_e_2.5_l_21.47_s_0.63_v_max_a_56.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.470703125,0.633984375,"max",56.6015625,"adiabatic",14172,52.3724714019496
"h_split_e_2.5_l_21.47_s_0.67_v_max_a_148.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,21.470703125,0.670703125,"max",148.0078125,"adiabatic",14172,54.3361958920793
"h_split_e_2.5_l_22.51_s_0.52_v_min_a_191.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,22.509765625,0.520703125,"min",191.6015625,"outdoors",14172,57.3453625509601
"h_split_e_2.5_l_22.51_s_0.58_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,22.509765625,0.583984375,"min",193.0078125,"adiabatic",14172,57.8534940876004
"h_split_e_2.5_l_23.22_s_0.52_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.520703125,"min",193.0078125,"adiabatic",14172,57.807090716298
"h_split_e_2.5_l_23.22_s_0.58_v_min_a_191.6_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.583984375,"min",191.6015625,"adiabatic",14172,58.2963577231752
"h_split_e_2.5_l_23.22_s_0.58_v_min_a_193.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.583984375,"min",193.0078125,"adiabatic",14172,58.3075874818133
"h_split_e_2.5_l_23.22_s_0.58_v_min_a_193.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.220703125,0.583984375,"min",193.0078125,"outdoors",14172,58.3075874818133
"h_split_e_2.5_l_23.82_s_0.31_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.822265625,0.308203125,"min",181.7578125,"outdoors",14172,56.5620206768319
"h_split_e_2.5_l_23.82_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.822265625,0.308203125,"min",22.8515625,"outdoors",14172,54.3762449337079
"h_split_e_2.5_l_23.82_s_0.32_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",2.5,23.822265625,0.321484375,"min",22.8515625,"outdoors",14172,54.4318270524343
"h_split_e_3.7_l_10.26_s_0.37_v_max_a_146.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,10.259765625,0.370703125,"max",146.6015625,"outdoors",14172,46.4817317162518
"h_split_e_3.7_l_10.97_s_0.33_v_min_a_58.01_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,10.970703125,0.333984375,"min",58.0078125,"adiabatic",14172,46.5548353002937
"h_split_e_3.7_l_11.41_s_0.46_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.458203125,"max",136.7578125,"outdoors",14172,47.3813929493684
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.471484375,"max",136.7578125,"adiabatic",14172,47.4769227736068
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_136.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.471484375,"max",136.7578125,"outdoors",14172,47.4769227736068
"h_split_e_3.7_l_11.41_s_0.47_v_max_a_247.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,11.408203125,0.471484375,"max",247.8515625,"outdoors",14172,48.1021261180147
"h_split_e_3.7_l_12.28_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,12.283203125,0.583203125,"max",0.3515625,"adiabatic",14172,47.5851886685422
"h_split_e_3.7_l_13.16_s_0.31_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.158203125,0.308203125,"min",181.7578125,"outdoors",14172,49.7116041414433
"h_split_e_3.7_l_13.16_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.158203125,0.321484375,"min",181.7578125,"outdoors",14172,49.7825596398616
"h_split_e_3.7_l_13.16_s_0.32_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.158203125,0.321484375,"min",22.8515625,"outdoors",14172,47.985446165723
"h_split_e_3.7_l_13.32_s_0.42_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.421484375,"min",112.8515625,"adiabatic",14172,48.9867201955
"h_split_e_3.7_l_13.32_s_0.42_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.421484375,"min",91.7578125,"adiabatic",14172,48.669120062551
"h_split_e_3.7_l_13.32_s_0.61_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.608203125,"min",112.8515625,"adiabatic",14172,50.1101614634879
"h_split_e_3.7_l_13.32_s_0.61_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.322265625,0.608203125,"min",91.7578125,"adiabatic",14172,49.6998987158165
"h_split_e_3.7_l_13.76_s_0.43_v_min_a_236.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.759765625,0.433984375,"min",236.6015625,"outdoors",14172,50.5197069558298
"h_split_e_3.7_l_13.76_s_0.47_v_min_a_236.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.759765625,0.470703125,"min",236.6015625,"outdoors",14172,50.8124854965354
"h_split_e_3.7_l_13.76_s_0.47_v_min_a_328.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,13.759765625,0.470703125,"min",328.0078125,"outdoors",14172,49.6731271908933
"h_split_e_3.7_l_14.2_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,14.197265625,0.496484375,"max",69.2578125,"adiabatic",14172,48.1519933580545
"h_split_e_3.7_l_14.47_s_0.43_v_min_a_328.01_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,14.470703125,0.433984375,"min",328.0078125,"outdoors",14172,49.9192085811725
"h_split_e_3.7_l_14.47_s_0.47_v_min_a_236.6_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,14.470703125,0.470703125,"min",236.6015625,"outdoors",14172,51.2832188078449
"h_split_e_3.7_l_15.95_s_0.35_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.346484375,"max",45.3515625,"adiabatic",14172,48.3034629321417
"h_split_e_3.7_l_15.95_s_0.35_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.346484375,"min",294.2578125,"adiabatic",14172,50.6853151611471
"h_split_e_3.7_l_15.95_s_0.43_v_max_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.433203125,"max",294.2578125,"adiabatic",14172,49.7780096637159
"h_split_e_3.7_l_15.95_s_0.43_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.433203125,"max",45.3515625,"adiabatic",14172,48.6210150532741
"h_split_e_3.7_l_15.95_s_0.43_v_min_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,15.947265625,0.433203125,"min",45.3515625,"adiabatic",14172,50.0466168934259
"h_split_e_3.7_l_16.66_s_0.42_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.421484375,"min",112.8515625,"adiabatic",14172,51.0637224782937
"h_split_e_3.7_l_16.66_s_0.42_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.421484375,"min",91.7578125,"adiabatic",14172,50.7344770882008
"h_split_e_3.7_l_16.66_s_0.61_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split",3.7,16.658203125,0.608203125,"min",112.8515625,"adiabatic",14172,52.1736028499594
