"hvac","envelope","lights","shgc","afn","azimuth","boundaries","ghr","outputs"
"split",2.5,21.470703125,0.633984375,"max",56.6015625,"adiabatic",14172,52.3724714019496
"split",2.5,21.470703125,0.670703125,"max",148.0078125,"adiabatic",14172,54.3361958920793
"split",2.5,22.509765625,0.520703125,"min",191.6015625,"outdoors",14172,57.3453625509601
"split",2.5,22.509765625,0.583984375,"min",193.0078125,"adiabatic",14172,57.8534940876004
"split",2.5,23.220703125,0.520703125,"min",193.0078125,"adiabatic",14172,57.807090716298
"split",2.5,23.220703125,0.583984375,"min",191.6015625,"adiabatic",14172,58.2963577231752
"split",2.5,23.220703125,0.583984375,"min",193.0078125,"adiabatic",14172,58.3075874818133
"split",2.5,23.220703125,0.583984375,"min",193.0078125,"outdoors",14172,58.3075874818133
"split",2.5,23.822265625,0.308203125,"min",181.7578125,"outdoors",14172,56.5620206768319
"split",2.5,23.822265625,0.308203125,"min",22.8515625,"outdoors",14172,54.3762449337079
"split",2.5,23.822265625,0.321484375,"min",22.8515625,"outdoors",14172,54.4318270524343
"split",3.7,10.259765625,0.370703125,"max",146.6015625,"outdoors",14172,46.4817317162518
"split",3.7,10.970703125,0.333984375,"min",58.0078125,"adiabatic",14172,46.5548353002937
"split",3.7,11.408203125,0.458203125,"max",136.7578125,"outdoors",14172,47.3813929493684
"split",3.7,11.408203125,0.471484375,"max",136.7578125,"adiabatic",14172,47.4769227736068
"split",3.7,11.408203125,0.471484375,"max",136.7578125,"outdoors",14172,47.4769227736068
"split",3.7,11.408203125,0.471484375,"max",247.8515625,"outdoors",14172,48.1021261180147
"split",3.7,12.283203125,0.583203125,"max",0.3515625,"adiabatic",14172,47.5851886685422
"split",3.7,13.158203125,0.308203125,"min",181.7578125,"outdoors",14172,49.7116041414433
"split",3.7,13.158203125,0.321484375,"min",181.7578125,"outdoors",14172,49.7825596398616
"split",3.7,13.158203125,0.321484375,"min",22.8515625,"outdoors",14172,47.985446165723
"split",3.7,13.322265625,0.421484375,"min",112.8515625,"adiabatic",14172,48.9867201955
"split",3.7,13.322265625,0.421484375,"min",91.7578125,"adiabatic",14172,48.669120062551
"split",3.7,13.322265625,0.608203125,"min",112.8515625,"adiabatic",14172,50.1101614634879
"split",3.7,13.322265625,0.608203125,"min",91.7578125,"adiabatic",14172,49.6998987158165
"split",3.7,13.759765625,0.433984375,"min",236.6015625,"outdoors",14172,50.5197069558298
"split",3.7,13.759765625,0.470703125,"min",236.6015625,"outdoors",14172,50.8124854965354
"split",3.7,13.759765625,0.470703125,"min",328.0078125,"outdoors",14172,49.6731271908933
"split",3.7,14.197265625,0.496484375,"max",69.2578125,"adiabatic",14172,48.1519933580545
"split",3.7,14.470703125,0.433984375,"min",328.0078125,"outdoors",14172,49.9192085811725
"split",3.7,14.470703125,0.470703125,"min",236.6015625,"outdoors",14172,51.2832188078449
"split",3.7,15.947265625,0.346484375,"max",45.3515625,"adiabatic",14172,48.3034629321417
"split",3.7,15.947265625,0.346484375,"min",294.2578125,"adiabatic",14172,50.6853151611471
"split",3.7,15.947265625,0.433203125,"max",294.2578125,"adiabatic",14172,49.7780096637159
"split",3.7,15.947265625,0.433203125,"max",45.3515625,"adiabatic",14172,48.6210150532741
"split",3.7,15.947265625,0.433203125,"min",45.3515625,"adiabatic",14172,50.0466168934259
"split",3.7,16.658203125,0.421484375,"min",112.8515625,"adiabatic",14172,51.0637224782937
"split",3.7,16.658203125,0.421484375,"min",91.7578125,"adiabatic",14172,50.7344770882008
"split",3.7,16.658203125,0.608203125,"min",112.8515625,"adiabatic",14172,52.1736028499594
"split",3.7,16.658203125,0.608203125,"min",91.7578125,"adiabatic",14172,51.7565401139167
"split",3.7,17.259765625,0.570703125,"min",326.6015625,"adiabatic",14172,52.5761953794035
"split",3.7,17.533203125,0.346484375,"max",294.2578125,"adiabatic",14172,50.2840224793186
"split",3.7,17.533203125,0.346484375,"min",294.2578125,"adiabatic",14172,51.7347399784989
"split",3.7,17.533203125,0.346484375,"min",45.3515625,"adiabatic",14172,50.7332522207455
"split",3.7,17.533203125,0.433203125,"max",45.3515625,"adiabatic",14172,49.4814523967986
"split",3.7,17.533203125,0.433203125,"min",294.2578125,"adiabatic",14172,52.1271501847764
"split",3.7,17.697265625,0.396484375,"max",339.2578125,"outdoors",14172,49.8562075127493
"split",3.7,17.697265625,0.683203125,"min",270.3515625,"adiabatic",14172,54.0610776471685
"split",3.7,17.970703125,0.533984375,"max",238.0078125,"outdoors",14172,52.3992519011612
"split",3.7,19.283203125,0.383203125,"max",69.2578125,"adiabatic",14172,50.3173225531266
"split",3.7,19.283203125,0.496484375,"max",180.3515625,"adiabatic",14172,52.9475448696087
"split",3.7,19.283203125,0.496484375,"max",69.2578125,"adiabatic",14172,50.8721368008008
"split",3.7,19.283203125,0.496484375,"max",69.2578125,"outdoors",14172,50.8721368008008
"split",3.7,19.283203125,0.496484375,"min",69.2578125,"adiabatic",14172,52.5113155597381
"split",3.7,19.447265625,0.446484375,"min",24.2578125,"outdoors",14172,52.4860659564111
"split",3.7,19.447265625,0.533203125,"max",135.3515625,"outdoors",14172,52.2388832511275
"split",3.7,21.033203125,0.446484375,"max",24.2578125,"outdoors",14172,51.60387862343
"split",3.7,21.033203125,0.446484375,"min",135.3515625,"outdoors",14172,54.4446431334007
"split",3.7,21.033203125,0.446484375,"min",24.2578125,"outdoors",14172,53.4953288041424
"split",3.7,21.033203125,0.533203125,"min",24.2578125,"outdoors",14172,53.9006715156511
"split",3.7,21.197265625,0.583203125,"max",0.3515625,"adiabatic",14172,52.6334192058396
"split",3.7,21.197265625,0.583203125,"max",0.3515625,"outdoors",14172,52.6334192058396
"split",3.7,21.197265625,0.583203125,"max",249.2578125,"adiabatic",14172,54.5159043772599
"split",3.7,21.197265625,0.583203125,"min",0.3515625,"adiabatic",14172,54.781669296706
"split",3.7,21.197265625,0.696484375,"max",0.3515625,"adiabatic",14172,53.0639508193256
"split",3.7,22.072265625,0.458203125,"max",247.8515625,"adiabatic",14172,54.1835962713073
"split",3.7,22.072265625,0.471484375,"max",136.7578125,"outdoors",14172,53.3534268002356
"split",3.7,22.509765625,0.520703125,"min",191.6015625,"adiabatic",14172,57.5978799012526
"split",3.7,22.509765625,0.520703125,"min",191.6015625,"outdoors",14172,57.5978799012526
"split",3.7,22.509765625,0.520703125,"min",193.0078125,"outdoors",14172,57.6101333302981
"split",3.7,22.509765625,0.583984375,"min",191.6015625,"outdoors",14172,58.122757934711
"split",3.7,22.783203125,0.396484375,"max",270.3515625,"outdoors",14172,53.9525313272561
"split",3.7,22.783203125,0.396484375,"max",339.2578125,"adiabatic",14172,52.8340710450878
"split",3.7,22.783203125,0.396484375,"max",339.2578125,"outdoors",14172,52.8340710450878
"split",3.7,22.783203125,0.396484375,"min",339.2578125,"outdoors",14172,55.0586196745407
"split",3.7,22.783203125,0.683203125,"max",339.2578125,"outdoors",14172,54.2165445185875
"split",3.7,23.220703125,0.520703125,"min",191.6015625,"outdoors",14172,58.0602162257062
"split",3.7,23.220703125,0.583984375,"min",193.0078125,"adiabatic",14172,58.60326424332
"split",3.7,23.822265625,0.308203125,"min",22.8515625,"outdoors",14172,54.797939025174
"split",3.7,23.822265625,0.321484375,"min",181.7578125,"outdoors",14172,56.8059210971775
"vrf",2.5,10.259765625,0.370703125,"max",146.6015625,"outdoors",14172,28.6436769404632
"vrf",2.5,10.533203125,0.546484375,"max",114.2578125,"outdoors",14172,29.2353965377548
"vrf",2.5,10.533203125,0.546484375,"max",225.3515625,"outdoors",14172,29.8798790439856
"vrf",2.5,10.533203125,0.546484375,"min",114.2578125,"outdoors",14172,31.4867649296112
"vrf",2.5,10.533203125,0.633203125,"max",114.2578125,"outdoors",14172,29.5495916359301
"vrf",2.5,10.533203125,0.633203125,"min",225.3515625,"outdoors",14172,32.5157066795224
"vrf",2.5,10.697265625,0.483203125,"max",90.3515625,"outdoors",14172,28.7684823560754
"vrf",2.5,10.697265625,0.596484375,"min",159.2578125,"adiabatic",14172,32.2234128709918
"vrf",2.5,10.970703125,0.333984375,"min",58.0078125,"adiabatic",14172,30.2043280092157
"vrf",2.5,12.283203125,0.583203125,"min",249.2578125,"outdoors",14172,32.9369576360311
"vrf",2.5,12.283203125,0.696484375,"max",249.2578125,"outdoors",14172,31.0450645077926
"vrf",2.5,12.283203125,0.696484375,"min",0.3515625,"outdoors",14172,31.629983836454
"vrf",2.5,12.283203125,0.696484375,"min",249.2578125,"adiabatic",14172,33.3302058313953
"vrf",2.5,12.283203125,0.696484375,"min",249.2578125,"outdoors",14172,33.3302058313953
"vrf",2.5,12.447265625,0.333203125,"min",315.3515625,"adiabatic",14172,31.0348863775898
"vrf",2.5,12.447265625,0.646484375,"max",204.2578125,"adiabatic",14172,31.127694452648
"vrf",2.5,14.033203125,0.333203125,"max",204.2578125,"adiabatic",14172,30.4142944367944
"vrf",2.5,14.033203125,0.646484375,"max",204.2578125,"adiabatic",14172,31.7994689340951
"vrf",2.5,14.033203125,0.646484375,"max",315.3515625,"adiabatic",14172,30.5937046244059
"vrf",2.5,14.033203125,0.646484375,"min",204.2578125,"adiabatic",14172,34.0801548804948
"vrf",2.5,14.197265625,0.383203125,"max",180.3515625,"outdoors",14172,30.5956328537952
"vrf",2.5,14.197265625,0.383203125,"min",180.3515625,"adiabatic",14172,32.8913863447781
"vrf",2.5,14.197265625,0.383203125,"min",180.3515625,"outdoors",14172,32.8913863447781
"vrf",2.5,14.197265625,0.383203125,"min",69.2578125,"outdoors",14172,31.9975623284907
"vrf",2.5,14.197265625,0.496484375,"min",180.3515625,"outdoors",14172,33.4111278517253
"vrf",2.5,15.072265625,0.658203125,"min",67.8515625,"outdoors",14172,33.2849959605056
"vrf",2.5,15.072265625,0.671484375,"min",316.7578125,"adiabatic",14172,33.3568354776733
"vrf",2.5,15.509765625,0.320703125,"max",11.6015625,"adiabatic",14172,29.8483147586763
"vrf",2.5,15.509765625,0.320703125,"max",11.6015625,"outdoors",14172,29.8483147586763
"vrf",2.5,15.509765625,0.320703125,"max",13.0078125,"adiabatic",14172,29.8508154083177
"vrf",2.5,15.509765625,0.383984375,"max",11.6015625,"adiabatic",14172,29.9964105935872
"vrf",2.5,15.783203125,0.483203125,"min",159.2578125,"adiabatic",14172,33.8928857454977
"vrf",2.5,15.783203125,0.596484375,"max",159.2578125,"adiabatic",14172,32.1150874777279
"vrf",2.5,15.783203125,0.596484375,"min",159.2578125,"adiabatic",14172,34.3890362411548
"vrf",2.5,15.783203125,0.596484375,"min",159.2578125,"outdoors",14172,34.3890362411548
"vrf",2.5,15.783203125,0.596484375,"min",90.3515625,"adiabatic",14172,33.6864488341312
"vrf",2.5,16.220703125,0.320703125,"max",11.6015625,"adiabatic",14172,30.169709492379
"vrf",2.5,16.220703125,0.383984375,"max",13.0078125,"outdoors",14172,30.3216522735269
"vrf",2.5,16.822265625,0.508203125,"max",202.8515625,"adiabatic",14172,32.4044625074856
"vrf",2.5,16.822265625,0.521484375,"max",1.7578125,"adiabatic",14172,30.9984459702186
"vrf",2.5,17.259765625,0.570703125,"min",326.6015625,"adiabatic",14172,33.883668563105
"vrf",2.5,17.970703125,0.533984375,"max",238.0078125,"outdoors",14172,32.886479581425
"vrf",2.5,18.408203125,0.658203125,"min",316.7578125,"adiabatic",14172,34.7138648634258
"vrf",2.5,18.408203125,0.671484375,"min",316.7578125,"adiabatic",14172,34.7468874149506
"vrf",2.5,18.408203125,0.671484375,"min",316.7578125,"outdoors",14172,34.7468874149506
"vrf",2.5,18.408203125,0.671484375,"min",67.8515625,"adiabatic",14172,34.7044633888499
"vrf",2.5,19.283203125,0.383203125,"min",180.3515625,"outdoors",14172,35.0362995648538
"vrf",2.5,20.158203125,0.508203125,"max",1.7578125,"adiabatic",14172,32.3784708214384
"vrf",2.5,20.158203125,0.521484375,"max",1.7578125,"adiabatic",14172,32.4066945284838
"vrf",2.5,20.158203125,0.521484375,"max",202.8515625,"adiabatic",14172,33.7520054647713
"vrf",2.5,20.322265625,0.408203125,"max",271.7578125,"outdoors",14172,32.9912444148449
"vrf",2.5,20.322265625,0.408203125,"max",292.8515625,"outdoors",14172,32.7490402263143
"vrf",2.5,20.322265625,0.621484375,"max",271.7578125,"outdoors",14172,33.7326140643261
"vrf",2.5,20.322265625,0.621484375,"max",292.8515625,"outdoors",14172,33.4361396123212
"vrf",2.5,20.759765625,0.633984375,"max",56.6015625,"adiabatic",14172,33.1658127432474
"vrf",2.5,20.759765625,0.670703125,"max",148.0078125,"adiabatic",14172,34.2058318280236
"vrf",2.5,20.759765625,0.670703125,"max",56.6015625,"adiabatic",14172,33.2540553398878
"vrf",2.5,21.197265625,0.696484375,"min",249.2578125,"outdoors",14172,36.7405064159744
"vrf",2.5,21.470703125,0.633984375,"max",148.0078125,"adiabatic",14172,34.373326560639
"vrf",2.5,21.470703125,0.670703125,"max",56.6015625,"adiabatic",14172,33.5309502375354
"vrf",2.5,22.947265625,0.546484375,"max",114.2578125,"outdoors",14172,34.3554263657845
"vrf",2.5,22.947265625,0.546484375,"min",225.3515625,"outdoors",14172,37.053144347539
"vrf",2.5,22.947265625,0.633203125,"max",225.3515625,"outdoors",14172,35.1309418284208
"vrf",2.5,22.947265625,0.633203125,"min",114.2578125,"outdoors",14172,36.7277754612519
"vrf",2.5,22.947265625,0.633203125,"min",225.3515625,"outdoors",14172,37.2819275447955
"vrf",2.5,23.658203125,0.408203125,"max",271.7578125,"outdoors",14172,34.2824590917222
"vrf",2.5,23.658203125,0.408203125,"max",292.8515625,"outdoors",14172,34.0624394343084
"vrf",2.5,23.658203125,0.621484375,"max",271.7578125,"outdoors",14172,34.9444476636531
"vrf",2.5,23.658203125,0.621484375,"max",292.8515625,"outdoors",14172,34.6736535753766
"vrf",3.7,10.259765625,0.370703125,"max",146.6015625,"outdoors",14172,28.6124938536185
"vrf",3.7,10.259765625,0.370703125,"max",238.0078125,"outdoors",14172,28.7815693278305
"vrf",3.7,10.259765625,0.533984375,"max",146.6015625,"outdoors",14172,29.3887258752089
"vrf",3.7,10.970703125,0.333984375,"min",326.6015625,"adiabatic",14172,30.3539118221755
"vrf",3.7,10.970703125,0.333984375,"min",58.0078125,"adiabatic",14172,30.3920215001149
"vrf",3.7,10.970703125,0.570703125,"min",58.0078125,"adiabatic",14172,31.2435005126278
"vrf",3.7,11.408203125,0.458203125,"max",247.8515625,"adiabatic",14172,29.6522315696178
"vrf",3.7,11.408203125,0.471484375,"max",136.7578125,"outdoors",14172,29.5396021032423
"vrf",3.7,12.283203125,0.696484375,"min",249.2578125,"outdoors",14172,33.3583565026462
"vrf",3.7,12.447265625,0.333203125,"max",315.3515625,"adiabatic",14172,28.9555106954285
"vrf",3.7,12.447265625,0.333203125,"min",204.2578125,"adiabatic",14172,31.9489722614352
"vrf",3.7,12.447265625,0.333203125,"min",315.3515625,"adiabatic",14172,31.1816147065202
"vrf",3.7,12.447265625,0.646484375,"min",315.3515625,"adiabatic",14172,32.3236631085825
"vrf",3.7,12.720703125,0.483984375,"max",101.6015625,"adiabatic",14172,29.8933250438748
"vrf",3.7,12.720703125,0.483984375,"max",283.0078125,"adiabatic",14172,30.0393675714954
"vrf",3.7,12.720703125,0.483984375,"max",283.0078125,"outdoors",14172,30.0393675714954
"vrf",3.7,12.720703125,0.620703125,"max",101.6015625,"outdoors",14172,30.424053983202
"vrf",3.7,12.720703125,0.620703125,"max",283.0078125,"adiabatic",14172,30.590212280127
"vrf",3.7,13.759765625,0.433984375,"min",328.0078125,"outdoors",14172,32.0105586949885
"vrf",3.7,13.759765625,0.470703125,"min",236.6015625,"outdoors",14172,33.146181437948
"vrf",3.7,14.033203125,0.333203125,"min",315.3515625,"adiabatic",14172,31.9440742956963
"vrf",3.7,14.033203125,0.646484375,"max",204.2578125,"adiabatic",14172,31.8226684539851
"vrf",3.7,14.197265625,0.383203125,"min",180.3515625,"outdoors",14172,32.888999458809
"vrf",3.7,14.470703125,0.433984375,"min",236.6015625,"outdoors",14172,33.2782371916282
"vrf",3.7,14.470703125,0.433984375,"min",328.0078125,"outdoors",14172,32.3506251585832
"vrf",3.7,14.470703125,0.470703125,"min",328.0078125,"outdoors",14172,32.478048380199
"vrf",3.7,15.509765625,0.320703125,"max",11.6015625,"adiabatic",14172,30.0595315033035
"vrf",3.7,15.509765625,0.383984375,"max",13.0078125,"outdoors",14172,30.221210851191
"vrf",3.7,16.220703125,0.320703125,"max",13.0078125,"outdoors",14172,30.3930598703158
"vrf",3.7,16.220703125,0.383984375,"max",11.6015625,"outdoors",14172,30.5448143777017
"vrf",3.7,16.220703125,0.383984375,"max",13.0078125,"adiabatic",14172,30.5470634040647
"vrf",3.7,16.220703125,0.383984375,"max",13.0078125,"outdoors",14172,30.5470634040647
"vrf",3.7,16.822265625,0.508203125,"max",1.7578125,"adiabatic",14172,31.1989807879627
"vrf",3.7,16.822265625,0.508203125,"max",202.8515625,"adiabatic",14172,32.4271971577445
"vrf",3.7,16.822265625,0.521484375,"max",202.8515625,"adiabatic",14172,32.4921133974224
"vrf",3.7,17.259765625,0.333984375,"min",58.0078125,"adiabatic",14172,33.3308059016955
"vrf",3.7,17.697265625,0.396484375,"min",270.3515625,"adiabatic",14172,34.281535778174
"vrf",3.7,17.697265625,0.683203125,"max",270.3515625,"adiabatic",14172,33.0244486008109
"vrf",3.7,17.697265625,0.683203125,"min",270.3515625,"adiabatic",14172,35.3174116468425
"vrf",3.7,17.697265625,0.683203125,"min",270.3515625,"outdoors",14172,35.3174116468425
"vrf",3.7,17.697265625,0.683203125,"min",339.2578125,"adiabatic",14172,34.4356491849121
"vrf",3.7,17.970703125,0.370703125,"max",146.6015625,"outdoors",14172,32.0794775085714
"vrf",3.7,19.009765625,0.483984375,"max",101.6015625,"outdoors",14172,32.6187944074433
"vrf",3.7,19.009765625,0.483984375,"max",283.0078125,"adiabatic",14172,32.7353990719978
"vrf",3.7,19.009765625,0.620703125,"max",101.6015625,"adiabatic",14172,33.0768331065113
"vrf",3.7,19.009765625,0.620703125,"max",101.6015625,"outdoors",14172,33.0768331065113
"vrf",3.7,19.009765625,0.620703125,"max",283.0078125,"outdoors",14172,33.2148692501325
"vrf",3.7,19.283203125,0.496484375,"max",69.2578125,"adiabatic",14172,32.5050342631579
"vrf",3.7,20.158203125,0.508203125,"max",202.8515625,"adiabatic",14172,33.7558801586987
"vrf",3.7,20.158203125,0.521484375,"max",1.7578125,"adiabatic",14172,32.654872949906
"vrf",3.7,21.197265625,0.583203125,"max",0.3515625,"adiabatic",14172,33.2499443534572
"vrf",3.7,22.072265625,0.458203125,"max",136.7578125,"adiabatic",14172,34.0021477464494
"vrf",3.7,22.072265625,0.458203125,"max",247.8515625,"adiabatic",14172,34.1745866949214
"vrf",3.7,22.072265625,0.458203125,"max",247.8515625,"outdoors",14172,34.1745866949214
"vrf",3.7,22.072265625,0.471484375,"max",247.8515625,"adiabatic",14172,34.23321332184
"vrf",3.7,22.783203125,0.396484375,"max",339.2578125,"outdoors",14172,33.490245960305
"vrf",3.7,22.783203125,0.683203125,"min",270.3515625,"adiabatic",14172,37.1342771996322
"split",2.5,10.259765625,0.533984375,"max",238.0078125,"outdoors",23954,55.6313262713015
"split",2.5,10.697265625,0.483203125,"max",159.2578125,"outdoors",23954,54.7734025837722
"split",2.5,10.697265625,0.483203125,"max",90.3515625,"adiabatic",23954,53.9343534581587
"split",2.5,10.697265625,0.483203125,"max",90.3515625,"outdoors",23954,53.9343534581587
"split",2.5,10.697265625,0.483203125,"min",90.3515625,"outdoors",23954,52.0410308605406
"split",2.5,10.697265625,0.596484375,"max",90.3515625,"outdoors",23954,54.5196415240951
"split",2.5,10.970703125,0.570703125,"min",326.6015625,"adiabatic",23954,52.9121024143759
"split",2.5,12.009765625,0.420703125,"min",103.0078125,"adiabatic",23954,52.6730997561404
"split",2.5,12.009765625,0.420703125,"min",281.6015625,"adiabatic",23954,53.4650690113985
"split",2.5,12.009765625,0.420703125,"min",281.6015625,"outdoors",23954,53.4650690113985
"split",2.5,12.009765625,0.683984375,"min",103.0078125,"outdoors",23954,54.1564967647651
"split",2.5,12.009765625,0.683984375,"min",281.6015625,"adiabatic",23954,55.0631501126806
"split",2.5,12.283203125,0.696484375,"min",249.2578125,"outdoors",23954,56.0477555607936
"split",2.5,13.158203125,0.308203125,"min",22.8515625,"outdoors",23954,52.194706753783
"split",2.5,13.158203125,0.321484375,"min",181.7578125,"outdoors",23954,54.3904609151575
"split",2.5,14.197265625,0.383203125,"min",180.3515625,"outdoors",23954,55.4338619589498
"split",2.5,15.072265625,0.658203125,"min",316.7578125,"outdoors",23954,56.2214738932956
"split",2.5,15.072265625,0.658203125,"min",67.8515625,"adiabatic",23954,55.1823470949266
"split",2.5,15.072265625,0.658203125,"min",67.8515625,"outdoors",23954,55.1823470949266
"split",2.5,15.072265625,0.671484375,"min",67.8515625,"outdoors",23954,55.2324736246909
"split",2.5,15.783203125,0.483203125,"max",90.3515625,"outdoors",23954,56.188394323955
"split",2.5,15.783203125,0.596484375,"min",159.2578125,"adiabatic",23954,57.4310686507539
"split",2.5,17.259765625,0.333984375,"min",326.6015625,"adiabatic",23954,55.74615117479
"split",2.5,17.259765625,0.570703125,"min",326.6015625,"adiabatic",23954,57.0190508277442
"split",2.5,17.259765625,0.570703125,"min",58.0078125,"adiabatic",23954,56.0508828519604
"split",2.5,17.970703125,0.370703125,"max",238.0078125,"outdoors",23954,58.4217404120047
"split",2.5,17.970703125,0.533984375,"max",146.6015625,"outdoors",23954,58.4953888767889
"split",2.5,17.970703125,0.533984375,"max",238.0078125,"outdoors",23954,59.5226173279558
"split",2.5,18.408203125,0.658203125,"min",67.8515625,"outdoors",23954,57.2639222899487
"split",2.5,18.408203125,0.671484375,"min",316.7578125,"adiabatic",23954,58.5121179205172
"split",2.5,19.283203125,0.496484375,"max",69.2578125,"adiabatic",23954,57.6564824044165
"split",2.5,19.447265625,0.446484375,"max",135.3515625,"outdoors",23954,58.462268944396
"split",2.5,19.447265625,0.533203125,"max",135.3515625,"outdoors",23954,59.0768627491393
"split",2.5,19.447265625,0.533203125,"max",24.2578125,"outdoors",23954,57.6710393997236
"split",2.5,19.447265625,0.533203125,"min",135.3515625,"outdoors",23954,58.7664889154258
"split",2.5,19.720703125,0.420703125,"min",103.0078125,"outdoors",23954,57.4841419158929
"split",2.5,19.720703125,0.420703125,"min",281.6015625,"adiabatic",23954,58.608358992346
"split",2.5,19.720703125,0.683984375,"min",103.0078125,"adiabatic",23954,58.9082753684731
"split",2.5,19.720703125,0.683984375,"min",103.0078125,"outdoors",23954,58.9082753684731
"split",2.5,19.720703125,0.683984375,"min",281.6015625,"outdoors",23954,60.1142763451506
"split",2.5,20.759765625,0.633984375,"max",148.0078125,"adiabatic",23954,60.5722622436372
"split",2.5,20.759765625,0.670703125,"max",56.6015625,"adiabatic",23954,59.0011744574836
"split",2.5,21.033203125,0.446484375,"min",24.2578125,"outdoors",23954,57.8412649218737
"split",2.5,21.033203125,0.533203125,"max",135.3515625,"outdoors",23954,59.915782965285
"split",2.5,21.197265625,0.583203125,"max",0.3515625,"adiabatic",23954,59.0259442818855
"split",2.5,21.470703125,0.633984375,"max",148.0078125,"adiabatic",23954,60.9577114485018
"split",2.5,21.470703125,0.633984375,"max",56.6015625,"adiabatic",23954,59.2412290810491
"split",2.5,21.470703125,0.670703125,"max",148.0078125,"adiabatic",23954,61.1317286422987
"split",2.5,22.509765625,0.520703125,"min",191.6015625,"outdoors",23954,62.272099325406
"split",2.5,22.509765625,0.583984375,"min",193.0078125,"adiabatic",23954,62.8062492617049
"split",2.5,23.220703125,0.520703125,"min",193.0078125,"adiabatic",23954,62.760357685174
"split",2.5,23.220703125,0.583984375,"min",191.6015625,"adiabatic",23954,63.2371102007247
"split",2.5,23.220703125,0.583984375,"min",193.0078125,"adiabatic",23954,63.2677492546604
"split",2.5,23.220703125,0.583984375,"min",193.0078125,"outdoors",23954,63.2677492546604
"split",2.5,23.822265625,0.308203125,"min",181.7578125,"outdoors",23954,61.3316536170621
"split",2.5,23.822265625,0.308203125,"min",22.8515625,"outdoors",23954,59.1571542914951
"split",2.5,23.822265625,0.321484375,"min",22.8515625,"outdoors",23954,59.1992233620847
"split",3.7,10.259765625,0.370703125,"max",146.6015625,"outdoors",23954,53.5117349449099
"split",3.7,10.970703125,0.333984375,"min",58.0078125,"adiabatic",23954,51.0258582789162
"split",3.7,11.408203125,0.458203125,"max",136.7578125,"outdoors",23954,54.400415892353
"split",3.7,11.408203125,0.471484375,"max",136.7578125,"adiabatic",23954,54.4959024173523
"split",3.7,11.408203125,0.471484375,"max",136.7578125,"outdoors",23954,54.4959024173523
"split",3.7,11.408203125,0.471484375,"max",247.8515625,"outdoors",23954,55.2635065472819
"split",3.7,12.283203125,0.583203125,"max",0.3515625,"adiabatic",23954,54.5669855770298
"split",3.7,13.158203125,0.308203125,"min",181.7578125,"outdoors",23954,54.2120962165373
"split",3.7,13.158203125,0.321484375,"min",181.7578125,"outdoors",23954,54.2954625048949
"split",3.7,13.158203125,0.321484375,"min",22.8515625,"outdoors",23954,52.4120427753541
"split",3.7,13.322265625,0.421484375,"min",112.8515625,"adiabatic",23954,53.5780028384703
"split",3.7,13.322265625,0.421484375,"min",91.7578125,"adiabatic",23954,53.2492671268733
"split",3.7,13.322265625,0.608203125,"min",112.8515625,"adiabatic",23954,54.795084765401
"split",3.7,13.322265625,0.608203125,"min",91.7578125,"adiabatic",23954,54.3739828126263
"split",3.7,13.759765625,0.433984375,"min",236.6015625,"outdoors",23954,55.1980250444883
"split",3.7,13.759765625,0.470703125,"min",236.6015625,"outdoors",23954,55.4904078442692
"split",3.7,13.759765625,0.470703125,"min",328.0078125,"outdoors",23954,54.2885292804552
"split",3.7,14.197265625,0.496484375,"max",69.2578125,"adiabatic",23954,55.0759924527211
"split",3.7,14.470703125,0.433984375,"min",328.0078125,"outdoors",23954,54.5355661741886
"split",3.7,14.470703125,0.470703125,"min",236.6015625,"outdoors",23954,55.969592361814
"split",3.7,15.947265625,0.346484375,"max",45.3515625,"adiabatic",23954,55.1164565168759
"split",3.7,15.947265625,0.346484375,"min",294.2578125,"adiabatic",23954,55.4191663701043
"split",3.7,15.947265625,0.433203125,"max",294.2578125,"adiabatic",23954,56.864307471395
"split",3.7,15.947265625,0.433203125,"max",45.3515625,"adiabatic",23954,55.4371264161538
"split",3.7,15.947265625,0.433203125,"min",45.3515625,"adiabatic",23954,54.5668697300057
"split",3.7,16.658203125,0.421484375,"min",112.8515625,"adiabatic",23954,55.6969883611463
"split",3.7,16.658203125,0.421484375,"min",91.7578125,"adiabatic",23954,55.3606899380743
"split",3.7,16.658203125,0.608203125,"min",112.8515625,"adiabatic",23954,56.8950078882161
"split",3.7,16.658203125,0.608203125,"min",91.7578125,"adiabatic",23954,56.4634840417724
"split",3.7,17.259765625,0.570703125,"min",326.6015625,"adiabatic",23954,57.268774541523
"split",3.7,17.533203125,0.346484375,"max",294.2578125,"adiabatic",23954,57.277981444628
"split",3.7,17.533203125,0.346484375,"min",294.2578125,"adiabatic",23954,56.5269580512279
"split",3.7,17.533203125,0.346484375,"min",45.3515625,"adiabatic",23954,55.2441652111363
"split",3.7,17.533203125,0.433203125,"max",45.3515625,"adiabatic",23954,56.2295420280433
"split",3.7,17.533203125,0.433203125,"min",294.2578125,"adiabatic",23954,56.9204698720249
"split",3.7,17.697265625,0.396484375,"max",339.2578125,"outdoors",23954,56.6487539532097
"split",3.7,17.697265625,0.683203125,"min",270.3515625,"adiabatic",23954,58.923628735388
"split",3.7,17.970703125,0.533984375,"max",238.0078125,"outdoors",23954,59.2208981613194
"split",3.7,19.283203125,0.383203125,"max",69.2578125,"adiabatic",23954,57.0349092360456
