"case","seed","hvac","envelope","lights","shgc","afn","azimuth","boundaries"
"h_vrf_e_2.5_l_14.2_s_0.5_v_min_a_180.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.197265625,0.496484375,"min",180.3515625,"outdoors"
"h_vrf_e_2.5_l_14.2_s_0.38_v_max_a_180.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.197265625,0.383203125,"max",180.3515625,"outdoors"
"h_vrf_e_2.5_l_14.2_s_0.38_v_min_a_69.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.197265625,0.383203125,"min",69.2578125,"outdoors"
"h_vrf_e_2.5_l_14.2_s_0.38_v_min_a_180.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.197265625,0.383203125,"min",180.3515625,"adiabatic"
"h_vrf_e_3.7_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",19.283203125,0.496484375,"max",69.2578125,"adiabatic"
"h_split_e_2.5_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",19.283203125,0.496484375,"max",69.2578125,"adiabatic"
"h_split_e_3.7_l_14.2_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",14.197265625,0.496484375,"max",69.2578125,"adiabatic"
"h_split_e_3.7_l_19.28_s_0.38_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.283203125,0.383203125,"max",69.2578125,"adiabatic"
"h_split_e_3.7_l_19.28_s_0.5_v_min_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.283203125,0.496484375,"min",69.2578125,"adiabatic"
"h_split_e_3.7_l_19.28_s_0.5_v_max_a_180.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.283203125,0.496484375,"max",180.3515625,"adiabatic"
"h_split_e_3.7_l_19.28_s_0.5_v_max_a_69.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.283203125,0.496484375,"max",69.2578125,"outdoors"
"h_split_e_3.7_l_19.28_s_0.5_v_max_a_69.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.283203125,0.496484375,"max",69.2578125,"adiabatic"
"h_split_e_3.7_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.197265625,0.583203125,"max",0.3515625,"adiabatic"
"h_vrf_e_3.7_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",21.197265625,0.583203125,"max",0.3515625,"adiabatic"
"h_split_e_2.5_l_21.2_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",21.197265625,0.583203125,"max",0.3515625,"adiabatic"
"h_split_e_3.7_l_12.28_s_0.58_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",12.283203125,0.583203125,"max",0.3515625,"adiabatic"
"h_split_e_3.7_l_21.2_s_0.7_v_max_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.197265625,0.696484375,"max",0.3515625,"adiabatic"
"h_split_e_3.7_l_21.2_s_0.58_v_min_a_0.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.197265625,0.583203125,"min",0.3515625,"adiabatic"
"h_split_e_3.7_l_21.2_s_0.58_v_max_a_249.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.197265625,0.583203125,"max",249.2578125,"adiabatic"
"h_split_e_3.7_l_21.2_s_0.58_v_max_a_0.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.197265625,0.583203125,"max",0.3515625,"outdoors"
"h_split_e_2.5_l_12.28_s_0.7_v_min_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",12.283203125,0.696484375,"min",249.2578125,"outdoors"
"h_vrf_e_3.7_l_12.28_s_0.7_v_min_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",12.283203125,0.696484375,"min",249.2578125,"outdoors"
"h_vrf_e_2.5_l_21.2_s_0.7_v_min_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",21.197265625,0.696484375,"min",249.2578125,"outdoors"
"h_vrf_e_2.5_l_12.28_s_0.58_v_min_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.283203125,0.583203125,"min",249.2578125,"outdoors"
"h_vrf_e_2.5_l_12.28_s_0.7_v_max_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.283203125,0.696484375,"max",249.2578125,"outdoors"
"h_vrf_e_2.5_l_12.28_s_0.7_v_min_a_0.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.283203125,0.696484375,"min",0.3515625,"outdoors"
"h_vrf_e_2.5_l_12.28_s_0.7_v_min_a_249.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.283203125,0.696484375,"min",249.2578125,"adiabatic"
"h_vrf_e_2.5_l_12.28_s_0.7_v_min_a_249.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.283203125,0.696484375,"min",249.2578125,"outdoors"
"h_split_e_2.5_l_19.45_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",19.447265625,0.533203125,"max",135.3515625,"outdoors"
"h_split_e_3.7_l_19.45_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.447265625,0.533203125,"max",135.3515625,"outdoors"
"h_split_e_2.5_l_21.03_s_0.53_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",21.033203125,0.533203125,"max",135.3515625,"outdoors"
"h_split_e_2.5_l_19.45_s_0.45_v_max_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",19.447265625,0.446484375,"max",135.3515625,"outdoors"
"h_split_e_2.5_l_19.45_s_0.53_v_min_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",19.447265625,0.533203125,"min",135.3515625,"outdoors"
"h_split_e_2.5_l_19.45_s_0.53_v_max_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",19.447265625,0.533203125,"max",24.2578125,"outdoors"
"h_split_e_3.7_l_21.03_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.033203125,0.446484375,"min",24.2578125,"outdoors"
"h_split_e_2.5_l_21.03_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",21.033203125,0.446484375,"min",24.2578125,"outdoors"
"h_split_e_3.7_l_19.45_s_0.45_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",19.447265625,0.446484375,"min",24.2578125,"outdoors"
"h_split_e_3.7_l_21.03_s_0.53_v_min_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.033203125,0.533203125,"min",24.2578125,"outdoors"
"h_split_e_3.7_l_21.03_s_0.45_v_max_a_24.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.033203125,0.446484375,"max",24.2578125,"outdoors"
"h_split_e_3.7_l_21.03_s_0.45_v_min_a_135.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",21.033203125,0.446484375,"min",135.3515625,"outdoors"
"h_vrf_e_3.7_l_12.45_s_0.33_v_min_a_315.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",12.447265625,0.333203125,"min",315.3515625,"adiabatic"
"h_vrf_e_2.5_l_12.45_s_0.33_v_min_a_315.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.447265625,0.333203125,"min",315.3515625,"adiabatic"
"h_vrf_e_3.7_l_14.03_s_0.33_v_min_a_315.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",14.033203125,0.333203125,"min",315.3515625,"adiabatic"
"h_vrf_e_3.7_l_12.45_s_0.65_v_min_a_315.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",12.447265625,0.646484375,"min",315.3515625,"adiabatic"
"h_vrf_e_3.7_l_12.45_s_0.33_v_max_a_315.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",12.447265625,0.333203125,"max",315.3515625,"adiabatic"
"h_vrf_e_3.7_l_12.45_s_0.33_v_min_a_204.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",12.447265625,0.333203125,"min",204.2578125,"adiabatic"
"h_vrf_e_2.5_l_14.03_s_0.65_v_max_a_204.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.033203125,0.646484375,"max",204.2578125,"adiabatic"
"h_vrf_e_3.7_l_14.03_s_0.65_v_max_a_204.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",14.033203125,0.646484375,"max",204.2578125,"adiabatic"
"h_vrf_e_2.5_l_12.45_s_0.65_v_max_a_204.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",12.447265625,0.646484375,"max",204.2578125,"adiabatic"
"h_vrf_e_2.5_l_14.03_s_0.33_v_max_a_204.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.033203125,0.333203125,"max",204.2578125,"adiabatic"
"h_vrf_e_2.5_l_14.03_s_0.65_v_min_a_204.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.033203125,0.646484375,"min",204.2578125,"adiabatic"
"h_vrf_e_2.5_l_14.03_s_0.65_v_max_a_315.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",14.033203125,0.646484375,"max",315.3515625,"adiabatic"
"h_vrf_e_2.5_l_22.95_s_0.63_v_min_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",22.947265625,0.633203125,"min",225.3515625,"outdoors"
"h_vrf_e_2.5_l_10.53_s_0.63_v_min_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",10.533203125,0.633203125,"min",225.3515625,"outdoors"
"h_vrf_e_2.5_l_22.95_s_0.55_v_min_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",22.947265625,0.546484375,"min",225.3515625,"outdoors"
"h_vrf_e_2.5_l_22.95_s_0.63_v_max_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",22.947265625,0.633203125,"max",225.3515625,"outdoors"
"h_vrf_e_2.5_l_22.95_s_0.63_v_min_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",22.947265625,0.633203125,"min",114.2578125,"outdoors"
"h_vrf_e_2.5_l_10.53_s_0.55_v_max_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",10.533203125,0.546484375,"max",114.2578125,"outdoors"
"h_vrf_e_2.5_l_22.95_s_0.55_v_max_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",22.947265625,0.546484375,"max",114.2578125,"outdoors"
"h_vrf_e_2.5_l_10.53_s_0.63_v_max_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",10.533203125,0.633203125,"max",114.2578125,"outdoors"
"h_vrf_e_2.5_l_10.53_s_0.55_v_min_a_114.26_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",10.533203125,0.546484375,"min",114.2578125,"outdoors"
"h_vrf_e_2.5_l_10.53_s_0.55_v_max_a_225.35_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",10.533203125,0.546484375,"max",225.3515625,"outdoors"
"h_split_e_3.7_l_15.95_s_0.43_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",15.947265625,0.433203125,"max",45.3515625,"adiabatic"
"h_split_e_3.7_l_17.53_s_0.43_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",17.533203125,0.433203125,"max",45.3515625,"adiabatic"
"h_split_e_3.7_l_15.95_s_0.35_v_max_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",15.947265625,0.346484375,"max",45.3515625,"adiabatic"
"h_split_e_3.7_l_15.95_s_0.43_v_min_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",15.947265625,0.433203125,"min",45.3515625,"adiabatic"
"h_split_e_3.7_l_15.95_s_0.43_v_max_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",15.947265625,0.433203125,"max",294.2578125,"adiabatic"
"h_split_e_3.7_l_17.53_s_0.35_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",17.533203125,0.346484375,"min",294.2578125,"adiabatic"
"h_split_e_3.7_l_15.95_s_0.35_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",15.947265625,0.346484375,"min",294.2578125,"adiabatic"
"h_split_e_3.7_l_17.53_s_0.43_v_min_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",17.533203125,0.433203125,"min",294.2578125,"adiabatic"
"h_split_e_3.7_l_17.53_s_0.35_v_max_a_294.26_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",17.533203125,0.346484375,"max",294.2578125,"adiabatic"
"h_split_e_3.7_l_17.53_s_0.35_v_min_a_45.35_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",17.533203125,0.346484375,"min",45.3515625,"adiabatic"
"h_split_e_2.5_l_23.82_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",23.822265625,0.308203125,"min",22.8515625,"outdoors"
"h_split_e_3.7_l_23.82_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",23.822265625,0.308203125,"min",22.8515625,"outdoors"
"h_split_e_2.5_l_13.16_s_0.31_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",13.158203125,0.308203125,"min",22.8515625,"outdoors"
"h_split_e_2.5_l_23.82_s_0.32_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",23.822265625,0.321484375,"min",22.8515625,"outdoors"
"h_split_e_2.5_l_23.82_s_0.31_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",23.822265625,0.308203125,"min",181.7578125,"outdoors"
"h_split_e_3.7_l_13.16_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.158203125,0.321484375,"min",181.7578125,"outdoors"
"h_split_e_2.5_l_13.16_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",13.158203125,0.321484375,"min",181.7578125,"outdoors"
"h_split_e_3.7_l_23.82_s_0.32_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",23.822265625,0.321484375,"min",181.7578125,"outdoors"
"h_split_e_3.7_l_13.16_s_0.31_v_min_a_181.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.158203125,0.308203125,"min",181.7578125,"outdoors"
"h_split_e_3.7_l_13.16_s_0.32_v_min_a_22.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.158203125,0.321484375,"min",22.8515625,"outdoors"
"h_vrf_e_3.7_l_16.82_s_0.51_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",16.822265625,0.508203125,"max",202.8515625,"adiabatic"
"h_vrf_e_2.5_l_16.82_s_0.51_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",16.822265625,0.508203125,"max",202.8515625,"adiabatic"
"h_vrf_e_3.7_l_20.16_s_0.51_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",20.158203125,0.508203125,"max",202.8515625,"adiabatic"
"h_vrf_e_3.7_l_16.82_s_0.52_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",16.822265625,0.521484375,"max",202.8515625,"adiabatic"
"h_vrf_e_3.7_l_16.82_s_0.51_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",16.822265625,0.508203125,"max",1.7578125,"adiabatic"
"h_vrf_e_2.5_l_20.16_s_0.52_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.158203125,0.521484375,"max",1.7578125,"adiabatic"
"h_vrf_e_3.7_l_20.16_s_0.52_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",20.158203125,0.521484375,"max",1.7578125,"adiabatic"
"h_vrf_e_2.5_l_16.82_s_0.52_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",16.822265625,0.521484375,"max",1.7578125,"adiabatic"
"h_vrf_e_2.5_l_20.16_s_0.51_v_max_a_1.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.158203125,0.508203125,"max",1.7578125,"adiabatic"
"h_vrf_e_2.5_l_20.16_s_0.52_v_max_a_202.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.158203125,0.521484375,"max",202.8515625,"adiabatic"
"h_vrf_e_2.5_l_20.32_s_0.41_v_max_a_292.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.322265625,0.408203125,"max",292.8515625,"outdoors"
"h_vrf_e_2.5_l_23.66_s_0.41_v_max_a_292.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",23.658203125,0.408203125,"max",292.8515625,"outdoors"
"h_vrf_e_2.5_l_20.32_s_0.62_v_max_a_292.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.322265625,0.621484375,"max",292.8515625,"outdoors"
"h_vrf_e_2.5_l_20.32_s_0.41_v_max_a_271.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.322265625,0.408203125,"max",271.7578125,"outdoors"
"h_vrf_e_2.5_l_23.66_s_0.62_v_max_a_271.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",23.658203125,0.621484375,"max",271.7578125,"outdoors"
"h_vrf_e_2.5_l_20.32_s_0.62_v_max_a_271.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",20.322265625,0.621484375,"max",271.7578125,"outdoors"
"h_vrf_e_2.5_l_23.66_s_0.41_v_max_a_271.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",23.658203125,0.408203125,"max",271.7578125,"outdoors"
"h_vrf_e_2.5_l_23.66_s_0.62_v_max_a_292.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",23.658203125,0.621484375,"max",292.8515625,"outdoors"
"h_split_e_3.7_l_13.32_s_0.61_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.322265625,0.608203125,"min",112.8515625,"adiabatic"
"h_split_e_3.7_l_16.66_s_0.61_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",16.658203125,0.608203125,"min",112.8515625,"adiabatic"
"h_split_e_3.7_l_13.32_s_0.42_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.322265625,0.421484375,"min",112.8515625,"adiabatic"
"h_split_e_3.7_l_13.32_s_0.61_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.322265625,0.608203125,"min",91.7578125,"adiabatic"
"h_split_e_3.7_l_16.66_s_0.42_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",16.658203125,0.421484375,"min",91.7578125,"adiabatic"
"h_split_e_3.7_l_13.32_s_0.42_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",13.322265625,0.421484375,"min",91.7578125,"adiabatic"
"h_split_e_3.7_l_16.66_s_0.61_v_min_a_91.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",16.658203125,0.608203125,"min",91.7578125,"adiabatic"
"h_split_e_3.7_l_16.66_s_0.42_v_min_a_112.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","3.7",16.658203125,0.421484375,"min",112.8515625,"adiabatic"
"h_split_e_2.5_l_15.07_s_0.66_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",15.072265625,0.658203125,"min",67.8515625,"outdoors"
"h_vrf_e_2.5_l_15.07_s_0.66_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",15.072265625,0.658203125,"min",67.8515625,"outdoors"
"h_split_e_2.5_l_18.41_s_0.66_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",18.408203125,0.658203125,"min",67.8515625,"outdoors"
"h_split_e_2.5_l_15.07_s_0.67_v_min_a_67.85_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",15.072265625,0.671484375,"min",67.8515625,"outdoors"
"h_split_e_2.5_l_15.07_s_0.66_v_min_a_316.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",15.072265625,0.658203125,"min",316.7578125,"outdoors"
"h_split_e_2.5_l_15.07_s_0.66_v_min_a_67.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",15.072265625,0.658203125,"min",67.8515625,"adiabatic"
"h_split_e_2.5_l_18.41_s_0.67_v_min_a_316.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_split_bank.epJSON","split","2.5",18.408203125,0.671484375,"min",316.7578125,"adiabatic"
"h_vrf_e_2.5_l_18.41_s_0.67_v_min_a_316.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",18.408203125,0.671484375,"min",316.7578125,"adiabatic"
"h_vrf_e_2.5_l_15.07_s_0.67_v_min_a_316.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",15.072265625,0.671484375,"min",316.7578125,"adiabatic"
"h_vrf_e_2.5_l_18.41_s_0.66_v_min_a_316.76_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",18.408203125,0.658203125,"min",316.7578125,"adiabatic"
"h_vrf_e_2.5_l_18.41_s_0.67_v_min_a_67.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",18.408203125,0.671484375,"min",67.8515625,"adiabatic"
"h_vrf_e_2.5_l_18.41_s_0.67_v_min_a_316.76_b_outdoors","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","2.5",18.408203125,0.671484375,"min",316.7578125,"outdoors"
"h_vrf_e_3.7_l_22.07_s_0.46_v_max_a_247.85_b_adiabatic","/home/rodox/00.git/02.commercial_model/01.seed/seed_vrf_bank.epJSON","vrf","3.7",22.072265625,0.458203125,"max",247.8515625,"adiabatic"
