"Model","Sample","MAE","RMSE","R²"
"LM","Test",6.43542116218666,8.35872531476509,0.894852423949014
"BRNN","Train",3.56782780531528,4.86013323664969,0.965054978812233
"BRNN","Test",3.46496932025901,4.8046439229851,0.965433629331367
