"Model","Sample","MAE","RMSE","R²"
"LM","Test",6.36233041502971,8.4245465261816,0.904187200781625
"SVMR","Train",3.3219799021292,4.67692959527216,0.969807235533953
"SVMR","Test",3.16496690030187,4.45269398400015,0.973231586417871
"BRNN","Train",3.26391928990015,4.56762554943974,0.971190352784447
"BRNN","Test",3.266510894446,4.56730730477231,0.971833492874073
