"Date.Time","LIGHT.01.Lights.Electric.Energy..J..Annual.","LIGHT.02.Lights.Electric.Energy..J..Annual.","LIGHT.03.Lights.Electric.Energy..J..Annual.","LIGHT.04.Lights.Electric.Energy..J..Annual.","LIGHT.05.Lights.Electric.Energy..J..Annual.","LIGHT.06.Lights.Electric.Energy..J..Annual.","ZN04_PV02_CO_RE_ADMIN.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_CLIENTES.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN02_PV01_CO_RE_CAIXAS1.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN03_PV02_CO_RE_CAIXAS2.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","SPLITAO.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","SPLITAO.COOLING.COIL.Cooling.Coil.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.COOLING.COIL.Cooling.Coil.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.COOLING.COIL.Cooling.Coil.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","SPLITAO.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.SUPP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.SUPP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual."
NA,25286441894.998,2764011492.00004,20730086190.0004,20730086190.0004,19900882742.3999,0,0,0,0,0,0,0,36165987000,632783678.836643,4884174613.00238,35511848022.4851,1905459470.73213,22536661580.4511,0,0,1573088956.56178,0,0
