"Date.Time","LIGHT.01.Lights.Electric.Energy..J..Annual.","LIGHT.02.Lights.Electric.Energy..J..Annual.","LIGHT.03.Lights.Electric.Energy..J..Annual.","LIGHT.04.Lights.Electric.Energy..J..Annual.","LIGHT.05.Lights.Electric.Energy..J..Annual.","LIGHT.06.Lights.Electric.Energy..J..Annual.","ZN04_PV02_CO_RE_ADMIN.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_CLIENTES.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN02_PV01_CO_RE_CAIXAS1.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN03_PV02_CO_RE_CAIXAS2.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","SPLITAO.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","SPLITAO.COOLING.COIL.Cooling.Coil.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.COOLING.COIL.Cooling.Coil.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.COOLING.COIL.Cooling.Coil.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","SPLITAO.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.PTHP.SUPP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.PTHP.SUPP.HEATING.COIL.Heating.Coil.Electric.Energy..J..Annual."
NA,21082668457.4987,2304505242.00002,17283789314.9986,17283789314.9986,16592437742.4005,0,0,0,0,0,0,0,36165987000,632783678.836643,4884174613.00238,93289102992.6958,3705681975.80187,27982818368.5258,0,0,0,0,0
