"Date.Time","LIGHT.01.Lights.Electric.Energy..J..Annual.","LIGHT.02.Lights.Electric.Energy..J..Annual.","LIGHT.03.Lights.Electric.Energy..J..Annual.","LIGHT.04.Lights.Electric.Energy..J..Annual.","LIGHT.05.Lights.Electric.Energy..J..Annual.","LIGHT.06.Lights.Electric.Energy..J..Annual.","ZN04_PV02_CO_RE_ADMIN.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_CLIENTES.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN02_PV01_CO_RE_CAIXAS1.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN03_PV02_CO_RE_CAIXAS2.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.Zone.Ventilation.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_CLIENTES.VRF.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN01_PV01_CO_RE_ATM_EQUIP.VRF.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN02_PV01_CO_RE_CAIXAS1.VRF.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN03_PV02_CO_RE_CAIXAS2.VRF.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN04_PV02_CO_RE_ADMIN.VRF.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","ZN05_PV02_CO_NO_SERVIDOR.VRF.SUPPLY.FAN.Fan.Electric.Energy..J..Annual.","INV_ATMEQUIP.VRF.HEAT.PUMP.VRF.Heat.Pump.Cooling.Electric.Energy..J..Annual.","INV_ATMEQUIP.VRF.HEAT.PUMP.VRF.Heat.Pump.Heating.Electric.Energy..J..Annual.","INV_ATMEQUIP.VRF.HEAT.PUMP.VRF.Heat.Pump.Defrost.Electric.Energy..J..Annual.","INV_ATMEQUIP.VRF.HEAT.PUMP.VRF.Heat.Pump.Crankcase.Heater.Electric.Energy..J..Annual.","INV_AGBANC_SERV.VRF.HEAT.PUMP.VRF.Heat.Pump.Cooling.Electric.Energy..J..Annual.","INV_AGBANC_SERV.VRF.HEAT.PUMP.VRF.Heat.Pump.Heating.Electric.Energy..J..Annual.","INV_AGBANC_SERV.VRF.HEAT.PUMP.VRF.Heat.Pump.Defrost.Electric.Energy..J..Annual.","INV_AGBANC_SERV.VRF.HEAT.PUMP.VRF.Heat.Pump.Crankcase.Heater.Electric.Energy..J..Annual.","VRF_AGBANC.VRF.HEAT.PUMP.VRF.Heat.Pump.Cooling.Electric.Energy..J..Annual.","VRF_AGBANC.VRF.HEAT.PUMP.VRF.Heat.Pump.Heating.Electric.Energy..J..Annual.","VRF_AGBANC.VRF.HEAT.PUMP.VRF.Heat.Pump.Defrost.Electric.Energy..J..Annual.","VRF_AGBANC.VRF.HEAT.PUMP.VRF.Heat.Pump.Crankcase.Heater.Electric.Energy..J..Annual."
NA,34009343842.5029,3717494838.00032,27881211284.9973,27881211284.9973,26765962833.5979,0,51678000,258390000,0,155034000,155034000,0,2325882141.14251,632783678.836643,516780000,2583696029.36533,4958141447.36825,5438258949.34352,2564033729.86014,0,0,0,23570680858.7338,0,0,15232.1560095208,32742158538.6814,131387371.709186,0,0
