ghr,hvac,lights,boundaries,envelope,shgc,azimuth,afn,total_hvac_light_cons
14172,split,9.9,adiabatic,3.7,0.3,270,max,44560.8
14172,split,9.9,adiabatic,3.7,0.3,270,min,43563.47
14172,split,9.9,adiabatic,3.7,0.7,0,max,44912.24
14172,split,9.9,adiabatic,3.7,0.7,0,min,44229.02
14172,split,9.9,adiabatic,3.7,0.7,90,max,44544.04
14172,split,9.9,adiabatic,3.7,0.7,90,min,43747.88
14172,split,9.9,adiabatic,3.7,0.7,180,max,45478.36
14172,split,9.9,adiabatic,3.7,0.7,180,min,44990.5
14172,split,9.9,adiabatic,2.5,0.3,90,max,47462.8
14172,split,9.9,adiabatic,3.7,0.7,270,max,45191.05
14172,split,9.9,adiabatic,3.7,0.7,270,min,44377.67
14172,split,9.9,outdoors,2.5,0.3,0,max,43347.41
14172,split,9.9,outdoors,2.5,0.3,0,min,43590.11
14172,split,9.9,outdoors,2.5,0.3,90,max,43518.69
14172,split,9.9,outdoors,2.5,0.3,90,min,43668.59
14172,split,9.9,outdoors,2.5,0.3,180,max,44133.89
14172,split,9.9,outdoors,2.5,0.3,180,min,44611.56
14172,split,9.9,outdoors,2.5,0.3,270,max,44079.55
14172,split,9.9,outdoors,2.5,0.3,270,min,44233.74
14172,split,9.9,adiabatic,2.5,0.3,90,min,46172.41
14172,split,9.9,outdoors,2.5,0.7,0,max,44190.66
14172,split,9.9,outdoors,2.5,0.7,0,min,44588.19
14172,split,9.9,outdoors,2.5,0.7,90,max,44536.62
14172,split,9.9,outdoors,2.5,0.7,90,min,44803.96
14172,split,9.9,outdoors,2.5,0.7,180,max,45520.17
14172,split,9.9,outdoors,2.5,0.7,180,min,46162
14172,split,9.9,outdoors,2.5,0.7,270,max,45329.04
14172,split,9.9,outdoors,2.5,0.7,270,min,45579.37
14172,split,9.9,outdoors,3.7,0.3,0,max,43427.64
14172,split,9.9,outdoors,3.7,0.3,0,min,43767.47
14172,split,9.9,adiabatic,2.5,0.3,180,max,48441.39
14172,split,9.9,outdoors,3.7,0.3,90,max,43526.97
14172,split,9.9,outdoors,3.7,0.3,90,min,43737.31
14172,split,9.9,outdoors,3.7,0.3,180,max,44097.45
14172,split,9.9,outdoors,3.7,0.3,180,min,44622.49
14172,split,9.9,outdoors,3.7,0.3,270,max,44007.71
14172,split,9.9,outdoors,3.7,0.3,270,min,44219.77
14172,split,9.9,outdoors,3.7,0.7,0,max,44325.61
14172,split,9.9,outdoors,3.7,0.7,0,min,44791.04
14172,split,9.9,outdoors,3.7,0.7,90,max,44553.95
14172,split,9.9,outdoors,3.7,0.7,90,min,44896.94
14172,split,9.9,adiabatic,2.5,0.3,180,min,47254.12
14172,split,9.9,outdoors,3.7,0.7,180,max,45529.41
14172,split,9.9,outdoors,3.7,0.7,180,min,46220.29
14172,split,9.9,outdoors,3.7,0.7,270,max,45282.02
14172,split,9.9,outdoors,3.7,0.7,270,min,45585.01
14172,split,23.6,adiabatic,2.5,0.3,0,max,76638.75
14172,split,23.6,adiabatic,2.5,0.3,0,min,76734.92
14172,split,23.6,adiabatic,2.5,0.3,90,max,75839.36
14172,split,23.6,adiabatic,2.5,0.3,90,min,75614.48
14172,split,23.6,adiabatic,2.5,0.3,180,max,76912.2
14172,split,23.6,adiabatic,2.5,0.3,180,min,76817.94
14172,split,9.9,adiabatic,2.5,0.3,270,max,48180.45
14172,split,23.6,adiabatic,2.5,0.3,270,max,76702.9
14172,split,23.6,adiabatic,2.5,0.3,270,min,76838.98
14172,split,23.6,adiabatic,2.5,0.7,0,max,77242.84
14172,split,23.6,adiabatic,2.5,0.7,0,min,77429.81
14172,split,23.6,adiabatic,2.5,0.7,90,max,76156.15
14172,split,23.6,adiabatic,2.5,0.7,90,min,75956.9
14172,split,23.6,adiabatic,2.5,0.7,180,max,77984.82
14172,split,23.6,adiabatic,2.5,0.7,180,min,78075.54
14172,split,23.6,adiabatic,2.5,0.7,270,max,77572.47
14172,split,23.6,adiabatic,2.5,0.7,270,min,77674.21
14172,split,9.9,adiabatic,2.5,0.3,270,min,47181.26
14172,split,23.6,adiabatic,3.7,0.3,0,max,73281
14172,split,23.6,adiabatic,3.7,0.3,0,min,73584.84
14172,split,23.6,adiabatic,3.7,0.3,90,max,72810.73
14172,split,23.6,adiabatic,3.7,0.3,90,min,72876.92
14172,split,23.6,adiabatic,3.7,0.3,180,max,73593.17
14172,split,23.6,adiabatic,3.7,0.3,180,min,73939.33
14172,split,23.6,adiabatic,3.7,0.3,270,max,73551.87
14172,split,23.6,adiabatic,3.7,0.3,270,min,73829.75
14172,split,23.6,adiabatic,3.7,0.7,0,max,73960.1
14172,split,23.6,adiabatic,3.7,0.7,0,min,74336.89
14172,split,9.9,adiabatic,2.5,0.7,0,max,48686.81
14172,split,23.6,adiabatic,3.7,0.7,90,max,73460.76
14172,split,23.6,adiabatic,3.7,0.7,90,min,73544.31
14172,split,23.6,adiabatic,3.7,0.7,180,max,74703.01
14172,split,23.6,adiabatic,3.7,0.7,180,min,75115.56
14172,split,23.6,adiabatic,3.7,0.7,270,max,74468.28
14172,split,23.6,adiabatic,3.7,0.7,270,min,74567.72
14172,split,23.6,outdoors,2.5,0.3,0,max,73905.51
14172,split,23.6,outdoors,2.5,0.3,0,min,75079.71
14172,split,23.6,outdoors,2.5,0.3,90,max,73937.38
14172,split,23.6,outdoors,2.5,0.3,90,min,74900.5
14172,split,9.9,adiabatic,2.5,0.7,0,min,47737.17
23954,vrf,9.9,adiabatic,2.5,0.3,0,max,36070.85
23954,vrf,23.6,outdoors,2.5,0.3,180,max,63922.75
23954,vrf,23.6,outdoors,2.5,0.3,180,min,64812.35
23954,vrf,23.6,outdoors,2.5,0.3,270,max,63829.46
23954,vrf,23.6,outdoors,2.5,0.3,270,min,64696.25
23954,vrf,23.6,outdoors,2.5,0.7,0,max,63837.54
23954,vrf,23.6,outdoors,2.5,0.7,0,min,64704.4
23954,vrf,23.6,outdoors,2.5,0.7,90,max,64253.51
23954,vrf,23.6,outdoors,2.5,0.7,90,min,65021.52
23954,vrf,23.6,outdoors,2.5,0.7,180,max,64657.27
23954,vrf,23.6,outdoors,2.5,0.7,180,min,65406.17
23954,vrf,9.9,adiabatic,2.5,0.7,90,max,36583.26
23954,vrf,23.6,outdoors,2.5,0.7,270,max,64535.85
23954,vrf,23.6,outdoors,2.5,0.7,270,min,65256.99
23954,vrf,23.6,outdoors,3.7,0.3,0,max,63508.7
23954,vrf,23.6,outdoors,3.7,0.3,0,min,64436.03
23954,vrf,23.6,outdoors,3.7,0.3,90,max,63715.99
23954,vrf,23.6,outdoors,3.7,0.3,90,min,64604.76
23954,vrf,23.6,outdoors,3.7,0.3,180,max,63930.02
23954,vrf,23.6,outdoors,3.7,0.3,180,min,64821.2
23954,vrf,23.6,outdoors,3.7,0.3,270,max,63856.04
23954,vrf,23.6,outdoors,3.7,0.3,270,min,64751.83
23954,vrf,9.9,adiabatic,2.5,0.7,90,min,36075.62
23954,vrf,23.6,outdoors,3.7,0.7,0,max,63968.64
23954,vrf,23.6,outdoors,3.7,0.7,0,min,64850.52
23954,vrf,23.6,outdoors,3.7,0.7,90,max,64331.15
23954,vrf,23.6,outdoors,3.7,0.7,90,min,65113.42
23954,vrf,23.6,outdoors,3.7,0.7,180,max,64684.61
23954,vrf,23.6,outdoors,3.7,0.7,180,min,65435.13
23954,vrf,23.6,outdoors,3.7,0.7,270,max,64574.09
23954,vrf,23.6,outdoors,3.7,0.7,270,min,65316.64
23954,vrf,9.9,adiabatic,2.5,0.7,180,max,36699.81
23954,vrf,9.9,adiabatic,2.5,0.7,180,min,36267.55
23954,vrf,9.9,adiabatic,2.5,0.7,270,max,36568.82
23954,vrf,9.9,adiabatic,2.5,0.7,270,min,36078.95
23954,vrf,9.9,adiabatic,3.7,0.3,0,max,33991.93
23954,vrf,9.9,adiabatic,3.7,0.3,0,min,33920.55
23954,vrf,9.9,adiabatic,3.7,0.3,90,max,34100.27
23954,vrf,9.9,adiabatic,3.7,0.3,90,min,34031.33
23954,vrf,9.9,adiabatic,2.5,0.3,0,min,35573.01
23954,vrf,9.9,adiabatic,3.7,0.3,180,max,34164.1
23954,vrf,9.9,adiabatic,3.7,0.3,180,min,34184.62
23954,vrf,9.9,adiabatic,3.7,0.3,270,max,34118.98
23954,vrf,9.9,adiabatic,3.7,0.3,270,min,34103.98
23954,vrf,9.9,adiabatic,3.7,0.7,0,max,34292.32
23954,vrf,9.9,adiabatic,3.7,0.7,0,min,34321.36
23954,vrf,9.9,adiabatic,3.7,0.7,90,max,34520.2
23954,vrf,9.9,adiabatic,3.7,0.7,90,min,34548.99
23954,vrf,9.9,adiabatic,3.7,0.7,180,max,34683.84
23954,vrf,9.9,adiabatic,3.7,0.7,180,min,34840.88
23954,vrf,9.9,adiabatic,2.5,0.3,90,max,36144.7
23954,vrf,9.9,adiabatic,3.7,0.7,270,max,34625.09
23954,vrf,9.9,adiabatic,3.7,0.7,270,min,34696.24
23954,vrf,9.9,outdoors,2.5,0.3,0,max,34229.11
23954,vrf,9.9,outdoors,2.5,0.3,0,min,34708.45
23954,vrf,9.9,outdoors,2.5,0.3,90,max,34541.03
23954,vrf,9.9,outdoors,2.5,0.3,90,min,35095.02
23954,vrf,9.9,outdoors,2.5,0.3,180,max,34823.94
23954,vrf,9.9,outdoors,2.5,0.3,180,min,35470.59
23954,vrf,9.9,outdoors,2.5,0.3,270,max,34726.58
23954,vrf,9.9,outdoors,2.5,0.3,270,min,35337.42
23954,vrf,9.9,adiabatic,2.5,0.3,90,min,35651.75
23954,vrf,9.9,outdoors,2.5,0.7,0,max,34732.65
23954,vrf,9.9,outdoors,2.5,0.7,0,min,35360.32
23954,vrf,9.9,outdoors,2.5,0.7,90,max,35201.99
23954,vrf,9.9,outdoors,2.5,0.7,90,min,35908.5
23954,vrf,9.9,outdoors,2.5,0.7,180,max,35662.18
23954,vrf,9.9,outdoors,2.5,0.7,180,min,36448.64
23954,vrf,9.9,outdoors,2.5,0.7,270,max,35484.6
23954,vrf,9.9,outdoors,2.5,0.7,270,min,36206.75
23954,vrf,9.9,outdoors,3.7,0.3,0,max,34285.72
23954,vrf,9.9,outdoors,3.7,0.3,0,min,34820.4
23954,vrf,9.9,adiabatic,2.5,0.3,180,max,36192.31
23954,vrf,9.9,outdoors,3.7,0.3,90,max,34536.03
23954,vrf,9.9,outdoors,3.7,0.3,90,min,35131.14
23954,vrf,9.9,outdoors,3.7,0.3,180,max,34764.47
23954,vrf,9.9,outdoors,3.7,0.3,180,min,35413.69
23954,vrf,9.9,outdoors,3.7,0.3,270,max,34688.15
23954,vrf,9.9,outdoors,3.7,0.3,270,min,35319.5
23954,vrf,9.9,outdoors,3.7,0.7,0,max,34816.53
23954,vrf,9.9,outdoors,3.7,0.7,0,min,35493.23
23954,vrf,9.9,outdoors,3.7,0.7,90,max,35233.17
23954,vrf,9.9,outdoors,3.7,0.7,90,min,35977.22
23954,vrf,9.9,adiabatic,2.5,0.3,180,min,35743.62
23954,vrf,9.9,outdoors,3.7,0.7,180,max,35634.69
23954,vrf,9.9,outdoors,3.7,0.7,180,min,36434.93
23954,vrf,9.9,outdoors,3.7,0.7,270,max,35475.24
23954,vrf,9.9,outdoors,3.7,0.7,270,min,36237.41
23954,vrf,23.6,adiabatic,2.5,0.3,0,max,64109.32
23954,vrf,23.6,adiabatic,2.5,0.3,0,min,63862.05
23954,vrf,23.6,adiabatic,2.5,0.3,90,max,64185.52
23954,vrf,23.6,adiabatic,2.5,0.3,90,min,63949.68
23954,vrf,23.6,adiabatic,2.5,0.3,180,max,64247.77
23954,vrf,23.6,adiabatic,2.5,0.3,180,min,64023.09
23954,vrf,9.9,adiabatic,2.5,0.3,270,max,36047.13
23954,vrf,23.6,adiabatic,2.5,0.3,270,max,64097.85
23954,vrf,23.6,adiabatic,2.5,0.3,270,min,63861.29
23954,vrf,23.6,adiabatic,2.5,0.7,0,max,64457.75
23954,vrf,23.6,adiabatic,2.5,0.7,0,min,64185.27
23954,vrf,23.6,adiabatic,2.5,0.7,90,max,64683.04
23954,vrf,23.6,adiabatic,2.5,0.7,90,min,64394.97
23954,vrf,23.6,adiabatic,2.5,0.7,180,max,64814.49
23954,vrf,23.6,adiabatic,2.5,0.7,180,min,64547.83
23954,vrf,23.6,adiabatic,2.5,0.7,270,max,64686.61
23954,vrf,23.6,adiabatic,2.5,0.7,270,min,64373.89
23954,vrf,9.9,adiabatic,2.5,0.3,270,min,35594.71
23954,vrf,23.6,adiabatic,3.7,0.3,0,max,62183.17
23954,vrf,23.6,adiabatic,3.7,0.3,0,min,62681.88
23954,vrf,23.6,adiabatic,3.7,0.3,90,max,62289.9
23954,vrf,23.6,adiabatic,3.7,0.3,90,min,62775.83
23954,vrf,23.6,adiabatic,3.7,0.3,180,max,62374.53
23954,vrf,23.6,adiabatic,3.7,0.3,180,min,62912.18
23954,vrf,23.6,adiabatic,3.7,0.3,270,max,62312.73
23954,vrf,23.6,adiabatic,3.7,0.3,270,min,62826.97
23954,vrf,23.6,adiabatic,3.7,0.7,0,max,62513.03
23954,vrf,23.6,adiabatic,3.7,0.7,0,min,63017.47
23954,vrf,9.9,adiabatic,2.5,0.7,0,max,36379.03
23954,vrf,23.6,adiabatic,3.7,0.7,90,max,62753.38
23954,vrf,23.6,adiabatic,3.7,0.7,90,min,63202.66
23954,vrf,23.6,adiabatic,3.7,0.7,180,max,62927.16
23954,vrf,23.6,adiabatic,3.7,0.7,180,min,63451.32
23954,vrf,23.6,adiabatic,3.7,0.7,270,max,62862.71
23954,vrf,23.6,adiabatic,3.7,0.7,270,min,63331.01
23954,vrf,23.6,outdoors,2.5,0.3,0,max,63390.3
23954,vrf,23.6,outdoors,2.5,0.3,0,min,64304.17
23954,vrf,23.6,outdoors,2.5,0.3,90,max,63652.19
23954,vrf,23.6,outdoors,2.5,0.3,90,min,64524.78
23954,vrf,9.9,adiabatic,2.5,0.7,0,min,35881.77
23954,split,9.9,adiabatic,2.5,0.3,0,max,56255.06
23954,split,23.6,outdoors,2.5,0.3,180,max,78932.8
23954,split,23.6,outdoors,2.5,0.3,180,min,78982.43
23954,split,23.6,outdoors,2.5,0.3,270,max,79001.19
23954,split,23.6,outdoors,2.5,0.3,270,min,78880.62
23954,split,23.6,outdoors,2.5,0.7,0,max,78942.08
23954,split,23.6,outdoors,2.5,0.7,0,min,78993.03
23954,split,23.6,outdoors,2.5,0.7,90,max,79178.71
23954,split,23.6,outdoors,2.5,0.7,90,min,78970.12
23954,split,23.6,outdoors,2.5,0.7,180,max,80451.9
23954,split,23.6,outdoors,2.5,0.7,180,min,80513.64
23954,split,9.9,adiabatic,2.5,0.7,90,max,54871.96
23954,split,23.6,outdoors,2.5,0.7,270,max,80368.63
23954,split,23.6,outdoors,2.5,0.7,270,min,80147.12
23954,split,23.6,outdoors,3.7,0.3,0,max,78082.53
23954,split,23.6,outdoors,3.7,0.3,0,min,78184.89
23954,split,23.6,outdoors,3.7,0.3,90,max,78041.58
23954,split,23.6,outdoors,3.7,0.3,90,min,77914.65
23954,split,23.6,outdoors,3.7,0.3,180,max,78903.52
23954,split,23.6,outdoors,3.7,0.3,180,min,79006.69
23954,split,23.6,outdoors,3.7,0.3,270,max,78972.41
23954,split,23.6,outdoors,3.7,0.3,270,min,78831.31
23954,split,9.9,adiabatic,2.5,0.7,90,min,51670.18
23954,split,23.6,outdoors,3.7,0.7,0,max,79093.47
23954,split,23.6,outdoors,3.7,0.7,0,min,79209.65
23954,split,23.6,outdoors,3.7,0.7,90,max,79170.58
23954,split,23.6,outdoors,3.7,0.7,90,min,79036.28
23954,split,23.6,outdoors,3.7,0.7,180,max,80482.07
23954,split,23.6,outdoors,3.7,0.7,180,min,80577.93
23954,split,23.6,outdoors,3.7,0.7,270,max,80269.23
23954,split,23.6,outdoors,3.7,0.7,270,min,80103.7
23954,split,9.9,adiabatic,2.5,0.7,180,max,56358.48
23954,split,9.9,adiabatic,2.5,0.7,180,min,53565.09
23954,split,9.9,adiabatic,2.5,0.7,270,max,56195.71
23954,split,9.9,adiabatic,2.5,0.7,270,min,53002.69
23954,split,9.9,adiabatic,3.7,0.3,0,max,50592.71
23954,split,9.9,adiabatic,3.7,0.3,0,min,47779.95
23954,split,9.9,adiabatic,3.7,0.3,90,max,49958.85
23954,split,9.9,adiabatic,3.7,0.3,90,min,47078.35
23954,split,9.9,adiabatic,2.5,0.3,0,min,52902.64
23954,split,9.9,adiabatic,3.7,0.3,180,max,50465.1
23954,split,9.9,adiabatic,3.7,0.3,180,min,47851.08
23954,split,9.9,adiabatic,3.7,0.3,270,max,50609.06
23954,split,9.9,adiabatic,3.7,0.3,270,min,47658.56
23954,split,9.9,adiabatic,3.7,0.7,0,max,51068.37
23954,split,9.9,adiabatic,3.7,0.7,0,min,48441.86
23954,split,9.9,adiabatic,3.7,0.7,90,max,50368.37
23954,split,9.9,adiabatic,3.7,0.7,90,min,47716.4
23954,split,9.9,adiabatic,3.7,0.7,180,max,51132.43
23954,split,9.9,adiabatic,3.7,0.7,180,min,48801.27
23954,split,9.9,adiabatic,2.5,0.3,90,max,54991.55
23954,split,9.9,adiabatic,3.7,0.7,270,max,51115.43
23954,split,9.9,adiabatic,3.7,0.7,270,min,48423.39
23954,split,9.9,outdoors,2.5,0.3,0,max,47782.33
23954,split,9.9,outdoors,2.5,0.3,0,min,46360.97
23954,split,9.9,outdoors,2.5,0.3,90,max,48008.08
23954,split,9.9,outdoors,2.5,0.3,90,min,46533.43
23954,split,9.9,outdoors,2.5,0.3,180,max,48518.19
23954,split,9.9,outdoors,2.5,0.3,180,min,47387.75
23954,split,9.9,outdoors,2.5,0.3,270,max,48669.78
23954,split,9.9,outdoors,2.5,0.3,270,min,47171.76
23954,split,9.9,adiabatic,2.5,0.3,90,min,51471.77
23954,split,9.9,outdoors,2.5,0.7,0,max,48624.71
23954,split,9.9,outdoors,2.5,0.7,0,min,47384.82
23954,split,9.9,outdoors,2.5,0.7,90,max,49043.22
23954,split,9.9,outdoors,2.5,0.7,90,min,47734.91
23954,split,9.9,outdoors,2.5,0.7,180,max,49813.76
23954,split,9.9,outdoors,2.5,0.7,180,min,48930.58
23954,split,9.9,outdoors,2.5,0.7,270,max,49921.87
23954,split,9.9,outdoors,2.5,0.7,270,min,48605.81
23954,split,9.9,outdoors,3.7,0.3,0,max,47727.25
23954,split,9.9,outdoors,3.7,0.3,0,min,46434.04
23954,split,9.9,adiabatic,2.5,0.3,180,max,55941.4
23954,split,9.9,outdoors,3.7,0.3,90,max,47833.29
23954,split,9.9,outdoors,3.7,0.3,90,min,46479.73
23954,split,9.9,outdoors,3.7,0.3,180,max,48336.01
23954,split,9.9,outdoors,3.7,0.3,180,min,47291.08
23954,split,9.9,outdoors,3.7,0.3,270,max,48416.11
23954,split,9.9,outdoors,3.7,0.3,270,min,47017.66
23954,split,9.9,outdoors,3.7,0.7,0,max,48603.89
23954,split,9.9,outdoors,3.7,0.7,0,min,47501.14
23954,split,9.9,outdoors,3.7,0.7,90,max,48891.73
23954,split,9.9,outdoors,3.7,0.7,90,min,47701.84
23954,split,9.9,adiabatic,2.5,0.3,180,min,52590.5
23954,split,9.9,outdoors,3.7,0.7,180,max,49667.53
23954,split,9.9,outdoors,3.7,0.7,180,min,48862.7
23954,split,9.9,outdoors,3.7,0.7,270,max,49682.22
23954,split,9.9,outdoors,3.7,0.7,270,min,48476.32
23954,split,23.6,adiabatic,2.5,0.3,0,max,83728.97
23954,split,23.6,adiabatic,2.5,0.3,0,min,81922.79
23954,split,23.6,adiabatic,2.5,0.3,90,max,82621.01
23954,split,23.6,adiabatic,2.5,0.3,90,min,80446.23
23954,split,23.6,adiabatic,2.5,0.3,180,max,83681.58
23954,split,23.6,adiabatic,2.5,0.3,180,min,81658.34
23954,split,9.9,adiabatic,2.5,0.3,270,max,55737.82
23954,split,23.6,adiabatic,2.5,0.3,270,max,83454.04
23954,split,23.6,adiabatic,2.5,0.3,270,min,81690.81
23954,split,23.6,adiabatic,2.5,0.7,0,max,84215.16
23954,split,23.6,adiabatic,2.5,0.7,0,min,82567.67
23954,split,23.6,adiabatic,2.5,0.7,90,max,82718.14
23954,split,23.6,adiabatic,2.5,0.7,90,min,80689.87
23954,split,23.6,adiabatic,2.5,0.7,180,max,84357
23954,split,23.6,adiabatic,2.5,0.7,180,min,82811.81
23954,split,23.6,adiabatic,2.5,0.7,270,max,84162.56
23954,split,23.6,adiabatic,2.5,0.7,270,min,82565.73
23954,split,9.9,adiabatic,2.5,0.3,270,min,52559.25
23954,split,23.6,adiabatic,3.7,0.3,0,max,78966.66
23954,split,23.6,adiabatic,3.7,0.3,0,min,77522.56
23954,split,23.6,adiabatic,3.7,0.3,90,max,78287.21
23954,split,23.6,adiabatic,3.7,0.3,90,min,76644.23
23954,split,23.6,adiabatic,3.7,0.3,180,max,79034.45
23954,split,23.6,adiabatic,3.7,0.3,180,min,77656.44
23954,split,23.6,adiabatic,3.7,0.3,270,max,79136.07
23954,split,23.6,adiabatic,3.7,0.3,270,min,77741.25
23954,split,23.6,adiabatic,3.7,0.7,0,max,79617.05
23954,split,23.6,adiabatic,3.7,0.7,0,min,78275.75
23954,split,9.9,adiabatic,2.5,0.7,0,max,56566.48
23954,split,23.6,adiabatic,3.7,0.7,90,max,78859.22
23954,split,23.6,adiabatic,3.7,0.7,90,min,77307.29
23954,split,23.6,adiabatic,3.7,0.7,180,max,79974.43
23954,split,23.6,adiabatic,3.7,0.7,180,min,78730.53
23954,split,23.6,adiabatic,3.7,0.7,270,max,79989.55
23954,split,23.6,adiabatic,3.7,0.7,270,min,78436.25
23954,split,23.6,outdoors,2.5,0.3,0,max,77975.74
23954,split,23.6,outdoors,2.5,0.3,0,min,77992.64
23954,split,23.6,outdoors,2.5,0.3,90,max,78075.61
23954,split,23.6,outdoors,2.5,0.3,90,min,77866.12
23954,split,9.9,adiabatic,2.5,0.7,0,min,53462.16
31412,vrf,9.9,adiabatic,2.5,0.3,0,max,38497.1
31412,vrf,9.9,adiabatic,2.5,0.3,0,min,38146.81
31412,vrf,9.9,adiabatic,2.5,0.3,90,max,38583.8
31412,vrf,9.9,adiabatic,2.5,0.3,90,min,38224.34
31412,vrf,9.9,adiabatic,2.5,0.3,180,max,38617.27
31412,vrf,9.9,adiabatic,2.5,0.3,180,min,38287.43
31412,vrf,9.9,adiabatic,2.5,0.3,270,max,38518.72
31412,vrf,9.9,adiabatic,2.5,0.3,270,min,38215.3
31412,vrf,9.9,adiabatic,2.5,0.7,0,max,38878.74
31412,vrf,9.9,adiabatic,2.5,0.7,0,min,38481.81
31412,vrf,9.9,adiabatic,2.5,0.7,90,max,39098.35
31412,vrf,9.9,adiabatic,2.5,0.7,90,min,38654.54
31412,vrf,9.9,adiabatic,2.5,0.7,180,max,39207.47
31412,vrf,9.9,adiabatic,2.5,0.7,180,min,38798.32
31412,vrf,9.9,adiabatic,2.5,0.7,270,max,39053.85
31412,vrf,9.9,adiabatic,2.5,0.7,270,min,38670.16
31412,vrf,9.9,adiabatic,3.7,0.3,0,max,36750.6
31412,vrf,9.9,adiabatic,3.7,0.3,0,min,36497.8
31412,vrf,9.9,adiabatic,3.7,0.3,90,max,36848.88
31412,vrf,9.9,adiabatic,3.7,0.3,90,min,36605.3
31412,vrf,9.9,adiabatic,3.7,0.3,180,max,36963.22
31412,vrf,9.9,adiabatic,3.7,0.3,180,min,36757.26
31412,vrf,9.9,adiabatic,3.7,0.3,270,max,36896.16
31412,vrf,9.9,adiabatic,3.7,0.3,270,min,36682.19
31412,vrf,9.9,adiabatic,3.7,0.7,0,max,37165.22
31412,vrf,9.9,adiabatic,3.7,0.7,0,min,36979.67
31412,vrf,9.9,adiabatic,3.7,0.7,90,max,37386.31
31412,vrf,9.9,adiabatic,3.7,0.7,90,min,37181.89
31412,vrf,9.9,adiabatic,3.7,0.7,180,max,37614.79
31412,vrf,9.9,adiabatic,3.7,0.7,180,min,37472.31
31412,vrf,9.9,adiabatic,3.7,0.7,270,max,37482.62
31412,vrf,9.9,adiabatic,3.7,0.7,270,min,37347.46
31412,vrf,9.9,outdoors,2.5,0.3,0,max,37116.13
31412,vrf,9.9,outdoors,2.5,0.3,0,min,36620.59
31412,vrf,9.9,outdoors,2.5,0.3,90,max,37422.85
31412,vrf,9.9,outdoors,2.5,0.3,90,min,37010.36
31412,vrf,9.9,outdoors,2.5,0.3,180,max,37718.25
31412,vrf,9.9,outdoors,2.5,0.3,180,min,37317.98
31412,vrf,9.9,outdoors,2.5,0.3,270,max,37558.98
31412,vrf,9.9,outdoors,2.5,0.3,270,min,37144.25
31412,vrf,9.9,outdoors,2.5,0.7,0,max,37741.33
31412,vrf,9.9,outdoors,2.5,0.7,0,min,37390.59
31412,vrf,9.9,outdoors,2.5,0.7,90,max,38199.9
31412,vrf,9.9,outdoors,2.5,0.7,90,min,37928.41
31412,vrf,9.9,outdoors,2.5,0.7,180,max,38645
31412,vrf,9.9,outdoors,2.5,0.7,180,min,38384.61
31412,vrf,9.9,outdoors,2.5,0.7,270,max,38357.46
31412,vrf,9.9,outdoors,2.5,0.7,270,min,38131.93
31412,vrf,9.9,outdoors,3.7,0.3,0,max,37134.17
31412,vrf,9.9,outdoors,3.7,0.3,0,min,36640.37
31412,vrf,9.9,outdoors,3.7,0.3,90,max,37381.92
31412,vrf,9.9,outdoors,3.7,0.3,90,min,36945.74
31412,vrf,9.9,outdoors,3.7,0.3,180,max,37620.8
31412,vrf,9.9,outdoors,3.7,0.3,180,min,37186.08
31412,vrf,9.9,outdoors,3.7,0.3,270,max,37497.56
31412,vrf,9.9,outdoors,3.7,0.3,270,min,37051.8
31412,vrf,9.9,outdoors,3.7,0.7,0,max,37795.49
31412,vrf,9.9,outdoors,3.7,0.7,0,min,37424.68
31412,vrf,9.9,outdoors,3.7,0.7,90,max,38192.77
31412,vrf,9.9,outdoors,3.7,0.7,90,min,37910.68
31412,vrf,9.9,outdoors,3.7,0.7,180,max,38589.59
31412,vrf,9.9,outdoors,3.7,0.7,180,min,38295.5
31412,vrf,9.9,outdoors,3.7,0.7,270,max,38342.91
31412,vrf,9.9,outdoors,3.7,0.7,270,min,38096.9
31412,vrf,23.6,adiabatic,2.5,0.3,0,max,66985.65
31412,vrf,23.6,adiabatic,2.5,0.3,0,min,66387.13
31412,vrf,23.6,adiabatic,2.5,0.3,90,max,67089.36
31412,vrf,23.6,adiabatic,2.5,0.3,90,min,66467.39
31412,vrf,23.6,adiabatic,2.5,0.3,180,max,67110.4
31412,vrf,23.6,adiabatic,2.5,0.3,180,min,66495.67
31412,vrf,23.6,adiabatic,2.5,0.3,270,max,66989.49
31412,vrf,23.6,adiabatic,2.5,0.3,270,min,66402.89
31412,vrf,23.6,adiabatic,2.5,0.7,0,max,67391.04
31412,vrf,23.6,adiabatic,2.5,0.7,0,min,66692.11
31412,vrf,23.6,adiabatic,2.5,0.7,90,max,67647.93
31412,vrf,23.6,adiabatic,2.5,0.7,90,min,66892.35
31412,vrf,23.6,adiabatic,2.5,0.7,180,max,67738.51
31412,vrf,23.6,adiabatic,2.5,0.7,180,min,66976.88
31412,vrf,23.6,adiabatic,2.5,0.7,270,max,67570.77
31412,vrf,23.6,adiabatic,2.5,0.7,270,min,66830.08
31412,vrf,23.6,adiabatic,3.7,0.3,0,max,65359.06
31412,vrf,23.6,adiabatic,3.7,0.3,0,min,65258.11
31412,vrf,23.6,adiabatic,3.7,0.3,90,max,65456.79
31412,vrf,23.6,adiabatic,3.7,0.3,90,min,65318.75
31412,vrf,23.6,adiabatic,3.7,0.3,180,max,65529.46
31412,vrf,23.6,adiabatic,3.7,0.3,180,min,65425.4
31412,vrf,23.6,adiabatic,3.7,0.3,270,max,65466.98
