ghr,hvac,lights,boundaries,envelope,shgc,azimuth,afn,total_hvac_light_cons
3495,vrf,9.9,outdoors,3.7,0.7,90,max,30418.02
3495,vrf,9.9,outdoors,3.7,0.7,90,min,32233.63
3495,vrf,9.9,adiabatic,2.5,0.3,180,min,30999.95
3495,vrf,9.9,outdoors,3.7,0.7,180,max,30821.7
3495,vrf,9.9,outdoors,3.7,0.7,180,min,32859.11
3495,vrf,9.9,outdoors,3.7,0.7,270,max,30769.04
3495,vrf,9.9,outdoors,3.7,0.7,270,min,32646.84
3495,vrf,23.6,adiabatic,2.5,0.3,0,max,57972.58
3495,vrf,23.6,adiabatic,2.5,0.3,0,min,58912.32
3495,vrf,23.6,adiabatic,2.5,0.3,90,max,58049.27
3495,vrf,23.6,adiabatic,2.5,0.3,90,min,58987.68
3495,vrf,23.6,adiabatic,2.5,0.3,180,max,58056.72
3495,vrf,23.6,adiabatic,2.5,0.3,180,min,59067.08
3495,vrf,9.9,adiabatic,2.5,0.3,270,max,30437.1
3495,vrf,23.6,adiabatic,2.5,0.3,270,max,57925.46
3495,vrf,23.6,adiabatic,2.5,0.3,270,min,58945.38
3495,vrf,23.6,adiabatic,2.5,0.7,0,max,58208.67
3495,vrf,23.6,adiabatic,2.5,0.7,0,min,59216.44
3495,vrf,23.6,adiabatic,2.5,0.7,90,max,58361.67
3495,vrf,23.6,adiabatic,2.5,0.7,90,min,59382.45
3495,vrf,23.6,adiabatic,2.5,0.7,180,max,58486.78
3495,vrf,23.6,adiabatic,2.5,0.7,180,min,59622.33
3495,vrf,23.6,adiabatic,2.5,0.7,270,max,58315.76
3495,vrf,23.6,adiabatic,2.5,0.7,270,min,59436.7
3495,vrf,9.9,adiabatic,2.5,0.3,270,min,30856.7
3495,vrf,23.6,adiabatic,3.7,0.3,0,max,56565.07
3495,vrf,23.6,adiabatic,3.7,0.3,0,min,57930.27
3495,vrf,23.6,adiabatic,3.7,0.3,90,max,56663.75
3495,vrf,23.6,adiabatic,3.7,0.3,90,min,58049.1
3495,vrf,23.6,adiabatic,3.7,0.3,180,max,56712.15
3495,vrf,23.6,adiabatic,3.7,0.3,180,min,58203.97
3495,vrf,23.6,adiabatic,3.7,0.3,270,max,56649.7
3495,vrf,23.6,adiabatic,3.7,0.3,270,min,58099.45
3495,vrf,23.6,adiabatic,3.7,0.7,0,max,56917.04
3495,vrf,23.6,adiabatic,3.7,0.7,0,min,58412.13
3495,vrf,9.9,adiabatic,2.5,0.7,0,max,30691.31
3495,vrf,23.6,adiabatic,3.7,0.7,90,max,57120.64
3495,vrf,23.6,adiabatic,3.7,0.7,90,min,58646.49
3495,vrf,23.6,adiabatic,3.7,0.7,180,max,57331.33
3495,vrf,23.6,adiabatic,3.7,0.7,180,min,58995.85
3495,vrf,23.6,adiabatic,3.7,0.7,270,max,57239.9
3495,vrf,23.6,adiabatic,3.7,0.7,270,min,58848.96
3495,vrf,23.6,outdoors,2.5,0.3,0,max,58623.3
3495,vrf,23.6,outdoors,2.5,0.3,0,min,60719.73
3495,vrf,23.6,outdoors,2.5,0.3,90,max,58927.83
3495,vrf,23.6,outdoors,2.5,0.3,90,min,61025.61
3495,vrf,9.9,adiabatic,2.5,0.7,0,min,31161.94
3495,split,9.9,adiabatic,2.5,0.3,0,max,46086.59
3495,split,23.6,outdoors,2.5,0.3,180,max,67713.36
3495,split,23.6,outdoors,2.5,0.3,180,min,70313.32
3495,split,23.6,outdoors,2.5,0.3,270,max,67734.54
3495,split,23.6,outdoors,2.5,0.3,270,min,70036.07
3495,split,23.6,outdoors,2.5,0.7,0,max,67798.66
3495,split,23.6,outdoors,2.5,0.7,0,min,70217.08
3495,split,23.6,outdoors,2.5,0.7,90,max,68157.39
3495,split,23.6,outdoors,2.5,0.7,90,min,70386.41
3495,split,23.6,outdoors,2.5,0.7,180,max,69138.38
3495,split,23.6,outdoors,2.5,0.7,180,min,72029.34
3495,split,9.9,adiabatic,2.5,0.7,90,max,44179.88
3495,split,23.6,outdoors,2.5,0.7,270,max,69061.67
3495,split,23.6,outdoors,2.5,0.7,270,min,71475.66
3495,split,23.6,outdoors,3.7,0.3,0,max,67263.82
3495,split,23.6,outdoors,3.7,0.3,0,min,69622.74
3495,split,23.6,outdoors,3.7,0.3,90,max,67376.89
3495,split,23.6,outdoors,3.7,0.3,90,min,69564.01
3495,split,23.6,outdoors,3.7,0.3,180,max,67895.12
3495,split,23.6,outdoors,3.7,0.3,180,min,70566.49
3495,split,23.6,outdoors,3.7,0.3,270,max,67892.61
3495,split,23.6,outdoors,3.7,0.3,270,min,70265.56
3495,split,9.9,adiabatic,2.5,0.7,90,min,42198.69
3495,split,23.6,outdoors,3.7,0.7,0,max,68129.15
3495,split,23.6,outdoors,3.7,0.7,0,min,70702.48
3495,split,23.6,outdoors,3.7,0.7,90,max,68417.63
3495,split,23.6,outdoors,3.7,0.7,90,min,70749.18
3495,split,23.6,outdoors,3.7,0.7,180,max,69413.65
3495,split,23.6,outdoors,3.7,0.7,180,min,72346.07
3495,split,23.6,outdoors,3.7,0.7,270,max,69237.8
3495,split,23.6,outdoors,3.7,0.7,270,min,71728.27
3495,split,9.9,adiabatic,2.5,0.7,180,max,44716.86
3495,split,9.9,adiabatic,2.5,0.7,180,min,43212.24
3495,split,9.9,adiabatic,2.5,0.7,270,max,44375.67
3495,split,9.9,adiabatic,2.5,0.7,270,min,42528
3495,split,9.9,adiabatic,3.7,0.3,0,max,42424.12
3495,split,9.9,adiabatic,3.7,0.3,0,min,39872.71
3495,split,9.9,adiabatic,3.7,0.3,90,max,41768.47
3495,split,9.9,adiabatic,3.7,0.3,90,min,39406.75
3495,split,9.9,adiabatic,2.5,0.3,0,min,43300.42
3495,split,9.9,adiabatic,3.7,0.3,180,max,41783.12
3495,split,9.9,adiabatic,3.7,0.3,180,min,39646.45
3495,split,9.9,adiabatic,3.7,0.3,270,max,41825.64
3495,split,9.9,adiabatic,3.7,0.3,270,min,39408.51
3495,split,9.9,adiabatic,3.7,0.7,0,max,42042.23
3495,split,9.9,adiabatic,3.7,0.7,0,min,40076.52
3495,split,9.9,adiabatic,3.7,0.7,90,max,41282.62
3495,split,9.9,adiabatic,3.7,0.7,90,min,39576.46
3495,split,9.9,adiabatic,3.7,0.7,180,max,41326.01
3495,split,9.9,adiabatic,3.7,0.7,180,min,40136.13
3495,split,9.9,adiabatic,2.5,0.3,90,max,45015.84
3495,split,9.9,adiabatic,3.7,0.7,270,max,41270.83
3495,split,9.9,adiabatic,3.7,0.7,270,min,39689.11
3495,split,9.9,outdoors,2.5,0.3,0,max,39137.53
3495,split,9.9,outdoors,2.5,0.3,0,min,38639.38
3495,split,9.9,outdoors,2.5,0.3,90,max,39138.43
3495,split,9.9,outdoors,2.5,0.3,90,min,38827.64
3495,split,9.9,outdoors,2.5,0.3,180,max,39086.24
3495,split,9.9,outdoors,2.5,0.3,180,min,39401.43
3495,split,9.9,outdoors,2.5,0.3,270,max,39408.85
3495,split,9.9,outdoors,2.5,0.3,270,min,39265.82
3495,split,9.9,adiabatic,2.5,0.3,90,min,42340.74
3495,split,9.9,outdoors,2.5,0.7,0,max,39419.4
3495,split,9.9,outdoors,2.5,0.7,0,min,39499.65
3495,split,9.9,outdoors,2.5,0.7,90,max,39563.29
3495,split,9.9,outdoors,2.5,0.7,90,min,39844.8
3495,split,9.9,outdoors,2.5,0.7,180,max,39767.65
3495,split,9.9,outdoors,2.5,0.7,180,min,40934.28
3495,split,9.9,outdoors,2.5,0.7,270,max,40052.1
3495,split,9.9,outdoors,2.5,0.7,270,min,40583.95
3495,split,9.9,outdoors,3.7,0.3,0,max,39141.84
3495,split,9.9,outdoors,3.7,0.3,0,min,38890.09
3495,split,9.9,adiabatic,2.5,0.3,180,max,45248.64
3495,split,9.9,outdoors,3.7,0.3,90,max,39146.34
3495,split,9.9,outdoors,3.7,0.3,90,min,39006.78
3495,split,9.9,outdoors,3.7,0.3,180,max,39197.61
3495,split,9.9,outdoors,3.7,0.3,180,min,39578.02
3495,split,9.9,outdoors,3.7,0.3,270,max,39358.25
3495,split,9.9,outdoors,3.7,0.3,270,min,39346.49
3495,split,9.9,outdoors,3.7,0.7,0,max,39487.82
3495,split,9.9,outdoors,3.7,0.7,0,min,39806.68
3495,split,9.9,outdoors,3.7,0.7,90,max,39623.14
3495,split,9.9,outdoors,3.7,0.7,90,min,40069.49
3495,split,9.9,adiabatic,2.5,0.3,180,min,42740.81
3495,split,9.9,outdoors,3.7,0.7,180,max,39894.32
3495,split,9.9,outdoors,3.7,0.7,180,min,41146.98
3495,split,9.9,outdoors,3.7,0.7,270,max,40052.54
3495,split,9.9,outdoors,3.7,0.7,270,min,40717.29
3495,split,23.6,adiabatic,2.5,0.3,0,max,70828.57
3495,split,23.6,adiabatic,2.5,0.3,0,min,70526.81
3495,split,23.6,adiabatic,2.5,0.3,90,max,70139.38
3495,split,23.6,adiabatic,2.5,0.3,90,min,69691.57
3495,split,23.6,adiabatic,2.5,0.3,180,max,70506.49
3495,split,23.6,adiabatic,2.5,0.3,180,min,70423
3495,split,9.9,adiabatic,2.5,0.3,270,max,44984.41
3495,split,23.6,adiabatic,2.5,0.3,270,max,70277.79
3495,split,23.6,adiabatic,2.5,0.3,270,min,70311.4
3495,split,23.6,adiabatic,2.5,0.7,0,max,70919.33
3495,split,23.6,adiabatic,2.5,0.7,0,min,70991.95
3495,split,23.6,adiabatic,2.5,0.7,90,max,70019.13
3495,split,23.6,adiabatic,2.5,0.7,90,min,69946.97
3495,split,23.6,adiabatic,2.5,0.7,180,max,70849.71
3495,split,23.6,adiabatic,2.5,0.7,180,min,71414.76
3495,split,23.6,adiabatic,2.5,0.7,270,max,70519.99
3495,split,23.6,adiabatic,2.5,0.7,270,min,70922.96
3495,split,9.9,adiabatic,2.5,0.3,270,min,42590.76
3495,split,23.6,adiabatic,3.7,0.3,0,max,67692.8
3495,split,23.6,adiabatic,3.7,0.3,0,min,67629.17
3495,split,23.6,adiabatic,3.7,0.3,90,max,67342.35
3495,split,23.6,adiabatic,3.7,0.3,90,min,67212.18
3495,split,23.6,adiabatic,3.7,0.3,180,max,67573.48
3495,split,23.6,adiabatic,3.7,0.3,180,min,67870.14
3495,split,23.6,adiabatic,3.7,0.3,270,max,67537.48
3495,split,23.6,adiabatic,3.7,0.3,270,min,67696.28
3495,split,23.6,adiabatic,3.7,0.7,0,max,67910.52
3495,split,23.6,adiabatic,3.7,0.7,0,min,68231.74
3495,split,9.9,adiabatic,2.5,0.7,0,max,45585.63
3495,split,23.6,adiabatic,3.7,0.7,90,max,67537.31
3495,split,23.6,adiabatic,3.7,0.7,90,min,67761.02
3495,split,23.6,adiabatic,3.7,0.7,180,max,68020.7
3495,split,23.6,adiabatic,3.7,0.7,180,min,68891.48
3495,split,23.6,adiabatic,3.7,0.7,270,max,67893.24
3495,split,23.6,adiabatic,3.7,0.7,270,min,68354.11
3495,split,23.6,outdoors,2.5,0.3,0,max,67001.96
3495,split,23.6,outdoors,2.5,0.3,0,min,69168.73
3495,split,23.6,outdoors,2.5,0.3,90,max,67183.24
3495,split,23.6,outdoors,2.5,0.3,90,min,69233.15
3495,split,9.9,adiabatic,2.5,0.7,0,min,43371.57
14172,vrf,9.9,adiabatic,2.5,0.3,0,max,33625.96
14172,vrf,23.6,outdoors,2.5,0.3,180,max,62904.3
14172,vrf,23.6,outdoors,2.5,0.3,180,min,64070.38
14172,vrf,23.6,outdoors,2.5,0.3,270,max,62774.69
14172,vrf,23.6,outdoors,2.5,0.3,270,min,63967.48
14172,vrf,23.6,outdoors,2.5,0.7,0,max,62883.22
14172,vrf,23.6,outdoors,2.5,0.7,0,min,64038.27
14172,vrf,23.6,outdoors,2.5,0.7,90,max,63211.24
14172,vrf,23.6,outdoors,2.5,0.7,90,min,64340.69
14172,vrf,23.6,outdoors,2.5,0.7,180,max,63651.68
14172,vrf,23.6,outdoors,2.5,0.7,180,min,64706.59
14172,vrf,9.9,adiabatic,2.5,0.7,90,max,34030.08
14172,vrf,23.6,outdoors,2.5,0.7,270,max,63449.26
14172,vrf,23.6,outdoors,2.5,0.7,270,min,64588.7
14172,vrf,23.6,outdoors,3.7,0.3,0,max,62520.48
14172,vrf,23.6,outdoors,3.7,0.3,0,min,63706.65
14172,vrf,23.6,outdoors,3.7,0.3,90,max,62697.35
14172,vrf,23.6,outdoors,3.7,0.3,90,min,63858.62
14172,vrf,23.6,outdoors,3.7,0.3,180,max,62949.18
14172,vrf,23.6,outdoors,3.7,0.3,180,min,64094.72
14172,vrf,23.6,outdoors,3.7,0.3,270,max,62851.68
14172,vrf,23.6,outdoors,3.7,0.3,270,min,64032.56
14172,vrf,9.9,adiabatic,2.5,0.7,90,min,34614.19
14172,vrf,23.6,outdoors,3.7,0.7,0,max,63045.95
14172,vrf,23.6,outdoors,3.7,0.7,0,min,64183.66
14172,vrf,23.6,outdoors,3.7,0.7,90,max,63330.56
14172,vrf,23.6,outdoors,3.7,0.7,90,min,64437.52
14172,vrf,23.6,outdoors,3.7,0.7,180,max,63708.56
14172,vrf,23.6,outdoors,3.7,0.7,180,min,64755.17
14172,vrf,23.6,outdoors,3.7,0.7,270,max,63547.24
14172,vrf,23.6,outdoors,3.7,0.7,270,min,64675.43
14172,vrf,9.9,adiabatic,2.5,0.7,180,max,34186.63
14172,vrf,9.9,adiabatic,2.5,0.7,180,min,34819.92
14172,vrf,9.9,adiabatic,2.5,0.7,270,max,34041.39
14172,vrf,9.9,adiabatic,2.5,0.7,270,min,34680.75
14172,vrf,9.9,adiabatic,3.7,0.3,0,max,32013.6
14172,vrf,9.9,adiabatic,3.7,0.3,0,min,32668.91
14172,vrf,9.9,adiabatic,3.7,0.3,90,max,32101.46
14172,vrf,9.9,adiabatic,3.7,0.3,90,min,32782.83
14172,vrf,9.9,adiabatic,2.5,0.3,0,min,34138.59
14172,vrf,9.9,adiabatic,3.7,0.3,180,max,32213.61
14172,vrf,9.9,adiabatic,3.7,0.3,180,min,32944.93
14172,vrf,9.9,adiabatic,3.7,0.3,270,max,32151.88
14172,vrf,9.9,adiabatic,3.7,0.3,270,min,32857.14
14172,vrf,9.9,adiabatic,3.7,0.7,0,max,32379.07
14172,vrf,9.9,adiabatic,3.7,0.7,0,min,33150.14
14172,vrf,9.9,adiabatic,3.7,0.7,90,max,32578.08
14172,vrf,9.9,adiabatic,3.7,0.7,90,min,33378.96
14172,vrf,9.9,adiabatic,3.7,0.7,180,max,32850.71
14172,vrf,9.9,adiabatic,3.7,0.7,180,min,33709.12
14172,vrf,9.9,adiabatic,2.5,0.3,90,max,33689.53
14172,vrf,9.9,adiabatic,3.7,0.7,270,max,32740.83
14172,vrf,9.9,adiabatic,3.7,0.7,270,min,33568.95
14172,vrf,9.9,outdoors,2.5,0.3,0,max,32598.46
14172,vrf,9.9,outdoors,2.5,0.3,0,min,33686.22
14172,vrf,9.9,outdoors,2.5,0.3,90,max,32903.34
14172,vrf,9.9,outdoors,2.5,0.3,90,min,34035.02
14172,vrf,9.9,outdoors,2.5,0.3,180,max,33255.34
14172,vrf,9.9,outdoors,2.5,0.3,180,min,34430.68
14172,vrf,9.9,outdoors,2.5,0.3,270,max,33136.28
14172,vrf,9.9,outdoors,2.5,0.3,270,min,34272.98
14172,vrf,9.9,adiabatic,2.5,0.3,90,min,34216.51
14172,vrf,9.9,outdoors,2.5,0.7,0,max,33240.93
14172,vrf,9.9,outdoors,2.5,0.7,0,min,34409.05
14172,vrf,9.9,outdoors,2.5,0.7,90,max,33716.06
14172,vrf,9.9,outdoors,2.5,0.7,90,min,34913.13
14172,vrf,9.9,outdoors,2.5,0.7,180,max,34266.28
14172,vrf,9.9,outdoors,2.5,0.7,180,min,35495
14172,vrf,9.9,outdoors,2.5,0.7,270,max,34078.37
14172,vrf,9.9,outdoors,2.5,0.7,270,min,35272.27
14172,vrf,9.9,outdoors,3.7,0.3,0,max,32690.52
14172,vrf,9.9,outdoors,3.7,0.3,0,min,33821.2
14172,vrf,9.9,adiabatic,2.5,0.3,180,max,33736.58
14172,vrf,9.9,outdoors,3.7,0.3,90,max,32948.24
14172,vrf,9.9,outdoors,3.7,0.3,90,min,34102.08
14172,vrf,9.9,outdoors,3.7,0.3,180,max,33225.86
14172,vrf,9.9,outdoors,3.7,0.3,180,min,34412.72
14172,vrf,9.9,outdoors,3.7,0.3,270,max,33131.3
14172,vrf,9.9,outdoors,3.7,0.3,270,min,34283.35
14172,vrf,9.9,outdoors,3.7,0.7,0,max,33364.78
14172,vrf,9.9,outdoors,3.7,0.7,0,min,34562.06
14172,vrf,9.9,outdoors,3.7,0.7,90,max,33794.39
14172,vrf,9.9,outdoors,3.7,0.7,90,min,35011.71
14172,vrf,9.9,adiabatic,2.5,0.3,180,min,34306.34
14172,vrf,9.9,outdoors,3.7,0.7,180,max,34283.94
14172,vrf,9.9,outdoors,3.7,0.7,180,min,35518.6
14172,vrf,9.9,outdoors,3.7,0.7,270,max,34104.27
14172,vrf,9.9,outdoors,3.7,0.7,270,min,35312.71
14172,vrf,23.6,adiabatic,2.5,0.3,0,max,61666.45
14172,vrf,23.6,adiabatic,2.5,0.3,0,min,62474.26
14172,vrf,23.6,adiabatic,2.5,0.3,90,max,61734
14172,vrf,23.6,adiabatic,2.5,0.3,90,min,62543.17
14172,vrf,23.6,adiabatic,2.5,0.3,180,max,61773.87
14172,vrf,23.6,adiabatic,2.5,0.3,180,min,62599.75
14172,vrf,9.9,adiabatic,2.5,0.3,270,max,33641.38
14172,vrf,23.6,adiabatic,2.5,0.3,270,max,61676.07
14172,vrf,23.6,adiabatic,2.5,0.3,270,min,62524.57
14172,vrf,23.6,adiabatic,2.5,0.7,0,max,61930.97
14172,vrf,23.6,adiabatic,2.5,0.7,0,min,62744.86
14172,vrf,23.6,adiabatic,2.5,0.7,90,max,62082.83
14172,vrf,23.6,adiabatic,2.5,0.7,90,min,62891.39
14172,vrf,23.6,adiabatic,2.5,0.7,180,max,62217.12
14172,vrf,23.6,adiabatic,2.5,0.7,180,min,63044.01
14172,vrf,23.6,adiabatic,2.5,0.7,270,max,62084.55
14172,vrf,23.6,adiabatic,2.5,0.7,270,min,62924.17
14172,vrf,9.9,adiabatic,2.5,0.3,270,min,34220.93
14172,vrf,23.6,adiabatic,3.7,0.3,0,max,60640.12
14172,vrf,23.6,adiabatic,3.7,0.3,0,min,61781
14172,vrf,23.6,adiabatic,3.7,0.3,90,max,60714.63
14172,vrf,23.6,adiabatic,3.7,0.3,90,min,61854.53
14172,vrf,23.6,adiabatic,3.7,0.3,180,max,60832.61
14172,vrf,23.6,adiabatic,3.7,0.3,180,min,62004.73
14172,vrf,23.6,adiabatic,3.7,0.3,270,max,60777.3
14172,vrf,23.6,adiabatic,3.7,0.3,270,min,61951.44
14172,vrf,23.6,adiabatic,3.7,0.7,0,max,60981.59
14172,vrf,23.6,adiabatic,3.7,0.7,0,min,62147.98
14172,vrf,9.9,adiabatic,2.5,0.7,0,max,33877.61
14172,vrf,23.6,adiabatic,3.7,0.7,90,max,61144.66
14172,vrf,23.6,adiabatic,3.7,0.7,90,min,62296.46
14172,vrf,23.6,adiabatic,3.7,0.7,180,max,61388.83
14172,vrf,23.6,adiabatic,3.7,0.7,180,min,62567.24
14172,vrf,23.6,adiabatic,3.7,0.7,270,max,61288.32
14172,vrf,23.6,adiabatic,3.7,0.7,270,min,62480.87
14172,vrf,23.6,outdoors,2.5,0.3,0,max,62367.93
14172,vrf,23.6,outdoors,2.5,0.3,0,min,63561.18
14172,vrf,23.6,outdoors,2.5,0.3,90,max,62592.76
14172,vrf,23.6,outdoors,2.5,0.3,90,min,63771.26
14172,vrf,9.9,adiabatic,2.5,0.7,0,min,34459.3
14172,split,9.9,adiabatic,2.5,0.3,0,max,48248.34
14172,split,23.6,outdoors,2.5,0.3,180,max,74869.6
14172,split,23.6,outdoors,2.5,0.3,180,min,76109.74
14172,split,23.6,outdoors,2.5,0.3,270,max,74734.25
14172,split,23.6,outdoors,2.5,0.3,270,min,75780.63
14172,split,23.6,outdoors,2.5,0.7,0,max,74894.77
14172,split,23.6,outdoors,2.5,0.7,0,min,76089.36
14172,split,23.6,outdoors,2.5,0.7,90,max,75038.14
14172,split,23.6,outdoors,2.5,0.7,90,min,75966.47
14172,split,23.6,outdoors,2.5,0.7,180,max,76492.66
14172,split,23.6,outdoors,2.5,0.7,180,min,77695.53
14172,split,9.9,adiabatic,2.5,0.7,90,max,47643.29
14172,split,23.6,outdoors,2.5,0.7,270,max,76130.89
14172,split,23.6,outdoors,2.5,0.7,270,min,77020.12
14172,split,23.6,outdoors,3.7,0.3,0,max,74123.75
14172,split,23.6,outdoors,3.7,0.3,0,min,75339.08
14172,split,23.6,outdoors,3.7,0.3,90,max,74050.3
14172,split,23.6,outdoors,3.7,0.3,90,min,75051.91
14172,split,23.6,outdoors,3.7,0.3,180,max,74963.39
14172,split,23.6,outdoors,3.7,0.3,180,min,76212.51
14172,split,23.6,outdoors,3.7,0.3,270,max,74887.92
14172,split,23.6,outdoors,3.7,0.3,270,min,75862
14172,split,9.9,adiabatic,2.5,0.7,90,min,46555.05
14172,split,23.6,outdoors,3.7,0.7,0,max,75185.51
14172,split,23.6,outdoors,3.7,0.7,0,min,76377.56
14172,split,23.6,outdoors,3.7,0.7,90,max,75193.25
14172,split,23.6,outdoors,3.7,0.7,90,min,76143.3
14172,split,23.6,outdoors,3.7,0.7,180,max,76645.22
14172,split,23.6,outdoors,3.7,0.7,180,min,77869.43
14172,split,23.6,outdoors,3.7,0.7,270,max,76207.84
14172,split,23.6,outdoors,3.7,0.7,270,min,77105.13
14172,split,9.9,adiabatic,2.5,0.7,180,max,49244.56
14172,split,9.9,adiabatic,2.5,0.7,180,min,48434.65
14172,split,9.9,adiabatic,2.5,0.7,270,max,48788.75
14172,split,9.9,adiabatic,2.5,0.7,270,min,47707.03
14172,split,9.9,adiabatic,3.7,0.3,0,max,44414.01
14172,split,9.9,adiabatic,3.7,0.3,0,min,43531.14
14172,split,9.9,adiabatic,3.7,0.3,90,max,44045.3
14172,split,9.9,adiabatic,3.7,0.3,90,min,43070.22
14172,split,9.9,adiabatic,2.5,0.3,0,min,47091.64
14172,split,9.9,adiabatic,3.7,0.3,180,max,44631.25
14172,split,9.9,adiabatic,3.7,0.3,180,min,43887.42
